,date,NOx,NO_2,NOx,SO_2
1605,21.03.2014,2,15,18,3
1606,22.03.2014,1,14,15,1
1607,23.03.2014,2,22,25,3
1608,24.03.2014,6,32,41,1
1609,25.03.2014,5,32,40,1
1610,26.03.2014,3,17,21,1
1611,27.03.2014,1,10,12,1
1612,28.03.2014,4,15,21,0
1613,29.03.2014,7,19,29,3
1614,30.03.2014,1,17,18,3
1615,31.03.2014,17,33,58,2
1616,01.04.2014,14,24,45,1
1617,02.04.2014,1,11,12,5
1618,03.04.2014,9,24,38,5
1619,04.04.2014,1,10,11,3
1620,05.04.2014,1,12,13,3
1621,06.04.2014,2,22,24,5
1622,07.04.2014,4,25,32,1
1623,08.04.2014,4,17,23,2
1624,09.04.2014,2,16,19,6
1625,10.04.2014,1,18,20,1
1626,11.04.2014,7,22,33,1
1627,12.04.2014,2,24,27,4
1628,13.04.2014,1,16,17,4
1629,14.04.2014,2,17,20,4
1630,15.04.2014,2,14,16,2
1631,16.04.2014,3,20,24,0
1632,17.04.2014,16,23,47,2
1633,18.04.2014,1,15,16,3
1634,19.04.2014,2,11,14,2
1635,20.04.2014,1,5,6,2
1636,21.04.2014,0,7,7,1
1637,22.04.2014,1,16,18,2
1638,23.04.2014,12,18,36,2
1639,24.04.2014,2,13,17,1
1640,25.04.2014,2,12,15,2
1641,26.04.2014,1,10,11,2
1642,27.04.2014,1,6,7,1
1643,28.04.2014,1,10,12,1
1644,29.04.2014,2,19,23,1
1645,30.04.2014,4,26,32,2
1646,01.05.2014,1,15,15,2
1647,02.05.2014,0,8,9,0
1648,03.05.2014,3,14,18,1
1649,04.05.2014,2,15,18,2
1650,05.05.2014,10,19,35,0
1651,06.05.2014,1,16,18,3
1652,07.05.2014,2,20,23,1
1653,08.05.2014,2,20,23,0
1654,09.05.2014,2,14,16,0
1655,10.05.2014,0,8,9,1
1656,11.05.2014,1,8,9,1
1657,12.05.2014,1,14,16,1
1658,13.05.2014,2,16,18,4
1659,14.05.2014,2,15,17,3
1660,15.05.2014,2,14,17,0
1661,16.05.2014,1,9,11,1
1662,17.05.2014,1,8,9,0
1663,18.05.2014,1,8,10,0
1664,19.05.2014,2,13,16,0
1665,20.05.2014,2,17,21,1
1666,21.05.2014,1,15,17,1
1667,22.05.2014,1,8,9,3
1668,23.05.2014,1,14,15,2
1669,24.05.2014,0,10,11,0
1670,25.05.2014,0,12,13,3
1671,26.05.2014,1,8,9,1
1672,27.05.2014,1,6,8,0
1673,28.05.2014,2,8,10,0
1674,29.05.2014,0,8,8,0
1675,30.05.2014,3,15,18,1
1676,31.05.2014,3,17,20,6
1677,01.06.2014,1,11,11,4
1678,02.06.2014,1,11,13,0
1679,03.06.2014,1,15,16,1
1680,04.06.2014,1,10,12,1
1681,05.06.2014,1,15,17,1
1682,06.06.2014,3,18,23,0
1683,07.06.2014,1,18,19,1
1684,08.06.2014,1,16,18,1
1685,09.06.2014,0,3,4,1
1686,10.06.2014,1,9,11,1
1687,11.06.2014,1,14,15,1
1688,12.06.2014,1,10,11,5
1689,13.06.2014,2,15,19,4
1690,14.06.2014,1,9,10,1
1691,15.06.2014,2,9,12,1
1692,16.06.2014,4,16,22,4
1693,17.06.2014,1,10,12,0
1694,18.06.2014,6,17,26,3
1695,19.06.2014,2,11,13,3
1696,20.06.2014,2,9,12,2
1697,21.06.2014,1,8,10,3
1698,22.06.2014,1,7,8,2
1699,23.06.2014,2,14,17,3
1700,24.06.2014,2,17,21,1
1701,25.06.2014,2,23,27,1
1702,26.06.2014,5,17,24,0
1703,27.06.2014,7,15,25,1
1704,28.06.2014,1,13,15,0
1705,29.06.2014,0,10,10,0
1706,30.06.2014,3,16,20,1
1707,01.07.2014,2,15,19,0
1708,02.07.2014,3,18,22,0
1709,03.07.2014,4,18,24,1
1710,04.07.2014,2,19,22,1
1711,05.07.2014,0,9,9,2
1712,06.07.2014,0,5,5,1
1713,07.07.2014,2,13,15,1
1714,08.07.2014,1,11,13,0
1715,09.07.2014,2,11,14,1
1716,10.07.2014,2,9,12,1
1717,11.07.2014,1,9,11,1
1718,12.07.2014,1,5,6,1
1719,13.07.2014,1,9,10,0
1720,14.07.2014,2,14,16,0
1721,15.07.2014,2,17,19,0
1722,16.07.2014,1,21,23,1
1723,17.07.2014,1,17,19,1
1724,18.07.2014,2,13,16,1
1725,19.07.2014,1,8,9,2
1726,20.07.2014,0,6,7,1
1727,21.07.2014,1,5,6,1
1728,22.07.2014,1,6,7,1
1729,23.07.2014,1,6,6,4
1730,24.07.2014,1,10,12,1
1731,25.07.2014,1,10,10,1
1732,26.07.2014,1,9,11,2
1733,27.07.2014,0,12,13,2
1734,28.07.2014,2,15,17,1
1735,29.07.2014,1,13,15,4
1736,30.07.2014,2,12,15,0
1737,31.07.2014,2,14,17,0
1738,01.08.2014,6,10,19,0
1739,02.08.2014,1,6,7,1
1740,03.08.2014,1,9,10,0
1741,04.08.2014,2,24,27,0
1742,05.08.2014,2,20,22,0
1743,06.08.2014,4,25,30,1
1744,07.08.2014,4,19,25,1
1745,08.08.2014,4,23,30,0
1746,09.08.2014,1,16,17,1
1747,10.08.2014,0,13,14,1
1748,11.08.2014,1,16,17,0
1749,12.08.2014,2,20,23,0
1750,13.08.2014,2,18,21,1
1751,14.08.2014,1,18,19,0
1752,15.08.2014,3,25,29,1
1753,16.08.2014,1,14,16,1
1754,17.08.2014,1,7,8,0
1755,18.08.2014,1,11,13,0
1756,19.08.2014,2,13,16,1
1757,20.08.2014,2,15,17,1
1758,21.08.2014,8,27,39,1
1759,22.08.2014,4,24,30,1
1760,23.08.2014,1,15,17,0
1761,24.08.2014,1,13,15,2
1762,25.08.2014,5,20,27,1
1763,26.08.2014,1,14,15,0
1764,27.08.2014,7,26,37,1
1765,28.08.2014,16,29,54,1
1766,29.08.2014,5,29,37,1
1767,30.08.2014,4,21,26,0
1768,31.08.2014,2,15,18,1
1769,01.09.2014,7,29,40,1
1770,02.09.2014,1,9,11,0
1771,03.09.2014,1,10,11,0
1772,04.09.2014,2,10,12,2
1773,05.09.2014,1,11,13,2
1774,06.09.2014,1,12,13,3
1775,07.09.2014,1,16,18,2
1776,08.09.2014,3,24,28,2
1777,09.09.2014,3,18,22,2
1778,10.09.2014,2,22,25,3
1779,11.09.2014,2,14,16,0
1780,12.09.2014,2,8,11,0
1781,13.09.2014,1,9,10,0
1782,14.09.2014,1,9,9,1
1783,15.09.2014,1,13,15,3
1784,16.09.2014,1,13,15,4
1785,17.09.2014,1,12,14,3
1786,18.09.2014,1,15,15,2
1787,19.09.2014,6,25,34,1
1788,20.09.2014,10,21,36,1
1789,21.09.2014,2,15,18,1
1790,22.09.2014,2,14,17,3
1791,23.09.2014,7,21,32,1
1792,24.09.2014,8,30,41,3
1793,25.09.2014,5,27,35,2
1794,26.09.2014,5,27,35,0
1795,27.09.2014,8,21,34,2
1796,28.09.2014,15,18,41,1
1797,29.09.2014,17,32,58,1
1798,30.09.2014,13,31,50,1
1799,01.10.2014,18,33,60,2
1800,02.10.2014,20,33,64,2
1801,03.10.2014,2,14,17,0
1802,04.10.2014,2,12,15,4
1803,05.10.2014,1,12,13,3
1804,06.10.2014,2,13,16,4
1805,07.10.2014,1,15,17,3
1806,08.10.2014,4,19,25,1
1807,09.10.2014,4,25,30,2
1808,10.10.2014,16,28,53,0
1809,11.10.2014,4,21,26,1
1810,12.10.2014,2,15,19,0
1811,13.10.2014,10,20,35,1
1812,14.10.2014,23,29,65,1
1813,15.10.2014,23,29,65,1
1814,16.10.2014,29,29,73,0
1815,17.10.2014,14,32,53,1
1816,18.10.2014,11,18,35,1
1817,19.10.2014,1,12,14,1
1818,20.10.2014,2,20,23,1
1819,21.10.2014,4,21,28,1
1820,22.10.2014,3,25,30,2
1821,23.10.2014,7,16,27,1
1822,24.10.2014,1,14,16,3
1823,25.10.2014,3,15,20,2
1824,26.10.2014,6,17,27,1
1825,27.10.2014,8,24,37,1
1826,28.10.2014,11,24,42,1
1827,29.10.2014,20,27,58,2
1828,30.10.2014,35,32,84,1
1829,31.10.2014,21,21,52,1
1830,01.11.2014,37,18,74,1
1831,02.11.2014,16,17,42,1
1832,03.11.2014,3,23,28,2
1833,04.11.2014,6,25,35,1
1834,05.11.2014,18,30,57,2
1835,06.11.2014,9,33,47,0
1836,07.11.2014,20,27,58,1
1837,08.11.2014,15,25,47,2
1838,09.11.2014,4,15,20,1
1839,10.11.2014,17,21,46,2
1840,11.11.2014,19,22,52,2
1841,12.11.2014,15,22,45,2
1842,13.11.2014,29,20,65,1
1843,14.11.2014,10,14,29,1
1844,15.11.2014,1,12,14,3
1845,16.11.2014,1,12,15,2
1846,17.11.2014,14,19,40,1
1847,18.11.2014,3,14,19,1
1848,19.11.2014,5,16,23,0
1849,20.11.2014,19,20,48,1
1850,21.11.2014,17,33,59,2
1851,22.11.2014,1,14,16,2
1852,23.11.2014,2,14,17,4
1853,24.11.2014,11,36,53,2
1854,25.11.2014,18,48,76,4
1855,26.11.2014,3,20,24,1
1856,27.11.2014,3,18,23,2
1857,28.11.2014,2,15,18,4
1858,29.11.2014,1,9,11,2
1859,30.11.2014,1,7,9,1
1860,01.12.2014,1,11,12,2
1861,02.12.2014,1,12,13,1
1862,03.12.2014,3,19,24,1
1863,04.12.2014,7,27,38,5
1864,05.12.2014,26,30,70,2
1865,06.12.2014,28,30,72,3
1866,07.12.2014,3,25,30,2
1867,08.12.2014,6,31,40,1
1868,09.12.2014,33,40,90,2
1869,10.12.2014,4,29,35,2
1870,11.12.2014,5,28,36,5
1871,12.12.2014,2,19,22,4
1872,13.12.2014,2,22,25,2
1873,14.12.2014,8,30,43,1
1874,15.12.2014,5,28,37,3
1875,16.12.2014,11,36,52,3
1876,17.12.2014,7,30,41,3
1877,18.12.2014,9,28,41,4
1878,19.12.2014,1,17,19,1
1879,20.12.2014,1,12,13,2
1880,21.12.2014,1,14,16,7
1881,22.12.2014,1,14,16,0
1882,23.12.2014,1,12,13,1
1883,24.12.2014,1,12,14,1
1884,25.12.2014,1,9,10,1
1885,26.12.2014,3,20,24,0
1886,27.12.2014,4,18,24,1
1887,28.12.2014,7,29,39,3
1888,29.12.2014,11,40,57,2
1889,30.12.2014,11,39,56,1
1890,31.12.2014,8,37,49,3
1891,01.01.2015,3,21,26,4
1892,02.01.2015,1,15,17,4
1893,03.01.2015,1,13,14,2
1894,04.01.2015,1,12,13,5
1895,05.01.2015,2,27,30,3
1896,06.01.2015,2,17,19,2
1897,07.01.2015,14,40,61,3
1898,08.01.2015,5,29,37,7
1899,09.01.2015,1,14,17,3
1900,10.01.2015,1,13,15,5
1901,11.01.2015,0,8,9,2
1902,12.01.2015,2,16,18,1
1903,13.01.2015,2,17,20,3
1904,14.01.2015,2,21,24,1
1905,15.01.2015,1,19,21,2
1906,16.01.2015,5,32,39,4
1907,17.01.2015,10,33,48,1
1908,18.01.2015,13,29,48,2
1909,19.01.2015,22,26,60,1
1910,20.01.2015,21,37,68,2
1911,21.01.2015,19,26,56,1
1912,22.01.2015,6,19,29,2
1913,23.01.2015,6,16,25,1
1914,24.01.2015,7,17,28,0
1915,25.01.2015,5,19,26,1
1916,26.01.2015,5,21,29,1
1917,27.01.2015,5,24,31,1
1918,28.01.2015,5,22,29,1
1919,29.01.2015,4,18,24,1
1920,30.01.2015,6,23,33,0
1921,31.01.2015,6,23,32,1
1922,01.02.2015,5,20,27,1
1923,02.02.2015,7,28,39,1
1924,03.02.2015,6,26,36,0
1925,04.02.2015,7,24,35,1
1926,05.02.2015,10,19,35,1
1927,06.02.2015,4,15,21,0
1928,07.02.2015,7,29,40,1
1929,08.02.2015,1,9,11,1
1930,09.02.2015,3,24,29,0
1931,10.02.2015,4,22,27,0
1932,11.02.2015,7,29,40,1
1933,12.02.2015,23,21,57,2
1934,13.02.2015,18,26,54,1
1935,14.02.2015,10,21,36,1
1936,15.02.2015,4,15,21,2
1937,16.02.2015,2,10,14,1
1938,17.02.2015,7,25,36,2
1939,18.02.2015,10,32,48,1
1940,19.02.2015,19,31,59,1
1941,20.02.2015,9,28,42,2
1942,21.02.2015,4,19,25,2
1943,22.02.2015,8,24,37,1
1944,23.02.2015,5,22,30,2
1945,24.02.2015,12,27,45,2
1946,25.02.2015,38,29,87,1
1947,26.02.2015,36,24,79,1
1948,27.02.2015,14,30,51,2
1949,28.02.2015,2,24,27,2
1950,01.03.2015,1,14,15,1
1951,02.03.2015,2,20,23,1
1952,03.03.2015,2,16,19,1
1953,04.03.2015,3,24,28,2
1954,05.03.2015,4,27,33,1
1955,06.03.2015,16,45,70,2
1956,07.03.2015,4,25,32,3
1957,08.03.2015,2,19,21,2
1958,09.03.2015,4,34,40,4
1959,10.03.2015,17,32,58,3
1960,11.03.2015,2,22,26,1
1961,12.03.2015,1,16,18,0
1962,13.03.2015,2,18,22,1
1963,14.03.2015,1,10,12,1
1964,15.03.2015,1,7,9,1
1965,16.03.2015,1,12,13,2
1966,17.03.2015,1,11,12,4
1967,18.03.2015,1,13,14,3
1968,19.03.2015,5,32,40,3
1969,20.03.2015,30,59,105,4
1970,21.03.2015,4,29,35,1
1971,22.03.2015,1,13,14,1
1972,23.03.2015,7,35,46,2
1973,24.03.2015,14,35,56,1
1974,25.03.2015,7,22,33,1
1975,26.03.2015,9,35,49,1
1976,27.03.2015,6,25,34,0
1977,28.03.2015,2,15,18,1
1978,29.03.2015,1,10,12,1
1979,30.03.2015,2,13,16,4
1980,31.03.2015,1,12,14,2
1981,01.04.2015,2,15,19,6
1982,02.04.2015,3,18,22,1
1983,03.04.2015,1,14,16,2
1984,04.04.2015,2,15,18,0
1985,05.04.2015,2,19,22,1
1986,06.04.2015,0,10,11,1
1987,07.04.2015,12,25,43,2
1988,08.04.2015,2,20,23,1
1989,09.04.2015,9,28,41,1
1990,10.04.2015,15,30,53,1
1991,11.04.2015,2,16,20,1
1992,12.04.2015,1,11,12,2
1993,13.04.2015,2,14,16,2
1994,14.04.2015,3,26,31,1
1995,15.04.2015,2,16,18,1
1996,16.04.2015,2,12,14,1
1997,17.04.2015,2,14,17,1
1998,18.04.2015,1,16,18,0
1999,19.04.2015,9,21,35,0
2000,20.04.2015,2,17,21,0
2001,21.04.2015,3,24,28,1
2002,22.04.2015,4,21,27,1
2003,23.04.2015,11,32,49,3
2004,24.04.2015,9,33,46,2
2005,25.04.2015,1,19,21,1
2006,26.04.2015,1,14,16,1
2007,27.04.2015,8,19,31,0
2008,28.04.2015,3,21,25,0
2009,29.04.2015,3,16,20,2
2010,30.04.2015,2,17,20,1
2011,01.05.2015,1,15,17,1
2012,02.05.2015,8,22,34,4
2013,03.05.2015,2,12,15,1
2014,04.05.2015,2,15,19,1
2015,05.05.2015,1,15,16,3
2016,06.05.2015,5,21,29,1
2017,07.05.2015,2,21,23,2
2018,08.05.2015,5,21,28,1
2019,09.05.2015,1,14,16,1
2020,10.05.2015,1,16,18,3
2021,11.05.2015,5,20,28,2
2022,12.05.2015,3,16,20,1
2023,13.05.2015,2,16,19,1
2024,14.05.2015,2,14,17,1
2025,15.05.2015,5,18,27,2
2026,16.05.2015,3,16,21,1
2027,17.05.2015,1,15,16,3
2028,18.05.2015,4,22,29,1
2029,19.05.2015,1,20,22,1
2030,20.05.2015,4,27,33,2
2031,21.05.2015,2,20,23,2
2032,22.05.2015,6,29,38,0
2033,23.05.2015,2,23,25,1
2034,24.05.2015,1,15,16,2
2035,25.05.2015,1,15,17,1
2036,26.05.2015,2,12,14,0
2037,27.05.2015,1,16,18,1
2038,28.05.2015,3,19,23,0
2039,29.05.2015,2,18,21,0
2040,30.05.2015,1,10,11,1
2041,31.05.2015,1,10,11,1
2042,01.06.2015,2,20,23,0
2043,02.06.2015,2,10,13,0
2044,03.06.2015,2,14,17,2
2045,04.06.2015,2,14,17,1
2046,05.06.2015,1,8,9,4
2047,06.06.2015,0,10,10,2
2048,07.06.2015,1,7,8,1
2049,08.06.2015,1,6,7,0
2050,09.06.2015,1,8,9,1
2051,10.06.2015,1,9,11,1
2052,11.06.2015,2,11,14,0
2053,12.06.2015,1,14,16,1
2054,13.06.2015,1,12,13,2
2055,14.06.2015,1,11,12,1
2056,15.06.2015,2,9,12,0
2057,16.06.2015,3,18,22,1
2058,17.06.2015,4,19,25,1
2059,18.06.2015,2,16,18,0
2060,19.06.2015,2,13,15,2
2061,20.06.2015,1,12,14,1
2062,21.06.2015,1,11,12,2
2063,22.06.2015,2,16,18,0
2064,23.06.2015,3,26,31,0
2065,24.06.2015,3,20,24,1
2066,25.06.2015,3,24,29,2
2067,26.06.2015,3,32,37,1
2068,27.06.2015,1,18,20,0
2069,28.06.2015,1,12,13,1
2070,29.06.2015,3,19,24,1
2071,30.06.2015,1,11,13,1
2072,01.07.2015,1,9,11,1
2073,02.07.2015,1,9,10,2
2074,03.07.2015,1,11,11,4
2075,04.07.2015,1,12,13,2
2076,05.07.2015,1,8,9,1
2077,06.07.2015,2,15,18,2
2078,07.07.2015,2,20,24,0
2079,08.07.2015,2,15,18,0
2080,09.07.2015,3,11,15,0
2081,10.07.2015,2,10,13,0
2082,11.07.2015,2,19,22,0
2083,12.07.2015,1,15,17,1
2084,13.07.2015,2,14,17,0
2085,14.07.2015,3,22,26,0
2086,15.07.2015,2,17,20,0
2087,16.07.2015,2,17,20,0
2088,17.07.2015,2,19,21,1
2089,18.07.2015,2,15,18,0
2090,19.07.2015,0,9,10,1
2091,20.07.2015,1,12,14,0
2092,21.07.2015,2,16,19,0
2093,22.07.2015,2,20,23,0
2094,23.07.2015,2,11,14,0
2095,24.07.2015,1,10,11,1
2096,25.07.2015,1,7,8,1
2097,26.07.2015,1,7,9,0
2098,27.07.2015,1,12,14,1
2099,28.07.2015,1,12,14,0
2100,29.07.2015,1,11,13,0
2101,30.07.2015,1,9,10,0
2102,31.07.2015,1,15,17,0
2103,01.08.2015,3,15,19,1
2104,02.08.2015,1,11,12,1
2105,03.08.2015,1,14,15,2
2106,04.08.2015,0,12,13,1
2107,05.08.2015,1,16,17,0
2108,06.08.2015,1,18,19,1
2109,07.08.2015,1,17,18,2
2110,08.08.2015,1,9,10,1
2111,09.08.2015,0,4,4,0
2112,10.08.2015,1,8,10,1
2113,11.08.2015,1,13,15,2
2114,12.08.2015,1,9,10,0
2115,13.08.2015,1,6,7,1
2116,14.08.2015,0,8,9,3
2117,15.08.2015,0,12,13,1
2118,16.08.2015,0,10,10,0
2119,17.08.2015,1,13,14,1
2120,18.08.2015,3,17,22,1
2121,19.08.2015,3,21,25,1
2122,20.08.2015,1,14,16,1
2123,21.08.2015,2,21,24,1
2124,22.08.2015,1,14,16,1
2125,23.08.2015,0,8,9,1
2126,24.08.2015,1,10,11,1
2127,25.08.2015,1,14,15,0
2128,26.08.2015,2,17,19,1
2129,27.08.2015,2,21,23,1
2130,28.08.2015,3,20,25,0
2131,29.08.2015,7,21,31,1
2132,30.08.2015,1,14,15,1
2133,31.08.2015,2,25,28,1
2134,01.09.2015,3,19,24,1
2135,02.09.2015,2,16,20,0
2136,03.09.2015,3,25,30,0
2137,04.09.2015,9,27,40,1
2138,05.09.2015,1,11,13,3
2139,06.09.2015,1,9,11,2
2140,07.09.2015,2,19,23,2
2141,08.09.2015,6,19,29,0
2142,09.09.2015,2,14,18,1
2143,10.09.2015,2,14,16,0
2144,11.09.2015,1,13,15,0
2145,12.09.2015,2,11,14,1
2146,13.09.2015,1,10,11,3
2147,14.09.2015,1,15,17,2
2148,15.09.2015,3,24,29,4
2149,16.09.2015,3,18,23,2
2150,17.09.2015,2,19,22,1
2151,18.09.2015,5,26,34,1
2152,19.09.2015,6,20,29,2
2153,20.09.2015,1,12,14,1
2154,21.09.2015,4,24,30,1
2155,22.09.2015,2,22,26,1
2156,23.09.2015,8,26,38,1
2157,24.09.2015,12,25,44,2
2158,25.09.2015,25,33,71,1
2159,26.09.2015,4,19,25,0
2160,27.09.2015,8,22,33,0
2161,28.09.2015,22,18,52,0
2162,29.09.2015,4,16,21,0
2163,30.09.2015,4,21,26,1
2164,01.10.2015,18,33,61,2
2165,02.10.2015,49,40,116,2
2166,03.10.2015,8,28,41,3
2167,04.10.2015,11,34,50,2
2168,05.10.2015,22,35,69,4
2169,06.10.2015,1,12,14,2
2170,07.10.2015,1,11,12,2
2171,08.10.2015,6,24,32,1
2172,09.10.2015,2,17,20,3
2173,10.10.2015,1,11,12,3
2174,11.10.2015,1,9,10,2
2175,12.10.2015,2,14,17,2
2176,13.10.2015,3,14,18,0
2177,14.10.2015,2,16,19,0
2178,15.10.2015,1,16,19,1
2179,16.10.2015,13,29,50,1
2180,17.10.2015,12,28,47,0
2181,18.10.2015,21,27,58,2
2182,19.10.2015,27,29,71,1
2183,20.10.2015,11,24,41,0
2184,21.10.2015,6,31,40,1
2185,22.10.2015,10,28,43,3
2186,23.10.2015,3,27,32,3
2187,24.10.2015,18,21,48,1
2188,25.10.2015,12,28,47,1
2189,26.10.2015,20,22,52,0
2190,27.10.2015,5,21,30,2
2191,28.10.2015,4,23,30,2
2192,29.10.2015,14,28,50,2
2193,30.10.2015,31,33,81,2
2194,31.10.2015,3,24,29,4
2195,01.11.2015,17,27,53,2
2196,02.11.2015,61,34,128,2
2197,03.11.2015,64,34,132,2
2198,04.11.2015,128,38,233,2
2199,05.11.2015,68,27,131,1
2200,06.11.2015,32,31,80,1
2201,07.11.2015,7,22,33,1
2202,08.11.2015,9,22,35,5
2203,09.11.2015,4,22,28,2
2204,10.11.2015,2,17,20,0
2205,11.11.2015,3,21,25,1
2206,12.11.2015,11,32,49,1
2207,13.11.2015,8,25,37,1
2208,14.11.2015,1,13,14,0
2209,15.11.2015,1,11,12,0
2210,16.11.2015,5,24,32,0
2211,17.11.2015,5,23,30,2
2212,18.11.2015,2,18,21,3
2213,19.11.2015,2,16,19,0
2214,20.11.2015,5,29,36,1
2215,21.11.2015,4,26,32,1
2216,22.11.2015,2,21,24,1
2217,23.11.2015,17,42,67,0
2218,24.11.2015,9,32,45,2
2219,25.11.2015,9,32,45,3
2220,26.11.2015,21,44,76,1
2221,27.11.2015,21,35,68,1
2222,28.11.2015,4,29,35,1
2223,29.11.2015,2,14,17,2
2224,30.11.2015,2,18,21,1
2225,01.12.2015,3,32,37,4
2226,02.12.2015,3,32,37,1
2227,03.12.2015,10,42,57,1
2228,04.12.2015,8,34,47,1
2229,05.12.2015,5,25,32,8
2230,06.12.2015,2,16,19,4
2231,07.12.2015,23,40,74,1
2232,08.12.2015,20,28,58,1
2233,09.12.2015,15,36,59,2
2234,10.12.2015,13,36,56,4
2235,11.12.2015,7,29,40,3
2236,12.12.2015,2,22,25,1
2237,13.12.2015,2,21,24,2
2238,14.12.2015,17,27,53,0
2239,15.12.2015,33,30,80,1
2240,16.12.2015,17,25,51,2
2241,17.12.2015,13,36,56,2
2242,18.12.2015,8,35,48,3
2243,19.12.2015,10,29,45,3
2244,20.12.2015,5,24,31,1
2245,21.12.2015,9,27,40,2
2246,22.12.2015,3,18,21,1
2247,23.12.2015,2,21,23,3
2248,24.12.2015,7,20,31,1
2249,25.12.2015,2,16,19,4
2250,26.12.2015,1,10,11,0
2251,27.12.2015,2,17,20,4
2252,28.12.2015,1,14,16,1
2253,29.12.2015,1,8,10,1
2254,30.12.2015,1,11,13,3
2255,31.12.2015,2,18,22,4
2256,01.01.2016,12,28,47,3
2257,02.01.2016,1,11,13,3
2258,03.01.2016,1,9,10,4
2259,04.01.2016,2,20,24,7
2260,05.01.2016,5,29,36,8
2261,06.01.2016,5,29,36,10
2262,07.01.2016,4,24,30,6
2263,08.01.2016,4,29,35,2
2264,09.01.2016,9,32,46,1
2265,10.01.2016,14,25,47,1
2266,11.01.2016,17,34,59,0
2267,12.01.2016,22,39,72,1
2268,13.01.2016,6,29,38,2
2269,14.01.2016,9,32,45,2
2270,15.01.2016,7,24,34,1
2271,16.01.2016,3,20,24,1
2272,17.01.2016,2,19,22,1
2273,18.01.2016,36,53,109,
2274,19.01.2016,29,43,87,6
2275,20.01.2016,7,42,53,1
2276,21.01.2016,17,41,67,1
2277,22.01.2016,24,43,79,2
2278,23.01.2016,13,38,58,4
2279,24.01.2016,6,31,40,3
2280,25.01.2016,17,30,57,4
2281,26.01.2016,9,31,45,4
2282,27.01.2016,3,19,23,2
2283,28.01.2016,3,26,30,4
2284,29.01.2016,5,28,36,4
2285,30.01.2016,1,14,16,4
2286,31.01.2016,1,12,14,1
2287,01.02.2016,4,25,32,2
2288,02.02.2016,1,13,15,1
2289,03.02.2016,2,16,19,2
2290,04.02.2016,2,22,24,2
2291,05.02.2016,5,28,36,2
2292,06.02.2016,3,23,27,1
2293,07.02.2016,2,18,21,1
2294,08.02.2016,2,15,18,3
2295,09.02.2016,2,13,15,2
2296,10.02.2016,3,21,26,0
2297,11.02.2016,2,24,27,1
2298,12.02.2016,13,43,63,2
2299,13.02.2016,7,22,32,1
2300,14.02.2016,1,12,13,0
2301,15.02.2016,7,21,31,1
2302,16.02.2016,5,27,34,0
2303,17.02.2016,3,17,22,0
2304,18.02.2016,10,31,47,3
2305,19.02.2016,15,32,55,2
2306,20.02.2016,3,23,27,3
2307,21.02.2016,1,14,15,3
2308,22.02.2016,2,20,23,1
2309,23.02.2016,3,25,30,2
2310,24.02.2016,4,30,37,3
2311,25.02.2016,10,41,57,1
2312,26.02.2016,8,35,48,2
2313,27.02.2016,12,23,40,1
2314,28.02.2016,1,13,14,1
2315,29.02.2016,1,13,14,1
2316,01.03.2016,4,24,30,2
2317,02.03.2016,3,25,30,2
2318,03.03.2016,15,39,62,1
2319,04.03.2016,16,27,51,1
2320,05.03.2016,1,15,16,3
2321,06.03.2016,3,25,30,1
2322,07.03.2016,11,36,53,1
2323,08.03.2016,56,47,132,2
2324,09.03.2016,20,25,55,1
2325,10.03.2016,1,13,15,0
2326,11.03.2016,2,14,17,0
2327,12.03.2016,0,8,8,0
2328,13.03.2016,1,9,10,0
2329,14.03.2016,5,24,31,1
2330,15.03.2016,1,12,13,0
2331,16.03.2016,3,21,26,1
2332,17.03.2016,24,52,88,4
2333,18.03.2016,3,28,32,1
2334,19.03.2016,3,17,21,1
2335,20.03.2016,1,15,16,2
2336,21.03.2016,2,23,26,3
2337,22.03.2016,3,29,34,3
2338,23.03.2016,3,28,32,1
2339,24.03.2016,13,37,58,2
2340,25.03.2016,3,25,29,2
2341,26.03.2016,1,17,19,1
2342,27.03.2016,1,15,16,1
2343,28.03.2016,1,13,14,1
2344,29.03.2016,2,22,25,1
2345,30.03.2016,4,28,34,1
2346,31.03.2016,9,31,45,1
2347,01.04.2016,2,23,26,0
2348,02.04.2016,1,17,19,2
2349,03.04.2016,1,19,20,2
2350,04.04.2016,6,38,48,3
2351,05.04.2016,17,31,57,6
2352,06.04.2016,2,18,21,1
2353,07.04.2016,1,20,22,1
2354,08.04.2016,13,33,54,1
2355,09.04.2016,7,19,30,0
2356,10.04.2016,0,8,8,0
2357,11.04.2016,2,14,17,1
2358,12.04.2016,3,24,29,1
2359,13.04.2016,8,24,37,2
2360,14.04.2016,4,26,33,1
2361,15.04.2016,9,22,35,1
2362,16.04.2016,2,19,22,1
2363,17.04.2016,1,15,16,2
2364,18.04.2016,8,23,36,2
2365,19.04.2016,2,15,17,3
2366,20.04.2016,2,17,19,3
2367,21.04.2016,11,26,43,3
2368,22.04.2016,2,19,22,2
2369,23.04.2016,1,13,15,3
2370,24.04.2016,1,11,13,3
2371,25.04.2016,2,14,16,0
2372,26.04.2016,2,17,21,1
2373,27.04.2016,2,16,18,2
2374,28.04.2016,2,25,28,2
2375,29.04.2016,4,23,29,1
2376,30.04.2016,0,14,14,2
2377,01.05.2016,0,8,9,1
2378,02.05.2016,1,13,15,1
2379,03.05.2016,8,25,38,3
2380,04.05.2016,2,17,20,0
