,date,PM10,NOx,NO_2,NOx,CO,Benzolµg/m³,Toluolµg/m³
1,29.10.2009,24,45,51,120,0.5,2.0,4.9
2,30.10.2009,27,66,65,166,0.7,2.8,5.7
3,31.10.2009,36,55,59,144,0.7,,
4,01.11.2009,52,31,37,85,0.6,,
5,02.11.2009,38,101,73,227,0.9,,
6,03.11.2009,47,73,64,175,0.8,,
7,04.11.2009,39,79,60,182,0.8,,
8,05.11.2009,16,70,64,171,0.7,2.5,6.2
9,06.11.2009,22,66,62,162,0.7,2.6,6.2
10,07.11.2009,32,55,53,137,0.7,3.2,6.8
11,08.11.2009,53,23,33,67,0.6,3.6,4.5
12,09.11.2009,22,54,47,129,0.6,3.1,5.1
13,10.11.2009,18,87,54,187,0.8,3.5,6.9
14,11.11.2009,28,128,69,264,1.0,4.0,9.9
15,12.11.2009,36,86,71,203,0.8,3.6,9.2
16,13.11.2009,27,87,66,199,0.8,3.1,7.9
17,14.11.2009,26,63,58,154,0.7,3.1,8.3
18,15.11.2009,22,30,47,93,0.6,2.3,5.8
19,16.11.2009,32,118,75,256,0.9,3.6,9.3
20,17.11.2009,24,91,72,212,0.8,3.2,9.9
21,18.11.2009,14,34,42,93,0.4,1.6,3.6
22,19.11.2009,17,38,51,109,0.5,1.8,4.4
23,20.11.2009,31,83,74,201,0.8,2.9,7.7
24,21.11.2009,42,80,65,188,0.9,3.7,10.8
25,22.11.2009,40,28,44,86,0.5,2.6,6.9
26,23.11.2009,14,32,47,96,0.4,1.7,3.5
27,24.11.2009,14,27,44,85,0.4,1.6,3.9
28,25.11.2009,18,39,57,117,0.5,1.8,5.4
29,26.11.2009,14,36,52,106,0.5,1.8,4.6
30,27.11.2009,13,33,49,99,0.5,1.8,4.4
31,28.11.2009,13,22,37,71,0.4,1.5,3.6
32,29.11.2009,15,32,45,93,0.5,1.9,4.5
33,30.11.2009,34,87,70,203,0.8,,7.7
34,01.12.2009,14,16,37,62,0.4,1.3,2.8
35,02.12.2009,41,92,72,213,0.8,2.9,7.6
36,03.12.2009,41,119,77,259,1.0,3.9,9.0
37,04.12.2009,50,83,58,186,0.9,4.2,7.1
38,05.12.2009,33,51,57,135,0.7,3.0,6.6
39,06.12.2009,22,49,49,124,0.7,2.7,6.2
40,07.12.2009,31,116,85,262,1.0,3.6,9.5
41,08.12.2009,40,70,51,158,0.7,3.3,5.7
42,09.12.2009,51,97,61,210,1.0,4.5,8.0
43,10.12.2009,36,106,77,239,0.9,2.7,7.8
44,11.12.2009,42,32,44,93,0.6,2.2,4.5
45,12.12.2009,31,43,47,113,0.6,3.2,6.0
46,13.12.2009,26,18,39,66,0.5,2.2,3.8
47,14.12.2009,27,61,59,152,0.6,2.7,6.3
48,15.12.2009,36,74,73,186,0.7,2.8,7.4
49,16.12.2009,39,92,80,222,0.9,3.1,7.8
50,17.12.2009,41,45,55,123,0.6,2.7,6.0
51,18.12.2009,36,22,37,70,0.5,2.1,3.0
52,19.12.2009,52,37,55,112,0.8,3.6,5.5
53,20.12.2009,61,39,49,109,0.8,3.9,5.9
54,21.12.2009,34,70,80,187,0.7,3.0,7.2
55,22.12.2009,41,94,86,230,1.0,3.9,8.3
56,23.12.2009,32,103,85,243,0.9,3.2,8.5
57,24.12.2009,35,22,36,70,0.6,2.5,3.9
58,25.12.2009,24,16,27,53,0.6,3.1,4.1
59,26.12.2009,14,10,23,38,0.4,1.2,2.7
60,27.12.2009,19,28,44,87,0.5,2.0,4.4
61,28.12.2009,16,40,53,114,0.5,1.9,5.0
62,29.12.2009,23,48,50,124,0.5,1.9,4.7
63,30.12.2009,50,17,37,63,0.5,2.8,3.0
64,31.12.2009,31,6,24,33,0.3,1.4,1.8
65,01.01.2010,117,14,36,57,0.4,1.6,2.1
66,02.01.2010,14,18,39,66,0.4,1.4,2.5
67,03.01.2010,20,19,36,64,0.5,2.1,3.9
68,04.01.2010,28,57,60,148,0.7,2.7,5.1
69,05.01.2010,39,89,77,212,0.9,3.4,7.2
70,06.01.2010,114,91,80,219,1.3,7.5,9.8
71,07.01.2010,58,65,78,177,0.9,3.8,6.9
72,08.01.2010,53,75,65,180,0.9,3.6,6.9
73,09.01.2010,24,7,22,33,0.4,2.1,2.2
74,10.01.2010,23,8,25,37,0.4,2.2,2.1
75,11.01.2010,32,49,61,136,0.7,2.7,4.5
76,12.01.2010,69,58,57,145,0.8,4.2,5.6
77,13.01.2010,59,33,44,94,0.7,3.3,4.2
78,14.01.2010,63,29,47,91,0.7,3.3,4.1
79,15.01.2010,96,51,55,133,0.9,,6.2
80,16.01.2010,75,23,45,81,0.8,4.1,4.4
81,17.01.2010,61,29,50,94,0.8,,6.0
82,18.01.2010,56,71,67,175,0.9,,7.1
83,19.01.2010,49,102,68,224,1.0,4.1,8.0
84,20.01.2010,82,32,45,93,0.8,3.9,4.4
85,21.01.2010,57,22,50,84,0.6,3.0,3.9
86,22.01.2010,73,32,56,104,0.7,,
87,23.01.2010,96,16,47,71,0.8,,
88,24.01.2010,102,9,36,51,0.8,,
89,25.01.2010,108,22,57,90,0.9,,
90,26.01.2010,141,64,89,188,1.3,7.0,8.5
91,27.01.2010,130,102,100,256,1.3,6.4,10.0
92,28.01.2010,,35,61,114,0.5,1.9,4.4
93,29.01.2010,,59,74,164,0.7,2.3,5.4
94,30.01.2010,17,17,37,63,0.5,3.0,3.2
95,31.01.2010,,19,43,72,0.6,2.1,3.4
96,01.02.2010,,54,69,152,0.7,2.4,5.0
97,02.02.2010,26,35,50,103,0.6,2.1,4.2
98,03.02.2010,20,32,50,99,0.5,1.7,3.0
99,04.02.2010,34,89,88,223,0.9,3.1,7.1
100,05.02.2010,52,30,64,109,0.7,3.1,4.1
101,06.02.2010,64,6,40,50,0.6,3.2,2.9
102,07.02.2010,60,10,35,51,0.6,2.6,2.8
103,08.02.2010,35,27,55,96,0.5,2.1,3.5
104,09.02.2010,70,24,56,93,0.7,3.2,3.9
105,10.02.2010,132,21,60,93,0.9,5.0,4.9
106,11.02.2010,61,20,49,79,0.6,2.8,3.6
107,12.02.2010,21,11,36,53,0.4,1.7,2.4
108,13.02.2010,17,26,45,85,0.5,1.9,3.9
109,14.02.2010,20,18,41,68,0.5,1.9,3.5
110,15.02.2010,31,75,88,203,0.9,3.0,6.4
111,16.02.2010,55,71,82,191,1.0,3.7,7.1
112,17.02.2010,96,37,72,128,0.9,4.5,5.4
113,18.02.2010,114,78,103,222,1.3,6.1,9.1
114,19.02.2010,66,112,100,271,1.3,4.9,10.5
115,20.02.2010,25,24,51,88,0.6,2.0,4.1
116,21.02.2010,27,27,51,92,0.6,2.3,5.0
117,22.02.2010,25,55,74,157,0.7,2.4,5.9
118,23.02.2010,19,27,53,94,0.5,1.9,4.7
119,24.02.2010,32,42,56,120,0.7,2.8,5.4
120,25.02.2010,31,69,78,183,0.8,3.1,7.4
121,26.02.2010,35,63,79,176,0.8,3.0,7.7
122,27.02.2010,23,19,44,73,0.5,1.6,4.0
123,28.02.2010,22,18,45,72,0.5,1.9,4.6
124,01.03.2010,15,19,34,63,0.4,,2.6
125,02.03.2010,25,25,43,82,0.5,,
126,03.03.2010,30,45,66,135,0.7,2.2,5.8
127,04.03.2010,30,36,57,112,0.5,1.8,4.3
128,05.03.2010,25,29,53,97,0.5,1.8,3.8
129,06.03.2010,27,8,33,45,0.4,1.4,2.3
130,07.03.2010,17,7,29,40,0.3,1.1,2.2
131,08.03.2010,27,18,50,77,0.5,1.5,3.2
132,09.03.2010,62,73,92,203,0.9,2.9,6.6
133,10.03.2010,73,48,70,143,0.8,2.8,6.4
134,11.03.2010,79,29,56,101,0.6,,
135,12.03.2010,38,57,65,152,0.7,2.3,5.9
136,13.03.2010,16,18,37,64,0.4,1.6,4.1
137,14.03.2010,11,9,23,37,0.4,1.1,2.3
138,15.03.2010,23,39,61,120,0.6,1.8,4.6
139,16.03.2010,23,34,57,109,0.5,2.1,5.2
140,17.03.2010,45,47,69,141,0.7,2.1,6.0
141,18.03.2010,54,49,80,155,0.7,2.4,7.1
142,19.03.2010,53,40,77,138,0.7,2.4,7.1
143,20.03.2010,27,18,44,71,0.5,1.7,4.9
144,21.03.2010,17,10,26,41,0.4,1.1,3.1
145,22.03.2010,27,39,66,125,0.6,2.0,6.3
146,23.03.2010,38,42,66,130,0.6,2.1,7.4
147,24.03.2010,59,63,83,180,0.8,2.6,8.6
148,25.03.2010,66,65,98,197,0.9,3.1,10.1
149,26.03.2010,58,48,78,152,0.7,2.5,9.2
150,27.03.2010,19,15,33,55,0.4,1.5,4.1
151,28.03.2010,21,13,34,54,0.4,1.3,4.0
152,29.03.2010,26,54,80,162,0.7,,6.9
153,30.03.2010,33,39,58,116,0.6,1.9,5.8
154,31.03.2010,27,29,56,99,0.5,1.6,4.6
155,01.04.2010,20,30,52,98,0.5,1.6,4.5
156,02.04.2010,23,18,50,78,0.5,1.8,4.5
157,03.04.2010,38,22,57,91,0.6,2.3,6.2
158,04.04.2010,25,10,32,47,0.4,1.6,3.7
159,05.04.2010,24,14,37,58,0.5,1.5,4.1
160,06.04.2010,41,61,88,182,0.8,2.9,10.8
161,07.04.2010,36,34,66,118,0.6,1.9,5.9
162,08.04.2010,44,33,62,112,0.6,2.2,5.7
163,09.04.2010,31,26,49,89,0.5,1.7,5.1
164,10.04.2010,18,8,25,36,0.3,1.1,3.9
165,11.04.2010,17,3,18,23,0.3,1.1,2.0
166,12.04.2010,42,17,43,70,0.4,1.5,3.3
167,13.04.2010,40,13,45,65,0.4,1.5,3.9
168,14.04.2010,36,14,42,63,0.4,1.4,3.5
169,15.04.2010,16,15,47,69,0.4,,3.1
170,16.04.2010,24,25,53,91,0.5,,3.8
171,17.04.2010,30,14,39,61,0.5,1.7,4.1
172,18.04.2010,34,23,66,101,0.6,2.2,8.7
173,19.04.2010,34,11,38,54,0.4,1.2,3.8
174,20.04.2010,35,38,68,126,0.6,1.9,5.8
175,21.04.2010,19,20,40,70,0.4,1.3,3.5
176,22.04.2010,18,28,58,101,0.5,1.5,4.8
177,23.04.2010,28,42,70,134,0.6,1.6,5.1
178,24.04.2010,31,31,55,102,0.6,,
179,25.04.2010,32,5,32,40,0.4,,
180,26.04.2010,39,36,63,118,0.6,,
181,27.04.2010,24,25,49,88,0.5,1.7,4.8
182,28.04.2010,29,38,72,129,0.6,2.2,8.8
183,29.04.2010,40,36,92,147,0.6,2.1,8.0
184,30.04.2010,36,21,58,91,0.5,1.4,5.6
185,01.05.2010,27,10,31,46,0.4,1.2,3.2
186,02.05.2010,18,6,25,34,0.3,0.9,2.5
187,03.05.2010,17,15,38,60,0.4,1.1,3.0
188,04.05.2010,21,38,66,124,0.5,1.6,5.0
189,05.05.2010,19,19,41,69,0.4,1.1,2.8
190,06.05.2010,15,11,33,49,0.3,1.1,2.3
191,07.05.2010,36,65,64,163,0.7,2.5,7.7
192,08.05.2010,19,34,50,102,0.6,1.8,5.9
193,09.05.2010,28,26,51,91,0.6,2.0,6.9
194,10.05.2010,29,18,40,67,0.4,1.1,2.9
195,11.05.2010,27,18,48,75,0.4,1.2,3.3
196,12.05.2010,30,37,56,113,0.6,,
197,13.05.2010,23,14,36,56,0.4,,
198,14.05.2010,19,18,44,71,0.4,,
199,15.05.2010,15,19,36,65,0.4,1.2,3.3
200,16.05.2010,22,9,25,38,0.3,1.0,2.8
201,17.05.2010,23,25,53,91,0.4,1.2,3.8
202,18.05.2010,25,27,49,90,0.4,1.4,4.3
203,19.05.2010,27,22,48,81,0.4,1.3,3.9
204,20.05.2010,35,30,55,100,0.5,2.2,7.7
205,21.05.2010,32,36,62,117,0.5,1.5,5.5
206,22.05.2010,34,18,46,73,0.4,1.4,5.3
207,23.05.2010,21,9,28,42,0.3,1.0,3.9
208,24.05.2010,19,8,22,34,0.3,0.9,3.0
209,25.05.2010,21,23,48,84,0.4,1.3,3.7
210,26.05.2010,21,30,52,98,0.4,1.1,3.9
211,27.05.2010,22,24,52,89,0.5,1.3,4.6
212,28.05.2010,35,55,73,157,0.7,2.0,7.0
213,29.05.2010,26,25,61,99,0.5,1.4,5.3
214,30.05.2010,27,13,39,59,0.4,1.3,4.4
215,31.05.2010,11,25,44,81,0.4,1.1,3.2
216,01.06.2010,10,7,30,41,0.3,0.7,1.9
217,02.06.2010,16,4,22,29,0.2,0.6,1.6
218,03.06.2010,14,5,22,29,0.2,0.6,1.8
219,04.06.2010,24,26,51,91,0.4,1.3,4.8
220,05.06.2010,25,17,51,76,0.5,1.4,8.2
221,06.06.2010,36,17,61,87,0.6,1.9,9.5
222,07.06.2010,29,19,47,76,0.4,1.2,4.4
223,08.06.2010,28,36,80,135,0.5,1.9,7.2
224,09.06.2010,35,46,100,170,0.7,2.4,11.2
225,10.06.2010,44,31,91,139,0.6,2.1,11.5
226,11.06.2010,38,24,53,89,0.4,1.5,7.0
227,12.06.2010,20,15,33,56,0.3,1.1,3.4
228,13.06.2010,19,13,30,50,0.3,1.1,3.8
229,14.06.2010,25,29,57,101,0.4,1.3,5.5
230,15.06.2010,24,28,48,91,0.3,1.0,4.2
231,16.06.2010,19,11,31,49,0.2,0.8,2.8
232,17.06.2010,23,20,45,75,0.3,1.0,4.3
233,18.06.2010,28,25,53,91,0.4,1.2,5.8
234,19.06.2010,17,12,26,44,0.3,0.9,3.3
235,20.06.2010,17,10,24,39,0.2,0.7,3.2
236,21.06.2010,21,31,52,100,0.4,1.2,5.7
237,22.06.2010,17,22,44,78,0.3,1.0,5.0
238,23.06.2010,24,30,60,106,0.4,1.3,7.6
239,24.06.2010,24,23,50,86,0.4,1.2,7.0
240,25.06.2010,33,20,52,83,0.4,1.3,7.4
241,26.06.2010,17,6,21,29,0.2,0.6,2.7
242,27.06.2010,17,5,26,33,0.2,0.7,3.4
243,28.06.2010,24,30,65,111,0.4,1.5,7.5
244,29.06.2010,32,30,80,125,0.5,1.8,9.1
245,30.06.2010,28,13,44,63,0.3,0.9,4.8
246,01.07.2010,29,21,62,94,0.4,1.2,6.6
247,02.07.2010,36,29,79,124,0.5,1.6,8.8
248,03.07.2010,34,7,41,52,0.3,0.8,4.8
249,04.07.2010,31,7,36,47,0.3,1.0,5.2
250,05.07.2010,29,17,55,81,0.4,0.9,5.1
251,06.07.2010,21,15,34,57,0.3,0.7,3.4
252,07.07.2010,18,27,50,92,0.4,1.3,7.0
253,08.07.2010,29,37,84,140,0.5,1.7,8.8
254,09.07.2010,40,32,104,153,0.5,1.7,9.3
255,10.07.2010,37,10,54,69,0.4,1.0,6.1
256,11.07.2010,32,6,40,50,0.3,0.9,5.3
257,12.07.2010,41,20,84,115,0.5,1.5,9.1
258,13.07.2010,28,22,62,96,0.4,,6.8
259,14.07.2010,39,23,78,113,0.5,1.7,10.1
260,15.07.2010,25,20,54,84,0.4,1.2,6.0
261,16.07.2010,40,31,86,134,0.5,1.6,9.2
262,17.07.2010,29,10,38,54,0.3,1.0,5.8
263,18.07.2010,16,4,24,31,0.2,0.8,4.4
264,19.07.2010,29,34,78,131,0.5,1.7,9.1
265,20.07.2010,30,22,60,93,0.4,1.3,6.2
266,21.07.2010,38,27,85,126,0.5,1.9,9.4
267,22.07.2010,38,14,59,81,0.4,1.3,7.2
268,23.07.2010,23,16,44,68,0.3,1.1,5.6
269,24.07.2010,20,11,28,44,0.3,0.9,4.1
270,25.07.2010,16,8,21,33,0.2,0.8,3.4
271,26.07.2010,20,27,62,103,0.4,1.6,7.3
272,27.07.2010,28,25,61,100,0.4,1.4,6.7
273,28.07.2010,26,20,51,82,0.4,1.3,5.8
274,29.07.2010,18,23,40,75,0.3,1.1,4.7
275,30.07.2010,19,24,42,80,0.4,1.2,5.5
276,31.07.2010,22,19,53,82,0.4,1.6,7.1
277,01.08.2010,23,9,43,57,0.4,1.2,5.8
278,02.08.2010,30,26,58,97,0.4,1.4,7.1
279,03.08.2010,26,34,53,105,0.4,1.6,7.8
280,04.08.2010,25,38,62,120,0.5,1.8,8.4
281,05.08.2010,32,40,74,135,0.6,2.2,11.2
282,06.08.2010,26,15,40,63,0.3,1.0,4.6
283,07.08.2010,20,5,20,28,0.3,0.8,3.1
284,08.08.2010,19,9,37,50,0.3,1.0,5.0
285,09.08.2010,26,23,49,85,0.4,1.4,6.9
286,10.08.2010,26,32,68,117,0.5,1.8,9.4
287,11.08.2010,34,35,73,127,0.5,2.0,9.7
288,12.08.2010,33,38,70,129,0.5,2.0,9.8
289,13.08.2010,24,19,39,68,0.3,1.1,4.9
290,14.08.2010,18,12,29,48,0.3,1.0,4.0
291,15.08.2010,21,8,26,38,0.3,1.0,4.3
292,16.08.2010,27,37,65,121,0.5,1.7,6.7
293,17.08.2010,18,43,51,116,0.5,1.5,6.5
294,18.08.2010,18,32,49,98,0.5,1.7,6.1
295,19.08.2010,21,28,54,96,0.4,1.3,5.3
296,20.08.2010,30,49,86,160,0.7,2.4,10.9
297,21.08.2010,34,21,69,101,0.6,2.4,12.7
298,22.08.2010,30,13,38,57,0.4,1.4,7.8
299,23.08.2010,25,48,59,133,0.5,2.1,8.7
300,24.08.2010,20,24,44,81,0.4,,
301,25.08.2010,21,22,42,76,0.4,1.2,4.6
302,26.08.2010,31,81,79,204,0.7,2.4,9.7
303,27.08.2010,20,39,45,106,0.5,1.7,6.9
304,28.08.2010,16,19,34,63,0.3,1.2,4.6
305,29.08.2010,14,21,33,66,0.4,1.3,4.5
306,30.08.2010,15,31,48,96,0.4,1.3,4.2
307,31.08.2010,10,8,23,34,0.2,0.7,2.3
308,01.09.2010,17,36,47,102,0.4,1.6,5.8
309,02.09.2010,19,46,57,127,0.5,1.9,6.9
310,03.09.2010,16,60,65,156,0.7,2.3,9.1
311,04.09.2010,33,48,62,135,0.6,2.5,9.9
312,05.09.2010,11,11,35,52,0.3,1.2,4.5
313,06.09.2010,17,37,63,119,0.5,1.6,6.6
314,07.09.2010,20,23,44,79,0.4,1.4,5.2
315,08.09.2010,28,15,37,60,0.4,1.5,4.3
316,09.09.2010,34,58,59,148,0.6,2.6,9.4
317,10.09.2010,26,42,62,126,0.6,2.2,10.4
318,11.09.2010,28,42,67,131,0.7,2.5,12.4
319,12.09.2010,30,22,61,94,0.6,2.2,11.3
320,13.09.2010,23,49,63,138,0.5,2.0,10.5
321,14.09.2010,19,46,52,122,0.5,1.7,6.5
322,15.09.2010,20,28,49,91,0.4,1.4,5.6
323,16.09.2010,17,28,48,91,0.4,1.4,5.7
324,17.09.2010,19,35,45,99,0.4,1.6,6.0
325,18.09.2010,16,15,29,52,0.3,1.4,6.0
326,19.09.2010,19,16,35,60,0.4,1.7,8.0
327,20.09.2010,27,42,64,128,0.5,2.0,8.0
328,21.09.2010,27,60,66,158,0.7,2.6,12.8
329,22.09.2010,36,96,89,236,0.9,3.4,18.4
330,23.09.2010,45,72,97,207,0.8,2.9,13.3
331,24.09.2010,49,64,95,194,0.8,2.9,13.7
332,25.09.2010,28,23,42,76,0.4,1.4,8.0
333,26.09.2010,8,18,30,58,0.4,1.3,5.6
334,27.09.2010,28,20,32,63,0.4,1.4,4.5
335,28.09.2010,14,9,26,41,0.2,0.7,2.5
336,29.09.2010,15,11,33,50,0.3,0.8,3.6
337,30.09.2010,32,105,77,237,0.9,3.4,15.4
338,01.10.2010,39,62,52,146,0.6,2.4,8.7
339,02.10.2010,48,44,53,120,0.7,2.5,6.6
340,03.10.2010,38,18,38,66,0.5,2.1,5.2
341,04.10.2010,43,47,66,138,0.6,2.4,6.5
342,05.10.2010,48,65,64,163,0.7,3.0,8.6
343,06.10.2010,36,68,66,170,0.7,2.8,8.4
344,07.10.2010,50,70,66,174,0.8,3.2,9.2
345,08.10.2010,56,31,48,95,0.5,2.3,4.9
346,09.10.2010,52,13,40,60,0.5,2.0,3.7
347,10.10.2010,44,32,53,102,0.7,2.7,9.0
348,11.10.2010,39,71,71,179,0.8,3.0,12.6
349,12.10.2010,35,81,73,197,0.8,3.1,12.8
350,13.10.2010,33,98,82,233,1.0,3.5,16.1
351,14.10.2010,35,81,65,189,0.7,2.7,10.6
352,15.10.2010,23,68,71,175,0.7,2.6,11.1
353,16.10.2010,19,24,37,73,0.4,1.8,5.8
354,17.10.2010,19,11,33,49,0.4,1.4,3.2
355,18.10.2010,34,94,93,236,0.9,3.1,9.9
356,19.10.2010,33,50,56,132,0.6,2.0,5.3
357,20.10.2010,18,35,46,100,0.5,1.5,4.3
358,21.10.2010,13,30,43,89,0.4,1.2,3.4
359,22.10.2010,25,38,51,108,0.5,1.7,4.6
360,23.10.2010,27,32,46,95,0.5,1.9,5.5
361,24.10.2010,15,9,19,33,0.3,0.9,2.3
362,25.10.2010,18,52,59,138,0.5,1.9,5.3
363,26.10.2010,19,59,66,156,0.7,2.2,6.8
364,27.10.2010,25,57,61,148,0.6,2.3,7.1
365,28.10.2010,23,57,66,152,0.6,2.3,7.6
366,29.10.2010,38,78,74,193,0.8,3.5,10.2
367,30.10.2010,39,39,59,118,0.7,2.8,7.7
368,31.10.2010,59,35,57,111,0.8,3.3,7.3
369,01.11.2010,68,80,68,190,0.9,3.9,9.4
370,02.11.2010,63,57,58,146,0.7,3.0,7.2
371,03.11.2010,24,33,43,93,0.4,1.6,4.5
372,04.11.2010,12,27,40,81,0.4,1.2,3.9
373,05.11.2010,14,23,37,71,0.4,1.2,4.4
374,06.11.2010,12,22,43,76,0.4,1.4,4.4
375,07.11.2010,18,23,45,81,0.5,,
376,08.11.2010,18,30,47,93,0.5,,
377,09.11.2010,31,78,65,184,0.7,2.7,7.0
378,10.11.2010,46,117,72,250,1.0,4.0,11.2
379,11.11.2010,21,47,53,124,0.5,,6.0
380,12.11.2010,17,23,41,76,0.4,,
381,13.11.2010,12,30,51,96,0.5,1.5,4.5
382,14.11.2010,12,17,35,62,0.4,1.2,3.9
383,15.11.2010,17,34,56,107,0.4,1.3,3.5
384,16.11.2010,15,19,43,72,0.4,1.0,2.5
385,17.11.2010,10,25,45,84,0.4,1.3,3.1
386,18.11.2010,19,44,39,105,0.6,2.3,4.4
387,19.11.2010,26,80,59,181,0.9,2.8,7.6
388,20.11.2010,37,73,62,174,0.8,2.7,7.3
389,21.11.2010,38,25,37,75,0.5,2.2,4.0
390,22.11.2010,25,34,41,93,0.6,2.3,3.9
391,23.11.2010,10,38,47,105,0.5,1.8,4.5
392,24.11.2010,10,42,60,124,0.5,1.5,3.7
393,25.11.2010,24,74,81,193,0.7,1.9,5.0
394,26.11.2010,29,42,67,131,0.5,1.7,3.9
395,27.11.2010,29,54,58,141,0.7,2.1,5.7
396,28.11.2010,39,16,37,61,0.5,1.9,2.6
397,29.11.2010,34,26,37,77,0.5,2.1,3.2
398,30.11.2010,22,17,37,64,0.4,1.3,2.1
399,01.12.2010,38,10,24,39,0.4,1.5,1.7
400,02.12.2010,39,54,59,138,0.6,2.2,3.8
401,03.12.2010,44,103,90,241,0.9,3.3,6.6
402,04.12.2010,44,55,68,148,0.8,2.8,5.1
403,05.12.2010,25,17,39,65,0.5,1.6,2.6
404,06.12.2010,35,117,94,266,1.0,3.0,7.4
405,07.12.2010,43,52,66,142,0.7,2.4,4.2
406,08.12.2010,48,25,48,85,0.5,2.3,3.1
407,09.12.2010,19,35,52,103,0.5,1.4,3.1
408,10.12.2010,21,59,75,161,0.6,1.7,3.8
409,11.12.2010,,16,34,57,0.4,1.0,2.1
410,12.12.2010,7,3,16,21,0.2,0.7,1.1
411,13.12.2010,12,41,58,119,0.6,1.7,3.9
412,14.12.2010,11,12,39,56,0.3,1.0,1.8
413,15.12.2010,20,31,49,95,0.5,1.8,2.9
414,16.12.2010,25,51,61,135,0.6,2.1,4.3
415,17.12.2010,35,89,77,207,0.7,2.6,5.5
416,18.12.2010,34,76,79,191,0.8,2.6,5.5
417,19.12.2010,54,64,69,162,0.9,3.7,5.5
418,20.12.2010,42,67,68,167,0.8,2.8,4.7
419,21.12.2010,56,116,76,245,1.0,3.8,7.4
420,22.12.2010,98,36,53,105,0.9,4.4,4.3
421,23.12.2010,114,43,53,116,1.0,5.1,5.1
422,24.12.2010,20,7,24,35,0.4,2.1,2.2
423,25.12.2010,17,7,19,29,0.4,1.3,1.5
424,26.12.2010,22,26,42,81,0.6,1.9,3.8
425,27.12.2010,30,60,72,159,0.7,,
426,28.12.2010,36,27,45,85,0.5,,
427,29.12.2010,60,66,66,163,0.8,3.1,4.9
428,30.12.2010,56,65,73,171,0.9,3.2,5.3
429,31.12.2010,33,27,52,93,0.6,2.0,4.5
430,01.01.2011,87,11,27,44,0.3,1.2,1.6
431,02.01.2011,21,17,36,62,0.4,1.3,2.5
432,03.01.2011,23,50,71,148,0.6,1.9,4.4
433,04.01.2011,32,70,78,184,0.7,2.4,5.2
434,05.01.2011,32,55,72,157,0.7,2.8,5.6
435,06.01.2011,32,49,68,143,0.6,2.4,4.2
436,07.01.2011,18,64,68,165,0.8,2.4,5.4
437,08.01.2011,17,41,56,119,0.6,2.1,4.6
438,09.01.2011,14,20,44,74,0.5,1.6,4.0
439,10.01.2011,27,88,89,223,0.8,2.5,6.6
440,11.01.2011,44,88,68,203,0.9,3.5,7.0
441,12.01.2011,15,38,57,114,0.5,1.7,4.0
442,13.01.2011,15,78,65,183,0.7,2.5,7.1
443,14.01.2011,11,41,52,115,0.5,1.7,5.6
444,15.01.2011,19,24,45,81,0.5,1.7,4.9
445,16.01.2011,17,18,43,70,0.4,1.5,4.1
446,17.01.2011,34,95,81,225,0.9,3.1,9.0
447,18.01.2011,27,45,70,139,0.6,2.1,6.0
448,19.01.2011,19,45,63,131,0.5,1.9,5.0
449,20.01.2011,14,10,36,52,0.3,1.0,2.1
450,21.01.2011,18,38,55,113,0.5,1.8,4.3
451,22.01.2011,20,33,50,100,0.6,1.9,4.4
452,23.01.2011,13,9,28,42,0.3,1.1,2.4
453,24.01.2011,17,62,64,159,0.7,2.2,6.3
454,25.01.2011,15,40,60,121,0.5,1.9,4.8
455,26.01.2011,10,39,53,113,0.5,1.6,4.1
456,27.01.2011,11,15,40,63,0.4,1.2,3.0
457,28.01.2011,36,48,61,134,0.7,2.6,5.5
458,29.01.2011,62,89,84,220,1.2,4.4,9.5
459,30.01.2011,64,73,73,184,1.1,4.1,8.7
460,31.01.2011,51,67,68,171,0.9,3.5,6.5
461,01.02.2011,65,54,64,146,0.8,3.1,5.9
462,02.02.2011,52,55,71,155,0.7,2.5,5.7
463,03.02.2011,28,46,62,133,0.6,2.4,6.5
464,04.02.2011,16,21,40,73,0.4,1.4,3.0
465,05.02.2011,13,8,17,28,0.3,0.8,1.7
466,06.02.2011,,7,19,29,0.3,0.8,1.8
467,07.02.2011,,37,55,111,0.5,1.5,4.0
468,08.02.2011,21,24,47,84,0.4,1.4,3.3
469,09.02.2011,32,53,72,152,0.6,2.1,5.4
470,10.02.2011,41,74,84,197,0.8,2.7,7.0
471,11.02.2011,22,37,59,116,0.5,1.9,4.5
472,12.02.2011,16,22,48,81,0.5,1.8,4.0
473,13.02.2011,24,12,32,50,0.5,1.9,2.8
474,14.02.2011,39,21,42,74,0.5,2.2,3.0
475,15.02.2011,53,24,47,84,0.6,2.8,4.9
476,16.02.2011,62,42,59,124,0.7,3.4,4.9
477,17.02.2011,67,17,41,67,0.6,3.0,3.5
478,18.02.2011,63,31,49,96,0.6,3.0,4.4
479,19.02.2011,35,12,33,51,0.4,2.0,2.7
480,20.02.2011,16,6,25,35,0.3,1.3,1.6
481,21.02.2011,31,14,41,62,0.4,1.8,2.3
482,22.02.2011,57,18,54,81,0.6,2.8,3.4
483,23.02.2011,67,57,84,170,0.9,,
484,24.02.2011,88,48,80,153,0.9,4.0,6.3
485,25.02.2011,113,53,88,168,1.0,4.7,7.0
486,26.02.2011,92,26,67,107,0.9,4.1,5.4
487,27.02.2011,98,15,56,79,0.8,4.3,4.8
