,date,PM10,NOx,NO_2,NOx,O_3,CO,SO_2,Benzolµg/m³,Toluolµg/m³
1,29.10.2009,24,41,42,105,,0.5,2,1.8,4.1
2,30.10.2009,31,66,53,153,,0.7,2,2.6,5.4
3,31.10.2009,42,41,42,105,,0.6,5,2.7,5.0
4,01.11.2009,59,31,31,78,,0.6,7,2.9,4.5
5,02.11.2009,43,71,51,160,,0.8,5,4.0,6.4
6,03.11.2009,54,80,52,175,,0.8,4,3.8,5.9
7,04.11.2009,47,81,47,171,,0.9,4,4.4,7.3
8,05.11.2009,21,47,47,118,,0.6,4,2.2,4.7
9,06.11.2009,29,52,47,128,,0.6,5,2.4,4.7
10,07.11.2009,45,53,42,123,,0.7,7,3.3,5.9
11,08.11.2009,58,15,24,47,,0.6,4,3.4,3.7
12,09.11.2009,21,16,19,44,,0.4,2,2.2,2.5
13,10.11.2009,27,54,31,113,,0.7,4,3.3,5.1
14,11.11.2009,37,87,44,177,,0.8,7,3.9,6.4
15,12.11.2009,50,66,50,150,,0.7,4,2.9,6.0
16,13.11.2009,33,62,46,140,,0.7,3,2.8,5.8
17,14.11.2009,29,39,38,98,,0.6,6,2.6,5.5
18,15.11.2009,28,19,36,65,,0.5,3,2.0,4.3
19,16.11.2009,42,92,53,194,,0.8,4,3.4,8.0
20,17.11.2009,35,75,55,169,,0.8,3,3.2,6.8
21,18.11.2009,20,14,27,49,,0.3,2,1.3,2.6
22,19.11.2009,23,19,37,66,,0.4,2,1.4,2.9
23,20.11.2009,40,65,56,155,,0.7,7,2.8,6.0
24,21.11.2009,52,51,47,126,,0.8,5,3.5,8.2
25,22.11.2009,46,19,35,64,,0.5,6,2.3,4.3
26,23.11.2009,17,15,28,52,,0.3,2,1.2,2.8
27,24.11.2009,20,22,38,72,,0.4,1,1.2,2.6
28,25.11.2009,19,16,32,57,,0.4,3,1.4,3.0
29,26.11.2009,19,16,32,56,,0.4,2,1.2,2.7
30,27.11.2009,15,22,34,67,,0.4,3,1.2,2.6
31,28.11.2009,12,11,24,41,,0.4,3,1.2,2.5
32,29.11.2009,17,16,30,54,,0.4,4,1.7,3.3
33,30.11.2009,41,75,50,165,,0.8,5,3.2,5.8
34,01.12.2009,15,15,30,53,,0.4,1,1.1,2.1
35,02.12.2009,32,68,53,158,,0.7,5,2.9,6.3
36,03.12.2009,43,73,48,160,,0.7,,3.2,5.9
37,04.12.2009,57,78,47,166,,0.9,,4.9,6.7
38,05.12.2009,37,36,41,96,,0.6,6,3.3,4.9
39,06.12.2009,28,28,34,76,,0.6,4,2.5,4.4
40,07.12.2009,36,62,54,148,,0.7,3,2.8,6.6
41,08.12.2009,45,80,49,171,,0.8,3,3.4,5.6
42,09.12.2009,51,59,31,122,,0.8,3,4.1,5.8
43,10.12.2009,34,80,53,175,,0.7,5,2.7,5.3
44,11.12.2009,38,25,33,71,,0.5,4,2.4,2.9
45,12.12.2009,34,38,31,90,,0.6,3,2.6,3.7
46,13.12.2009,24,9,31,45,,0.4,1,1.5,2.2
47,14.12.2009,37,70,48,155,,0.6,2,2.1,3.9
48,15.12.2009,27,36,42,97,,0.4,1,1.5,2.7
49,16.12.2009,44,80,57,179,,0.7,5,2.7,5.0
50,17.12.2009,42,45,43,113,,0.5,5,2.0,3.0
51,18.12.2009,29,21,39,71,,0.5,5,2.0,2.6
52,19.12.2009,49,21,37,68,,0.6,9,2.9,3.3
53,20.12.2009,70,30,42,87,,0.8,13,4.2,5.0
54,21.12.2009,35,46,57,127,,0.7,7,3.0,4.6
55,22.12.2009,42,66,62,162,,0.9,8,4.5,7.1
56,23.12.2009,43,102,70,226,,1.0,5,4.3,8.6
57,24.12.2009,40,27,32,74,,0.6,4,2.6,3.5
58,25.12.2009,26,10,22,37,,0.6,3,3.3,2.9
59,26.12.2009,15,5,17,24,,0.3,2,1.1,1.8
60,27.12.2009,24,17,37,63,,0.6,7,2.5,4.0
61,28.12.2009,20,39,48,107,,0.6,3,2.2,4.5
62,29.12.2009,26,41,44,107,,0.5,3,2.1,4.1
63,30.12.2009,50,22,31,64,,0.5,6,3.0,3.0
64,31.12.2009,29,7,17,28,,0.3,3,1.3,1.4
65,01.01.2010,105,5,12,19,,0.3,4,1.4,1.0
66,02.01.2010,16,17,29,54,,0.4,2,1.4,2.0
67,03.01.2010,22,15,29,52,,0.5,3,2.0,2.7
68,04.01.2010,36,34,36,88,,0.6,5,2.6,3.6
69,05.01.2010,39,59,53,144,,0.8,7,3.8,5.8
70,06.01.2010,125,47,55,127,,1.1,12,7.6,6.5
71,07.01.2010,77,63,64,160,,0.9,7,4.4,5.9
72,08.01.2010,51,44,45,112,,0.7,5,3.7,3.9
73,09.01.2010,21,3,10,14,,0.4,2,2.0,1.3
74,10.01.2010,20,3,11,15,,0.4,2,2.2,1.5
75,11.01.2010,25,22,32,66,,0.5,3,2.5,2.9
76,12.01.2010,71,60,48,140,,0.8,4,4.6,4.9
77,13.01.2010,57,43,40,105,,0.7,8,3.8,3.8
78,14.01.2010,66,41,44,107,,0.7,10,3.9,4.0
79,15.01.2010,98,63,51,148,,1.0,10,5.6,6.1
80,16.01.2010,78,29,38,82,,0.8,14,4.6,4.0
81,17.01.2010,66,26,40,81,,0.8,15,4.7,4.4
82,18.01.2010,63,67,53,155,,0.9,9,4.2,4.7
83,19.01.2010,59,91,53,192,,1.0,5,4.8,6.9
84,20.01.2010,81,42,40,105,,0.7,10,4.4,4.2
85,21.01.2010,54,32,47,96,,0.6,16,3.3,3.4
86,22.01.2010,70,47,55,127,,0.8,16,3.6,4.1
87,23.01.2010,97,23,46,82,,0.8,21,4.6,3.9
88,24.01.2010,101,13,39,60,,0.8,29,5.0,4.6
89,25.01.2010,105,30,53,100,,0.9,30,5.1,3.9
90,26.01.2010,139,33,63,114,,1.1,36,6.8,5.3
91,27.01.2010,128,90,83,221,,1.4,22,8.2,8.2
92,28.01.2010,33,51,61,138,,0.6,5,2.0,3.5
93,29.01.2010,28,37,51,108,,0.6,3,2.3,3.8
94,30.01.2010,19,19,34,64,,0.5,2,1.8,2.3
95,31.01.2010,30,14,36,58,,0.6,5,2.7,3.2
96,01.02.2010,32,26,48,88,,0.7,4,2.5,3.7
97,02.02.2010,29,29,40,84,,0.6,4,2.1,3.0
98,03.02.2010,23,41,49,112,,0.5,3,1.8,2.8
99,04.02.2010,33,55,62,145,,0.7,5,2.8,4.4
100,05.02.2010,54,38,58,116,,0.7,9,3.4,3.5
101,06.02.2010,61,11,32,49,,0.6,16,3.4,2.8
102,07.02.2010,57,4,17,22,,0.5,10,2.4,1.6
103,08.02.2010,34,24,37,73,,0.5,3,2.2,2.6
104,09.02.2010,74,29,48,91,,0.7,11,,2.8
105,10.02.2010,128,10,37,51,,0.8,26,4.1,2.4
106,11.02.2010,58,4,21,27,,0.5,19,2.1,1.5
107,12.02.2010,19,9,28,41,,0.4,4,1.5,1.4
108,13.02.2010,19,27,40,81,,0.5,3,1.6,2.4
109,14.02.2010,20,13,35,55,,0.5,6,1.5,1.9
110,15.02.2010,32,33,53,103,,0.6,5,2.4,3.4
111,16.02.2010,55,54,62,144,,0.8,8,3.6,5.1
112,17.02.2010,103,48,64,137,,0.9,10,4.9,4.7
113,18.02.2010,113,53,80,162,,1.3,16,7.0,7.4
114,19.02.2010,70,78,73,192,,1.2,8,5.4,7.8
115,20.02.2010,28,16,42,66,,0.5,4,2.0,3.1
116,21.02.2010,33,21,46,79,,0.6,3,2.3,3.6
117,22.02.2010,27,33,50,100,,0.6,6,2.4,3.9
118,23.02.2010,20,16,35,60,,0.4,3,1.6,2.3
119,24.02.2010,33,51,51,129,,0.7,3,2.8,4.1
120,25.02.2010,36,50,53,129,,0.7,6,3.2,5.0
121,26.02.2010,46,45,58,126,,0.7,6,2.9,5.7
122,27.02.2010,27,11,29,45,,0.5,3,1.6,2.4
123,28.02.2010,24,12,29,48,,0.4,5,1.5,2.8
124,01.03.2010,21,33,41,92,,0.5,1,1.6,2.8
125,02.03.2010,41,49,58,133,,0.6,2,1.9,3.6
126,03.03.2010,36,55,60,145,,0.6,2,,2.5
127,04.03.2010,37,34,49,101,,0.5,2,,
128,05.03.2010,29,20,41,72,,0.5,2,1.3,2.1
129,06.03.2010,22,5,19,27,,0.4,1,1.0,1.2
130,07.03.2010,18,4,22,28,,0.3,1,0.9,1.1
131,08.03.2010,22,10,28,43,,0.3,1,1.0,1.4
132,09.03.2010,64,46,61,131,,0.7,3,2.3,3.7
133,10.03.2010,65,21,42,75,,0.5,3,1.9,2.8
134,11.03.2010,83,21,38,71,,0.5,1,1.9,2.4
135,12.03.2010,37,57,58,145,,0.7,2,1.9,4.1
136,13.03.2010,17,19,35,64,,0.4,2,1.1,2.2
137,14.03.2010,11,12,28,46,,0.4,1,1.0,1.8
138,15.03.2010,25,48,58,132,,0.6,2,1.6,3.5
139,16.03.2010,27,26,41,81,,0.4,2,1.2,2.3
140,17.03.2010,53,39,57,116,,0.6,3,1.8,
141,18.03.2010,65,36,62,117,,0.6,4,1.9,
142,19.03.2010,64,31,61,108,,0.6,5,2.0,
143,20.03.2010,29,10,32,47,,0.4,4,1.5,
144,21.03.2010,19,12,24,42,,0.4,1,1.1,
145,22.03.2010,35,29,49,94,,0.5,2,1.4,
146,23.03.2010,50,57,65,152,,0.7,3,2.1,5.6
147,24.03.2010,66,78,74,194,,0.7,6,2.9,7.6
148,25.03.2010,73,41,66,130,,0.7,7,3.0,8.0
149,26.03.2010,60,37,58,115,,0.6,7,2.3,6.4
150,27.03.2010,21,16,32,57,,0.4,1,1.3,3.3
151,28.03.2010,23,9,27,41,,0.4,1,1.2,2.8
152,29.03.2010,25,33,54,105,,0.5,1,1.7,4.6
153,30.03.2010,42,53,57,138,,0.6,3,1.8,4.4
154,31.03.2010,36,36,50,105,,0.5,2,1.8,4.1
155,01.04.2010,22,17,34,60,,0.4,1,1.5,2.9
156,02.04.2010,28,16,39,63,,0.5,3,2.0,4.0
157,03.04.2010,42,21,43,75,,0.6,5,2.3,3.9
158,04.04.2010,25,8,22,34,,0.4,4,1.7,2.3
159,05.04.2010,31,21,35,67,,0.5,1,1.8,3.0
160,06.04.2010,61,78,73,192,,0.8,4,3.7,7.7
161,07.04.2010,41,35,57,110,,0.5,5,2.1,4.2
162,08.04.2010,50,31,52,99,,0.5,8,2.4,4.2
163,09.04.2010,35,29,40,84,,0.4,2,1.5,3.4
164,10.04.2010,15,5,17,24,,0.3,1,0.7,1.3
165,11.04.2010,13,2,9,12,,0.3,0,0.8,0.9
166,12.04.2010,37,4,16,22,,0.3,2,1.0,1.0
167,13.04.2010,34,5,18,25,,0.3,1,0.9,1.0
168,14.04.2010,31,4,20,26,,0.3,2,0.9,1.2
169,15.04.2010,17,8,32,44,,0.3,1,0.9,1.8
170,16.04.2010,29,29,50,94,,0.5,2,1.5,3.5
171,17.04.2010,32,15,41,64,,0.4,3,1.6,3.7
172,18.04.2010,37,23,54,88,,0.6,7,2.6,6.5
173,19.04.2010,34,9,30,44,,0.3,2,1.1,2.7
174,20.04.2010,36,32,51,99,,0.5,5,1.6,4.0
175,21.04.2010,25,32,44,93,,0.4,2,1.3,3.0
176,22.04.2010,26,38,55,113,,0.5,2,1.7,4.1
177,23.04.2010,32,37,57,112,,0.5,4,1.6,4.2
178,24.04.2010,40,39,39,99,,0.5,2,2.7,5.4
179,25.04.2010,30,8,30,43,,0.4,4,1.4,2.8
180,26.04.2010,43,35,58,112,,0.5,6,1.9,4.3
181,27.04.2010,23,30,45,90,,0.4,3,1.4,4.1
182,28.04.2010,40,44,68,135,,0.6,3,2.3,7.4
183,29.04.2010,48,30,66,112,,0.6,3,2.5,8.0
184,30.04.2010,51,30,61,106,,0.5,3,1.9,5.6
185,01.05.2010,27,7,20,32,,0.3,2,1.0,2.7
186,02.05.2010,16,4,13,18,,0.3,1,0.7,1.4
187,03.05.2010,14,6,22,32,,0.3,1,0.9,1.7
188,04.05.2010,21,28,44,86,,0.4,3,1.5,4.0
189,05.05.2010,17,12,27,45,,0.3,1,0.8,2.2
190,06.05.2010,14,8,20,32,,0.3,0,0.8,1.4
191,07.05.2010,26,52,40,120,,0.7,2,3.4,7.0
192,08.05.2010,22,26,38,78,,0.6,2,2.2,5.2
193,09.05.2010,33,20,37,68,,0.5,2,2.2,5.4
194,10.05.2010,27,10,27,42,,0.3,1,1.0,2.3
195,11.05.2010,25,12,27,46,,0.3,1,0.9,2.2
196,12.05.2010,32,38,44,101,,0.5,1,2.1,5.1
197,13.05.2010,27,14,34,55,,0.4,1,1.4,3.3
198,14.05.2010,16,8,25,37,,0.3,1,0.9,2.1
199,15.05.2010,17,24,43,79,,0.4,2,1.4,3.3
200,16.05.2010,23,10,28,43,,0.3,2,1.0,2.4
201,17.05.2010,23,15,33,57,,0.3,2,0.9,2.5
202,18.05.2010,23,16,30,54,,0.3,1,0.9,2.4
203,19.05.2010,27,14,28,49,,0.3,1,1.0,2.0
204,20.05.2010,34,21,35,67,,0.4,1,1.5,4.0
205,21.05.2010,37,32,47,96,,0.5,2,1.6,4.9
206,22.05.2010,37,15,35,58,,0.4,1,1.3,4.0
207,23.05.2010,22,8,22,34,,0.3,1,1.0,3.0
208,24.05.2010,20,8,20,32,,0.3,2,0.9,2.4
209,25.05.2010,23,20,35,65,,0.3,2,0.9,2.7
210,26.05.2010,23,20,38,69,,0.3,3,1.2,3.5
211,27.05.2010,21,13,32,52,,0.3,2,1.1,3.4
212,28.05.2010,38,50,57,133,,0.6,2,2.2,6.7
213,29.05.2010,29,16,39,63,,0.4,1,1.6,6.0
214,30.05.2010,27,11,31,48,,0.4,3,1.5,4.9
215,31.05.2010,17,42,43,106,,0.4,1,1.4,4.1
216,01.06.2010,10,7,24,35,,0.3,1,0.6,1.7
217,02.06.2010,17,6,18,26,,0.2,0,0.6,1.4
218,03.06.2010,15,4,17,23,,0.2,1,0.4,1.3
219,04.06.2010,23,12,32,51,,0.3,1,0.9,3.5
220,05.06.2010,36,29,46,90,,0.6,1,2.2,7.8
221,06.06.2010,41,16,44,69,,0.5,2,2.5,8.3
222,07.06.2010,33,26,52,92,,0.4,1,1.5,4.8
223,08.06.2010,29,23,53,89,,0.4,4,1.6,5.6
224,09.06.2010,41,25,57,95,,0.5,3,2.5,8.2
225,10.06.2010,46,18,55,83,,0.4,3,1.9,6.1
226,11.06.2010,41,22,46,79,,0.4,2,1.7,5.6
227,12.06.2010,17,16,33,58,,0.4,1,1.3,4.6
228,13.06.2010,20,11,29,46,,0.3,1,0.8,2.8
229,14.06.2010,23,14,31,52,,0.3,1,0.9,3.3
230,15.06.2010,27,18,36,63,,0.3,2,1.1,3.5
231,16.06.2010,17,5,16,24,,0.2,1,0.4,1.2
232,17.06.2010,20,18,31,58,,0.3,2,0.8,2.7
233,18.06.2010,28,16,33,57,,0.3,2,0.9,3.4
234,19.06.2010,17,14,24,46,,0.3,1,0.8,2.4
235,20.06.2010,17,10,23,38,,0.3,1,0.7,2.2
236,21.06.2010,24,19,32,60,,0.3,1,0.8,2.7
237,22.06.2010,15,7,23,34,,0.2,1,0.5,1.9
238,23.06.2010,21,11,32,49,,0.3,1,0.7,2.7
239,24.06.2010,29,31,36,83,,0.3,2,1.5,5.1
240,25.06.2010,33,18,37,65,,0.3,1,1.2,3.9
241,26.06.2010,17,3,11,15,,0.2,1,0.4,1.1
242,27.06.2010,16,4,13,20,,0.2,2,0.5,1.5
243,28.06.2010,28,22,39,73,,0.3,2,1.1,4.8
244,29.06.2010,39,21,55,88,,0.4,3,1.4,5.0
245,30.06.2010,30,8,28,40,,0.3,1,0.7,2.4
246,01.07.2010,32,8,30,42,,0.3,2,0.8,2.9
247,02.07.2010,39,19,54,83,,0.5,3,1.6,5.3
248,03.07.2010,35,7,32,42,,0.3,2,1.0,3.2
249,04.07.2010,29,4,22,29,,0.3,3,0.8,2.4
250,05.07.2010,27,9,30,44,,0.3,1,0.9,2.6
251,06.07.2010,20,12,24,42,,0.3,0,0.7,2.2
252,07.07.2010,23,21,33,65,,0.3,1,1.0,3.4
253,08.07.2010,34,33,63,113,,0.5,2,2.0,6.3
254,09.07.2010,39,28,74,116,,0.5,4,2.3,6.8
255,10.07.2010,39,9,40,53,,0.4,6,1.3,4.4
256,11.07.2010,34,5,27,35,,0.3,5,1.2,3.6
257,12.07.2010,42,17,58,84,,0.4,5,1.5,4.0
258,13.07.2010,29,15,42,65,,0.3,2,1.2,3.4
259,14.07.2010,38,20,58,89,,0.4,2,1.5,4.5
260,15.07.2010,31,21,45,78,,0.4,2,1.4,4.2
261,16.07.2010,38,19,55,85,,0.4,2,1.7,5.2
262,17.07.2010,26,9,30,43,,0.3,0,1.1,3.0
263,18.07.2010,14,3,13,18,,0.2,0,0.5,1.3
264,19.07.2010,29,30,53,98,,0.4,1,1.4,4.9
265,20.07.2010,30,23,47,82,,0.4,2,1.3,4.3
266,21.07.2010,40,17,51,77,,0.4,3,1.9,5.9
267,22.07.2010,41,13,45,64,,0.3,2,1.3,3.7
268,23.07.2010,20,5,21,28,,0.2,0,0.7,1.7
269,24.07.2010,20,6,19,29,,0.2,1,0.6,1.6
270,25.07.2010,16,7,20,30,,0.2,1,0.6,2.0
271,26.07.2010,23,16,43,68,,0.4,1,1.1,3.8
272,27.07.2010,28,22,46,80,,0.2,2,1.2,3.7
273,28.07.2010,31,20,44,75,,0.2,1,1.2,3.5
274,29.07.2010,22,36,43,98,,0.3,2,1.2,4.1
275,30.07.2010,25,35,43,96,,0.3,1,1.3,4.2
276,31.07.2010,24,14,37,58,,,1,1.6,4.7
277,01.08.2010,26,6,29,38,,,1,1.2,3.6
278,02.08.2010,31,19,44,73,,0.2,1,1.6,4.7
279,03.08.2010,23,24,41,77,,0.2,2,1.4,3.9
280,04.08.2010,29,32,41,90,,0.2,1,1.7,5.5
281,05.08.2010,35,37,61,118,,0.3,2,1.8,5.9
282,06.08.2010,31,8,31,44,,0.1,1,0.8,2.1
283,07.08.2010,20,4,22,28,,0.1,0,0.7,2.0
284,08.08.2010,21,7,34,46,,0.2,1,1.2,3.4
285,09.08.2010,32,28,57,99,,0.1,2,1.7,5.2
286,10.08.2010,26,27,57,98,,0.1,1,1.8,5.4
287,11.08.2010,36,30,58,103,,0.2,1,2.0,5.6
288,12.08.2010,35,30,55,101,,0.1,2,1.8,5.0
289,13.08.2010,21,12,25,43,,0.1,1,0.8,2.1
290,14.08.2010,19,12,25,43,,0.2,1,1.1,2.9
291,15.08.2010,24,5,19,27,,0.1,1,1.1,2.8
292,16.08.2010,20,26,44,84,,0.2,1,1.6,4.5
293,17.08.2010,18,30,37,83,,0.2,1,1.7,5.0
294,18.08.2010,15,25,40,78,,0.2,0,1.6,4.6
295,19.08.2010,30,39,54,113,,0.5,1,1.6,5.1
296,20.08.2010,32,35,59,113,,0.6,1,2.2,7.5
297,21.08.2010,39,20,57,88,,0.6,2,3.0,9.3
298,22.08.2010,39,20,43,73,,0.6,1,2.9,9.2
299,23.08.2010,23,29,40,84,,0.4,2,1.8,5.2
300,24.08.2010,25,31,44,92,,0.4,0,1.4,4.3
301,25.08.2010,26,29,41,85,,0.4,1,1.3,3.7
302,26.08.2010,29,53,57,139,,0.6,2,2.2,6.2
303,27.08.2010,18,26,31,72,,0.4,0,1.2,3.3
304,28.08.2010,17,19,31,60,,0.4,1,1.1,3.1
305,29.08.2010,13,12,24,42,,0.3,0,1.0,2.6
306,30.08.2010,14,25,36,74,,0.4,1,1.0,2.6
307,31.08.2010,10,6,22,31,,0.3,0,0.6,1.6
308,01.09.2010,18,19,33,62,,0.3,1,0.7,1.9
309,02.09.2010,23,38,44,101,,0.4,1,0.6,1.7
310,03.09.2010,28,48,51,125,,0.5,1,0.8,2.5
311,04.09.2010,29,45,45,114,,0.6,2,1.1,3.4
312,05.09.2010,12,2,10,14,,0.2,1,0.7,1.6
313,06.09.2010,17,24,41,77,,0.4,7,1.1,3.3
314,07.09.2010,21,35,45,99,,0.4,2,1.7,4.3
315,08.09.2010,27,29,45,90,,0.4,4,1.7,3.4
316,09.09.2010,30,59,54,144,,0.6,2,2.9,5.9
317,10.09.2010,32,52,60,140,,0.7,1,2.6,6.9
318,11.09.2010,34,36,46,101,,0.6,2,3.5,7.9
319,12.09.2010,30,16,41,65,,0.5,2,1.6,4.6
320,13.09.2010,24,37,53,109,,0.5,1,1.8,5.0
321,14.09.2010,16,24,37,74,,0.4,1,1.5,3.8
322,15.09.2010,21,29,44,88,,0.4,1,1.4,3.6
323,16.09.2010,18,31,45,92,,0.4,1,1.2,3.8
324,17.09.2010,18,33,44,94,,0.4,2,1.4,3.4
325,18.09.2010,18,23,38,73,,0.4,0,1.4,3.4
326,19.09.2010,17,11,31,48,,0.4,0,1.3,3.0
327,20.09.2010,30,25,45,83,,0.4,2,1.7,4.0
328,21.09.2010,31,45,57,126,,0.5,2,2.1,4.8
329,22.09.2010,37,76,72,189,,0.7,5,3.7,7.9
330,23.09.2010,42,42,61,125,,0.6,4,2.6,5.9
331,24.09.2010,48,40,64,125,,0.6,4,2.8,6.5
332,25.09.2010,30,17,36,62,,0.4,1,1.7,3.8
333,26.09.2010,14,25,35,74,,0.4,1,1.4,2.9
334,27.09.2010,27,15,28,51,,0.3,1,1.3,2.3
335,28.09.2010,14,8,21,33,,0.2,0,0.7,1.3
336,29.09.2010,16,10,26,42,,0.3,0,0.8,1.6
337,30.09.2010,25,79,56,176,,0.7,2,3.2,7.5
338,01.10.2010,35,81,56,180,,0.7,2,,
339,02.10.2010,39,30,38,84,,0.6,4,,
340,03.10.2010,40,17,31,57,,0.5,5,,
341,04.10.2010,39,58,61,149,,0.7,6,,6.5
342,05.10.2010,42,67,58,161,,0.7,4,3.6,6.0
343,06.10.2010,33,62,54,149,,0.7,4,3.2,5.6
344,07.10.2010,51,70,61,167,,0.8,5,3.5,5.9
345,08.10.2010,58,52,55,134,,0.7,6,2.8,4.4
346,09.10.2010,54,19,40,70,,0.5,8,2.4,3.4
347,10.10.2010,40,10,33,49,,0.4,6,2.1,2.8
348,11.10.2010,36,33,47,97,,0.5,3,2.1,3.6
349,12.10.2010,51,119,77,258,,1.0,3,4.3,8.7
350,13.10.2010,36,68,69,174,,0.7,3,3.3,6.7
351,14.10.2010,41,121,76,261,,0.9,3,4.3,7.7
352,15.10.2010,26,53,55,136,,0.6,2,2.5,5.2
353,16.10.2010,,,,,,,,,
354,17.10.2010,,,,,,,,,
355,18.10.2010,,87,83,216,,,,,8.6
356,19.10.2010,36,32,43,91,,0.5,2,2.6,4.1
357,20.10.2010,20,65,59,157,,0.6,2,2.4,5.0
358,21.10.2010,15,58,56,145,,0.5,1,2.1,3.9
359,22.10.2010,23,27,43,83,,0.5,1,2.0,3.5
360,23.10.2010,27,22,39,73,,0.5,3,2.2,3.8
361,24.10.2010,16,8,20,32,,0.3,1,1.2,1.8
362,25.10.2010,24,84,67,195,,0.6,3,2.5,4.9
363,26.10.2010,23,60,62,154,,0.6,3,2.6,5.2
364,27.10.2010,33,68,58,163,,0.7,4,,
365,28.10.2010,25,38,52,111,,0.6,3,,
366,29.10.2010,39,76,67,183,,0.8,6,,
367,30.10.2010,40,25,46,85,,0.6,6,,
368,31.10.2010,62,31,50,98,,0.7,6,,
369,01.11.2010,69,57,49,137,,0.7,4,,
370,02.11.2010,63,47,46,118,,,3,3.5,5.0
371,03.11.2010,23,24,37,73,,,2,1.7,3.6
372,04.11.2010,12,30,40,86,,0.4,1,1.5,3.4
373,05.11.2010,15,34,43,95,,0.4,1,1.6,3.8
374,06.11.2010,14,27,46,87,,0.4,2,1.4,3.2
375,07.11.2010,18,17,29,56,,0.4,1,1.2,2.6
376,08.11.2010,16,24,32,68,,0.4,1,1.6,2.5
377,09.11.2010,28,44,44,111,,0.6,3,2.7,4.5
378,10.11.2010,41,101,52,207,,0.9,4,4.2,7.3
379,11.11.2010,,43,47,112,,,,,3.5
380,12.11.2010,,25,41,79,,,,,3.9
381,13.11.2010,11,11,37,54,,0.4,1,1.6,3.5
382,14.11.2010,12,10,29,44,,0.4,2,1.7,3.7
383,15.11.2010,17,26,46,86,,0.4,2,1.4,3.0
384,16.11.2010,13,11,25,43,,0.2,1,0.8,1.4
385,17.11.2010,7,8,23,36,,0.2,2,0.9,1.4
386,18.11.2010,18,34,28,81,,0.5,2,2.4,3.3
387,19.11.2010,22,50,39,115,,0.7,3,3.0,5.3
388,20.11.2010,36,45,40,110,,0.6,4,3.1,5.3
389,21.11.2010,37,18,24,51,,0.5,2,2.7,3.4
390,22.11.2010,20,13,20,39,,0.4,2,2.4,2.3
391,23.11.2010,11,61,45,138,,0.5,2,,2.6
392,24.11.2010,11,43,49,115,,0.4,2,1.6,2.9
393,25.11.2010,29,77,72,189,,0.7,6,2.6,5.1
394,26.11.2010,24,21,49,82,,0.4,4,1.5,2.6
395,27.11.2010,33,33,46,97,,0.6,5,2.2,4.0
396,28.11.2010,43,19,31,60,,0.5,6,2.2,3.0
397,29.11.2010,32,8,19,31,,0.4,5,1.8,1.5
398,30.11.2010,16,25,34,73,,0.4,3,1.4,2.2
399,01.12.2010,31,18,25,53,,0.4,7,1.7,2.2
400,02.12.2010,36,36,43,98,,0.6,5,2.6,3.5
401,03.12.2010,41,60,67,159,,0.8,6,3.9,4.9
402,04.12.2010,44,42,58,123,,0.8,6,3.6,4.6
403,05.12.2010,27,11,35,52,,0.5,6,2.2,2.8
404,06.12.2010,39,85,72,202,,1.0,5,4.4,7.0
405,07.12.2010,39,35,44,96,,0.6,5,2.8,3.2
406,08.12.2010,46,17,33,59,,0.5,7,2.4,2.2
407,09.12.2010,25,46,55,126,,0.5,2,1.5,2.5
408,10.12.2010,23,47,64,136,,0.6,3,1.9,3.2
409,11.12.2010,16,26,47,86,,0.4,2,1.4,2.7
410,12.12.2010,9,4,16,22,,0.3,2,0.8,1.0
411,13.12.2010,15,28,46,88,,0.5,1,1.6,2.5
412,14.12.2010,12,9,27,41,,0.5,1,1.2,1.4
413,15.12.2010,18,53,46,126,,0.7,5,2.3,3.0
414,16.12.2010,33,50,52,128,,0.7,8,2.9,4.0
415,17.12.2010,33,80,68,190,,0.8,7,1.9,2.8
416,18.12.2010,37,53,63,145,,0.7,6,1.0,1.5
417,19.12.2010,54,50,58,134,,0.9,5,1.6,1.8
418,20.12.2010,42,66,55,156,,0.8,6,1.2,1.4
419,21.12.2010,51,105,68,229,,0.9,6,2.7,4.7
420,22.12.2010,94,45,55,124,,1.0,13,5.3,5.5
421,23.12.2010,103,31,41,89,,0.9,10,5.1,4.6
422,24.12.2010,21,4,14,21,,0.4,3,2.3,1.6
423,25.12.2010,13,4,14,20,,0.4,1,0.9,1.0
424,26.12.2010,23,19,37,67,,0.5,4,1.3,2.0
425,27.12.2010,31,47,57,129,,0.7,6,2.5,3.6
426,28.12.2010,38,28,36,78,,0.6,5,2.0,2.4
427,29.12.2010,62,68,59,163,,0.8,24,3.5,4.9
428,30.12.2010,,51,57,136,,,,,
429,31.12.2010,,,,,,,,,
430,01.01.2011,,,,,,,,,
431,02.01.2011,,,,,,,,,
432,03.01.2011,,59,70,160,,,,,8.3
433,04.01.2011,35,37,60,118,,0.7,6,4.2,8.4
434,05.01.2011,36,54,62,144,,0.7,8,4.3,7.7
435,06.01.2011,35,40,55,116,,0.7,7,4.5,6.5
436,07.01.2011,22,75,62,177,,0.8,4,4.5,8.5
437,08.01.2011,24,38,44,103,,0.7,4,4.6,8.7
438,09.01.2011,17,20,44,75,,0.5,3,2.9,6.4
439,10.01.2011,33,50,65,141,,0.8,3,4.2,8.5
440,11.01.2011,45,68,55,159,,0.8,4,6.0,9.3
441,12.01.2011,25,39,52,111,,0.6,3,2.6,4.8
442,13.01.2011,17,76,55,171,,0.7,3,2.9,5.8
