,date,PM10,NOx,NO_2,NOx,O_3,CO,SO_2,Benzolµg/m³,Toluolµg/m³
2879,15.09.2017,17,37,47,104,,0.4,1,0.7,2.8
2880,16.09.2017,20,21,38,70,,0.4,1,0.8,3.1
2881,17.09.2017,26,31,38,85,,0.5,2,1.2,4.6
2882,18.09.2017,22,47,60,131,,0.5,2,1.1,4.9
2883,19.09.2017,31,43,54,119,,0.4,3,0.9,4.8
2884,20.09.2017,27,47,52,125,,0.4,2,0.8,3.4
2885,21.09.2017,32,20,38,69,,0.3,2,0.6,2.0
2886,22.09.2017,25,37,42,99,,0.5,1,1.1,4.0
2887,23.09.2017,26,35,32,86,,0.4,2,1.1,4.3
2888,24.09.2017,33,4,16,22,,0.3,2,0.6,1.3
2889,25.09.2017,40,18,29,56,,0.4,1,0.8,2.1
2890,26.09.2017,43,40,40,101,,0.5,3,1.1,2.7
2891,27.09.2017,52,30,40,86,,0.4,2,1.0,2.6
2892,28.09.2017,47,43,51,116,,0.5,3,1.7,4.2
2893,29.09.2017,50,43,54,119,,0.5,4,1.7,3.7
2894,30.09.2017,43,19,40,70,,0.4,3,1.3,2.7
2895,01.10.2017,30,17,36,62,,0.4,2,1.1,2.6
2896,02.10.2017,20,21,31,63,,0.3,2,0.8,2.3
2897,03.10.2017,17,15,31,54,,0.3,1,0.7,1.8
2898,04.10.2017,27,29,38,81,,0.3,2,0.8,2.1
2899,05.10.2017,14,23,33,67,,0.3,1,0.7,1.6
2900,06.10.2017,13,48,53,127,,0.4,1,1.0,2.4
2901,07.10.2017,14,16,29,54,,0.3,1,0.7,1.6
2902,08.10.2017,10,7,25,36,,0.3,1,0.5,1.1
2903,09.10.2017,15,64,62,160,,0.5,1,1.4,3.6
2904,10.10.2017,25,50,47,123,,0.4,1,1.1,2.9
2905,11.10.2017,23,27,37,78,,0.3,1,0.8,2.7
2906,12.10.2017,17,33,44,94,,0.3,0,0.8,2.5
2907,13.10.2017,27,59,60,150,,0.5,2,1.4,4.1
2908,14.10.2017,34,31,41,89,,0.5,1,1.6,5.3
2909,15.10.2017,35,28,39,82,,0.6,1,1.5,5.5
2910,16.10.2017,87,42,56,119,,0.6,1,1.6,6.0
2911,17.10.2017,69,79,68,189,,0.8,2,2.5,8.9
2912,18.10.2017,58,114,56,230,,0.8,2,2.7,8.7
2913,19.10.2017,58,66,47,147,,0.6,2,2.1,4.7
2914,20.10.2017,49,71,52,160,,0.6,2,2.2,5.6
2915,21.10.2017,24,25,39,77,,0.4,1,1.2,3.2
2916,22.10.2017,17,8,21,34,,0.3,1,0.7,2.0
2917,23.10.2017,25,49,50,125,,0.5,2,1.4,3.8
2918,24.10.2017,27,59,46,136,,0.5,2,1.4,3.7
2919,25.10.2017,19,28,35,77,,0.3,1,0.8,2.2
2920,26.10.2017,23,51,53,130,,0.4,1,1.0,3.1
2921,27.10.2017,14,22,36,69,,0.3,1,0.6,1.6
2922,28.10.2017,15,16,28,52,,0.3,1,0.6,1.4
2923,29.10.2017,9,6,14,23,,0.2,1,0.5,0.8
2924,30.10.2017,13,15,31,54,,0.3,1,0.6,1.1
2925,31.10.2017,16,16,33,57,,0.3,2,0.7,1.5
2926,01.11.2017,26,42,39,103,,0.4,2,0.9,2.0
2927,02.11.2017,28,51,50,128,,0.5,1,1.0,2.5
2928,03.11.2017,31,56,55,141,,0.5,2,1.1,2.4
2929,04.11.2017,37,31,39,86,,0.5,2,1.2,2.3
2930,05.11.2017,31,17,32,58,,0.4,2,1.0,1.9
2931,06.11.2017,25,41,46,108,,0.4,1,0.7,1.6
2932,07.11.2017,24,36,40,95,,0.4,1,0.7,1.4
2933,08.11.2017,48,45,38,106,,0.5,2,1.3,1.8
2934,09.11.2017,53,30,39,84,,0.5,1,,1.6
2935,10.11.2017,24,20,35,65,,0.4,1,,
2936,11.11.2017,13,18,36,63,,0.3,1,,
2937,12.11.2017,22,16,34,60,,0.4,1,,
2938,13.11.2017,19,40,48,109,,0.4,2,,2.5
2939,14.11.2017,25,44,46,113,,0.4,2,1.2,2.8
2940,15.11.2017,31,46,43,114,,0.5,2,1.3,2.9
2941,16.11.2017,36,53,46,127,,0.5,1,1.5,3.2
2942,17.11.2017,32,37,55,111,,0.4,1,1.3,2.6
2943,18.11.2017,21,14,35,57,,0.3,1,0.9,1.9
2944,19.11.2017,12,12,25,43,,0.3,0,0.7,1.2
2945,20.11.2017,16,53,54,136,,0.4,1,1.1,2.4
2946,21.11.2017,19,70,45,151,,0.5,2,,3.2
2947,22.11.2017,22,28,38,81,,0.4,1,1.0,2.1
2948,23.11.2017,27,50,51,126,,0.4,2,1.2,2.8
2949,24.11.2017,24,42,54,118,,0.4,1,1.2,2.9
2950,25.11.2017,17,18,35,62,,0.3,1,0.9,1.7
2951,26.11.2017,24,9,27,41,,0.3,1,0.9,1.5
2952,27.11.2017,20,18,32,60,,0.3,1,0.9,1.7
2953,28.11.2017,13,16,31,56,,0.3,1,0.9,1.6
2954,29.11.2017,32,52,54,133,,0.5,2,1.6,2.9
2955,30.11.2017,40,68,53,157,,0.5,3,1.6,3.0
2956,01.12.2017,36,72,49,159,,0.5,2,1.4,2.7
2957,02.12.2017,28,45,43,112,,0.4,1,1.4,2.7
2958,03.12.2017,27,16,28,52,,0.4,2,1.2,1.8
2959,04.12.2017,18,31,49,97,,0.3,1,0.8,1.6
2960,05.12.2017,17,52,56,136,,0.4,1,1.0,2.0
2961,06.12.2017,33,39,44,103,,0.3,1,0.8,1.7
2962,07.12.2017,22,13,28,47,,0.3,1,0.7,1.3
2963,08.12.2017,18,26,39,78,,0.3,1,1.0,1.7
2964,09.12.2017,17,18,34,61,,0.3,0,0.8,1.5
2965,10.12.2017,17,13,26,45,,0.3,1,1.0,1.3
2966,11.12.2017,23,53,53,134,,0.5,2,1.4,2.3
2967,12.12.2017,15,24,36,73,,0.4,2,1.2,1.9
2968,13.12.2017,22,28,39,82,,0.4,3,1.0,1.8
2969,14.12.2017,13,20,39,70,,0.3,1,0.9,1.7
2970,15.12.2017,24,84,64,192,,0.5,2,1.6,3.2
2971,16.12.2017,31,40,51,113,,0.5,1,1.2,2.6
2972,17.12.2017,15,15,29,51,,0.3,1,1.0,1.4
2973,18.12.2017,30,72,51,162,,0.5,2,1.9,3.1
2974,19.12.2017,29,69,54,160,,0.5,1,1.7,3.0
2975,20.12.2017,31,85,57,186,,0.6,2,1.9,3.3
2976,21.12.2017,18,43,42,107,,0.4,1,1.1,2.5
2977,22.12.2017,22,35,44,97,,0.3,2,0.9,1.8
2978,23.12.2017,21,19,32,60,,0.3,1,0.8,1.5
2979,24.12.2017,19,7,17,28,,0.3,2,0.6,1.1
2980,25.12.2017,11,5,14,22,,0.2,1,0.5,1.0
2981,26.12.2017,15,9,22,35,,0.3,3,0.9,1.5
2982,27.12.2017,22,30,42,88,,0.4,3,1.3,2.0
2983,28.12.2017,23,40,45,107,,0.4,2,1.4,2.2
2984,29.12.2017,24,20,35,67,,0.4,2,1.1,1.9
2985,30.12.2017,18,19,31,59,,0.3,2,1.1,1.7
2986,31.12.2017,,,,,,,,,
2987,01.01.2018,,,,,,,,,
2988,02.01.2018,,,,,,,,,2.1
2989,03.01.2018,11,19,29,58,,0.3,3,0.9,1.4
2990,04.01.2018,13,18,33,61,,0.3,3,0.9,1.5
2991,05.01.2018,17,24,45,81,,0.4,2,1.1,2.0
2992,06.01.2018,22,24,51,87,,0.4,1,1.3,2.3
2993,07.01.2018,9,3,11,15,,0.3,0,0.8,0.7
2994,08.01.2018,22,22,36,70,,0.4,1,1.4,1.5
2995,09.01.2018,32,40,48,109,,0.5,4,1.9,2.1
2996,10.01.2018,52,80,44,166,,0.7,2,3.1,3.6
2997,11.01.2018,48,71,34,142,,0.8,1,4.4,4.1
2998,12.01.2018,44,33,28,79,,0.5,1,2.5,2.4
2999,13.01.2018,34,20,29,59,,0.4,1,1.6,1.8
3000,14.01.2018,29,17,26,52,,0.4,2,1.6,1.7
3001,15.01.2018,35,35,34,87,,0.4,3,2.0,2.2
3002,16.01.2018,17,40,45,106,,0.4,1,1.3,2.1
3003,17.01.2018,16,36,51,106,,0.4,1,1.0,1.7
3004,18.01.2018,12,24,35,72,,0.3,2,0.9,1.4
3005,19.01.2018,21,43,53,118,,0.4,2,1.3,2.9
3006,20.01.2018,26,24,42,79,,0.4,1,1.4,3.9
3007,21.01.2018,30,11,26,42,,0.4,0,1.5,1.6
3008,22.01.2018,39,46,45,114,,0.4,1,1.7,2.2
3009,23.01.2018,43,55,46,129,,0.5,2,2.2,2.7
3010,24.01.2018,16,24,36,72,,0.4,1,1.0,2.1
3011,25.01.2018,16,39,58,118,,0.4,1,1.3,2.7
3012,26.01.2018,30,50,52,129,,0.5,1,1.7,2.8
3013,27.01.2018,36,24,39,75,,0.4,1,1.3,2.3
3014,28.01.2018,17,7,20,31,,0.3,1,0.8,1.3
3015,29.01.2018,15,16,28,52,,0.3,0,0.7,1.2
3016,30.01.2018,20,39,50,110,,0.3,1,1.0,1.9
3017,31.01.2018,18,29,42,86,,0.4,1,1.1,2.0
3018,01.02.2018,16,25,44,82,,0.3,1,1.0,2.0
3019,02.02.2018,21,25,40,79,,0.4,3,1.2,2.0
3020,03.02.2018,18,13,27,48,,0.3,1,1.1,1.5
3021,04.02.2018,18,4,15,20,,0.3,1,1.1,1.0
3022,05.02.2018,23,9,29,43,,0.3,1,1.2,1.2
3023,06.02.2018,36,69,70,175,,0.5,2,1.8,2.7
3024,07.02.2018,57,18,37,63,,0.5,4,2.5,2.1
3025,08.02.2018,70,45,62,130,,0.6,5,2.9,2.9
3026,09.02.2018,74,67,66,168,,0.7,4,3.2,3.3
3027,10.02.2018,70,31,42,89,,0.6,3,3.0,2.8
3028,11.02.2018,31,12,30,49,,0.4,2,1.4,1.7
3029,12.02.2018,29,31,47,95,,0.4,1,1.1,2.0
3030,13.02.2018,52,58,64,152,,0.5,3,1.8,2.9
3031,14.02.2018,51,75,69,184,,0.6,3,2.1,2.9
3032,15.02.2018,50,44,46,114,,0.5,2,2.0,2.3
3033,16.02.2018,47,53,57,138,,0.5,2,1.4,2.5
3034,17.02.2018,33,18,42,70,,0.4,1,1.2,1.8
3035,18.02.2018,22,11,30,46,,0.3,2,1.1,1.5
3036,19.02.2018,41,45,57,127,,0.4,5,1.5,2.3
3037,20.02.2018,50,23,37,72,,0.4,4,2.1,2.0
3038,21.02.2018,33,10,27,42,,0.3,1,1.4,1.3
3039,22.02.2018,27,13,29,49,,0.3,1,1.3,1.4
3040,23.02.2018,33,12,27,45,,0.3,1,1.6,1.3
3041,24.02.2018,18,4,17,24,,0.3,1,1.0,0.7
3042,25.02.2018,16,4,15,21,,0.3,1,0.9,0.8
3043,26.02.2018,21,8,23,36,,0.3,2,1.1,1.2
3044,27.02.2018,33,39,48,108,,0.4,8,1.6,1.7
3045,28.02.2018,37,19,31,60,,0.4,2,1.7,1.3
3046,01.03.2018,34,17,29,55,,0.4,3,1.7,1.3
3047,02.03.2018,55,19,34,63,,0.4,5,2.4,1.8
3048,03.03.2018,51,15,32,55,,0.5,5,2.4,1.9
3049,04.03.2018,64,15,38,61,,0.5,7,2.8,2.1
3050,05.03.2018,76,47,70,141,,0.7,8,3.4,2.9
3051,06.03.2018,70,40,61,122,,0.7,5,3.7,2.7
3052,07.03.2018,50,56,58,144,,0.8,2,4.0,3.3
3053,08.03.2018,59,40,54,114,,0.5,2,2.2,2.7
3054,09.03.2018,36,42,54,117,,0.5,1,1.5,2.9
3055,10.03.2018,36,45,54,123,,0.6,1,2.1,3.5
3056,11.03.2018,29,23,47,82,,0.5,2,1.8,3.5
3057,12.03.2018,40,70,66,173,,0.6,2,1.9,3.8
3058,13.03.2018,18,21,37,68,,0.3,1,0.9,1.8
3059,14.03.2018,18,20,32,63,,0.4,0,1.2,1.2
3060,15.03.2018,29,19,31,59,,0.4,1,1.4,1.3
3061,16.03.2018,25,9,20,34,,0.3,1,1.2,1.1
3062,17.03.2018,19,6,12,20,,0.3,1,0.8,0.6
3063,18.03.2018,18,4,13,19,,0.3,1,1.0,0.7
3064,19.03.2018,24,12,36,55,,0.3,2,1.3,1.2
3065,20.03.2018,27,49,57,132,,0.4,2,1.5,2.2
3066,21.03.2018,23,47,63,135,,0.4,3,1.2,2.2
3067,22.03.2018,31,25,45,84,,0.4,1,1.2,2.2
3068,23.03.2018,25,35,46,100,,0.4,1,1.2,2.2
3069,24.03.2018,30,17,38,65,,0.4,1,1.1,1.8
3070,25.03.2018,47,16,41,66,,0.5,2,1.7,2.3
3071,26.03.2018,37,22,40,73,,0.3,1,1.0,2.1
3072,27.03.2018,26,34,51,102,,0.4,1,1.0,1.9
3073,28.03.2018,37,34,42,94,,0.4,1,1.6,1.9
3074,29.03.2018,22,30,46,93,,0.4,1,1.3,2.1
3075,30.03.2018,24,7,23,34,,0.3,1,1.0,1.3
3076,31.03.2018,31,7,26,37,,0.4,1,1.6,1.5
3077,01.04.2018,12,7,20,31,,0.3,0,1.1,0.9
3078,02.04.2018,35,10,33,49,,0.4,1,1.5,1.7
3079,03.04.2018,28,22,45,79,,0.4,1,1.2,2.5
3080,04.04.2018,35,32,55,104,,0.4,2,1.2,3.3
3081,05.04.2018,15,18,34,62,,0.3,1,0.7,1.6
3082,06.04.2018,21,33,51,101,,0.4,2,1.1,2.4
3083,07.04.2018,27,13,39,59,,0.4,4,1.2,2.4
3084,08.04.2018,31,10,30,45,,0.4,2,1.1,2.6
3085,09.04.2018,46,44,69,136,,0.5,2,1.6,4.5
3086,10.04.2018,44,8,33,45,,0.3,2,0.9,1.7
3087,11.04.2018,44,5,21,29,,0.3,1,1.0,1.3
3088,12.04.2018,43,14,31,52,,0.3,2,1.1,1.7
3089,13.04.2018,41,21,45,77,,0.4,2,1.1,2.1
3090,14.04.2018,34,9,28,42,,0.4,0,0.9,1.9
3091,15.04.2018,28,6,28,36,,0.4,2,1.0,2.2
3092,16.04.2018,35,27,46,88,,0.4,2,1.1,2.5
3093,17.04.2018,34,31,51,98,,0.4,1,1.2,2.9
3094,18.04.2018,40,37,68,125,,0.5,2,1.3,4.4
3095,19.04.2018,34,33,60,110,,0.4,5,1.1,3.7
3096,20.04.2018,32,24,51,87,,0.4,2,1.1,3.8
3097,21.04.2018,28,5,29,37,,0.3,1,0.7,2.0
3098,22.04.2018,24,7,33,44,,0.3,1,0.8,2.3
3099,23.04.2018,29,22,49,82,,0.3,1,0.8,2.4
3100,24.04.2018,27,30,46,91,,0.4,1,0.9,2.6
3101,25.04.2018,23,21,37,69,,0.3,1,0.7,2.1
3102,26.04.2018,14,39,54,114,,0.4,1,1.0,2.7
3103,27.04.2018,22,28,47,90,,0.4,2,1.1,2.8
3104,28.04.2018,25,12,37,56,,0.3,1,0.9,2.5
3105,29.04.2018,25,2,21,25,,0.3,1,0.5,1.4
3106,30.04.2018,30,10,31,47,,0.3,1,0.8,2.0
3107,01.05.2018,17,9,22,35,,0.3,0,0.6,1.4
3108,02.05.2018,27,31,49,97,,0.4,1,1.0,2.6
3109,03.05.2018,27,18,33,60,,0.3,1,0.7,1.7
3110,04.05.2018,14,6,22,31,,0.2,0,0.5,1.2
3111,05.05.2018,14,2,12,16,,0.2,1,0.5,0.8
3112,06.05.2018,14,3,14,19,,0.2,1,0.5,1.0
3113,07.05.2018,22,9,32,46,,0.3,0,,2.0
3114,08.05.2018,30,18,47,74,,0.3,1,0.8,2.4
3115,09.05.2018,37,13,46,66,,0.3,2,0.9,2.6
3116,10.05.2018,33,5,24,32,,0.3,1,0.7,1.8
3117,11.05.2018,30,16,29,54,,0.3,0,0.6,1.6
3118,12.05.2018,27,6,21,30,,0.3,1,0.6,1.5
3119,13.05.2018,28,2,18,21,,0.3,2,0.5,1.2
3120,14.05.2018,32,11,33,49,,0.3,2,0.6,1.5
3121,15.05.2018,30,6,23,32,,0.2,1,0.6,1.4
3122,16.05.2018,29,4,20,27,,0.2,0,0.5,1.1
3123,17.05.2018,35,11,30,46,,0.3,0,0.5,1.6
3124,18.05.2018,27,25,40,78,,0.3,1,0.8,2.1
3125,19.05.2018,22,3,15,20,,0.2,1,0.4,1.0
3126,20.05.2018,14,3,13,17,,0.2,1,0.4,0.9
3127,21.05.2018,17,4,20,25,,0.2,1,0.5,1.4
3128,22.05.2018,23,13,35,54,,0.3,4,0.6,1.6
3129,23.05.2018,20,3,16,20,,0.2,2,0.4,0.9
3130,24.05.2018,23,9,31,45,,0.3,1,0.5,1.6
3131,25.05.2018,23,6,21,29,,0.2,1,0.5,1.2
3132,26.05.2018,21,3,18,23,,0.2,1,0.4,1.2
3133,27.05.2018,25,1,14,16,,0.2,2,0.4,1.0
3134,28.05.2018,32,12,44,63,,0.3,1,0.8,2.2
3135,29.05.2018,30,12,43,62,,0.3,2,0.6,1.9
3136,30.05.2018,38,17,55,80,,0.4,2,0.9,3.1
3137,31.05.2018,32,15,50,73,,0.3,2,0.8,2.7
3138,01.06.2018,39,10,45,61,,0.3,2,0.8,2.5
3139,02.06.2018,36,10,34,49,,0.3,0,0.7,2.4
3140,03.06.2018,29,4,19,26,,0.3,0,0.5,1.4
3141,04.06.2018,25,13,34,54,,0.3,0,0.6,2.0
3142,05.06.2018,27,7,23,33,,0.2,0,0.4,1.1
3143,06.06.2018,,19,41,71,,0.3,1,,2.1
3144,07.06.2018,,21,53,85,,0.3,2,1.0,2.9
3145,08.06.2018,25,11,41,57,,0.3,2,0.6,2.0
3146,09.06.2018,26,3,31,36,,0.3,2,0.6,1.8
3147,10.06.2018,29,3,26,30,,0.3,1,0.6,2.1
3148,11.06.2018,26,14,36,57,,0.3,1,0.5,1.6
3149,12.06.2018,19,11,26,42,,0.2,0,0.4,1.2
3150,13.06.2018,16,26,38,78,,0.3,1,0.7,2.3
3151,14.06.2018,22,28,53,95,,0.3,1,0.9,2.9
3152,15.06.2018,27,17,48,74,,0.3,1,1.0,3.5
3153,16.06.2018,30,10,34,49,,0.3,1,0.8,2.9
3154,17.06.2018,25,5,25,33,,0.3,1,0.6,2.0
3155,18.06.2018,24,29,50,95,,0.3,0,0.9,3.4
3156,19.06.2018,22,28,48,90,,0.3,0,0.9,2.9
3157,20.06.2018,23,26,50,89,,0.3,1,1.1,3.9
3158,21.06.2018,22,24,46,83,,0.3,0,0.9,3.2
3159,22.06.2018,13,27,33,75,,0.3,1,0.6,2.0
3160,23.06.2018,12,12,23,42,,0.2,0,0.5,1.6
3161,24.06.2018,11,11,22,38,,0.2,1,0.5,1.4
3162,25.06.2018,23,32,37,86,,0.3,1,0.7,2.4
3163,26.06.2018,19,14,23,45,,0.2,0,0.4,1.4
3164,27.06.2018,14,5,17,24,,0.2,2,0.3,1.0
3165,28.06.2018,18,2,12,15,,0.2,3,0.3,0.7
3166,29.06.2018,16,2,16,20,,0.2,1,0.3,1.0
3167,30.06.2018,10,1,8,10,,0.2,0,0.3,0.5
3168,01.07.2018,7,1,5,6,,0.1,1,0.2,0.5
3169,02.07.2018,12,6,22,31,,0.2,0,0.4,1.2
3170,03.07.2018,17,12,37,55,,0.2,1,0.6,2.1
3171,04.07.2018,27,15,54,77,,0.3,3,0.7,2.7
3172,05.07.2018,29,8,42,54,,0.3,2,0.6,2.4
3173,06.07.2018,19,23,35,71,,0.3,1,,
3174,07.07.2018,20,8,19,31,,0.2,0,,
3175,08.07.2018,17,3,12,17,,0.2,0,,
3176,09.07.2018,21,22,30,64,,0.2,1,,
3177,10.07.2018,20,19,32,61,,0.3,1,0.7,2.0
3178,11.07.2018,13,11,31,47,,0.2,0,0.5,1.5
3179,12.07.2018,14,12,30,49,,0.2,0,0.5,1.4
3180,13.07.2018,24,28,39,81,,0.3,1,0.7,2.7
3181,14.07.2018,19,6,17,27,,0.2,0,0.4,1.3
3182,15.07.2018,12,2,14,17,,0.2,0,0.4,1.2
3183,16.07.2018,19,7,24,33,,0.2,1,0.4,1.5
3184,17.07.2018,22,3,20,25,,0.2,1,0.3,1.2
3185,18.07.2018,24,10,27,43,,0.2,1,0.5,1.5
3186,19.07.2018,20,4,22,28,,0.2,0,0.4,1.4
3187,20.07.2018,25,23,44,80,,0.3,1,0.8,2.7
3188,21.07.2018,21,3,19,24,,0.2,1,0.4,1.2
3189,22.07.2018,23,2,22,25,,0.3,1,0.6,1.8
3190,23.07.2018,20,13,29,49,,0.3,1,0.5,1.8
3191,24.07.2018,22,11,29,46,,0.2,3,0.5,2.3
3192,25.07.2018,22,10,24,39,,0.2,2,0.5,1.8
3193,26.07.2018,22,3,16,21,,0.2,6,0.3,1.0
3194,27.07.2018,26,10,32,47,,0.3,2,0.6,2.1
3195,28.07.2018,23,6,28,38,,0.3,1,0.6,2.1
3196,29.07.2018,16,3,20,25,,0.2,0,0.4,1.6
3197,30.07.2018,21,14,41,62,,0.3,1,0.6,2.3
3198,31.07.2018,25,17,60,86,,0.4,2,0.8,3.0
3199,01.08.2018,27,7,29,39,,0.3,1,0.4,1.7
3200,02.08.2018,17,2,14,18,,0.2,0,0.3,0.9
3201,03.08.2018,23,5,28,36,,0.2,2,0.4,1.6
3202,04.08.2018,23,4,25,31,,0.2,0,0.5,1.8
3203,05.08.2018,12,3,10,14,,0.2,0,0.3,1.0
3204,06.08.2018,,,,,,,,,
3205,07.08.2018,,,,,,,,,
3206,08.08.2018,,,,,,,,,
3207,09.08.2018,,,,,,,,,
3208,10.08.2018,,,,,,,,,3.2
3209,11.08.2018,16,11,27,45,,0.3,0,0.6,2.1
3210,12.08.2018,14,6,29,38,,0.3,0,0.6,2.2
3211,13.08.2018,26,22,58,93,,0.4,1,0.9,3.6
3212,14.08.2018,17,25,37,76,,0.3,0,0.8,2.8
3213,15.08.2018,17,22,38,72,,0.3,0,0.7,2.3
3214,16.08.2018,29,29,54,98,,0.4,1,1.1,4.7
3215,17.08.2018,28,18,42,69,,0.3,1,0.9,2.9
3216,18.08.2018,19,11,31,47,,0.3,0,0.8,2.5
3217,19.08.2018,24,7,43,54,,0.4,1,0.9,4.1
3218,20.08.2018,24,33,47,97,,0.4,1,1.0,4.1
3219,21.08.2018,16,8,21,34,,0.2,0,0.5,1.3
3220,22.08.2018,31,19,45,73,,0.3,1,0.8,3.1
3221,23.08.2018,50,25,62,100,,0.4,1,1.0,4.7
3222,24.08.2018,34,27,47,87,,0.4,1,1.2,3.4
3223,25.08.2018,25,16,31,55,,0.3,0,0.7,2.0
3224,26.08.2018,13,10,29,44,,0.3,0,0.6,1.9
3225,27.08.2018,28,21,38,70,,0.3,1,0.8,2.8
3226,28.08.2018,23,28,42,85,,0.4,1,0.9,3.1
3227,29.08.2018,30,26,57,97,,0.4,1,1.1,3.8
3228,30.08.2018,,29,50,95,,0.4,1,,3.1
3229,31.08.2018,18,33,44,94,,0.4,0,0.9,3.1
3230,01.09.2018,20,7,29,39,,0.3,0,0.6,2.0
3231,02.09.2018,16,1,9,10,,0.2,0,0.4,0.7
3232,03.09.2018,24,8,28,40,,0.3,1,0.6,1.8
3233,04.09.2018,20,3,16,21,,0.2,1,0.4,1.0
3234,05.09.2018,24,5,18,26,,0.3,0,0.4,1.1
3235,06.09.2018,28,13,36,55,,0.3,1,0.7,2.6
3236,07.09.2018,28,21,52,84,,0.4,0,1.1,3.2
3237,08.09.2018,17,11,33,50,,0.3,0,0.9,2.7
3238,09.09.2018,25,18,47,75,,0.5,0,1.3,4.2
3239,10.09.2018,34,38,65,124,,0.5,1,1.3,5.3
3240,11.09.2018,28,24,48,85,,0.4,1,0.8,3.2
3241,12.09.2018,21,19,36,65,,0.3,0,0.6,2.3
3242,13.09.2018,11,9,22,36,,0.2,0,0.4,1.2
3243,14.09.2018,22,25,41,79,,0.4,0,0.8,2.7
3244,15.09.2018,19,15,35,58,,0.3,1,0.7,2.2
3245,16.09.2018,21,6,31,40,,0.3,0,0.7,2.5
3246,17.09.2018,46,49,74,149,,0.6,1,1.7,6.6
3247,18.09.2018,50,31,78,125,,0.5,1,1.4,5.8
3248,19.09.2018,53,21,64,97,,0.4,0,1.3,5.3
3249,20.09.2018,58,50,76,152,,0.6,0,1.7,7.6
3250,21.09.2018,53,20,48,79,,0.3,0,0.7,3.1
3251,22.09.2018,13,14,26,47,,0.3,0,0.6,1.7
3252,23.09.2018,10,6,19,29,,0.3,0,0.5,1.1
3253,24.09.2018,12,27,37,78,,0.3,0,0.6,1.6
3254,25.09.2018,15,29,49,93,,0.4,1,0.8,2.2
3255,26.09.2018,18,27,48,90,,0.3,1,0.7,1.9
3256,27.09.2018,22,40,53,114,,0.4,1,1.1,3.7
3257,28.09.2018,17,11,30,48,,0.3,1,0.5,1.7
3258,29.09.2018,19,25,41,80,,0.4,1,1.0,2.5
3259,30.09.2018,26,41,50,112,,0.5,1,1.7,4.2
3260,01.10.2018,26,56,55,141,,0.5,2,1.4,3.6
3261,02.10.2018,13,28,35,78,,0.3,0,0.7,1.8
3262,03.10.2018,13,10,24,39,,0.2,1,0.4,1.1
3263,04.10.2018,18,45,50,118,,0.4,1,1.0,2.9
3264,05.10.2018,31,34,49,102,,0.4,1,1.1,3.1
3265,06.10.2018,32,21,50,82,,0.4,1,1.4,4.1
3266,07.10.2018,17,7,28,38,,0.3,0,0.7,1.9
3267,08.10.2018,22,56,60,145,,0.5,1,1.3,4.0
3268,09.10.2018,44,86,64,196,,0.7,1,2.2,6.8
3269,10.10.2018,42,59,62,152,,0.5,2,1.7,4.6
3270,11.10.2018,50,27,63,104,,0.5,2,1.5,3.4
3271,12.10.2018,55,46,76,147,,0.6,2,1.8,5.4
3272,13.10.2018,46,18,57,84,,0.5,2,1.4,3.9
3273,14.10.2018,46,8,36,48,,0.4,2,1.1,2.6
3274,15.10.2018,56,36,63,117,,0.5,3,1.4,3.3
3275,16.10.2018,71,88,85,219,,0.8,3,2.5,7.2
3276,17.10.2018,78,100,87,241,,0.9,2,2.7,8.4
3277,18.10.2018,56,81,50,174,,0.6,1,1.6,5.2
3278,19.10.2018,18,14,37,57,,0.3,0,0.7,1.7
3279,20.10.2018,22,21,50,82,,0.4,1,0.8,2.2
3280,21.10.2018,27,20,44,74,,0.4,0,1.1,2.6
3281,22.10.2018,29,33,50,99,,0.4,0,0.9,2.4
3282,23.10.2018,15,27,34,76,,0.3,0,0.6,1.4
3283,24.10.2018,14,11,29,46,,0.2,0,0.5,1.1
3284,25.10.2018,11,26,37,77,,0.3,0,0.6,1.5
3285,26.10.2018,21,23,38,73,,0.3,0,0.7,1.8
3286,27.10.2018,11,14,28,50,,0.3,0,0.6,1.6
3287,28.10.2018,8,2,8,11,,0.2,0,0.3,0.6
3288,29.10.2018,14,16,18,43,,0.3,0,0.8,1.2
3289,30.10.2018,29,21,31,63,,0.3,1,1.3,1.9
3290,31.10.2018,18,36,43,98,,0.4,1,1.3,2.9
3291,01.11.2018,37,58,53,141,,0.6,1,2.1,3.9
3292,02.11.2018,27,58,54,142,,0.5,1,1.7,4.0
3293,03.11.2018,27,13,37,57,,0.4,0,0.9,2.0
3294,04.11.2018,41,19,24,54,,0.4,1,1.7,2.5
3295,05.11.2018,50,59,51,142,,0.6,3,2.4,4.4
3296,06.11.2018,40,52,54,134,,0.5,3,,2.4
3297,07.11.2018,52,59,53,142,,0.6,2,,
3298,08.11.2018,38,74,53,166,,0.6,2,1.9,4.5
3299,09.11.2018,36,53,42,123,,0.5,1,1.5,3.3
3300,10.11.2018,37,26,30,70,,0.5,1,1.8,3.2
3301,11.11.2018,34,27,31,73,,0.5,1,1.7,2.6
3302,12.11.2018,27,50,44,120,,0.5,1,1.5,3.1
3303,13.11.2018,20,57,47,134,,0.5,1,1.5,3.4
3304,14.11.2018,31,58,53,142,,0.5,1,1.2,3.0
3305,15.11.2018,28,68,52,155,,0.5,1,1.5,3.1
3306,16.11.2018,29,52,44,124,,0.5,1,1.6,2.8
