,Feinstaub (PM10)µg/m³,Stickstoffmonoxidµg/m³,Stickstoffdioxidµg/m³,Stickoxideµg/m³,Ortschaft
2016-11-08,24,76,49,164,Karl-Marx-Straße
2016-11-09,26,80,52,174,Karl-Marx-Straße
2016-11-10,56,40,38,99,Karl-Marx-Straße
2016-11-11,58,35,42,96,Karl-Marx-Straße
2016-11-12,46,37,43,99,Karl-Marx-Straße
2016-11-13,44,60,53,144,Karl-Marx-Straße
2016-11-14,44,159,84,326,Karl-Marx-Straße
2016-11-15,28,101,61,215,Karl-Marx-Straße
2016-11-16,19,100,53,206,Karl-Marx-Straße
2016-11-17,17,84,61,190,Karl-Marx-Straße
2016-11-18,11,59,56,146,Karl-Marx-Straße
2016-11-19,15,71,65,174,Karl-Marx-Straße
2016-11-20,15,32,43,92,Karl-Marx-Straße
2016-11-21,30,85,60,191,Karl-Marx-Straße
2016-11-22,43,148,70,295,Karl-Marx-Straße
2016-11-23,51,165,58,310,Karl-Marx-Straße
2016-11-24,27,38,41,100,Karl-Marx-Straße
2016-11-25,25,50,52,129,Karl-Marx-Straße
2016-11-26,28,71,55,164,Karl-Marx-Straße
2016-11-27,17,26,38,77,Karl-Marx-Straße
2016-11-28,14,33,51,102,Karl-Marx-Straße
2016-11-29,25,125,80,271,Karl-Marx-Straße
2016-11-30,28,97,69,217,Karl-Marx-Straße
2016-12-01,19,60,51,143,Karl-Marx-Straße
2016-12-02,16,63,59,156,Karl-Marx-Straße
2016-12-03,28,130,80,278,Karl-Marx-Straße
2016-12-04,35,72,58,168,Karl-Marx-Straße
2016-12-05,40,151,68,298,Karl-Marx-Straße
2016-12-06,34,138,78,288,Karl-Marx-Straße
2016-12-07,34,95,62,207,Karl-Marx-Straße
2016-12-08,30,98,74,224,Karl-Marx-Straße
2016-12-09,30,92,62,203,Karl-Marx-Straße
2016-12-10,30,63,51,146,Karl-Marx-Straße
2016-12-11,18,29,37,81,Karl-Marx-Straße
2016-12-12,18,43,54,120,Karl-Marx-Straße
2016-12-13,31,148,70,296,Karl-Marx-Straße
2016-12-14,29,61,54,148,Karl-Marx-Straße
2016-12-15,22,45,51,120,Karl-Marx-Straße
2016-12-16,33,102,66,222,Karl-Marx-Straße
2016-12-17,35,92,51,191,Karl-Marx-Straße
2016-12-18,30,49,45,120,Karl-Marx-Straße
2016-12-19,27,102,59,214,Karl-Marx-Straße
2016-12-20,35,51,41,120,Karl-Marx-Straße
2016-12-21,41,108,54,220,Karl-Marx-Straße
2016-12-22,34,119,61,243,Karl-Marx-Straße
2016-12-23,29,87,56,189,Karl-Marx-Straße
2016-12-24,21,44,42,109,Karl-Marx-Straße
2016-12-25,12,20,27,57,Karl-Marx-Straße
2016-12-26,10,18,23,51,Karl-Marx-Straße
2016-12-27,22,36,42,97,Karl-Marx-Straße
2016-12-28,13,27,46,88,Karl-Marx-Straße
2016-12-29,26,101,71,226,Karl-Marx-Straße
2016-12-30,33,128,64,259,Karl-Marx-Straße
2016-12-31,36,78,59,179,Karl-Marx-Straße
2017-01-01,50,40,45,107,Karl-Marx-Straße
2017-01-02,28,76,58,174,Karl-Marx-Straße
2017-01-03,19,56,48,133,Karl-Marx-Straße
2017-01-04,14,38,44,102,Karl-Marx-Straße
2017-01-05,13,12,34,53,Karl-Marx-Straße
2017-01-06,18,64,67,165,Karl-Marx-Straße
2017-01-07,27,52,53,132,Karl-Marx-Straße
2017-01-08,47,32,43,92,Karl-Marx-Straße
2017-01-09,39,107,52,216,Karl-Marx-Straße
2017-01-10,36,78,64,183,Karl-Marx-Straße
2017-01-11,41,58,51,138,Karl-Marx-Straße
2017-01-12,20,61,55,148,Karl-Marx-Straße
2017-01-13,18,66,58,159,Karl-Marx-Straße
2017-01-14,23,60,57,149,Karl-Marx-Straße
2017-01-15,16,25,36,74,Karl-Marx-Straße
2017-01-16,18,44,53,120,Karl-Marx-Straße
2017-01-17,29,60,68,160,Karl-Marx-Straße
2017-01-18,39,104,66,225,Karl-Marx-Straße
2017-01-19,44,87,62,196,Karl-Marx-Straße
2017-01-20,47,118,70,251,Karl-Marx-Straße
2017-01-21,38,73,63,175,Karl-Marx-Straße
2017-01-22,41,17,36,62,Karl-Marx-Straße
2017-01-23,53,77,59,177,Karl-Marx-Straße
2017-01-24,48,97,51,199,Karl-Marx-Straße
2017-01-25,46,77,46,164,Karl-Marx-Straße
2017-01-26,44,55,51,135,Karl-Marx-Straße
2017-01-27,61,81,74,197,Karl-Marx-Straße
2017-01-28,62,44,62,129,Karl-Marx-Straße
2017-01-29,59,51,63,141,Karl-Marx-Straße
2017-01-30,56,66,68,169,Karl-Marx-Straße
2017-01-31,54,42,47,112,Karl-Marx-Straße
2017-02-01,76,48,55,128,Karl-Marx-Straße
2017-02-02,65,55,61,145,Karl-Marx-Straße
2017-02-03,67,62,52,145,Karl-Marx-Straße
2017-02-04,54,34,44,96,Karl-Marx-Straße
2017-02-05,55,15,28,50,Karl-Marx-Straße
2017-02-06,43,14,32,53,Karl-Marx-Straße
2017-02-07,38,14,32,53,Karl-Marx-Straße
2017-02-08,52,15,31,54,Karl-Marx-Straße
2017-02-09,63,18,37,65,Karl-Marx-Straße
2017-02-10,81,14,35,57,Karl-Marx-Straße
2017-02-11,65,9,32,47,Karl-Marx-Straße
2017-02-12,69,7,27,38,Karl-Marx-Straße
2017-02-13,75,19,41,70,Karl-Marx-Straße
2017-02-14,89,53,56,136,Karl-Marx-Straße
2017-02-15,127,163,107,357,Karl-Marx-Straße
2017-02-16,64,148,95,321,Karl-Marx-Straße
2017-02-17,40,106,68,230,Karl-Marx-Straße
2017-02-18,24,68,61,164,Karl-Marx-Straße
2017-02-19,33,36,42,97,Karl-Marx-Straße
2017-02-20,31,58,50,138,Karl-Marx-Straße
2017-02-21,20,61,56,148,Karl-Marx-Straße
2017-02-22,16,44,46,114,Karl-Marx-Straße
2017-02-23,18,64,56,152,Karl-Marx-Straße
2017-02-24,15,53,53,134,Karl-Marx-Straße
2017-02-25,25,49,53,128,Karl-Marx-Straße
2017-02-26,21,32,42,91,Karl-Marx-Straße
2017-02-27,29,67,71,173,Karl-Marx-Straße
2017-02-28,20,47,53,124,Karl-Marx-Straße
2017-03-01,19,63,58,155,Karl-Marx-Straße
2017-03-02,16,59,58,148,Karl-Marx-Straße
2017-03-03,28,71,72,180,Karl-Marx-Straße
2017-03-04,31,38,65,123,Karl-Marx-Straße
2017-03-05,21,28,43,85,Karl-Marx-Straße
2017-03-06,26,64,62,159,Karl-Marx-Straße
2017-03-07,21,33,43,94,Karl-Marx-Straße
2017-03-08,31,55,51,134,Karl-Marx-Straße
2017-03-09,28,73,59,170,Karl-Marx-Straße
2017-03-10,21,53,59,139,Karl-Marx-Straße
2017-03-11,27,21,45,77,Karl-Marx-Straße
2017-03-12,35,12,29,47,Karl-Marx-Straße
2017-03-13,45,68,67,172,Karl-Marx-Straße
2017-03-14,45,90,75,213,Karl-Marx-Straße
2017-03-15,34,50,52,129,Karl-Marx-Straße
2017-03-16,34,74,70,183,Karl-Marx-Straße
2017-03-17,39,65,63,162,Karl-Marx-Straße
2017-03-18,18,32,41,89,Karl-Marx-Straße
2017-03-19,16,26,42,81,Karl-Marx-Straße
2017-03-20,21,54,48,130,Karl-Marx-Straße
2017-03-21,21,60,62,153,Karl-Marx-Straße
2017-03-22,24,34,55,107,Karl-Marx-Straße
2017-03-23,32,14,37,58,Karl-Marx-Straße
2017-03-24,24,16,47,71,Karl-Marx-Straße
2017-03-25,24,38,63,121,Karl-Marx-Straße
2017-03-26,29,32,58,107,Karl-Marx-Straße
2017-03-27,37,99,99,251,Karl-Marx-Straße
2017-03-28,51,94,97,242,Karl-Marx-Straße
2017-03-29,40,52,62,142,Karl-Marx-Straße
2017-03-30,38,68,63,167,Karl-Marx-Straße
2017-03-31,37,70,83,189,Karl-Marx-Straße
2017-04-01,43,30,62,108,Karl-Marx-Straße
2017-04-02,26,16,38,62,Karl-Marx-Straße
2017-04-03,26,12,37,55,Karl-Marx-Straße
2017-04-04,43,18,39,66,Karl-Marx-Straße
2017-04-05,39,55,54,138,Karl-Marx-Straße
2017-04-06,22,36,46,102,Karl-Marx-Straße
2017-04-07,21,52,51,130,Karl-Marx-Straße
2017-04-08,19,29,41,86,Karl-Marx-Straße
2017-04-09,34,26,51,91,Karl-Marx-Straße
2017-04-10,38,44,56,123,Karl-Marx-Straße
2017-04-11,17,49,50,125,Karl-Marx-Straße
2017-04-12,36,58,51,139,Karl-Marx-Straße
2017-04-13,16,51,52,129,Karl-Marx-Straße
2017-04-14,16,22,32,65,Karl-Marx-Straße
2017-04-15,31,39,45,104,Karl-Marx-Straße
2017-04-16,17,25,37,75,Karl-Marx-Straße
2017-04-17,15,16,31,56,Karl-Marx-Straße
2017-04-18,21,8,25,38,Karl-Marx-Straße
2017-04-19,14,7,26,36,Karl-Marx-Straße
2017-04-20,20,34,56,107,Karl-Marx-Straße
2017-04-21,37,49,55,130,Karl-Marx-Straße
2017-04-22,15,33,42,93,Karl-Marx-Straße
2017-04-23,13,23,34,69,Karl-Marx-Straße
2017-04-24,22,48,55,129,Karl-Marx-Straße
2017-04-25,24,57,60,147,Karl-Marx-Straße
2017-04-26,19,56,68,153,Karl-Marx-Straße
2017-04-27,23,58,72,160,Karl-Marx-Straße
2017-04-28,36,46,70,141,Karl-Marx-Straße
2017-04-29,24,35,57,111,Karl-Marx-Straße
2017-04-30,21,10,26,42,Karl-Marx-Straße
2017-05-01,29,5,16,24,Karl-Marx-Straße
2017-05-02,30,10,27,42,Karl-Marx-Straße
2017-05-03,36,11,28,45,Karl-Marx-Straße
2017-05-04,18,11,32,49,Karl-Marx-Straße
2017-05-05,30,26,44,84,Karl-Marx-Straße
2017-05-06,31,8,26,38,Karl-Marx-Straße
2017-05-07,18,6,23,31,Karl-Marx-Straße
2017-05-08,16,40,46,108,Karl-Marx-Straße
2017-05-09,17,57,61,148,Karl-Marx-Straße
2017-05-10,23,50,57,134,Karl-Marx-Straße
2017-05-11,29,24,49,86,Karl-Marx-Straße
2017-05-12,38,17,44,71,Karl-Marx-Straße
2017-05-13,41,28,56,100,Karl-Marx-Straße
2017-05-14,34,31,48,96,Karl-Marx-Straße
2017-05-15,25,44,56,123,Karl-Marx-Straße
2017-05-16,26,41,60,123,Karl-Marx-Straße
2017-05-17,26,36,60,115,Karl-Marx-Straße
2017-05-18,39,36,73,128,Karl-Marx-Straße
2017-05-19,47,26,60,100,Karl-Marx-Straße
2017-05-20,26,20,35,66,Karl-Marx-Straße
2017-05-21,20,4,21,27,Karl-Marx-Straße
2017-05-22,26,22,46,78,Karl-Marx-Straße
2017-05-23,33,36,66,121,Karl-Marx-Straße
2017-05-24,21,33,44,94,Karl-Marx-Straße
2017-05-25,20,19,37,66,Karl-Marx-Straße
2017-05-26,22,26,40,80,Karl-Marx-Straße
2017-05-27,17,14,34,55,Karl-Marx-Straße
2017-05-28,21,18,47,74,Karl-Marx-Straße
2017-05-29,26,27,59,100,Karl-Marx-Straße
2017-05-30,32,28,57,100,Karl-Marx-Straße
2017-05-31,26,39,46,106,Karl-Marx-Straße
2017-06-01,26,45,57,125,Karl-Marx-Straße
2017-06-02,23,27,49,91,Karl-Marx-Straße
2017-06-03,22,14,40,61,Karl-Marx-Straße
2017-06-04,26,27,49,90,Karl-Marx-Straße
2017-06-05,20,12,30,48,Karl-Marx-Straße
2017-06-06,27,37,53,110,Karl-Marx-Straße
2017-06-07,17,38,35,92,Karl-Marx-Straße
2017-06-08,21,51,55,133,Karl-Marx-Straße
2017-06-09,22,50,64,140,Karl-Marx-Straße
2017-06-10,19,26,46,86,Karl-Marx-Straße
2017-06-11,21,26,49,88,Karl-Marx-Straße
2017-06-12,25,43,49,113,Karl-Marx-Straße
2017-06-13,22,46,45,115,Karl-Marx-Straße
2017-06-14,18,23,31,66,Karl-Marx-Straße
2017-06-15,22,44,64,131,Karl-Marx-Straße
2017-06-16,21,43,49,115,Karl-Marx-Straße
2017-06-17,17,19,31,61,Karl-Marx-Straße
2017-06-18,17,17,35,61,Karl-Marx-Straße
2017-06-19,22,47,67,138,Karl-Marx-Straße
2017-06-20,23,26,51,91,Karl-Marx-Straße
2017-06-21,20,26,37,77,Karl-Marx-Straße
2017-06-22,24,42,62,126,Karl-Marx-Straße
2017-06-23,24,49,58,132,Karl-Marx-Straße
2017-06-24,24,35,45,98,Karl-Marx-Straße
2017-06-25,17,27,33,74,Karl-Marx-Straße
2017-06-26,18,45,48,117,Karl-Marx-Straße
2017-06-27,21,16,33,58,Karl-Marx-Straße
2017-06-28,27,22,45,78,Karl-Marx-Straße
2017-06-29,33,42,54,118,Karl-Marx-Straße
2017-06-30,19,50,53,130,Karl-Marx-Straße
2017-07-01,19,46,46,116,Karl-Marx-Straße
2017-07-02,23,25,32,70,Karl-Marx-Straße
2017-07-03,18,55,54,138,Karl-Marx-Straße
2017-07-04,21,44,47,114,Karl-Marx-Straße
2017-07-05,18,29,46,91,Karl-Marx-Straße
2017-07-06,21,41,59,122,Karl-Marx-Straße
2017-07-07,31,46,68,138,Karl-Marx-Straße
2017-07-08,31,48,62,136,Karl-Marx-Straße
2017-07-09,19,11,28,45,Karl-Marx-Straße
2017-07-10,28,56,62,149,Karl-Marx-Straße
2017-07-11,26,59,70,160,Karl-Marx-Straße
2017-07-12,25,64,65,162,Karl-Marx-Straße
2017-07-13,23,57,55,142,Karl-Marx-Straße
2017-07-14,25,54,66,148,Karl-Marx-Straße
2017-07-15,27,31,50,98,Karl-Marx-Straße
2017-07-16,20,27,41,81,Karl-Marx-Straße
2017-07-17,22,47,53,125,Karl-Marx-Straße
2017-07-18,26,25,47,85,Karl-Marx-Straße
2017-07-19,30,13,34,53,Karl-Marx-Straße
2017-07-20,35,49,76,151,Karl-Marx-Straße
2017-07-21,27,36,45,100,Karl-Marx-Straße
2017-07-22,23,13,31,51,Karl-Marx-Straße
2017-07-23,23,25,42,80,Karl-Marx-Straße
2017-07-24,21,41,53,115,Karl-Marx-Straße
2017-07-25,19,21,35,68,Karl-Marx-Straße
2017-07-26,20,29,36,80,Karl-Marx-Straße
2017-07-27,24,61,65,157,Karl-Marx-Straße
2017-07-28,26,49,54,129,Karl-Marx-Straße
2017-07-29,26,31,44,91,Karl-Marx-Straße
2017-07-30,23,18,35,63,Karl-Marx-Straße
2017-07-31,24,43,58,124,Karl-Marx-Straße
2017-08-01,23,36,58,114,Karl-Marx-Straße
2017-08-02,27,31,52,99,Karl-Marx-Straße
2017-08-03,32,39,62,121,Karl-Marx-Straße
2017-08-04,23,40,51,112,Karl-Marx-Straße
2017-08-05,18,22,33,67,Karl-Marx-Straße
2017-08-06,16,17,29,55,Karl-Marx-Straße
2017-08-07,21,36,56,111,Karl-Marx-Straße
2017-08-08,26,16,42,67,Karl-Marx-Straße
2017-08-09,23,29,48,93,Karl-Marx-Straße
2017-08-10,24,5,24,31,Karl-Marx-Straße
2017-08-11,29,35,38,91,Karl-Marx-Straße
2017-08-12,15,27,30,71,Karl-Marx-Straße
2017-08-13,16,18,27,55,Karl-Marx-Straße
2017-08-14,21,15,38,62,Karl-Marx-Straße
2017-08-15,25,25,53,91,Karl-Marx-Straße
2017-08-16,28,36,54,108,Karl-Marx-Straße
2017-08-17,29,35,59,112,Karl-Marx-Straße
2017-08-18,22,37,49,105,Karl-Marx-Straße
2017-08-19,18,27,35,77,Karl-Marx-Straße
2017-08-20,15,16,25,49,Karl-Marx-Straße
2017-08-21,17,41,38,100,Karl-Marx-Straße
2017-08-22,18,38,44,103,Karl-Marx-Straße
2017-08-23,23,53,64,144,Karl-Marx-Straße
2017-08-24,36,50,65,141,Karl-Marx-Straße
2017-08-25,31,62,60,155,Karl-Marx-Straße
2017-08-26,34,12,37,56,Karl-Marx-Straße
2017-08-27,28,16,31,56,Karl-Marx-Straße
2017-08-28,21,50,63,140,Karl-Marx-Straße
2017-08-29,28,48,72,145,Karl-Marx-Straße
2017-08-30,33,38,72,131,Karl-Marx-Straße
2017-08-31,24,46,54,124,Karl-Marx-Straße
2017-09-01,17,16,33,57,Karl-Marx-Straße
2017-09-02,15,8,28,41,Karl-Marx-Straße
2017-09-03,15,17,34,60,Karl-Marx-Straße
2017-09-04,19,59,65,156,Karl-Marx-Straße
2017-09-05,29,44,70,137,Karl-Marx-Straße
2017-09-06,31,56,55,141,Karl-Marx-Straße
2017-09-07,17,53,45,125,Karl-Marx-Straße
2017-09-08,27,47,45,117,Karl-Marx-Straße
2017-09-09,20,33,39,89,Karl-Marx-Straße
2017-09-10,15,25,37,75,Karl-Marx-Straße
2017-09-11,14,49,43,118,Karl-Marx-Straße
2017-09-12,15,50,47,123,Karl-Marx-Straße
2017-09-13,14,37,36,92,Karl-Marx-Straße
2017-09-14,12,43,42,108,Karl-Marx-Straße
2017-09-15,16,60,50,142,Karl-Marx-Straße
2017-09-16,19,48,51,124,Karl-Marx-Straße
2017-09-17,26,40,47,108,Karl-Marx-Straße
2017-09-18,21,74,68,181,Karl-Marx-Straße
2017-09-19,25,68,66,170,Karl-Marx-Straße
2017-09-20,23,62,55,150,Karl-Marx-Straße
2017-09-21,32,50,52,128,Karl-Marx-Straße
2017-09-22,24,42,49,113,Karl-Marx-Straße
2017-09-23,30,41,43,105,Karl-Marx-Straße
2017-09-24,32,12,25,43,Karl-Marx-Straße
2017-09-25,38,17,27,53,Karl-Marx-Straße
2017-09-26,39,20,29,60,Karl-Marx-Straße
2017-09-27,48,24,35,71,Karl-Marx-Straße
2017-09-28,43,27,46,87,Karl-Marx-Straße
2017-09-29,46,25,45,83,Karl-Marx-Straße
2017-09-30,40,20,42,72,Karl-Marx-Straße
2017-10-01,28,43,42,107,Karl-Marx-Straße
2017-10-02,19,53,43,123,Karl-Marx-Straße
2017-10-03,17,26,31,72,Karl-Marx-Straße
2017-10-04,18,54,44,126,Karl-Marx-Straße
2017-10-05,14,45,37,106,Karl-Marx-Straße
2017-10-06,14,67,53,155,Karl-Marx-Straße
2017-10-07,14,37,37,94,Karl-Marx-Straße
2017-10-08,11,24,37,74,Karl-Marx-Straße
2017-10-09,16,78,60,178,Karl-Marx-Straße
2017-10-10,25,90,56,193,Karl-Marx-Straße
2017-10-11,22,64,45,142,Karl-Marx-Straße
2017-10-12,16,48,42,116,Karl-Marx-Straße
2017-10-13,27,81,62,186,Karl-Marx-Straße
2017-10-14,32,66,51,152,Karl-Marx-Straße
2017-10-15,33,49,51,126,Karl-Marx-Straße
2017-10-16,38,98,72,220,Karl-Marx-Straße
2017-10-17,47,114,82,256,Karl-Marx-Straße
2017-10-18,49,92,56,196,Karl-Marx-Straße
2017-10-19,51,57,45,132,Karl-Marx-Straße
2017-10-20,43,78,56,176,Karl-Marx-Straße
2017-10-21,23,53,47,129,Karl-Marx-Straße
2017-10-22,16,30,30,76,Karl-Marx-Straße
2017-10-23,24,100,58,210,Karl-Marx-Straße
2017-10-24,23,90,54,191,Karl-Marx-Straße
2017-10-25,19,66,44,144,Karl-Marx-Straße
2017-10-26,23,79,57,178,Karl-Marx-Straße
2017-10-27,14,55,47,131,Karl-Marx-Straße
2017-10-28,14,38,33,90,Karl-Marx-Straße
2017-10-29,9,26,29,70,Karl-Marx-Straße
2017-10-30,14,72,58,169,Karl-Marx-Straße
2017-10-31,16,39,41,100,Karl-Marx-Straße
2017-11-01,26,93,51,193,Karl-Marx-Straße
2017-11-02,27,94,58,202,Karl-Marx-Straße
2017-11-03,29,106,70,232,Karl-Marx-Straße
2017-11-04,35,64,54,152,Karl-Marx-Straße
2017-11-05,30,43,43,108,Karl-Marx-Straße
2017-11-06,24,95,61,206,Karl-Marx-Straße
2017-11-07,23,29,37,81,Karl-Marx-Straße
2017-11-08,45,23,28,63,Karl-Marx-Straße
2017-11-09,49,77,50,169,Karl-Marx-Straße
2017-11-10,23,60,44,135,Karl-Marx-Straße
2017-11-11,14,48,46,119,Karl-Marx-Straße
2017-11-12,20,32,41,91,Karl-Marx-Straße
2017-11-13,20,84,57,185,Karl-Marx-Straße
2017-11-14,23,95,57,201,Karl-Marx-Straße
2017-11-15,28,98,51,201,Karl-Marx-Straße
2017-11-16,32,87,49,182,Karl-Marx-Straße
2017-11-17,29,101,73,227,Karl-Marx-Straße
2017-11-18,19,49,50,125,Karl-Marx-Straße
2017-11-19,11,24,31,68,Karl-Marx-Straße
2017-11-20,17,79,57,178,Karl-Marx-Straße
2017-11-21,20,70,43,150,Karl-Marx-Straße
2017-11-22,22,59,45,136,Karl-Marx-Straße
2017-11-23,22,80,59,181,Karl-Marx-Straße
2017-11-24,22,79,63,184,Karl-Marx-Straße
2017-11-25,17,38,46,104,Karl-Marx-Straße
2017-11-26,23,36,36,91,Karl-Marx-Straße
2017-11-27,18,56,43,129,Karl-Marx-Straße
2017-11-28,13,56,46,132,Karl-Marx-Straße
2017-11-29,29,93,61,203,Karl-Marx-Straße
2017-11-30,37,119,64,246,Karl-Marx-Straße
2017-12-01,33,99,53,205,Karl-Marx-Straße
2017-12-02,28,80,50,172,Karl-Marx-Straße
2017-12-03,28,36,33,88,Karl-Marx-Straße
2017-12-04,17,74,58,170,Karl-Marx-Straße
2017-12-05,16,66,51,152,Karl-Marx-Straße
2017-12-06,23,49,43,117,Karl-Marx-Straße
2017-12-07,21,53,44,125,Karl-Marx-Straße
2017-12-08,17,64,51,148,Karl-Marx-Straße
2017-12-09,17,55,48,132,Karl-Marx-Straße
2017-12-10,16,29,35,80,Karl-Marx-Straße
2017-12-11,21,70,57,165,Karl-Marx-Straße
2017-12-12,15,55,46,130,Karl-Marx-Straße
2017-12-13,19,60,49,140,Karl-Marx-Straße
2017-12-14,13,65,56,156,Karl-Marx-Straße
2017-12-15,22,112,68,240,Karl-Marx-Straße
2017-12-16,27,72,58,168,Karl-Marx-Straße
2017-12-17,15,40,39,100,Karl-Marx-Straße
2017-12-18,23,106,61,222,Karl-Marx-Straße
2017-12-19,29,107,59,222,Karl-Marx-Straße
2017-12-20,25,113,61,233,Karl-Marx-Straße
2017-12-21,19,87,53,185,Karl-Marx-Straße
2017-12-22,20,64,53,151,Karl-Marx-Straße
2017-12-23,20,41,33,96,Karl-Marx-Straße
2017-12-24,18,18,22,50,Karl-Marx-Straße
2017-12-25,11,19,23,52,Karl-Marx-Straße
2017-12-26,15,25,31,69,Karl-Marx-Straße
2017-12-27,20,58,53,142,Karl-Marx-Straße
2017-12-28,21,74,54,167,Karl-Marx-Straße
2017-12-29,21,73,54,165,Karl-Marx-Straße
2017-12-30,18,57,49,137,Karl-Marx-Straße
2017-12-31,17,22,34,68,Karl-Marx-Straße
2018-01-01,19,24,32,69,Karl-Marx-Straße
2018-01-02,15,61,55,147,Karl-Marx-Straße
2018-01-03,10,43,42,108,Karl-Marx-Straße
2018-01-04,13,51,46,125,Karl-Marx-Straße
2018-01-05,17,64,60,157,Karl-Marx-Straße
2018-01-06,24,77,64,181,Karl-Marx-Straße
2018-01-07,10,6,17,26,Karl-Marx-Straße
2018-01-08,25,14,33,54,Karl-Marx-Straße
2018-01-09,35,29,44,89,Karl-Marx-Straße
2018-01-10,54,86,43,174,Karl-Marx-Straße
2018-01-11,51,84,35,164,Karl-Marx-Straße
2018-01-12,47,24,24,60,Karl-Marx-Straße
2018-01-13,35,18,29,57,Karl-Marx-Straße
2018-01-14,30,15,25,49,Karl-Marx-Straße
2018-01-15,35,54,41,124,Karl-Marx-Straße
2018-01-16,17,72,55,166,Karl-Marx-Straße
2018-01-17,17,67,58,160,Karl-Marx-Straße
2018-01-18,12,47,44,116,Karl-Marx-Straße
2018-01-19,21,77,62,180,Karl-Marx-Straße
2018-01-20,26,57,53,140,Karl-Marx-Straße
2018-01-21,31,20,32,62,Karl-Marx-Straße
2018-01-22,35,41,46,109,Karl-Marx-Straße
2018-01-23,42,83,52,178,Karl-Marx-Straße
2018-01-24,16,48,43,115,Karl-Marx-Straße
2018-01-25,17,75,67,181,Karl-Marx-Straße
2018-01-26,32,79,60,180,Karl-Marx-Straße
2018-01-27,36,50,47,124,Karl-Marx-Straße
2018-01-28,17,22,27,61,Karl-Marx-Straße
2018-01-29,19,42,38,101,Karl-Marx-Straße
2018-01-30,18,60,53,145,Karl-Marx-Straße
2018-01-31,17,58,49,138,Karl-Marx-Straße
2018-02-01,17,70,62,169,Karl-Marx-Straße
2018-02-02,21,66,54,155,Karl-Marx-Straße
2018-02-03,19,40,38,99,Karl-Marx-Straße
2018-02-04,19,9,22,36,Karl-Marx-Straße
2018-02-05,25,15,38,60,Karl-Marx-Straße
2018-02-06,39,56,67,152,Karl-Marx-Straße
2018-02-07,59,19,43,73,Karl-Marx-Straße
2018-02-08,74,48,67,141,Karl-Marx-Straße
2018-02-09,74,70,69,176,Karl-Marx-Straße
2018-02-10,67,53,51,132,Karl-Marx-Straße
2018-02-11,30,28,35,77,Karl-Marx-Straße
2018-02-12,27,77,64,182,Karl-Marx-Straße
2018-02-13,44,94,74,218,Karl-Marx-Straße
2018-02-14,50,35,54,108,Karl-Marx-Straße
2018-02-15,48,44,46,113,Karl-Marx-Straße
2018-02-16,40,77,62,180,Karl-Marx-Straße
2018-02-17,36,33,51,102,Karl-Marx-Straße
2018-02-18,22,25,39,78,Karl-Marx-Straße
2018-02-19,38,60,63,154,Karl-Marx-Straße
2018-02-20,48,14,37,58,Karl-Marx-Straße
2018-02-21,34,14,37,58,Karl-Marx-Straße
2018-02-22,27,15,34,57,Karl-Marx-Straße
2018-02-23,34,13,32,52,Karl-Marx-Straße
2018-02-24,20,8,28,41,Karl-Marx-Straße
2018-02-25,16,6,19,29,Karl-Marx-Straße
2018-02-26,24,12,29,48,Karl-Marx-Straße
2018-02-27,31,39,46,106,Karl-Marx-Straße
2018-02-28,38,13,27,46,Karl-Marx-Straße
2018-03-01,35,13,27,46,Karl-Marx-Straße
2018-03-02,55,14,31,52,Karl-Marx-Straße
2018-03-03,53,11,32,49,Karl-Marx-Straße
2018-03-04,64,13,44,64,Karl-Marx-Straße
2018-03-05,68,64,82,180,Karl-Marx-Straße
2018-03-06,69,24,53,90,Karl-Marx-Straße
2018-03-07,48,75,64,178,Karl-Marx-Straße
2018-03-08,41,80,68,190,Karl-Marx-Straße
2018-03-09,33,73,63,176,Karl-Marx-Straße
2018-03-10,34,53,57,137,Karl-Marx-Straße
2018-03-11,31,44,56,122,Karl-Marx-Straße
2018-03-12,37,86,67,199,Karl-Marx-Straße
2018-03-13,22,57,51,138,Karl-Marx-Straße
2018-03-14,21,41,41,104,Karl-Marx-Straße
2018-03-15,29,10,24,39,Karl-Marx-Straße
2018-03-16,26,8,21,34,Karl-Marx-Straße
2018-03-17,21,5,13,21,Karl-Marx-Straße
2018-03-18,19,4,13,19,Karl-Marx-Straße
2018-03-19,28,26,44,84,Karl-Marx-Straße
2018-03-20,26,50,64,140,Karl-Marx-Straße
2018-03-21,24,74,72,185,Karl-Marx-Straße
2018-03-22,32,74,59,172,Karl-Marx-Straße
2018-03-23,24,25,45,83,Karl-Marx-Straße
2018-03-24,30,18,44,72,Karl-Marx-Straße
2018-03-25,48,26,52,92,Karl-Marx-Straße
2018-03-26,45,43,56,122,Karl-Marx-Straße
2018-03-27,24,45,56,125,Karl-Marx-Straße
2018-03-28,36,17,38,64,Karl-Marx-Straße
2018-03-29,23,63,62,158,Karl-Marx-Straße
2018-03-30,24,9,29,43,Karl-Marx-Straße
2018-03-31,33,21,36,67,Karl-Marx-Straße
2018-04-01,13,20,32,63,Karl-Marx-Straße
2018-04-02,36,21,39,71,Karl-Marx-Straße
2018-04-03,29,62,74,168,Karl-Marx-Straße
2018-04-04,32,52,68,148,Karl-Marx-Straße
2018-04-05,17,42,47,111,Karl-Marx-Straße
2018-04-06,21,43,58,124,Karl-Marx-Straße
