,date,NOx,NO_2,NOx
2679,27.02.2017,42,60,124
2680,28.02.2017,28,41,84
2681,01.03.2017,36,45,101
2682,02.03.2017,21,38,70
2683,03.03.2017,52,66,147
2684,04.03.2017,52,74,156
2685,05.03.2017,28,44,89
2686,06.03.2017,62,70,167
2687,07.03.2017,24,37,75
2688,08.03.2017,60,56,149
2689,09.03.2017,39,49,109
2690,10.03.2017,12,30,49
2691,11.03.2017,29,44,90
2692,12.03.2017,40,45,108
2693,13.03.2017,62,71,169
2694,14.03.2017,40,56,118
2695,15.03.2017,14,34,56
2696,16.03.2017,33,49,101
2697,17.03.2017,24,41,80
2698,18.03.2017,9,22,36
2699,19.03.2017,25,40,80
2700,20.03.2017,26,33,74
2701,21.03.2017,30,42,91
2702,22.03.2017,45,60,127
2703,23.03.2017,44,52,119
2704,24.03.2017,34,56,108
2705,25.03.2017,22,46,80
2706,26.03.2017,36,60,115
2707,27.03.2017,63,86,181
2708,28.03.2017,65,82,182
2709,29.03.2017,20,45,74
2710,30.03.2017,43,56,122
2711,31.03.2017,68,85,189
2712,01.04.2017,32,60,110
2713,02.04.2017,6,24,33
2714,03.04.2017,19,39,68
2715,04.04.2017,47,59,130
2716,05.04.2017,24,38,75
2717,06.04.2017,9,29,43
2718,07.04.2017,13,31,51
2719,08.04.2017,11,26,43
2720,09.04.2017,29,55,100
2721,10.04.2017,21,39,72
2722,11.04.2017,13,27,47
2723,12.04.2017,19,37,66
2724,13.04.2017,13,25,45
2725,14.04.2017,11,23,40
2726,15.04.2017,18,29,56
2727,16.04.2017,15,29,52
2728,17.04.2017,17,31,56
2729,18.04.2017,27,33,74
2730,19.04.2017,22,33,66
2731,20.04.2017,26,53,92
2732,21.04.2017,18,36,64
2733,22.04.2017,8,20,32
2734,23.04.2017,8,17,29
2735,24.04.2017,30,48,93
2736,25.04.2017,27,44,86
2737,26.04.2017,34,53,106
2738,27.04.2017,32,53,102
2739,28.04.2017,42,65,129
2740,29.04.2017,18,38,66
2741,30.04.2017,27,39,81
2742,01.05.2017,20,29,60
2743,02.05.2017,30,40,85
2744,03.05.2017,36,40,94
2745,04.05.2017,43,47,111
2746,05.05.2017,34,49,102
2747,06.05.2017,36,47,102
2748,07.05.2017,13,28,47
2749,08.05.2017,20,38,69
2750,09.05.2017,26,46,85
2751,10.05.2017,23,39,74
2752,11.05.2017,40,60,121
2753,12.05.2017,36,55,109
2754,13.05.2017,39,67,126
2755,14.05.2017,27,42,83
2756,15.05.2017,21,42,74
2757,16.05.2017,45,67,136
2758,17.05.2017,42,66,129
2759,18.05.2017,46,84,155
2760,19.05.2017,44,73,139
2761,20.05.2017,10,25,40
2762,21.05.2017,10,28,44
2763,22.05.2017,33,59,109
2764,23.05.2017,26,56,95
2765,24.05.2017,11,30,46
2766,25.05.2017,9,25,38
2767,26.05.2017,21,39,71
2768,27.05.2017,47,61,132
2769,28.05.2017,23,52,87
2770,29.05.2017,18,49,76
2771,30.05.2017,39,68,128
2772,31.05.2017,10,25,41
2773,01.06.2017,14,34,56
2774,02.06.2017,29,50,94
2775,03.06.2017,38,64,122
2776,04.06.2017,10,32,47
2777,05.06.2017,20,40,71
2778,06.06.2017,40,60,121
2779,07.06.2017,26,31,71
2780,08.06.2017,33,50,101
2781,09.06.2017,41,67,129
2782,10.06.2017,13,33,53
2783,11.06.2017,30,55,100
2784,12.06.2017,15,27,50
2785,13.06.2017,11,25,41
2786,14.06.2017,13,30,49
2787,15.06.2017,45,70,138
2788,16.06.2017,14,27,49
2789,17.06.2017,7,21,31
2790,18.06.2017,11,28,45
2791,19.06.2017,50,69,144
2792,20.06.2017,19,43,73
2793,21.06.2017,15,30,53
2794,22.06.2017,43,69,135
2795,23.06.2017,13,32,52
2796,24.06.2017,12,27,46
2797,25.06.2017,13,22,42
2798,26.06.2017,17,31,57
2799,27.06.2017,28,46,88
2800,28.06.2017,42,64,126
2801,29.06.2017,18,38,65
2802,30.06.2017,19,32,61
2803,01.07.2017,19,33,61
2804,02.07.2017,10,19,34
2805,03.07.2017,22,35,68
2806,04.07.2017,12,26,45
2807,05.07.2017,25,43,81
2808,06.07.2017,47,66,136
2809,07.07.2017,41,65,128
2810,08.07.2017,15,36,59
2811,09.07.2017,20,37,68
2812,10.07.2017,48,61,134
2813,11.07.2017,24,42,78
2814,12.07.2017,41,50,113
2815,13.07.2017,13,28,47
2816,14.07.2017,36,58,113
2817,15.07.2017,19,40,68
2818,16.07.2017,21,34,67
2819,17.07.2017,19,34,63
2820,18.07.2017,29,45,89
2821,19.07.2017,41,52,115
2822,20.07.2017,27,54,95
2823,21.07.2017,16,33,58
2824,22.07.2017,26,41,80
2825,23.07.2017,24,39,76
2826,24.07.2017,38,52,110
2827,25.07.2017,18,33,61
2828,26.07.2017,12,24,42
2829,27.07.2017,31,47,94
2830,28.07.2017,18,32,60
2831,29.07.2017,37,50,106
2832,30.07.2017,29,48,91
2833,31.07.2017,35,55,108
2834,01.08.2017,31,58,105
2835,02.08.2017,20,41,70
2836,03.08.2017,40,64,124
2837,04.08.2017,16,36,60
2838,05.08.2017,16,31,55
2839,06.08.2017,11,22,38
2840,07.08.2017,44,67,133
2841,08.08.2017,32,53,102
2842,09.08.2017,23,44,78
2843,10.08.2017,18,37,64
2844,11.08.2017,39,55,114
2845,12.08.2017,18,28,55
2846,13.08.2017,16,27,51
2847,14.08.2017,36,51,104
2848,15.08.2017,31,55,102
2849,16.08.2017,29,53,97
2850,17.08.2017,37,62,118
2851,18.08.2017,37,54,110
2852,19.08.2017,22,35,69
2853,20.08.2017,11,20,38
2854,21.08.2017,12,23,41
2855,22.08.2017,19,33,62
2856,23.08.2017,32,55,104
2857,24.08.2017,50,66,141
2858,25.08.2017,32,49,99
2859,26.08.2017,48,62,135
2860,27.08.2017,6,25,35
2861,28.08.2017,30,55,101
2862,29.08.2017,45,79,147
2863,30.08.2017,33,69,120
2864,31.08.2017,19,41,69
2865,01.09.2017,16,33,58
2866,02.09.2017,17,36,63
2867,03.09.2017,25,38,75
2868,04.09.2017,16,39,64
2869,05.09.2017,29,58,102
2870,06.09.2017,41,54,117
2871,07.09.2017,16,28,53
2872,08.09.2017,46,53,123
2873,09.09.2017,46,54,124
2874,10.09.2017,29,44,89
2875,11.09.2017,41,45,108
2876,12.09.2017,31,41,89
2877,13.09.2017,31,37,85
2878,14.09.2017,25,33,72
2879,15.09.2017,36,46,101
2880,16.09.2017,42,55,120
2881,17.09.2017,46,54,125
2882,18.09.2017,32,50,99
2883,19.09.2017,31,48,95
2884,20.09.2017,21,39,72
2885,21.09.2017,20,42,72
2886,22.09.2017,49,56,131
2887,23.09.2017,64,41,139
2888,24.09.2017,22,27,61
2889,25.09.2017,35,41,95
2890,26.09.2017,32,38,87
2891,27.09.2017,42,44,108
2892,28.09.2017,39,48,107
2893,29.09.2017,39,51,111
2894,30.09.2017,38,53,111
2895,01.10.2017,34,41,93
2896,02.10.2017,47,45,115
2897,03.10.2017,9,21,34
2898,04.10.2017,18,31,58
2899,05.10.2017,20,26,57
2900,06.10.2017,16,31,56
2901,07.10.2017,18,25,53
2902,08.10.2017,5,19,27
2903,09.10.2017,23,37,72
2904,10.10.2017,38,46,104
2905,11.10.2017,29,38,82
2906,12.10.2017,14,28,49
2907,13.10.2017,24,44,80
2908,14.10.2017,29,43,88
2909,15.10.2017,43,55,121
2910,16.10.2017,42,59,122
2911,17.10.2017,57,62,150
2912,18.10.2017,93,69,211
2913,19.10.2017,68,59,163
2914,20.10.2017,66,62,162
2915,21.10.2017,43,47,113
2916,22.10.2017,21,28,60
2917,23.10.2017,47,49,121
2918,24.10.2017,70,57,164
2919,25.10.2017,29,32,76
2920,26.10.2017,21,32,64
2921,27.10.2017,11,24,40
2922,28.10.2017,8,18,30
2923,29.10.2017,5,12,20
2924,30.10.2017,11,30,47
2925,31.10.2017,13,27,47
2926,01.11.2017,28,36,79
2927,02.11.2017,35,44,97
2928,03.11.2017,43,51,117
2929,04.11.2017,48,52,125
2930,05.11.2017,34,40,92
2931,06.11.2017,23,43,79
2932,07.11.2017,53,53,133
2933,08.11.2017,42,42,107
2934,09.11.2017,53,49,130
2935,10.11.2017,34,37,88
2936,11.11.2017,13,27,47
2937,12.11.2017,31,42,89
2938,13.11.2017,16,37,62
2939,14.11.2017,43,46,112
2940,15.11.2017,53,47,128
2941,16.11.2017,75,55,170
2942,17.11.2017,25,52,90
2943,18.11.2017,18,36,64
2944,19.11.2017,6,20,30
2945,20.11.2017,20,34,66
2946,21.11.2017,73,54,165
2947,22.11.2017,50,49,126
2948,23.11.2017,54,61,143
2949,24.11.2017,39,50,109
2950,25.11.2017,25,40,78
2951,26.11.2017,24,34,70
2952,27.11.2017,36,40,95
2953,28.11.2017,39,43,103
2954,29.11.2017,75,61,176
2955,30.11.2017,46,50,120
2956,01.12.2017,37,42,99
2957,02.12.2017,32,36,85
2958,03.12.2017,31,33,80
2959,04.12.2017,12,35,53
2960,05.12.2017,14,31,53
2961,06.12.2017,12,26,44
2962,07.12.2017,30,39,83
2963,08.12.2017,26,39,79
2964,09.12.2017,20,32,63
2965,10.12.2017,31,37,84
2966,11.12.2017,44,53,120
2967,12.12.2017,19,32,61
2968,13.12.2017,48,49,122
2969,14.12.2017,32,45,94
2970,15.12.2017,54,60,143
2971,16.12.2017,25,41,79
2972,17.12.2017,13,28,48
2973,18.12.2017,69,60,166
2974,19.12.2017,28,43,85
2975,20.12.2017,81,63,186
2976,21.12.2017,20,36,67
2977,22.12.2017,12,31,50
2978,23.12.2017,9,19,33
2979,24.12.2017,5,14,22
2980,25.12.2017,20,26,57
2981,26.12.2017,26,32,72
2982,27.12.2017,50,58,135
2983,28.12.2017,25,38,76
2984,29.12.2017,40,45,106
2985,30.12.2017,35,44,97
2986,31.12.2017,24,33,69
2987,01.01.2018,21,32,64
2988,02.01.2018,23,42,78
2989,03.01.2018,23,34,69
2990,04.01.2018,27,40,80
2991,05.01.2018,23,42,78
2992,06.01.2018,22,47,81
2993,07.01.2018,26,27,67
2994,08.01.2018,37,48,105
2995,09.01.2018,43,53,118
2996,10.01.2018,92,56,197
2997,11.01.2018,102,47,203
2998,12.01.2018,45,37,106
2999,13.01.2018,34,32,84
3000,14.01.2018,39,35,95
3001,15.01.2018,33,42,92
3002,16.01.2018,39,46,105
3003,17.01.2018,24,41,77
3004,18.01.2018,24,35,72
3005,19.01.2018,31,46,95
3006,20.01.2018,50,56,133
3007,21.01.2018,37,44,101
3008,22.01.2018,43,47,113
3009,23.01.2018,64,51,149
3010,24.01.2018,39,41,100
3011,25.01.2018,47,61,132
3012,26.01.2018,41,51,113
3013,27.01.2018,35,43,97
3014,28.01.2018,12,20,38
3015,29.01.2018,10,22,38
3016,30.01.2018,16,32,56
3017,31.01.2018,43,48,114
3018,01.02.2018,36,47,102
3019,02.02.2018,47,50,122
3020,03.02.2018,18,30,58
3021,04.02.2018,27,33,74
3022,05.02.2018,36,48,104
3023,06.02.2018,62,73,168
3024,07.02.2018,48,59,133
3025,08.02.2018,71,79,188
3026,09.02.2018,82,81,206
3027,10.02.2018,62,60,154
3028,11.02.2018,40,41,102
3029,12.02.2018,28,44,87
3030,13.02.2018,76,76,192
3031,14.02.2018,85,86,216
3032,15.02.2018,49,54,128
3033,16.02.2018,23,43,79
3034,17.02.2018,35,53,107
3035,18.02.2018,40,50,112
3036,19.02.2018,59,66,156
3037,20.02.2018,45,53,122
3038,21.02.2018,36,48,102
3039,22.02.2018,35,46,99
3040,23.02.2018,34,42,93
3041,24.02.2018,24,34,71
3042,25.02.2018,28,33,75
3043,26.02.2018,31,37,85
3044,27.02.2018,45,52,121
3045,28.02.2018,35,35,88
3046,01.03.2018,35,40,93
3047,02.03.2018,37,48,105
3048,03.03.2018,34,49,101
3049,04.03.2018,36,56,110
3050,05.03.2018,52,82,161
3051,06.03.2018,54,75,158
3052,07.03.2018,41,57,120
3053,08.03.2018,43,59,125
3054,09.03.2018,28,47,90
3055,10.03.2018,72,75,184
3056,11.03.2018,45,63,131
3057,12.03.2018,48,62,135
3058,13.03.2018,24,38,74
3059,14.03.2018,16,31,55
3060,15.03.2018,30,39,84
3061,16.03.2018,20,26,57
3062,17.03.2018,19,20,50
3063,18.03.2018,17,25,51
3064,19.03.2018,36,50,105
3065,20.03.2018,35,59,112
3066,21.03.2018,29,51,95
3067,22.03.2018,36,48,104
3068,23.03.2018,42,55,118
3069,24.03.2018,44,58,125
3070,25.03.2018,43,58,123
3071,26.03.2018,17,38,64
3072,27.03.2018,43,57,123
3073,28.03.2018,37,46,102
3074,29.03.2018,18,37,64
3075,30.03.2018,26,40,79
3076,31.03.2018,25,39,76
3077,01.04.2018,4,19,25
3078,02.04.2018,13,32,53
3079,03.04.2018,37,59,115
3080,04.04.2018,34,62,115
3081,05.04.2018,19,33,62
3082,06.04.2018,26,46,86
3083,07.04.2018,30,54,99
3084,08.04.2018,19,41,71
3085,09.04.2018,47,82,155
3086,10.04.2018,27,46,87
3087,11.04.2018,20,33,63
3088,12.04.2018,24,41,78
3089,13.04.2018,33,54,103
3090,14.04.2018,19,39,68
3091,15.04.2018,25,54,92
3092,16.04.2018,21,43,75
3093,17.04.2018,22,44,78
3094,18.04.2018,48,77,151
3095,19.04.2018,38,68,126
3096,20.04.2018,41,72,134
3097,21.04.2018,11,30,46
3098,22.04.2018,22,50,83
3099,23.04.2018,15,36,58
3100,24.04.2018,23,38,74
3101,25.04.2018,19,33,62
3102,26.04.2018,18,33,61
3103,27.04.2018,39,56,115
3104,28.04.2018,24,51,88
3105,29.04.2018,25,45,83
3106,30.04.2018,23,41,77
3107,01.05.2018,11,23,39
3108,02.05.2018,33,53,103
3109,03.05.2018,16,36,61
3110,04.05.2018,18,41,69
3111,05.05.2018,20,34,65
3112,06.05.2018,14,27,49
3113,07.05.2018,43,58,123
3114,08.05.2018,29,55,99
3115,09.05.2018,32,56,105
3116,10.05.2018,21,43,74
3117,11.05.2018,19,37,66
3118,12.05.2018,27,47,87
3119,13.05.2018,11,26,43
3120,14.05.2018,20,40,70
3121,15.05.2018,18,46,74
3122,16.05.2018,15,34,58
3123,17.05.2018,7,26,37
3124,18.05.2018,11,30,47
3125,19.05.2018,27,37,79
3126,20.05.2018,24,36,73
3127,21.05.2018,21,35,66
3128,22.05.2018,28,50,92
3129,23.05.2018,20,38,69
3130,24.05.2018,25,42,80
3131,25.05.2018,27,42,84
3132,26.05.2018,21,43,74
3133,27.05.2018,19,32,61
3134,28.05.2018,31,50,96
3135,29.05.2018,22,44,78
3136,30.05.2018,29,67,112
3137,31.05.2018,30,59,104
3138,01.06.2018,20,50,82
3139,02.06.2018,9,25,38
3140,03.06.2018,4,17,23
3141,04.06.2018,11,28,44
3142,05.06.2018,13,26,45
3143,06.06.2018,27,34,75
3144,07.06.2018,30,48,93
3145,08.06.2018,24,49,86
3146,09.06.2018,24,51,87
3147,10.06.2018,12,38,57
3148,11.06.2018,9,25,39
3149,12.06.2018,9,21,35
3150,13.06.2018,10,24,40
3151,14.06.2018,18,40,68
3152,15.06.2018,23,49,84
3153,16.06.2018,27,57,98
3154,17.06.2018,7,25,35
3155,18.06.2018,17,37,63
3156,19.06.2018,11,29,45
3157,20.06.2018,22,43,77
3158,21.06.2018,16,36,61
3159,22.06.2018,10,20,35
3160,23.06.2018,6,15,25
3161,24.06.2018,7,15,25
3162,25.06.2018,14,26,47
3163,26.06.2018,13,25,45
3164,27.06.2018,22,30,63
3165,28.06.2018,15,32,56
3166,29.06.2018,11,28,45
3167,30.06.2018,17,25,51
3168,01.07.2018,16,24,48
3169,02.07.2018,17,33,60
3170,03.07.2018,13,35,54
3171,04.07.2018,19,56,85
3172,05.07.2018,17,52,77
3173,06.07.2018,7,24,35
3174,07.07.2018,6,20,29
3175,08.07.2018,8,21,34
3176,09.07.2018,10,20,36
3177,10.07.2018,40,41,102
3178,11.07.2018,18,40,67
3179,12.07.2018,8,26,38
3180,13.07.2018,13,31,51
3181,14.07.2018,12,21,40
3182,15.07.2018,14,28,49
3183,16.07.2018,21,44,77
3184,17.07.2018,16,37,60
3185,18.07.2018,8,27,39
3186,19.07.2018,22,39,72
3187,20.07.2018,18,44,71
3188,21.07.2018,25,46,84
3189,22.07.2018,13,42,62
3190,23.07.2018,13,30,50
3191,24.07.2018,40,54,115
3192,25.07.2018,42,53,117
3193,26.07.2018,31,43,90
3194,27.07.2018,44,50,116
3195,28.07.2018,28,46,89
3196,29.07.2018,16,34,58
3197,30.07.2018,39,58,117
3198,31.07.2018,46,76,145
3199,01.08.2018,17,44,71
3200,02.08.2018,24,43,79
3201,03.08.2018,21,52,84
3202,04.08.2018,12,37,55
3203,05.08.2018,7,16,26
3204,06.08.2018,17,38,64
3205,07.08.2018,28,63,106
3206,08.08.2018,22,59,94
3207,09.08.2018,17,41,66
3208,10.08.2018,12,31,48
3209,11.08.2018,10,24,39
3210,12.08.2018,12,33,51
3211,13.08.2018,26,62,101
3212,14.08.2018,14,27,49
3213,15.08.2018,12,27,46
3214,16.08.2018,39,68,128
3215,17.08.2018,22,50,84
3216,18.08.2018,17,38,64
3217,19.08.2018,16,47,71
3218,20.08.2018,15,35,58
3219,21.08.2018,13,30,50
3220,22.08.2018,37,69,125
3221,23.08.2018,36,76,131
3222,24.08.2018,12,32,50
3223,25.08.2018,23,36,71
3224,26.08.2018,17,31,58
3225,27.08.2018,26,42,81
3226,28.08.2018,21,40,72
3227,29.08.2018,37,64,120
3228,30.08.2018,18,42,69
3229,31.08.2018,15,31,54
3230,01.09.2018,18,39,65
3231,02.09.2018,19,33,61
3232,03.09.2018,27,48,90
3233,04.09.2018,24,39,76
3234,05.09.2018,26,41,80
3235,06.09.2018,33,48,99
3236,07.09.2018,25,49,86
3237,08.09.2018,24,44,81
3238,09.09.2018,25,59,97
3239,10.09.2018,39,74,134
3240,11.09.2018,26,45,85
3241,12.09.2018,16,28,53
3242,13.09.2018,24,34,70
3243,14.09.2018,29,50,93
3244,15.09.2018,10,28,44
3245,16.09.2018,21,43,75
3246,17.09.2018,63,96,192
3247,18.09.2018,48,95,168
3248,19.09.2018,44,77,145
3249,20.09.2018,43,74,140
3250,21.09.2018,27,50,92
3251,22.09.2018,10,22,38
3252,23.09.2018,15,24,46
3253,24.09.2018,6,21,30
3254,25.09.2018,13,35,55
3255,26.09.2018,24,41,78
3256,27.09.2018,21,40,73
3257,28.09.2018,10,26,42
3258,29.09.2018,25,38,77
3259,30.09.2018,35,57,111
3260,01.10.2018,30,46,92
3261,02.10.2018,18,30,58
3262,03.10.2018,5,14,21
3263,04.10.2018,26,38,78
3264,05.10.2018,45,60,130
3265,06.10.2018,45,67,136
3266,07.10.2018,12,30,48
3267,08.10.2018,51,68,145
3268,09.10.2018,92,79,220
3269,10.10.2018,65,65,165
3270,11.10.2018,36,65,120
3271,12.10.2018,51,88,166
3272,13.10.2018,43,78,143
3273,14.10.2018,19,44,73
3274,15.10.2018,40,71,132
3275,16.10.2018,72,92,202
3276,17.10.2018,98,91,241
3277,18.10.2018,68,49,153
3278,19.10.2018,22,43,77
3279,20.10.2018,14,40,61
3280,21.10.2018,34,46,97
3281,22.10.2018,22,40,74
3282,23.10.2018,10,22,37
3283,24.10.2018,6,23,32
3284,25.10.2018,7,20,31
3285,26.10.2018,32,40,88
3286,27.10.2018,8,20,32
3287,28.10.2018,17,21,46
3288,29.10.2018,23,23,59
3289,30.10.2018,28,38,82
3290,31.10.2018,53,53,134
3291,01.11.2018,59,61,152
3292,02.11.2018,53,58,139
3293,03.11.2018,45,55,124
3294,04.11.2018,33,33,84
3295,05.11.2018,49,54,128
3296,06.11.2018,53,66,148
3297,07.11.2018,83,67,193
3298,08.11.2018,61,54,147
3299,09.11.2018,53,51,132
3300,10.11.2018,39,43,102
3301,11.11.2018,38,40,98
3302,12.11.2018,49,50,124
3303,13.11.2018,42,47,111
3304,14.11.2018,38,48,106
3305,15.11.2018,54,59,142
3306,16.11.2018,36,44,99
3307,17.11.2018,36,39,94
3308,18.11.2018,32,40,89
3309,19.11.2018,21,27,59
3310,20.11.2018,22,29,62
3311,21.11.2018,27,34,75
3312,22.11.2018,35,39,93
3313,23.11.2018,72,44,153
3314,24.11.2018,69,42,147
3315,25.11.2018,46,32,103
3316,26.11.2018,33,33,83
3317,27.11.2018,51,59,137
3318,28.11.2018,46,56,126
3319,29.11.2018,41,48,112
3320,30.11.2018,35,45,98
3321,01.12.2018,65,50,148
3322,02.12.2018,30,34,80
3323,03.12.2018,32,43,91
3324,04.12.2018,11,30,46
3325,05.12.2018,49,58,133
3326,06.12.2018,46,50,120
3327,07.12.2018,32,39,88
3328,08.12.2018,17,24,50
3329,09.12.2018,10,19,33
3330,10.12.2018,9,23,36
3331,11.12.2018,12,23,41
3332,12.12.2018,36,39,93
3333,13.12.2018,48,40,113
3334,14.12.2018,43,47,112
3335,15.12.2018,41,34,96
3336,16.12.2018,32,35,84
3337,17.12.2018,72,53,163
3338,18.12.2018,68,56,160
3339,19.12.2018,45,53,122
3340,20.12.2018,59,51,142
3341,21.12.2018,40,47,108
3342,22.12.2018,17,26,51
3343,23.12.2018,11,24,41
3344,24.12.2018,8,17,30
3345,25.12.2018,5,15,22
3346,26.12.2018,10,17,32
3347,27.12.2018,15,28,52
3348,28.12.2018,15,30,53
3349,29.12.2018,22,38,71
3350,30.12.2018,4,13,19
3351,31.12.2018,14,26,47
3352,01.01.2019,6,10,19
3353,02.01.2019,7,19,30
3354,03.01.2019,10,32,47
3355,04.01.2019,13,32,52
3356,05.01.2019,9,21,35
3357,06.01.2019,14,28,49
3358,07.01.2019,49,45,120
3359,08.01.2019,9,24,39
3360,09.01.2019,7,20,32
3361,10.01.2019,12,26,44
3362,11.01.2019,20,33,63
3363,12.01.2019,9,20,33
3364,13.01.2019,5,13,20
3365,14.01.2019,5,17,24
3366,15.01.2019,8,21,34
3367,16.01.2019,20,30,60
3368,17.01.2019,17,33,58
3369,18.01.2019,16,32,56
3370,19.01.2019,43,50,117
3371,20.01.2019,46,54,124
3372,21.01.2019,44,51,118
3373,22.01.2019,50,57,134
3374,23.01.2019,31,42,89
3375,24.01.2019,31,37,84
3376,25.01.2019,37,45,102
3377,26.01.2019,44,48,115
3378,27.01.2019,31,42,90
3379,28.01.2019,35,45,99
3380,29.01.2019,24,42,79
3381,30.01.2019,36,53,108
3382,31.01.2019,52,62,141
3383,01.02.2019,41,54,116
3384,02.02.2019,28,37,80
3385,03.02.2019,4,19,25
3386,04.02.2019,35,47,101
3387,05.02.2019,25,42,79
3388,06.02.2019,53,54,135
3389,07.02.2019,38,52,110
3390,08.02.2019,30,40,85
3391,09.02.2019,15,26,49
3392,10.02.2019,18,30,58
3393,11.02.2019,5,20,28
3394,12.02.2019,9,35,48
3395,13.02.2019,14,32,52
3396,14.02.2019,25,46,84
3397,15.02.2019,61,70,163
3398,16.02.2019,33,58,109
3399,17.02.2019,55,67,150
3400,18.02.2019,65,75,176
3401,19.02.2019,16,36,61
3402,20.02.2019,15,32,55
3403,21.02.2019,18,37,64
3404,22.02.2019,19,27,56
3405,23.02.2019,32,51,100
3406,24.02.2019,30,60,106
3407,25.02.2019,21,52,84
3408,26.02.2019,31,55,102
3409,27.02.2019,57,60,147
3410,28.02.2019,11,35,51
3411,01.03.2019,16,32,57
3412,02.03.2019,20,37,67
3413,03.03.2019,12,20,38
3414,04.03.2019,18,28,55
3415,05.03.2019,10,25,40
3416,06.03.2019,30,43,89
3417,07.03.2019,25,42,80
3418,08.03.2019,8,19,31
3419,09.03.2019,11,22,38
3420,10.03.2019,14,26,47
3421,11.03.2019,10,27,42
3422,12.03.2019,18,31,58
3423,13.03.2019,15,25,48
3424,14.03.2019,11,22,39
3425,15.03.2019,11,20,36
3426,16.03.2019,16,29,54
3427,17.03.2019,9,19,33
3428,18.03.2019,11,24,40
3429,19.03.2019,10,29,44
3430,20.03.2019,22,42,74
3431,21.03.2019,17,39,65
3432,22.03.2019,33,47,98
3433,23.03.2019,15,27,49
3434,24.03.2019,8,24,36
3435,25.03.2019,9,26,39
3436,26.03.2019,7,24,34
3437,27.03.2019,10,27,42
3438,28.03.2019,8,27,40
3439,29.03.2019,29,46,90
3440,30.03.2019,25,46,84
3441,31.03.2019,7,19,29
3442,01.04.2019,10,23,38
3443,02.04.2019,23,44,78
3444,03.04.2019,31,60,108
3445,04.04.2019,28,52,95
3446,05.04.2019,29,43,88
3447,06.04.2019,21,40,72
3448,07.04.2019,11,26,44
3449,08.04.2019,23,44,79
3450,09.04.2019,16,25,49
3451,10.04.2019,22,31,64
3452,11.04.2019,16,24,49
3453,12.04.2019,15,24,46
3454,13.04.2019,19,28,57
3455,14.04.2019,16,24,48
3456,15.04.2019,16,30,55
3457,16.04.2019,22,40,73
3458,17.04.2019,17,37,63
3459,18.04.2019,22,49,83
3460,19.04.2019,17,35,62
3461,20.04.2019,13,35,54
3462,21.04.2019,17,35,60
3463,22.04.2019,12,25,44
3464,23.04.2019,13,25,44
3465,24.04.2019,19,35,65
3466,25.04.2019,23,44,77
3467,26.04.2019,13,35,55
3468,27.04.2019,15,27,51
3469,28.04.2019,5,12,20
3470,29.04.2019,9,22,36
3471,30.04.2019,15,37,60
3472,01.05.2019,4,21,28
3473,02.05.2019,9,23,37
3474,03.05.2019,8,21,33
3475,04.05.2019,8,18,30
3476,05.05.2019,7,22,33
3477,06.05.2019,7,22,33
3478,07.05.2019,12,27,45
3479,08.05.2019,25,47,85
3480,09.05.2019,22,41,75
3481,10.05.2019,12,28,46
3482,11.05.2019,16,33,57
3483,12.05.2019,3,11,16
3484,13.05.2019,8,21,33
3485,14.05.2019,12,23,41
3486,15.05.2019,12,26,44
3487,16.05.2019,22,39,73
3488,17.05.2019,27,42,83
3489,18.05.2019,22,45,79
3490,19.05.2019,11,35,52
3491,20.05.2019,15,35,58
3492,21.05.2019,15,35,58
3493,22.05.2019,4,23,29
3494,23.05.2019,12,28,46
3495,24.05.2019,16,43,67
3496,25.05.2019,6,19,27
3497,26.05.2019,8,21,33
3498,27.05.2019,14,28,50
3499,28.05.2019,8,21,33
3500,29.05.2019,8,21,34
3501,30.05.2019,18,34,61
3502,31.05.2019,15,30,53
3503,01.06.2019,12,31,50
3504,02.06.2019,12,31,50
3505,03.06.2019,23,50,85
3506,04.06.2019,16,43,68
3507,05.06.2019,24,49,85
3508,06.06.2019,12,34,52
3509,07.06.2019,19,39,67
3510,08.06.2019,11,22,38
3511,09.06.2019,15,26,48
3512,10.06.2019,13,31,50
3513,11.06.2019,18,43,71
3514,12.06.2019,16,35,60
3515,13.06.2019,22,42,75
3516,14.06.2019,21,46,78
3517,15.06.2019,9,30,44
3518,16.06.2019,5,22,30
3519,17.06.2019,16,46,70
3520,18.06.2019,18,46,73
3521,19.06.2019,17,48,73
3522,20.06.2019,13,36,57
3523,21.06.2019,8,26,39
3524,22.06.2019,14,24,45
3525,23.06.2019,10,20,35
3526,24.06.2019,22,40,72
3527,25.06.2019,19,53,82
3528,26.06.2019,8,37,50
3529,27.06.2019,4,13,19
3530,28.06.2019,6,18,28
3531,29.06.2019,13,41,61
3532,30.06.2019,9,32,46
3533,01.07.2019,6,17,27
3534,02.07.2019,4,12,18
3535,03.07.2019,4,13,20
3536,04.07.2019,6,16,25
3537,05.07.2019,5,14,21
3538,06.07.2019,9,20,34
3539,07.07.2019,2,8,11
3540,08.07.2019,7,16,26
3541,09.07.2019,5,16,24
3542,10.07.2019,5,14,22
3543,11.07.2019,13,32,52
3544,12.07.2019,10,28,44
3545,13.07.2019,9,24,38
3546,14.07.2019,3,11,16
3547,15.07.2019,10,20,34
3548,16.07.2019,9,18,32
3549,17.07.2019,11,24,40
3550,18.07.2019,18,37,65
3551,19.07.2019,12,35,53
3552,20.07.2019,20,42,72
