,Feinstaub (PM10)µg/m³,Stickstoffmonoxidµg/m³,Stickstoffdioxidµg/m³,Stickoxideµg/m³,Ozonµg/m³,Ortschaft
2011-06-23,11,0,7,8,47,Grunewald
2011-06-24,9,0,6,7,55,Grunewald
2011-06-25,9,0,4,4,68,Grunewald
2011-06-26,8,1,8,9,47,Grunewald
2011-06-27,11,2,15,18,51,Grunewald
2011-06-28,11,1,15,16,70,Grunewald
2011-06-29,14,1,18,19,75,Grunewald
2011-06-30,10,0,6,6,48,Grunewald
2011-07-01,8,0,4,4,59,Grunewald
2011-07-02,8,0,4,4,50,Grunewald
2011-07-03,6,0,4,4,30,Grunewald
2011-07-04,8,1,6,7,23,Grunewald
2011-07-05,11,2,12,15,41,Grunewald
2011-07-06,13,2,13,15,61,Grunewald
2011-07-07,17,1,11,12,61,Grunewald
2011-07-08,20,1,12,12,55,Grunewald
2011-07-09,14,2,12,16,48,Grunewald
2011-07-10,11,0,7,7,65,Grunewald
2011-07-11,11,0,6,6,54,Grunewald
2011-07-12,17,1,11,13,56,Grunewald
2011-07-13,24,1,14,15,69,Grunewald
2011-07-14,12,0,7,7,47,Grunewald
2011-07-15,8,0,7,8,48,Grunewald
2011-07-16,14,0,9,10,63,Grunewald
2011-07-17,12,0,7,7,67,Grunewald
2011-07-18,8,1,7,8,41,Grunewald
2011-07-19,8,1,10,11,42,Grunewald
2011-07-20,13,0,8,8,66,Grunewald
2011-07-21,14,0,6,6,56,Grunewald
2011-07-22,10,0,2,2,49,Grunewald
2011-07-23,12,0,4,3,49,Grunewald
2011-07-24,8,0,6,7,49,Grunewald
2011-07-25,7,1,8,9,32,Grunewald
2011-07-26,10,2,9,13,41,Grunewald
2011-07-27,13,1,11,13,36,Grunewald
2011-07-28,12,1,7,8,39,Grunewald
2011-07-29,10,0,4,4,54,Grunewald
2011-07-30,9,0,3,3,49,Grunewald
2011-07-31,8,0,3,3,36,Grunewald
2011-08-01,14,0,5,5,30,Grunewald
2011-08-02,18,2,12,14,30,Grunewald
2011-08-03,26,4,12,19,49,Grunewald
2011-08-04,24,1,13,13,38,Grunewald
2011-08-05,20,1,9,11,30,Grunewald
2011-08-06,21,3,8,12,40,Grunewald
2011-08-07,15,0,6,6,38,Grunewald
2011-08-08,9,1,7,8,36,Grunewald
2011-08-09,8,0,4,4,49,Grunewald
2011-08-10,12,0,4,4,49,Grunewald
2011-08-11,14,0,7,7,44,Grunewald
2011-08-12,14,0,7,7,42,Grunewald
2011-08-13,11,1,6,8,34,Grunewald
2011-08-14,18,2,13,16,27,Grunewald
2011-08-15,13,0,5,5,39,Grunewald
2011-08-16,12,0,4,4,36,Grunewald
2011-08-17,18,7,16,26,26,Grunewald
2011-08-18,28,1,21,23,48,Grunewald
2011-08-19,15,0,5,6,57,Grunewald
2011-08-20,12,0,4,4,59,Grunewald
2011-08-21,21,1,19,19,39,Grunewald
2011-08-22,16,1,8,9,51,Grunewald
2011-08-23,16,1,19,20,26,Grunewald
2011-08-24,27,1,9,11,44,Grunewald
2011-08-25,20,0,9,9,53,Grunewald
2011-08-26,32,0,11,12,75,Grunewald
2011-08-27,16,0,5,5,50,Grunewald
2011-08-28,8,0,6,6,39,Grunewald
2011-08-29,8,1,8,9,41,Grunewald
2011-08-30,11,0,5,5,49,Grunewald
2011-08-31,11,3,7,11,33,Grunewald
2011-09-01,9,0,3,4,37,Grunewald
2011-09-02,13,1,13,14,35,Grunewald
2011-09-03,21,1,14,14,49,Grunewald
2011-09-04,27,1,11,12,56,Grunewald
2011-09-05,17,0,8,8,37,Grunewald
2011-09-06,13,1,13,14,39,Grunewald
2011-09-07,13,0,7,7,43,Grunewald
2011-09-08,10,0,7,7,35,Grunewald
2011-09-09,10,0,8,8,28,Grunewald
2011-09-10,17,6,13,22,6,Grunewald
2011-09-11,18,2,7,10,39,Grunewald
2011-09-12,14,0,6,6,50,Grunewald
2011-09-13,17,0,6,7,52,Grunewald
2011-09-14,19,0,9,9,45,Grunewald
2011-09-15,14,0,7,7,43,Grunewald
2011-09-16,11,1,10,11,36,Grunewald
2011-09-17,17,0,12,12,36,Grunewald
2011-09-18,15,1,8,9,29,Grunewald
2011-09-19,10,2,13,17,19,Grunewald
2011-09-20,15,1,11,13,23,Grunewald
2011-09-21,17,4,13,20,21,Grunewald
2011-09-22,19,2,11,14,35,Grunewald
2011-09-23,21,0,8,8,37,Grunewald
2011-09-24,20,7,12,24,23,Grunewald
2011-09-25,25,1,12,14,29,Grunewald
2011-09-26,25,12,18,37,21,Grunewald
2011-09-27,21,0,9,10,21,Grunewald
2011-09-28,15,7,10,21,16,Grunewald
2011-09-29,16,1,8,9,24,Grunewald
2011-09-30,20,14,15,37,13,Grunewald
2011-10-01,27,10,17,32,20,Grunewald
2011-10-02,34,10,13,28,26,Grunewald
2011-10-03,33,0,8,9,44,Grunewald
2011-10-04,28,1,16,17,54,Grunewald
2011-10-05,17,0,8,9,41,Grunewald
2011-10-06,13,0,8,8,43,Grunewald
2011-10-07,12,1,10,12,32,Grunewald
2011-10-08,8,0,2,3,51,Grunewald
2011-10-09,8,0,5,5,38,Grunewald
2011-10-10,9,1,10,11,25,Grunewald
2011-10-11,6,0,3,3,58,Grunewald
2011-10-12,13,0,3,3,44,Grunewald
2011-10-13,11,0,8,9,27,Grunewald
2011-10-14,8,5,14,21,14,Grunewald
2011-10-15,15,10,20,35,12,Grunewald
2011-10-16,18,0,12,13,25,Grunewald
2011-10-17,24,7,23,33,13,Grunewald
2011-10-18,20,1,14,16,34,Grunewald
2011-10-19,12,0,9,9,34,Grunewald
2011-10-20,9,0,9,10,38,Grunewald
2011-10-21,13,2,16,19,23,Grunewald
2011-10-22,21,11,21,37,13,Grunewald
2011-10-23,42,1,16,17,27,Grunewald
2011-10-24,50,1,14,15,28,Grunewald
2011-10-25,43,1,15,16,34,Grunewald
2011-10-26,29,13,18,38,7,Grunewald
2011-10-27,29,9,21,36,7,Grunewald
2011-10-28,31,9,17,30,11,Grunewald
2011-10-29,33,33,18,69,5,Grunewald
2011-10-30,36,6,16,25,8,Grunewald
2011-10-31,29,18,20,47,4,Grunewald
2011-11-01,41,6,20,28,15,Grunewald
2011-11-02,37,11,22,38,4,Grunewald
2011-11-03,48,5,26,34,9,Grunewald
2011-11-04,58,2,25,29,15,Grunewald
2011-11-05,62,2,26,29,12,Grunewald
2011-11-06,64,4,20,26,12,Grunewald
2011-11-07,75,25,36,73,3,Grunewald
2011-11-08,67,20,29,61,8,Grunewald
2011-11-09,66,28,35,77,3,Grunewald
2011-11-10,31,5,21,29,11,Grunewald
2011-11-11,27,1,14,15,31,Grunewald
2011-11-12,44,2,22,25,19,Grunewald
2011-11-13,80,11,30,46,7,Grunewald
2011-11-14,104,40,37,98,5,Grunewald
2011-11-15,35,2,23,27,20,Grunewald
2011-11-16,31,2,20,22,26,Grunewald
2011-11-17,54,4,32,38,5,Grunewald
2011-11-18,35,14,33,55,3,Grunewald
2011-11-19,25,22,22,56,1,Grunewald
2011-11-20,30,20,20,50,8,Grunewald
2011-11-21,42,20,29,60,12,Grunewald
2011-11-22,57,5,29,37,6,Grunewald
2011-11-23,46,29,28,72,2,Grunewald
2011-11-24,29,42,26,91,1,Grunewald
2011-11-25,16,9,26,40,12,Grunewald
2011-11-26,19,0,14,14,33,Grunewald
2011-11-27,12,0,3,4,52,Grunewald
2011-11-28,24,10,17,31,38,Grunewald
2011-11-29,21,14,29,50,8,Grunewald
2011-11-30,16,10,23,38,22,Grunewald
2011-12-01,16,14,28,49,6,Grunewald
2011-12-02,12,0,13,14,35,Grunewald
2011-12-03,10,1,9,10,38,Grunewald
2011-12-04,11,0,9,10,43,Grunewald
2011-12-05,6,0,6,6,49,Grunewald
2011-12-06,8,0,9,9,45,Grunewald
2011-12-07,8,0,12,12,44,Grunewald
2011-12-08,8,0,9,9,46,Grunewald
2011-12-09,12,0,7,7,57,Grunewald
2011-12-10,13,0,10,10,46,Grunewald
2011-12-11,16,1,16,17,34,Grunewald
2011-12-12,13,1,20,22,23,Grunewald
2011-12-13,8,0,13,13,41,Grunewald
2011-12-14,5,1,13,14,45,Grunewald
2011-12-15,5,0,14,15,44,Grunewald
2011-12-16,6,0,15,15,40,Grunewald
2011-12-17,6,0,4,4,49,Grunewald
2011-12-18,9,0,6,6,48,Grunewald
2011-12-19,12,0,13,13,39,Grunewald
2011-12-20,13,1,24,25,25,Grunewald
2011-12-21,8,0,12,13,27,Grunewald
2011-12-22,14,6,22,31,18,Grunewald
2011-12-23,9,1,19,21,10,Grunewald
2011-12-24,9,0,5,5,41,Grunewald
2011-12-25,11,0,5,6,38,Grunewald
2011-12-26,7,0,5,6,38,Grunewald
2011-12-27,10,0,6,6,41,Grunewald
2011-12-28,13,0,13,14,27,Grunewald
2011-12-29,12,0,7,7,48,Grunewald
2011-12-30,6,0,4,4,54,Grunewald
2011-12-31,18,1,14,15,33,Grunewald
2012-01-01,40,1,12,13,17,Grunewald
2012-01-02,6,0,7,7,44,Grunewald
2012-01-03,11,0,10,10,47,Grunewald
2012-01-04,11,0,5,6,61,Grunewald
2012-01-05,5,0,4,4,61,Grunewald
2012-01-06,5,0,5,5,50,Grunewald
2012-01-07,10,0,6,6,49,Grunewald
2012-01-08,8,0,3,3,51,Grunewald
2012-01-09,5,1,11,12,31,Grunewald
2012-01-10,20,0,5,5,54,Grunewald
2012-01-11,12,0,12,12,35,Grunewald
2012-01-12,9,0,8,8,45,Grunewald
2012-01-13,12,0,3,3,62,Grunewald
2012-01-14,13,0,4,4,53,Grunewald
2012-01-15,9,0,6,6,38,Grunewald
2012-01-16,12,0,16,16,20,Grunewald
2012-01-17,11,0,10,10,38,Grunewald
2012-01-18,16,6,41,50,11,Grunewald
2012-01-19,10,1,17,18,27,Grunewald
2012-01-20,7,0,5,6,56,Grunewald
2012-01-21,11,0,7,7,50,Grunewald
2012-01-22,7,0,4,4,58,Grunewald
2012-01-23,5,0,10,10,31,Grunewald
2012-01-24,15,12,30,48,5,Grunewald
2012-01-25,17,8,36,48,8,Grunewald
2012-01-26,24,18,29,57,22,Grunewald
2012-01-27,50,1,24,25,29,Grunewald
2012-01-28,97,3,37,40,15,Grunewald
2012-01-29,84,1,23,25,35,Grunewald
2012-01-30,46,2,26,29,39,Grunewald
2012-01-31,49,1,25,27,38,Grunewald
2012-02-01,42,2,27,29,38,Grunewald
2012-02-02,40,6,34,43,23,Grunewald
2012-02-03,19,1,20,21,35,Grunewald
2012-02-04,24,1,24,26,23,Grunewald
2012-02-05,37,1,21,23,25,Grunewald
2012-02-06,45,7,33,43,24,Grunewald
2012-02-07,33,5,30,38,30,Grunewald
2012-02-08,36,2,26,29,35,Grunewald
2012-02-09,25,0,14,15,49,Grunewald
2012-02-10,37,3,28,32,38,Grunewald
2012-02-11,40,2,38,41,27,Grunewald
2012-02-12,39,4,28,34,39,Grunewald
2012-02-13,26,0,15,15,35,Grunewald
2012-02-14,35,9,38,51,13,Grunewald
2012-02-15,9,0,3,3,72,Grunewald
2012-02-16,10,0,10,10,52,Grunewald
2012-02-17,12,0,6,7,49,Grunewald
2012-02-18,17,2,15,18,29,Grunewald
2012-02-19,8,0,3,3,60,Grunewald
2012-02-20,12,0,7,8,60,Grunewald
2012-02-21,14,1,17,18,44,Grunewald
2012-02-22,22,0,15,16,47,Grunewald
2012-02-23,11,0,10,10,47,Grunewald
2012-02-24,14,0,13,14,31,Grunewald
2012-02-25,12,0,3,3,69,Grunewald
2012-02-26,9,1,3,4,62,Grunewald
2012-02-27,11,0,14,14,38,Grunewald
2012-02-28,18,0,14,15,25,Grunewald
2012-02-29,11,0,7,7,31,Grunewald
2012-03-01,15,0,12,12,24,Grunewald
2012-03-02,22,0,9,9,45,Grunewald
2012-03-03,13,2,18,22,40,Grunewald
2012-03-04,19,0,10,10,65,Grunewald
2012-03-05,26,1,18,19,57,Grunewald
2012-03-06,24,1,21,23,53,Grunewald
2012-03-07,36,2,26,29,45,Grunewald
2012-03-08,21,1,15,17,37,Grunewald
2012-03-09,16,0,9,9,52,Grunewald
2012-03-10,25,0,11,11,52,Grunewald
2012-03-11,17,0,1,1,72,Grunewald
2012-03-12,11,0,5,5,55,Grunewald
2012-03-13,9,0,4,4,59,Grunewald
2012-03-14,11,0,6,6,61,Grunewald
2012-03-15,38,4,23,30,29,Grunewald
2012-03-16,41,29,37,81,29,Grunewald
2012-03-17,50,14,37,59,42,Grunewald
2012-03-18,41,1,19,20,58,Grunewald
2012-03-19,10,0,6,6,80,Grunewald
2012-03-20,19,0,15,15,58,Grunewald
2012-03-21,20,0,8,8,51,Grunewald
2012-03-22,18,0,7,7,59,Grunewald
2012-03-23,16,1,16,18,45,Grunewald
2012-03-24,20,1,15,16,49,Grunewald
2012-03-25,18,0,8,9,45,Grunewald
2012-03-26,16,1,12,14,49,Grunewald
2012-03-27,32,0,9,10,54,Grunewald
2012-03-28,30,0,6,6,78,Grunewald
2012-03-29,18,0,3,3,79,Grunewald
2012-03-30,16,0,3,3,72,Grunewald
2012-03-31,7,1,2,3,77,Grunewald
2012-04-01,12,0,4,4,67,Grunewald
2012-04-02,12,0,3,3,74,Grunewald
2012-04-03,23,2,26,29,38,Grunewald
2012-04-04,27,1,17,18,32,Grunewald
2012-04-05,18,1,13,14,58,Grunewald
2012-04-06,27,1,13,15,51,Grunewald
2012-04-07,12,0,3,3,69,Grunewald
2012-04-08,7,0,4,4,67,Grunewald
2012-04-09,18,1,10,10,66,Grunewald
2012-04-10,11,1,14,16,54,Grunewald
2012-04-11,15,1,15,16,50,Grunewald
2012-04-12,12,2,20,23,40,Grunewald
2012-04-13,11,0,10,10,47,Grunewald
2012-04-14,13,3,12,17,57,Grunewald
2012-04-15,11,0,12,12,73,Grunewald
2012-04-16,8,0,5,6,82,Grunewald
2012-04-17,13,0,9,8,78,Grunewald
2012-04-18,23,0,16,17,76,Grunewald
2012-04-19,27,2,20,23,78,Grunewald
2012-04-20,21,4,21,28,63,Grunewald
2012-04-21,10,0,14,15,62,Grunewald
2012-04-22,8,0,7,7,75,Grunewald
2012-04-23,9,1,16,17,62,Grunewald
2012-04-24,16,0,14,14,66,Grunewald
2012-04-25,13,0,12,12,61,Grunewald
2012-04-26,15,0,19,20,60,Grunewald
2012-04-27,13,4,21,27,60,Grunewald
2012-04-28,25,1,13,14,75,Grunewald
2012-04-29,35,1,13,14,71,Grunewald
2012-04-30,21,0,7,7,75,Grunewald
2012-05-01,27,0,10,11,78,Grunewald
2012-05-02,26,1,14,15,68,Grunewald
2012-05-03,24,1,11,13,37,Grunewald
2012-05-04,20,0,11,11,58,Grunewald
2012-05-05,15,0,9,9,46,Grunewald
2012-05-06,9,0,8,8,50,Grunewald
2012-05-07,15,1,12,13,37,Grunewald
2012-05-08,17,2,17,20,44,Grunewald
2012-05-09,15,1,17,18,39,Grunewald
2012-05-10,13,4,18,24,37,Grunewald
2012-05-11,18,1,9,10,44,Grunewald
2012-05-12,18,0,2,2,77,Grunewald
2012-05-13,14,0,4,4,57,Grunewald
2012-05-14,17,3,10,14,55,Grunewald
2012-05-15,16,0,11,11,61,Grunewald
2012-05-16,16,0,3,4,64,Grunewald
2012-05-17,15,0,3,4,65,Grunewald
2012-05-18,16,0,12,13,62,Grunewald
2012-05-19,21,0,11,12,80,Grunewald
2012-05-20,21,0,9,9,94,Grunewald
2012-05-21,27,0,12,13,87,Grunewald
2012-05-22,32,0,13,13,88,Grunewald
2012-05-23,37,0,13,14,81,Grunewald
2012-05-24,20,1,9,10,82,Grunewald
2012-05-25,18,0,10,10,84,Grunewald
2012-05-26,17,0,8,9,81,Grunewald
2012-05-27,19,0,7,7,83,Grunewald
2012-05-28,10,0,5,5,74,Grunewald
2012-05-29,15,0,4,4,80,Grunewald
2012-05-30,15,0,5,5,63,Grunewald
2012-05-31,15,0,7,8,58,Grunewald
2012-06-01,13,0,2,2,67,Grunewald
2012-06-02,10,0,3,3,71,Grunewald
2012-06-03,10,0,7,8,56,Grunewald
2012-06-04,12,1,7,8,44,Grunewald
2012-06-05,12,0,6,6,49,Grunewald
2012-06-06,15,5,14,21,37,Grunewald
2012-06-07,15,2,12,16,37,Grunewald
2012-06-08,14,1,8,9,52,Grunewald
2012-06-09,12,0,6,7,66,Grunewald
2012-06-10,11,0,7,7,62,Grunewald
2012-06-11,12,0,16,17,57,Grunewald
2012-06-12,14,1,11,12,53,Grunewald
2012-06-13,16,0,8,8,51,Grunewald
2012-06-14,12,0,8,8,54,Grunewald
2012-06-15,16,2,13,16,57,Grunewald
2012-06-16,18,2,14,17,23,Grunewald
2012-06-17,12,0,4,5,51,Grunewald
2012-06-18,21,2,15,19,66,Grunewald
2012-06-19,9,0,9,10,75,Grunewald
2012-06-20,14,0,16,16,47,Grunewald
2012-06-21,14,1,13,14,36,Grunewald
2012-06-22,16,2,5,7,53,Grunewald
2012-06-23,11,0,6,6,55,Grunewald
2012-06-24,15,1,8,10,49,Grunewald
2012-06-25,7,0,3,4,60,Grunewald
2012-06-26,10,0,3,3,64,Grunewald
2012-06-27,17,0,8,8,49,Grunewald
2012-06-28,13,2,8,10,32,Grunewald
2012-06-29,23,1,12,13,50,Grunewald
2012-06-30,31,1,9,10,44,Grunewald
2012-07-01,21,0,6,6,52,Grunewald
2012-07-02,13,0,8,8,50,Grunewald
2012-07-03,16,1,16,18,26,Grunewald
2012-07-04,18,1,14,16,50,Grunewald
2012-07-05,24,1,14,15,44,Grunewald
2012-07-06,20,0,7,7,51,Grunewald
2012-07-07,17,0,5,6,40,Grunewald
2012-07-08,15,1,7,8,38,Grunewald
2012-07-09,10,0,6,6,51,Grunewald
2012-07-10,13,0,6,6,50,Grunewald
2012-07-11,13,1,7,8,43,Grunewald
2012-07-12,7,0,5,5,46,Grunewald
2012-07-13,7,1,11,12,23,Grunewald
2012-07-14,8,0,5,6,37,Grunewald
2012-07-15,8,0,3,4,39,Grunewald
2012-07-16,9,0,4,4,45,Grunewald
2012-07-17,5,0,4,4,34,Grunewald
2012-07-18,10,1,7,8,23,Grunewald
2012-07-19,11,1,6,7,39,Grunewald
2012-07-20,11,0,2,3,55,Grunewald
2012-07-21,9,0,3,3,44,Grunewald
2012-07-22,9,0,3,2,42,Grunewald
2012-07-23,10,1,6,7,42,Grunewald
2012-07-24,19,1,15,16,62,Grunewald
2012-07-25,31,0,17,17,67,Grunewald
2012-07-26,37,1,11,12,64,Grunewald
2012-07-27,29,1,17,18,81,Grunewald
2012-07-28,26,0,9,9,66,Grunewald
2012-07-29,15,0,5,5,51,Grunewald
2012-07-30,13,1,6,7,46,Grunewald
2012-07-31,10,1,8,10,37,Grunewald
2012-08-01,13,1,13,14,50,Grunewald
2012-08-02,24,0,12,13,58,Grunewald
2012-08-03,21,1,11,13,19,Grunewald
2012-08-04,19,3,8,12,33,Grunewald
2012-08-05,21,1,8,10,18,Grunewald
2012-08-06,18,3,7,12,35,Grunewald
2012-08-07,13,0,5,5,58,Grunewald
2012-08-08,10,0,5,4,58,Grunewald
2012-08-09,9,0,4,4,44,Grunewald
2012-08-10,7,0,4,4,44,Grunewald
2012-08-11,9,0,6,7,38,Grunewald
2012-08-12,8,0,7,7,39,Grunewald
2012-08-13,11,2,13,16,34,Grunewald
2012-08-14,12,2,12,15,37,Grunewald
2012-08-15,17,1,10,12,42,Grunewald
2012-08-16,16,2,12,15,26,Grunewald
2012-08-17,18,1,10,11,33,Grunewald
2012-08-18,20,2,15,18,43,Grunewald
2012-08-19,22,0,14,14,54,Grunewald
2012-08-20,27,2,21,23,57,Grunewald
2012-08-21,20,0,9,10,60,Grunewald
2012-08-22,16,0,8,9,61,Grunewald
2012-08-23,15,0,7,8,48,Grunewald
2012-08-24,23,4,28,35,16,Grunewald
2012-08-25,20,2,9,13,38,Grunewald
2012-08-26,10,0,6,6,47,Grunewald
2012-08-27,12,0,4,4,53,Grunewald
2012-08-28,13,3,23,28,31,Grunewald
2012-08-29,17,1,16,17,44,Grunewald
2012-08-30,18,1,18,19,35,Grunewald
2012-08-31,17,0,7,7,34,Grunewald
2012-09-01,11,0,5,6,42,Grunewald
2012-09-02,9,1,6,7,29,Grunewald
2012-09-03,16,0,9,9,42,Grunewald
2012-09-04,14,1,6,7,34,Grunewald
2012-09-05,15,0,7,8,36,Grunewald
2012-09-06,17,0,3,4,61,Grunewald
2012-09-07,20,1,9,11,50,Grunewald
2012-09-08,6,0,3,4,28,Grunewald
2012-09-09,11,2,8,11,26,Grunewald
2012-09-10,20,3,20,24,42,Grunewald
2012-09-11,21,1,17,20,56,Grunewald
2012-09-12,9,0,5,6,48,Grunewald
2012-09-13,10,0,6,6,45,Grunewald
2012-09-14,14,2,17,19,40,Grunewald
2012-09-15,11,0,5,5,41,Grunewald
2012-09-16,14,1,14,15,33,Grunewald
2012-09-17,16,0,11,12,41,Grunewald
2012-09-18,19,4,15,21,40,Grunewald
2012-09-19,8,0,5,6,41,Grunewald
2012-09-20,9,2,16,19,28,Grunewald
2012-09-21,13,4,20,26,24,Grunewald
2012-09-22,12,0,10,11,42,Grunewald
2012-09-23,6,1,8,9,37,Grunewald
2012-09-24,14,1,20,22,33,Grunewald
2012-09-25,10,1,14,15,35,Grunewald
2012-09-26,12,2,18,20,23,Grunewald
2012-09-27,7,0,9,9,37,Grunewald
2012-09-28,11,0,10,10,42,Grunewald
2012-09-29,11,1,11,12,35,Grunewald
2012-09-30,13,0,8,9,41,Grunewald
2012-10-01,17,9,24,37,13,Grunewald
2012-10-02,17,5,22,30,19,Grunewald
2012-10-03,15,1,12,13,33,Grunewald
2012-10-04,10,0,10,11,45,Grunewald
2012-10-05,10,1,12,13,33,Grunewald
2012-10-06,9,0,7,7,41,Grunewald
2012-10-07,11,0,4,4,43,Grunewald
2012-10-08,13,1,7,8,41,Grunewald
2012-10-09,13,0,10,10,39,Grunewald
2012-10-10,11,0,8,8,36,Grunewald
2012-10-11,12,3,12,17,21,Grunewald
2012-10-12,22,4,21,28,17,Grunewald
2012-10-13,15,1,11,12,26,Grunewald
2012-10-14,15,1,12,13,28,Grunewald
2012-10-15,15,3,16,21,18,Grunewald
2012-10-16,14,2,17,21,15,Grunewald
2012-10-17,15,4,22,28,16,Grunewald
2012-10-18,21,7,25,37,12,Grunewald
2012-10-19,28,8,26,38,10,Grunewald
2012-10-20,33,8,19,31,3,Grunewald
2012-10-21,40,15,14,36,15,Grunewald
2012-10-22,24,1,12,13,31,Grunewald
2012-10-23,28,1,19,21,12,Grunewald
2012-10-24,30,6,20,30,9,Grunewald
2012-10-25,11,0,4,4,44,Grunewald
2012-10-26,9,1,23,26,32,Grunewald
2012-10-27,12,0,14,15,39,Grunewald
2012-10-28,8,0,5,6,32,Grunewald
2012-10-29,13,14,19,41,23,Grunewald
2012-10-30,13,5,22,29,13,Grunewald
2012-10-31,15,6,23,32,10,Grunewald
2012-11-01,21,1,21,23,18,Grunewald
2012-11-02,8,0,15,16,33,Grunewald
2012-11-03,6,0,9,9,34,Grunewald
2012-11-04,9,1,11,12,29,Grunewald
2012-11-05,8,0,9,9,35,Grunewald
2012-11-06,7,0,8,7,44,Grunewald
2012-11-07,7,0,7,7,45,Grunewald
2012-11-08,20,0,9,9,39,Grunewald
2012-11-09,17,1,22,23,23,Grunewald
2012-11-10,19,0,15,16,20,Grunewald
2012-11-11,15,1,9,11,22,Grunewald
2012-11-12,18,0,13,14,25,Grunewald
2012-11-13,17,21,26,57,7,Grunewald
2012-11-14,29,34,35,87,4,Grunewald
2012-11-15,49,33,40,90,2,Grunewald
2012-11-16,40,19,29,59,1,Grunewald
2012-11-17,42,6,19,28,7,Grunewald
2012-11-18,23,5,17,25,2,Grunewald
2012-11-19,17,6,18,27,3,Grunewald
2012-11-20,43,15,27,51,4,Grunewald
2012-11-21,45,3,24,28,8,Grunewald
2012-11-22,23,10,24,39,12,Grunewald
2012-11-23,20,22,27,61,2,Grunewald
2012-11-24,17,10,24,40,3,Grunewald
2012-11-25,23,0,14,14,20,Grunewald
2012-11-26,12,3,26,31,20,Grunewald
2012-11-27,16,18,23,50,3,Grunewald
2012-11-28,15,27,30,72,3,Grunewald
2012-11-29,8,0,14,14,20,Grunewald
2012-11-30,5,0,9,8,18,Grunewald
2012-12-01,12,2,25,28,7,Grunewald
2012-12-02,19,3,21,26,9,Grunewald
2012-12-03,14,1,16,18,27,Grunewald
2012-12-04,11,1,17,18,29,Grunewald
2012-12-05,7,1,11,12,38,Grunewald
2012-12-06,12,4,21,27,23,Grunewald
2012-12-07,19,17,41,68,4,Grunewald
2012-12-08,31,14,39,61,4,Grunewald
2012-12-09,22,1,25,26,21,Grunewald
2012-12-10,30,7,30,41,13,Grunewald
2012-12-11,17,0,8,9,47,Grunewald
2012-12-12,20,13,36,55,18,Grunewald
2012-12-13,30,12,44,62,3,Grunewald
2012-12-14,34,2,33,36,23,Grunewald
2012-12-15,23,10,37,52,17,Grunewald
2012-12-16,12,18,45,73,3,Grunewald
2012-12-17,10,49,48,123,1,Grunewald
2012-12-18,18,46,34,104,1,Grunewald
2012-12-19,39,24,26,62,1,Grunewald
2012-12-20,41,9,24,38,12,Grunewald
2012-12-21,60,1,22,24,21,Grunewald
2012-12-22,60,1,23,24,15,Grunewald
2012-12-23,68,6,32,41,3,Grunewald
2012-12-24,6,3,24,29,23,Grunewald
2012-12-25,10,0,6,6,42,Grunewald
2012-12-26,4,0,4,5,50,Grunewald
2012-12-27,9,0,5,6,56,Grunewald
2012-12-28,8,0,11,12,50,Grunewald
2012-12-29,10,0,14,14,31,Grunewald
2012-12-30,8,0,6,7,50,Grunewald
2012-12-31,10,0,5,5,61,Grunewald
2013-01-01,24,0,8,8,51,Grunewald
2013-01-02,8,0,6,6,53,Grunewald
2013-01-03,7,0,8,8,40,Grunewald
2013-01-04,14,0,5,5,54,Grunewald
2013-01-05,5,0,6,6,49,Grunewald
2013-01-06,5,0,3,4,43,Grunewald
2013-01-07,14,1,18,19,22,Grunewald
2013-01-08,14,2,18,22,9,Grunewald
2013-01-09,6,4,23,28,11,Grunewald
2013-01-10,7,0,5,6,59,Grunewald
2013-01-11,2,0,6,6,46,Grunewald
2013-01-12,6,0,8,9,34,Grunewald
2013-01-13,23,1,15,17,28,Grunewald
2013-01-14,62,4,30,36,13,Grunewald
2013-01-15,54,6,34,43,7,Grunewald
2013-01-16,59,2,28,31,17,Grunewald
2013-01-17,32,1,20,21,38,Grunewald
2013-01-18,14,0,12,12,57,Grunewald
2013-01-19,20,0,14,15,55,Grunewald
2013-01-20,26,1,16,17,47,Grunewald
2013-01-21,19,0,18,19,57,Grunewald
2013-01-22,22,1,27,28,43,Grunewald
2013-01-23,42,7,44,55,10,Grunewald
2013-01-24,51,5,31,38,21,Grunewald
2013-01-25,58,12,49,68,12,Grunewald
2013-01-26,57,1,23,25,43,Grunewald
2013-01-27,34,1,22,23,29,Grunewald
2013-01-28,15,5,20,28,31,Grunewald
2013-01-29,8,2,15,17,39,Grunewald
2013-01-30,3,0,6,7,52,Grunewald
2013-01-31,12,1,5,6,66,Grunewald
2013-02-01,18,0,10,11,57,Grunewald
2013-02-02,9,0,7,7,53,Grunewald
2013-02-03,13,0,6,6,55,Grunewald
2013-02-04,12,0,10,10,53,Grunewald
2013-02-05,13,0,7,8,65,Grunewald
2013-02-06,11,1,15,16,49,Grunewald
2013-02-07,9,0,8,9,45,Grunewald
2013-02-08,7,0,8,8,39,Grunewald
2013-02-09,10,1,9,10,42,Grunewald
2013-02-10,12,0,13,13,51,Grunewald
2013-02-11,27,1,25,27,36,Grunewald
2013-02-12,47,1,22,24,40,Grunewald
2013-02-13,38,1,16,18,39,Grunewald
2013-02-14,35,2,18,20,36,Grunewald
2013-02-15,52,1,24,26,28,Grunewald
2013-02-16,64,5,26,33,6,Grunewald
