,Feinstaub (PM10)µg/m³,Stickstoffmonoxidµg/m³,Stickstoffdioxidµg/m³,Stickoxideµg/m³,Ozonµg/m³,Ortschaft
2016-06-12,11,0,11,10,74,Grunewald
2016-06-13,21,1,22,23,47,Grunewald
2016-06-14,18,0,11,11,41,Grunewald
2016-06-15,10,5,14,20,28,Grunewald
2016-06-16,10,1,11,10,35,Grunewald
2016-06-17,14,0,8,8,41,Grunewald
2016-06-18,13,0,5,6,52,Grunewald
2016-06-19,13,1,5,6,52,Grunewald
2016-06-20,12,0,7,7,57,Grunewald
2016-06-21,10,0,7,7,53,Grunewald
2016-06-22,12,2,14,17,43,Grunewald
2016-06-23,14,4,17,23,57,Grunewald
2016-06-24,19,0,15,15,87,Grunewald
2016-06-25,23,1,8,9,83,Grunewald
2016-06-26,9,0,2,2,67,Grunewald
2016-06-27,10,0,3,4,63,Grunewald
2016-06-28,10,0,7,7,55,Grunewald
2016-06-29,12,1,11,12,56,Grunewald
2016-06-30,13,1,10,12,53,Grunewald
2016-07-01,13,0,13,13,43,Grunewald
2016-07-02,10,0,8,8,50,Grunewald
2016-07-03,7,0,4,4,63,Grunewald
2016-07-04,8,0,4,5,63,Grunewald
2016-07-05,12,0,14,14,54,Grunewald
2016-07-06,8,0,2,2,66,Grunewald
2016-07-07,9,0,3,3,60,Grunewald
2016-07-08,13,0,14,14,67,Grunewald
2016-07-09,10,0,6,6,52,Grunewald
2016-07-10,11,1,15,17,52,Grunewald
2016-07-11,13,1,11,12,64,Grunewald
2016-07-12,18,0,7,7,67,Grunewald
2016-07-13,11,1,11,13,44,Grunewald
2016-07-14,8,0,6,6,41,Grunewald
2016-07-15,7,0,4,4,49,Grunewald
2016-07-16,9,1,8,9,57,Grunewald
2016-07-17,11,0,8,9,36,Grunewald
2016-07-18,10,0,7,7,44,Grunewald
2016-07-19,7,1,7,8,38,Grunewald
2016-07-20,8,3,18,22,41,Grunewald
2016-07-21,16,1,19,20,58,Grunewald
2016-07-22,14,1,17,18,61,Grunewald
2016-07-23,14,1,9,10,74,Grunewald
2016-07-24,23,0,11,11,77,Grunewald
2016-07-25,22,1,12,13,80,Grunewald
2016-07-26,17,0,6,6,69,Grunewald
2016-07-27,15,1,13,14,56,Grunewald
2016-07-28,20,1,11,13,41,Grunewald
2016-07-29,14,1,12,14,47,Grunewald
2016-07-30,10,1,11,11,48,Grunewald
2016-07-31,12,1,8,10,44,Grunewald
2016-08-01,10,0,6,7,45,Grunewald
2016-08-02,13,2,17,19,26,Grunewald
2016-08-03,12,3,11,15,15,Grunewald
2016-08-04,12,2,10,13,16,Grunewald
2016-08-05,17,1,8,9,28,Grunewald
2016-08-06,10,0,4,4,51,Grunewald
2016-08-07,12,0,10,10,44,Grunewald
2016-08-08,16,1,14,15,51,Grunewald
2016-08-09,12,0,5,5,56,Grunewald
2016-08-10,7,0,5,5,48,Grunewald
2016-08-11,8,0,8,7,43,Grunewald
2016-08-12,7,0,9,9,33,Grunewald
2016-08-13,17,1,6,7,49,Grunewald
2016-08-14,9,0,3,2,52,Grunewald
2016-08-15,8,0,5,5,46,Grunewald
2016-08-16,9,0,8,7,43,Grunewald
2016-08-17,8,1,10,11,35,Grunewald
2016-08-18,12,0,8,8,42,Grunewald
2016-08-19,13,1,13,15,53,Grunewald
2016-08-20,20,0,13,12,49,Grunewald
2016-08-21,11,0,8,9,39,Grunewald
2016-08-22,13,0,6,6,43,Grunewald
2016-08-23,14,1,8,9,33,Grunewald
2016-08-24,14,6,15,23,40,Grunewald
2016-08-25,16,1,16,17,64,Grunewald
2016-08-26,19,1,23,24,69,Grunewald
2016-08-27,23,0,16,16,91,Grunewald
2016-08-28,20,0,11,11,80,Grunewald
2016-08-29,,0,4,4,,Grunewald
2016-08-30,8,0,4,5,57,Grunewald
2016-08-31,12,3,17,22,50,Grunewald
2016-09-01,19,0,14,14,69,Grunewald
2016-09-02,15,0,9,9,60,Grunewald
2016-09-03,16,1,13,13,57,Grunewald
2016-09-04,11,0,11,11,38,Grunewald
2016-09-05,9,0,9,8,43,Grunewald
2016-09-06,7,1,14,16,34,Grunewald
2016-09-07,14,9,22,36,41,Grunewald
2016-09-08,25,2,23,26,57,Grunewald
2016-09-09,31,0,11,12,76,Grunewald
2016-09-10,24,0,17,18,61,Grunewald
2016-09-11,24,0,12,12,88,Grunewald
2016-09-12,27,0,21,21,86,Grunewald
2016-09-13,35,2,28,30,79,Grunewald
2016-09-14,32,0,17,18,87,Grunewald
2016-09-15,22,0,17,17,72,Grunewald
2016-09-16,35,1,22,23,75,Grunewald
2016-09-17,27,0,14,15,54,Grunewald
2016-09-18,17,0,7,8,52,Grunewald
2016-09-19,17,1,15,15,42,Grunewald
2016-09-20,13,4,18,24,35,Grunewald
2016-09-21,15,1,15,16,43,Grunewald
2016-09-22,16,5,18,26,42,Grunewald
2016-09-23,21,11,24,41,47,Grunewald
2016-09-24,17,1,11,12,47,Grunewald
2016-09-25,21,3,25,30,46,Grunewald
2016-09-26,25,4,34,41,35,Grunewald
2016-09-27,23,5,32,39,38,Grunewald
2016-09-28,25,1,20,22,36,Grunewald
2016-09-29,20,0,10,10,53,Grunewald
2016-09-30,14,0,10,10,50,Grunewald
2016-10-01,16,7,20,31,7,Grunewald
2016-10-02,13,1,10,11,20,Grunewald
2016-10-03,10,1,10,12,30,Grunewald
2016-10-04,8,0,6,7,55,Grunewald
2016-10-05,5,0,7,7,42,Grunewald
2016-10-06,9,0,8,9,34,Grunewald
2016-10-07,10,2,13,16,15,Grunewald
2016-10-08,6,0,7,7,34,Grunewald
2016-10-09,7,0,5,5,26,Grunewald
2016-10-10,9,2,8,11,20,Grunewald
2016-10-11,12,8,14,26,6,Grunewald
2016-10-12,16,3,17,21,6,Grunewald
2016-10-13,23,2,15,17,19,Grunewald
2016-10-14,28,1,15,17,31,Grunewald
2016-10-15,31,3,19,23,12,Grunewald
2016-10-16,48,3,15,20,4,Grunewald
2016-10-17,31,1,17,20,9,Grunewald
2016-10-18,39,7,21,30,4,Grunewald
2016-10-19,16,4,15,22,22,Grunewald
2016-10-20,17,6,21,29,8,Grunewald
2016-10-21,21,2,20,23,8,Grunewald
2016-10-22,23,2,14,18,11,Grunewald
2016-10-23,22,5,13,21,7,Grunewald
2016-10-24,46,11,23,39,2,Grunewald
2016-10-25,43,1,12,14,8,Grunewald
2016-10-26,23,1,16,17,11,Grunewald
2016-10-27,39,9,18,32,4,Grunewald
2016-10-28,24,2,10,13,27,Grunewald
2016-10-29,14,0,4,4,54,Grunewald
2016-10-30,14,0,4,4,46,Grunewald
2016-10-31,21,1,9,10,12,Grunewald
2016-11-01,21,0,9,10,24,Grunewald
2016-11-02,8,0,4,5,46,Grunewald
2016-11-03,9,10,13,28,23,Grunewald
2016-11-04,20,8,27,39,7,Grunewald
2016-11-05,27,2,23,26,8,Grunewald
2016-11-06,24,1,14,15,14,Grunewald
2016-11-07,12,0,13,14,25,Grunewald
2016-11-08,17,1,16,17,20,Grunewald
2016-11-09,16,7,20,31,18,Grunewald
2016-11-10,40,18,31,59,2,Grunewald
2016-11-11,39,3,26,31,12,Grunewald
2016-11-12,31,15,24,47,9,Grunewald
2016-11-13,27,30,29,76,7,Grunewald
2016-11-14,22,25,33,71,9,Grunewald
2016-11-15,15,1,23,26,15,Grunewald
2016-11-16,12,4,25,30,6,Grunewald
2016-11-17,9,0,13,13,24,Grunewald
2016-11-18,5,0,10,9,47,Grunewald
2016-11-19,9,2,17,19,24,Grunewald
2016-11-20,10,0,12,12,34,Grunewald
2016-11-21,18,10,29,44,12,Grunewald
2016-11-22,28,28,26,68,3,Grunewald
2016-11-23,33,53,19,100,1,Grunewald
2016-11-24,19,9,24,38,13,Grunewald
2016-11-25,19,7,43,54,4,Grunewald
2016-11-26,20,1,22,24,18,Grunewald
2016-11-27,11,0,5,5,46,Grunewald
2016-11-28,7,0,11,10,41,Grunewald
2016-11-29,13,0,20,20,26,Grunewald
2016-11-30,18,0,29,30,23,Grunewald
2016-12-01,14,0,8,8,52,Grunewald
2016-12-02,8,0,5,4,59,Grunewald
2016-12-03,16,1,19,20,18,Grunewald
2016-12-04,27,4,31,36,10,Grunewald
2016-12-05,28,18,31,58,3,Grunewald
2016-12-06,25,5,36,43,5,Grunewald
2016-12-07,23,8,34,46,7,Grunewald
2016-12-08,10,0,19,19,38,Grunewald
2016-12-09,20,1,21,22,21,Grunewald
2016-12-10,20,1,15,16,29,Grunewald
2016-12-11,12,1,7,8,46,Grunewald
2016-12-12,8,8,23,35,39,Grunewald
2016-12-13,17,29,31,75,4,Grunewald
2016-12-14,18,1,17,19,15,Grunewald
2016-12-15,13,0,12,13,37,Grunewald
2016-12-16,20,10,26,42,19,Grunewald
2016-12-17,26,8,21,34,6,Grunewald
2016-12-18,22,3,20,24,13,Grunewald
2016-12-19,17,7,23,33,11,Grunewald
2016-12-20,25,3,24,28,14,Grunewald
2016-12-21,28,10,26,41,7,Grunewald
2016-12-22,22,10,30,46,2,Grunewald
2016-12-23,17,1,23,25,14,Grunewald
2016-12-24,13,0,11,11,35,Grunewald
2016-12-25,8,0,4,4,56,Grunewald
2016-12-26,7,0,3,3,60,Grunewald
2016-12-27,14,0,3,3,72,Grunewald
2016-12-28,7,0,5,5,59,Grunewald
2016-12-29,15,4,15,22,29,Grunewald
2016-12-30,21,26,32,72,1,Grunewald
2016-12-31,18,14,25,46,17,Grunewald
2017-01-01,24,0,20,20,27,Grunewald
2017-01-02,17,0,14,15,28,Grunewald
2017-01-03,12,0,10,10,48,Grunewald
2017-01-04,7,0,4,5,66,Grunewald
2017-01-05,5,0,7,7,62,Grunewald
2017-01-06,7,2,13,16,43,Grunewald
2017-01-07,16,1,20,22,39,Grunewald
2017-01-08,31,7,31,41,7,Grunewald
2017-01-09,25,13,23,42,6,Grunewald
2017-01-10,22,1,25,26,33,Grunewald
2017-01-11,22,0,18,18,42,Grunewald
2017-01-12,11,0,8,9,60,Grunewald
2017-01-13,10,0,11,11,47,Grunewald
2017-01-14,13,0,13,13,44,Grunewald
2017-01-15,8,0,4,4,54,Grunewald
2017-01-16,12,1,15,16,36,Grunewald
2017-01-17,18,4,29,34,15,Grunewald
2017-01-18,24,4,29,35,17,Grunewald
2017-01-19,27,1,26,26,28,Grunewald
2017-01-20,32,5,41,49,6,Grunewald
2017-01-21,23,4,26,32,13,Grunewald
2017-01-22,29,1,24,26,30,Grunewald
2017-01-23,36,0,17,17,33,Grunewald
2017-01-24,34,1,18,20,19,Grunewald
2017-01-25,29,2,17,19,12,Grunewald
2017-01-26,25,4,29,34,16,Grunewald
2017-01-27,29,13,36,57,28,Grunewald
2017-01-28,42,4,39,44,27,Grunewald
2017-01-29,34,4,39,45,20,Grunewald
2017-01-30,36,8,36,49,23,Grunewald
2017-01-31,35,1,30,31,21,Grunewald
2017-02-01,55,1,33,35,20,Grunewald
2017-02-02,44,3,39,43,17,Grunewald
2017-02-03,47,9,37,52,8,Grunewald
2017-02-04,44,4,35,41,7,Grunewald
2017-02-05,45,3,27,32,6,Grunewald
2017-02-06,29,0,18,18,43,Grunewald
2017-02-07,24,0,17,17,47,Grunewald
2017-02-08,36,1,19,19,43,Grunewald
2017-02-09,45,1,26,27,36,Grunewald
2017-02-10,59,1,27,29,38,Grunewald
2017-02-11,49,0,25,26,50,Grunewald
2017-02-12,53,1,22,23,50,Grunewald
2017-02-13,55,4,41,47,27,Grunewald
2017-02-14,63,26,57,96,10,Grunewald
2017-02-15,50,16,52,76,17,Grunewald
2017-02-16,37,27,39,80,20,Grunewald
2017-02-17,26,0,14,14,27,Grunewald
2017-02-18,14,0,5,5,43,Grunewald
2017-02-19,18,0,9,10,43,Grunewald
2017-02-20,19,0,9,10,41,Grunewald
2017-02-21,9,0,5,6,58,Grunewald
2017-02-22,8,0,7,7,58,Grunewald
2017-02-23,9,0,8,8,62,Grunewald
2017-02-24,4,0,4,4,71,Grunewald
2017-02-25,11,1,6,7,63,Grunewald
2017-02-26,10,0,5,5,63,Grunewald
2017-02-27,11,1,22,23,47,Grunewald
2017-02-28,6,0,7,7,79,Grunewald
2017-03-01,8,1,10,11,58,Grunewald
2017-03-02,9,1,11,11,56,Grunewald
2017-03-03,13,2,21,24,51,Grunewald
2017-03-04,16,2,31,33,38,Grunewald
2017-03-05,10,0,15,15,57,Grunewald
2017-03-06,14,5,28,36,27,Grunewald
2017-03-07,11,0,9,9,51,Grunewald
2017-03-08,18,1,13,14,44,Grunewald
2017-03-09,15,0,9,9,49,Grunewald
2017-03-10,9,0,4,3,69,Grunewald
2017-03-11,14,0,14,14,46,Grunewald
2017-03-12,24,2,24,27,25,Grunewald
2017-03-13,25,8,28,40,31,Grunewald
2017-03-14,25,1,16,17,40,Grunewald
2017-03-15,18,0,5,5,61,Grunewald
2017-03-16,15,1,16,18,52,Grunewald
2017-03-17,20,1,16,17,51,Grunewald
2017-03-18,9,0,4,5,76,Grunewald
2017-03-19,10,0,7,7,61,Grunewald
2017-03-20,11,0,7,6,54,Grunewald
2017-03-21,9,0,6,6,60,Grunewald
2017-03-22,11,1,13,14,51,Grunewald
2017-03-23,21,2,20,23,46,Grunewald
2017-03-24,11,1,13,14,62,Grunewald
2017-03-25,9,0,7,8,64,Grunewald
2017-03-26,13,1,7,8,59,Grunewald
2017-03-27,11,1,11,12,70,Grunewald
2017-03-28,18,8,20,32,64,Grunewald
2017-03-29,24,0,11,11,62,Grunewald
2017-03-30,25,0,11,12,49,Grunewald
2017-03-31,20,5,23,30,58,Grunewald
2017-04-01,25,2,22,25,69,Grunewald
2017-04-02,16,0,3,4,80,Grunewald
2017-04-03,15,0,8,8,59,Grunewald
2017-04-04,26,1,20,21,35,Grunewald
2017-04-05,24,1,8,10,58,Grunewald
2017-04-06,11,0,3,3,84,Grunewald
2017-04-07,12,0,4,4,67,Grunewald
2017-04-08,11,0,3,4,61,Grunewald
2017-04-09,19,0,11,12,60,Grunewald
2017-04-10,22,2,19,22,61,Grunewald
2017-04-11,8,0,4,4,70,Grunewald
2017-04-12,25,0,9,10,53,Grunewald
2017-04-13,8,0,3,3,76,Grunewald
2017-04-14,10,0,4,4,76,Grunewald
2017-04-15,21,0,8,9,60,Grunewald
2017-04-16,10,0,5,5,65,Grunewald
2017-04-17,9,1,4,5,65,Grunewald
2017-04-18,12,0,9,10,66,Grunewald
2017-04-19,8,0,8,8,74,Grunewald
2017-04-20,10,1,10,11,63,Grunewald
2017-04-21,23,1,9,10,63,Grunewald
2017-04-22,8,0,2,2,75,Grunewald
2017-04-23,8,0,2,2,71,Grunewald
2017-04-24,11,0,6,6,70,Grunewald
2017-04-25,11,0,9,8,57,Grunewald
2017-04-26,7,3,6,10,62,Grunewald
2017-04-27,9,0,8,8,58,Grunewald
2017-04-28,19,2,21,23,50,Grunewald
2017-04-29,11,0,5,5,64,Grunewald
2017-04-30,12,1,10,11,66,Grunewald
2017-05-01,21,0,7,7,81,Grunewald
2017-05-02,21,0,13,13,65,Grunewald
2017-05-03,26,1,12,13,57,Grunewald
2017-05-04,11,0,14,15,49,Grunewald
2017-05-05,21,1,15,17,35,Grunewald
2017-05-06,22,1,12,13,46,Grunewald
2017-05-07,12,0,6,6,60,Grunewald
2017-05-08,,,,,,Grunewald
2017-05-09,,,,,,Grunewald
2017-05-10,12,0,6,6,58,Grunewald
2017-05-11,17,1,12,14,66,Grunewald
2017-05-12,25,1,14,15,,Grunewald
2017-05-13,26,1,13,14,,Grunewald
2017-05-14,17,0,6,6,,Grunewald
2017-05-15,13,1,6,7,,Grunewald
2017-05-16,14,1,15,17,54,Grunewald
2017-05-17,19,1,12,13,78,Grunewald
2017-05-18,26,0,11,12,86,Grunewald
2017-05-19,32,0,16,16,83,Grunewald
2017-05-20,14,0,4,4,76,Grunewald
2017-05-21,13,0,6,6,72,Grunewald
2017-05-22,13,0,12,12,78,Grunewald
2017-05-23,19,0,13,12,84,Grunewald
2017-05-24,12,0,5,5,62,Grunewald
2017-05-25,11,0,6,6,54,Grunewald
2017-05-26,11,0,7,7,46,Grunewald
2017-05-27,9,1,12,13,54,Grunewald
2017-05-28,13,0,7,7,89,Grunewald
2017-05-29,17,0,8,8,81,Grunewald
2017-05-30,22,0,13,13,67,Grunewald
2017-05-31,17,0,5,5,74,Grunewald
2017-06-01,13,0,4,5,72,Grunewald
2017-06-02,10,1,9,10,67,Grunewald
2017-06-03,17,0,18,18,48,Grunewald
2017-06-04,18,0,10,9,47,Grunewald
2017-06-05,15,0,8,7,56,Grunewald
2017-06-06,19,1,12,13,49,Grunewald
2017-06-07,10,0,5,5,51,Grunewald
2017-06-08,11,0,12,12,48,Grunewald
2017-06-09,11,1,14,16,58,Grunewald
2017-06-10,11,0,5,5,59,Grunewald
2017-06-11,12,1,9,9,62,Grunewald
2017-06-12,15,0,5,6,60,Grunewald
2017-06-13,11,0,3,3,65,Grunewald
2017-06-14,11,0,5,4,54,Grunewald
2017-06-15,12,1,14,15,61,Grunewald
2017-06-16,14,0,4,4,62,Grunewald
2017-06-17,10,0,3,3,58,Grunewald
2017-06-18,9,0,6,6,47,Grunewald
2017-06-19,11,1,9,10,51,Grunewald
2017-06-20,14,0,8,8,71,Grunewald
2017-06-21,11,0,5,5,63,Grunewald
2017-06-22,16,0,13,13,59,Grunewald
2017-06-23,18,0,5,5,67,Grunewald
2017-06-24,16,0,6,7,63,Grunewald
2017-06-25,10,0,5,5,44,Grunewald
2017-06-26,11,0,6,5,48,Grunewald
2017-06-27,14,1,17,17,50,Grunewald
2017-06-28,19,1,14,16,49,Grunewald
2017-06-29,23,3,9,13,44,Grunewald
2017-06-30,11,0,5,5,58,Grunewald
2017-07-01,12,0,5,5,41,Grunewald
2017-07-02,15,0,2,3,49,Grunewald
2017-07-03,10,0,3,3,54,Grunewald
2017-07-04,11,0,4,4,56,Grunewald
2017-07-05,8,0,6,6,40,Grunewald
2017-07-06,9,1,9,10,48,Grunewald
2017-07-07,19,1,16,17,46,Grunewald
2017-07-08,21,1,5,6,44,Grunewald
2017-07-09,14,0,5,5,42,Grunewald
2017-07-10,19,1,17,19,29,Grunewald
2017-07-11,16,0,4,4,53,Grunewald
2017-07-12,16,0,7,7,38,Grunewald
2017-07-13,13,0,3,2,49,Grunewald
2017-07-14,13,0,4,4,48,Grunewald
2017-07-15,15,0,7,7,54,Grunewald
2017-07-16,14,0,3,4,47,Grunewald
2017-07-17,13,0,4,3,46,Grunewald
2017-07-18,14,1,8,9,43,Grunewald
2017-07-19,19,0,13,13,61,Grunewald
2017-07-20,21,0,7,7,69,Grunewald
2017-07-21,16,0,7,7,48,Grunewald
2017-07-22,15,0,9,9,52,Grunewald
2017-07-23,19,0,6,6,42,Grunewald
2017-07-24,12,0,7,8,42,Grunewald
2017-07-25,11,0,7,7,48,Grunewald
2017-07-26,13,1,4,6,35,Grunewald
2017-07-27,15,0,6,6,44,Grunewald
2017-07-28,15,1,5,6,47,Grunewald
2017-07-29,15,1,7,8,37,Grunewald
2017-07-30,16,1,7,7,50,Grunewald
2017-07-31,14,0,9,9,46,Grunewald
2017-08-01,13,0,7,7,57,Grunewald
2017-08-02,17,0,9,9,61,Grunewald
2017-08-03,18,0,11,11,37,Grunewald
2017-08-04,14,1,5,6,51,Grunewald
2017-08-05,8,0,6,6,54,Grunewald
2017-08-06,9,0,3,3,52,Grunewald
2017-08-07,10,3,10,14,49,Grunewald
2017-08-08,17,0,14,14,67,Grunewald
2017-08-09,13,0,7,7,68,Grunewald
2017-08-10,16,0,12,12,64,Grunewald
2017-08-11,21,0,11,11,46,Grunewald
2017-08-12,8,0,5,4,47,Grunewald
2017-08-13,10,0,4,4,35,Grunewald
2017-08-14,12,1,9,11,38,Grunewald
2017-08-15,15,1,14,15,52,Grunewald
2017-08-16,19,0,7,7,41,Grunewald
2017-08-17,21,6,12,21,36,Grunewald
2017-08-18,15,1,7,9,32,Grunewald
2017-08-19,11,0,5,5,46,Grunewald
2017-08-20,9,0,4,4,49,Grunewald
2017-08-21,9,0,4,4,48,Grunewald
2017-08-22,8,0,3,4,42,Grunewald
2017-08-23,9,1,3,4,38,Grunewald
2017-08-24,16,5,12,20,27,Grunewald
2017-08-25,14,1,4,5,33,Grunewald
2017-08-26,16,6,14,23,31,Grunewald
2017-08-27,15,0,5,5,51,Grunewald
2017-08-28,7,0,5,5,41,Grunewald
2017-08-29,12,3,18,23,42,Grunewald
2017-08-30,18,1,21,22,51,Grunewald
2017-08-31,13,0,11,10,50,Grunewald
2017-09-01,8,0,7,8,31,Grunewald
2017-09-02,7,0,7,7,32,Grunewald
2017-09-03,7,1,6,7,29,Grunewald
2017-09-04,6,0,4,4,45,Grunewald
2017-09-05,12,0,9,9,50,Grunewald
2017-09-06,13,3,17,21,30,Grunewald
2017-09-07,8,0,3,4,48,Grunewald
2017-09-08,13,0,13,14,28,Grunewald
2017-09-09,11,0,9,9,35,Grunewald
2017-09-10,8,0,10,10,32,Grunewald
2017-09-11,7,0,10,10,31,Grunewald
2017-09-12,6,0,8,8,41,Grunewald
2017-09-13,8,0,7,8,46,Grunewald
2017-09-14,6,1,6,6,44,Grunewald
2017-09-15,8,0,9,9,36,Grunewald
2017-09-16,9,2,13,15,22,Grunewald
2017-09-17,11,2,9,12,30,Grunewald
2017-09-18,7,0,6,6,35,Grunewald
2017-09-19,10,3,10,15,28,Grunewald
2017-09-20,12,0,7,7,31,Grunewald
2017-09-21,16,0,9,9,31,Grunewald
2017-09-22,13,2,12,15,22,Grunewald
2017-09-23,15,14,16,38,20,Grunewald
2017-09-24,20,1,11,12,17,Grunewald
2017-09-25,27,1,17,19,13,Grunewald
2017-09-26,32,1,14,16,24,Grunewald
2017-09-27,40,2,16,19,27,Grunewald
2017-09-28,35,0,16,16,32,Grunewald
2017-09-29,41,0,17,17,39,Grunewald
2017-09-30,35,0,12,13,46,Grunewald
2017-10-01,19,0,9,9,30,Grunewald
2017-10-02,13,0,11,11,23,Grunewald
2017-10-03,10,0,4,4,46,Grunewald
2017-10-04,13,0,9,9,48,Grunewald
2017-10-05,8,1,6,6,49,Grunewald
2017-10-06,7,0,4,3,49,Grunewald
2017-10-07,10,0,4,4,46,Grunewald
2017-10-08,7,0,3,3,49,Grunewald
2017-10-09,9,0,6,6,39,Grunewald
2017-10-10,16,0,11,11,26,Grunewald
2017-10-11,15,0,6,6,33,Grunewald
2017-10-12,12,0,5,5,48,Grunewald
2017-10-13,17,2,10,12,35,Grunewald
2017-10-14,21,1,9,10,21,Grunewald
2017-10-15,19,5,11,19,15,Grunewald
2017-10-16,24,12,19,37,16,Grunewald
2017-10-17,31,7,15,25,19,Grunewald
2017-10-18,34,11,25,43,4,Grunewald
2017-10-19,46,16,27,52,4,Grunewald
2017-10-20,33,10,23,38,5,Grunewald
2017-10-21,16,2,17,20,11,Grunewald
2017-10-22,11,1,4,5,33,Grunewald
2017-10-23,16,3,12,16,22,Grunewald
2017-10-24,16,4,14,20,14,Grunewald
2017-10-25,13,0,7,7,29,Grunewald
2017-10-26,15,0,7,8,44,Grunewald
2017-10-27,8,0,4,5,48,Grunewald
2017-10-28,9,0,4,5,51,Grunewald
2017-10-29,6,0,3,3,64,Grunewald
2017-10-30,8,0,4,5,51,Grunewald
2017-10-31,10,0,5,6,47,Grunewald
2017-11-01,19,0,11,12,24,Grunewald
2017-11-02,19,1,14,15,31,Grunewald
2017-11-03,18,10,13,28,31,Grunewald
2017-11-04,27,4,20,26,15,Grunewald
2017-11-05,20,1,12,13,25,Grunewald
2017-11-06,13,0,8,8,34,Grunewald
2017-11-07,15,7,25,36,22,Grunewald
2017-11-08,35,1,18,19,22,Grunewald
2017-11-09,35,1,15,16,26,Grunewald
2017-11-10,15,0,12,12,31,Grunewald
2017-11-11,7,1,4,5,60,Grunewald
2017-11-12,11,0,10,10,38,Grunewald
2017-11-13,11,1,7,8,32,Grunewald
2017-11-14,13,3,13,18,24,Grunewald
2017-11-15,16,1,19,21,12,Grunewald
2017-11-16,23,2,20,24,8,Grunewald
2017-11-17,16,2,12,14,28,Grunewald
2017-11-18,11,5,17,24,35,Grunewald
2017-11-19,7,0,4,4,58,Grunewald
2017-11-20,9,0,7,7,47,Grunewald
2017-11-21,12,6,23,32,9,Grunewald
2017-11-22,14,2,14,16,24,Grunewald
2017-11-23,13,4,22,28,22,Grunewald
2017-11-24,12,1,15,17,28,Grunewald
2017-11-25,11,1,16,17,27,Grunewald
2017-11-26,14,0,9,9,34,Grunewald
2017-11-27,9,0,10,11,41,Grunewald
2017-11-28,5,0,10,11,41,Grunewald
2017-11-29,14,8,26,38,16,Grunewald
2017-11-30,21,9,23,36,9,Grunewald
2017-12-01,21,1,16,18,11,Grunewald
2017-12-02,18,0,10,10,17,Grunewald
2017-12-03,18,1,14,15,18,Grunewald
2017-12-04,10,0,7,8,47,Grunewald
2017-12-05,10,0,7,7,48,Grunewald
2017-12-06,14,0,8,8,52,Grunewald
2017-12-07,12,0,11,11,49,Grunewald
2017-12-08,9,0,7,7,49,Grunewald
2017-12-09,10,0,7,7,46,Grunewald
2017-12-10,9,0,9,9,49,Grunewald
2017-12-11,12,3,21,26,26,Grunewald
2017-12-12,7,0,11,11,38,Grunewald
2017-12-13,10,0,14,14,37,Grunewald
2017-12-14,5,0,9,9,50,Grunewald
2017-12-15,13,4,21,28,21,Grunewald
2017-12-16,19,0,14,14,29,Grunewald
2017-12-17,8,0,4,4,37,Grunewald
2017-12-18,12,14,30,52,7,Grunewald
2017-12-19,18,8,20,32,8,Grunewald
2017-12-20,16,10,27,43,3,Grunewald
2017-12-21,10,4,17,22,26,Grunewald
2017-12-22,11,0,5,5,52,Grunewald
2017-12-23,14,0,7,7,44,Grunewald
2017-12-24,12,0,5,4,53,Grunewald
2017-12-25,6,0,4,4,51,Grunewald
2017-12-26,9,0,8,9,39,Grunewald
2017-12-27,11,2,24,28,21,Grunewald
2017-12-28,13,4,12,18,32,Grunewald
2017-12-29,13,0,13,14,36,Grunewald
2017-12-30,9,0,11,11,42,Grunewald
2017-12-31,8,0,6,6,54,Grunewald
2018-01-01,7,0,7,7,63,Grunewald
2018-01-02,9,0,10,10,43,Grunewald
2018-01-03,6,0,7,7,56,Grunewald
2018-01-04,8,0,8,8,58,Grunewald
2018-01-05,7,1,9,11,56,Grunewald
2018-01-06,10,1,14,15,30,Grunewald
2018-01-07,6,0,9,10,41,Grunewald
2018-01-08,14,1,28,29,37,Grunewald
2018-01-09,22,0,23,23,36,Grunewald
2018-01-10,33,30,29,74,5,Grunewald
2018-01-11,28,36,21,76,2,Grunewald
2018-01-12,32,7,22,32,4,Grunewald
2018-01-13,24,0,9,10,38,Grunewald
2018-01-14,21,0,11,11,37,Grunewald
2018-01-15,22,1,16,17,28,Grunewald
2018-01-16,9,0,12,11,45,Grunewald
2018-01-17,9,0,10,10,53,Grunewald
2018-01-18,6,0,9,8,54,Grunewald
2018-01-19,11,0,9,9,46,Grunewald
2018-01-20,16,3,26,30,18,Grunewald
2018-01-21,21,2,21,24,17,Grunewald
2018-01-22,20,1,15,17,38,Grunewald
2018-01-23,24,6,22,31,17,Grunewald
2018-01-24,8,0,11,11,38,Grunewald
2018-01-25,7,1,17,19,35,Grunewald
2018-01-26,20,3,20,25,20,Grunewald
2018-01-27,23,0,10,10,31,Grunewald
2018-01-28,11,0,6,6,49,Grunewald
2018-01-29,8,0,5,6,54,Grunewald
2018-01-30,9,0,5,6,63,Grunewald
2018-01-31,9,0,16,17,33,Grunewald
2018-02-01,7,1,11,12,54,Grunewald
2018-02-02,11,1,16,18,34,Grunewald
2018-02-03,11,0,9,9,35,Grunewald
2018-02-04,12,1,13,14,31,Grunewald
2018-02-05,15,1,20,22,40,Grunewald
2018-02-06,16,4,31,38,35,Grunewald
