,date,PM10,NOx,NO_2,NOx
822,28.01.2012,96,13,37,56
823,29.01.2012,83,6,25,35
824,30.01.2012,48,6,23,32
825,31.01.2012,51,10,26,42
826,01.02.2012,51,19,37,66
827,02.02.2012,59,69,62,168
828,03.02.2012,37,136,81,288
829,04.02.2012,33,111,79,249
830,05.02.2012,48,50,46,122
831,06.02.2012,53,45,57,126
832,07.02.2012,38,31,51,98
833,08.02.2012,46,59,60,150
834,09.02.2012,30,36,45,100
835,10.02.2012,45,34,54,105
836,11.02.2012,48,43,61,127
837,12.02.2012,70,52,62,141
838,13.02.2012,43,122,75,261
839,14.02.2012,56,92,63,203
840,15.02.2012,21,38,39,98
841,16.02.2012,43,83,64,192
842,17.02.2012,30,70,58,164
843,18.02.2012,35,33,40,90
844,19.02.2012,17,22,29,64
845,20.02.2012,40,82,68,192
846,21.02.2012,26,65,58,157
847,22.02.2012,55,66,60,160
848,23.02.2012,31,55,49,133
849,24.02.2012,22,59,43,133
850,25.02.2012,20,23,27,63
851,26.02.2012,14,22,37,71
852,27.02.2012,40,124,83,272
853,28.02.2012,27,68,48,152
854,29.02.2012,37,92,53,194
855,01.03.2012,34,99,55,207
856,02.03.2012,42,102,77,233
857,03.03.2012,18,9,28,42
858,04.03.2012,20,2,12,16
859,05.03.2012,26,7,21,32
860,06.03.2012,23,14,30,52
861,07.03.2012,40,19,42,71
862,08.03.2012,35,89,69,206
863,09.03.2012,41,95,76,222
864,10.03.2012,38,33,42,93
865,11.03.2012,20,22,31,65
866,12.03.2012,26,67,54,157
867,13.03.2012,26,70,58,165
868,14.03.2012,24,75,64,179
869,15.03.2012,55,115,72,247
870,16.03.2012,66,166,91,345
871,17.03.2012,70,58,76,165
872,18.03.2012,60,29,46,90
873,19.03.2012,22,58,59,148
874,20.03.2012,38,70,69,177
875,21.03.2012,41,94,75,219
876,22.03.2012,36,95,88,234
877,23.03.2012,38,118,87,268
878,24.03.2012,35,62,66,160
879,25.03.2012,26,29,37,81
880,26.03.2012,37,104,83,242
881,27.03.2012,54,75,73,187
882,28.03.2012,47,60,65,156
883,29.03.2012,26,46,44,114
884,30.03.2012,29,54,48,131
885,31.03.2012,12,22,28,62
886,01.04.2012,17,21,28,60
887,02.04.2012,24,60,61,153
888,03.04.2012,28,19,41,70
889,04.04.2012,37,27,38,80
890,05.04.2012,29,43,47,113
891,06.04.2012,36,50,51,127
892,07.04.2012,17,30,36,81
893,08.04.2012,13,28,41,84
894,09.04.2012,19,12,26,45
895,10.04.2012,23,32,44,92
896,11.04.2012,28,68,72,177
897,12.04.2012,21,42,54,117
898,13.04.2012,31,92,71,212
899,14.04.2012,23,32,38,86
900,15.04.2012,14,5,19,27
901,16.04.2012,18,42,52,115
902,17.04.2012,28,65,67,166
903,18.04.2012,28,15,37,60
904,19.04.2012,37,40,58,119
905,20.04.2012,44,78,87,206
906,21.04.2012,19,26,46,86
907,22.04.2012,13,19,41,70
908,23.04.2012,23,71,60,168
909,24.04.2012,20,31,52,99
910,25.04.2012,28,62,66,161
911,26.04.2012,25,40,62,123
912,27.04.2012,30,64,82,180
913,28.04.2012,31,15,43,67
914,29.04.2012,40,17,35,62
915,30.04.2012,33,35,48,102
916,01.05.2012,29,3,18,23
917,02.05.2012,31,10,33,48
918,03.05.2012,41,92,74,216
919,04.05.2012,34,62,73,168
920,05.05.2012,22,28,40,82
921,06.05.2012,10,8,23,36
922,07.05.2012,26,45,54,122
923,08.05.2012,22,15,32,55
924,09.05.2012,27,44,58,126
925,10.05.2012,25,58,58,146
926,11.05.2012,30,59,63,154
927,12.05.2012,24,25,35,74
928,13.05.2012,21,34,44,96
929,14.05.2012,22,45,55,124
930,15.05.2012,22,28,46,88
931,16.05.2012,21,61,60,152
932,17.05.2012,18,27,39,80
933,18.05.2012,19,12,27,46
934,19.05.2012,23,7,26,37
935,20.05.2012,21,2,15,17
936,21.05.2012,28,5,21,29
937,22.05.2012,33,9,35,49
938,23.05.2012,43,20,43,74
939,24.05.2012,25,10,27,42
940,25.05.2012,24,15,34,56
941,26.05.2012,20,6,22,31
942,27.05.2012,22,6,25,34
943,28.05.2012,17,17,41,68
944,29.05.2012,32,49,63,139
945,30.05.2012,27,55,58,142
946,31.05.2012,32,79,75,196
947,01.06.2012,22,50,50,127
948,02.06.2012,19,29,41,86
949,03.06.2012,18,25,41,79
950,04.06.2012,25,74,55,168
951,05.06.2012,25,64,60,158
952,06.06.2012,22,33,40,91
953,07.06.2012,27,53,52,134
954,08.06.2012,27,52,57,137
955,09.06.2012,23,28,50,93
956,10.06.2012,20,24,50,88
957,11.06.2012,25,47,59,131
958,12.06.2012,25,42,61,125
959,13.06.2012,30,64,62,160
960,14.06.2012,31,71,70,179
961,15.06.2012,24,23,42,76
962,16.06.2012,27,36,53,108
963,17.06.2012,17,24,42,79
964,18.06.2012,29,15,36,60
965,19.06.2012,16,40,49,111
966,20.06.2012,15,9,26,41
967,21.06.2012,17,24,36,73
968,22.06.2012,28,59,60,151
969,23.06.2012,20,30,46,92
970,24.06.2012,22,14,28,49
971,25.06.2012,12,40,39,100
972,26.06.2012,20,47,49,120
973,27.06.2012,32,76,71,186
974,28.06.2012,29,65,48,147
975,29.06.2012,35,26,51,90
976,30.06.2012,46,23,43,79
977,01.07.2012,27,17,33,59
978,02.07.2012,25,43,49,115
979,03.07.2012,24,40,45,105
980,04.07.2012,27,28,42,85
981,05.07.2012,30,13,32,53
982,06.07.2012,29,31,54,100
983,07.07.2012,25,34,55,107
984,08.07.2012,17,10,23,38
985,09.07.2012,21,46,52,122
986,10.07.2012,26,59,66,155
987,11.07.2012,28,65,63,163
988,12.07.2012,17,67,52,154
989,13.07.2012,15,36,35,89
990,14.07.2012,13,26,33,73
991,15.07.2012,12,24,31,68
992,16.07.2012,21,53,53,134
993,17.07.2012,17,56,46,131
994,18.07.2012,24,77,53,171
995,19.07.2012,20,49,44,119
996,20.07.2012,20,47,47,118
997,21.07.2012,18,36,44,100
998,22.07.2012,17,30,38,84
999,23.07.2012,26,62,58,153
1000,24.07.2012,24,9,30,44
1001,25.07.2012,39,19,55,84
1002,26.07.2012,54,52,80,159
1003,27.07.2012,40,21,55,88
1004,28.07.2012,34,17,46,72
1005,29.07.2012,23,22,40,74
1006,30.07.2012,27,50,56,132
1007,31.07.2012,31,65,71,171
1008,01.08.2012,24,20,39,69
1009,02.08.2012,39,27,60,102
1010,03.08.2012,32,59,61,151
1011,04.08.2012,25,22,48,82
1012,05.08.2012,30,21,42,75
1013,06.08.2012,28,48,55,127
1014,07.08.2012,22,54,53,136
1015,08.08.2012,23,62,60,155
1016,09.08.2012,22,73,59,170
1017,10.08.2012,21,76,60,176
1018,11.08.2012,13,20,36,67
1019,12.08.2012,11,7,20,30
1020,13.08.2012,16,16,32,56
1021,14.08.2012,22,35,41,95
1022,15.08.2012,21,31,40,88
1023,16.08.2012,28,56,56,141
1024,17.08.2012,32,69,60,166
1025,18.08.2012,25,10,29,44
1026,19.08.2012,29,22,56,89
1027,20.08.2012,40,47,80,151
1028,21.08.2012,31,42,57,120
1029,22.08.2012,26,54,70,153
1030,23.08.2012,30,80,81,202
1031,24.08.2012,36,39,58,117
1032,25.08.2012,30,27,45,86
1033,26.08.2012,15,16,26,51
1034,27.08.2012,23,67,61,163
1035,28.08.2012,22,30,50,96
1036,29.08.2012,31,73,65,177
1037,30.08.2012,32,55,68,153
1038,31.08.2012,33,92,72,212
1039,01.09.2012,19,43,51,117
1040,02.09.2012,21,35,47,101
1041,03.09.2012,35,100,85,239
1042,04.09.2012,34,117,81,260
1043,05.09.2012,31,86,71,202
1044,06.09.2012,29,64,61,159
1045,07.09.2012,33,64,62,160
1046,08.09.2012,16,54,49,131
1047,09.09.2012,16,18,19,46
1048,10.09.2012,30,67,83,186
1049,11.09.2012,35,54,70,152
1050,12.09.2012,22,81,69,194
1051,13.09.2012,26,97,78,226
1052,14.09.2012,24,51,52,130
1053,15.09.2012,18,37,40,96
1054,16.09.2012,18,20,37,68
1055,17.09.2012,33,88,78,212
1056,18.09.2012,36,85,71,201
1057,19.09.2012,21,83,60,188
1058,20.09.2012,23,91,64,204
1059,21.09.2012,22,55,53,138
1060,22.09.2012,20,34,41,92
1061,23.09.2012,13,30,43,89
1062,24.09.2012,16,7,22,33
1063,25.09.2012,20,48,56,129
1064,26.09.2012,22,45,59,128
1065,27.09.2012,16,71,59,167
1066,28.09.2012,20,74,64,176
1067,29.09.2012,19,35,46,99
1068,30.09.2012,21,34,44,97
1069,01.10.2012,30,84,67,195
1070,02.10.2012,34,86,71,203
1071,03.10.2012,19,18,34,61
1072,04.10.2012,15,38,42,101
1073,05.10.2012,15,42,39,104
1074,06.10.2012,15,35,43,97
1075,07.10.2012,16,30,36,82
1076,08.10.2012,26,81,62,185
1077,09.10.2012,28,79,58,179
1078,10.10.2012,24,104,67,226
1079,11.10.2012,23,90,62,200
1080,12.10.2012,23,19,31,60
1081,13.10.2012,21,36,44,99
1082,14.10.2012,16,21,36,69
1083,15.10.2012,24,74,51,163
1084,16.10.2012,23,81,54,178
1085,17.10.2012,25,64,51,148
1086,18.10.2012,24,54,53,137
1087,19.10.2012,33,49,49,124
1088,20.10.2012,51,142,65,282
1089,21.10.2012,49,72,40,150
1090,22.10.2012,22,11,24,41
1091,23.10.2012,30,34,38,90
1092,24.10.2012,39,87,55,189
1093,25.10.2012,23,88,60,195
1094,26.10.2012,16,50,53,130
1095,27.10.2012,15,22,38,71
1096,28.10.2012,19,100,63,215
1097,29.10.2012,32,133,64,266
1098,30.10.2012,24,112,58,229
1099,31.10.2012,24,48,42,114
1100,01.11.2012,23,29,38,82
1101,02.11.2012,18,62,54,149
1102,03.11.2012,11,35,42,94
1103,04.11.2012,10,19,30,59
1104,05.11.2012,19,79,56,177
1105,06.11.2012,21,73,54,166
1106,07.11.2012,15,64,54,152
1107,08.11.2012,29,61,48,142
1108,09.11.2012,32,96,64,211
1109,10.11.2012,22,27,37,78
1110,11.11.2012,24,47,48,120
1111,12.11.2012,35,138,77,288
1112,13.11.2012,36,134,73,277
1113,14.11.2012,37,55,51,135
1114,15.11.2012,53,79,50,171
1115,16.11.2012,39,39,34,93
1116,17.11.2012,45,25,30,69
1117,18.11.2012,31,64,40,137
1118,19.11.2012,23,41,36,99
1119,20.11.2012,49,44,34,101
1120,21.11.2012,48,21,31,63
1121,22.11.2012,40,127,66,260
1122,23.11.2012,29,86,50,182
1123,24.11.2012,26,54,42,124
1124,25.11.2012,28,21,35,67
1125,26.11.2012,22,68,55,160
1126,27.11.2012,42,165,68,320
1127,28.11.2012,24,107,70,233
1128,29.11.2012,14,48,37,110
1129,30.11.2012,18,126,54,247
1130,01.12.2012,21,66,50,152
1131,02.12.2012,28,51,43,121
1132,03.12.2012,32,87,58,190
1133,04.12.2012,25,65,50,150
1134,05.12.2012,30,101,65,220
1135,06.12.2012,27,110,66,235
1136,07.12.2012,28,76,57,173
1137,08.12.2012,45,111,68,238
1138,09.12.2012,28,28,40,83
1139,10.12.2012,38,34,41,94
1140,11.12.2012,27,81,60,184
1141,12.12.2012,31,114,69,243
1142,13.12.2012,35,41,47,110
1143,14.12.2012,36,18,39,67
1144,15.12.2012,35,72,63,174
1145,16.12.2012,19,58,58,146
1146,17.12.2012,22,103,60,218
1147,18.12.2012,34,73,45,156
1148,19.12.2012,54,88,43,178
1149,20.12.2012,47,17,26,52
1150,21.12.2012,63,11,23,40
1151,22.12.2012,60,5,20,29
1152,23.12.2012,71,25,37,76
1153,24.12.2012,14,48,52,125
1154,25.12.2012,17,18,28,56
1155,26.12.2012,10,23,30,64
1156,27.12.2012,32,56,52,137
1157,28.12.2012,37,73,63,175
1158,29.12.2012,23,29,38,82
1159,30.12.2012,17,18,30,57
1160,31.12.2012,36,20,30,61
1161,01.01.2013,114,21,27,60
1162,02.01.2013,18,33,36,86
1163,03.01.2013,15,58,42,131
1164,04.01.2013,23,51,43,121
1165,05.01.2013,14,40,50,110
1166,06.01.2013,11,31,38,85
1167,07.01.2013,21,21,29,62
1168,08.01.2013,23,113,53,225
1169,09.01.2013,15,98,51,201
1170,10.01.2013,14,61,55,148
1171,11.01.2013,14,82,56,182
1172,12.01.2013,13,52,47,127
1173,13.01.2013,25,8,21,33
1174,14.01.2013,61,21,33,64
1175,15.01.2013,58,56,44,129
1176,16.01.2013,66,41,46,109
1177,17.01.2013,38,24,41,77
1178,18.01.2013,19,12,22,41
1179,19.01.2013,25,8,21,34
1180,20.01.2013,27,7,19,29
1181,21.01.2013,21,13,27,48
1182,22.01.2013,23,21,37,69
1183,23.01.2013,51,71,58,167
1184,24.01.2013,61,76,62,178
1185,25.01.2013,68,129,85,282
1186,26.01.2013,59,18,43,70
1187,27.01.2013,40,27,42,83
1188,28.01.2013,34,118,72,252
1189,29.01.2013,15,56,52,137
1190,30.01.2013,12,51,48,126
1191,31.01.2013,24,43,42,107
1192,01.02.2013,38,63,57,154
1193,02.02.2013,13,36,46,101
1194,03.02.2013,25,30,40,86
1195,04.02.2013,19,68,61,165
1196,05.02.2013,20,44,50,117
1197,06.02.2013,26,90,73,211
1198,07.02.2013,33,106,72,234
1199,08.02.2013,27,134,77,283
1200,09.02.2013,24,79,70,190
1201,10.02.2013,14,12,27,46
1202,11.02.2013,39,13,30,51
1203,12.02.2013,52,20,40,71
1204,13.02.2013,52,78,70,189
1205,14.02.2013,47,66,48,149
1206,15.02.2013,68,33,42,92
1207,16.02.2013,95,36,48,103
1208,17.02.2013,52,7,21,32
1209,18.02.2013,71,88,62,197
1210,19.02.2013,20,65,53,152
1211,20.02.2013,16,43,54,120
1212,21.02.2013,17,22,43,76
1213,22.02.2013,43,13,34,54
1214,23.02.2013,33,5,24,32
1215,24.02.2013,37,9,28,41
1216,25.02.2013,56,20,35,66
1217,26.02.2013,42,22,34,68
1218,27.02.2013,35,51,56,134
1219,28.02.2013,72,100,73,226
1220,01.03.2013,47,87,72,206
1221,02.03.2013,46,55,62,146
1222,03.03.2013,31,36,49,104
1223,04.03.2013,49,99,78,229
1224,05.03.2013,44,34,59,111
1225,06.03.2013,60,59,78,167
1226,07.03.2013,63,12,38,56
1227,08.03.2013,23,7,17,27
1228,09.03.2013,28,4,13,19
1229,10.03.2013,25,5,19,27
1230,11.03.2013,29,24,46,82
1231,12.03.2013,22,22,48,81
1232,13.03.2013,44,67,86,188
1233,14.03.2013,68,121,104,289
1234,15.03.2013,47,95,98,243
1235,16.03.2013,33,28,49,92
1236,17.03.2013,32,2,11,14
1237,18.03.2013,43,7,24,34
1238,19.03.2013,38,86,87,219
1239,20.03.2013,26,70,72,179
1240,21.03.2013,42,74,79,192
1241,22.03.2013,23,17,38,63
1242,23.03.2013,22,5,16,24
1243,24.03.2013,24,4,21,26
1244,25.03.2013,33,9,28,42
1245,26.03.2013,26,11,36,53
1246,27.03.2013,29,9,28,42
1247,28.03.2013,36,6,22,30
1248,29.03.2013,56,24,50,86
1249,30.03.2013,56,48,71,145
1250,31.03.2013,26,9,30,44
1251,01.04.2013,28,15,43,65
1252,02.04.2013,36,36,54,110
1253,03.04.2013,32,11,42,60
1254,04.04.2013,40,19,49,77
1255,05.04.2013,38,28,51,94
1256,06.04.2013,30,29,54,99
1257,07.04.2013,39,77,82,199
1258,08.04.2013,47,61,62,156
1259,09.04.2013,41,5,20,27
1260,10.04.2013,68,7,23,34
1261,11.04.2013,46,70,62,169
1262,12.04.2013,39,100,73,225
1263,13.04.2013,24,31,47,95
1264,14.04.2013,26,17,40,66
1265,15.04.2013,26,14,36,58
1266,16.04.2013,59,91,84,224
1267,17.04.2013,54,82,86,211
1268,18.04.2013,43,46,63,133
1269,19.04.2013,49,71,77,186
1270,20.04.2013,27,18,33,60
1271,21.04.2013,20,2,12,15
1272,22.04.2013,47,74,79,192
1273,23.04.2013,49,54,62,144
1274,24.04.2013,57,76,78,194
1275,25.04.2013,45,69,71,176
1276,26.04.2013,51,54,74,156
1277,27.04.2013,13,17,31,57
1278,28.04.2013,17,21,36,68
1279,29.04.2013,32,65,64,164
1280,30.04.2013,36,88,83,218
1281,01.05.2013,21,3,18,23
1282,02.05.2013,32,14,43,65
1283,03.05.2013,24,26,50,90
1284,04.05.2013,31,50,71,148
1285,05.05.2013,28,20,49,79
1286,06.05.2013,31,10,30,46
1287,07.05.2013,42,12,35,53
1288,08.05.2013,46,50,58,135
1289,09.05.2013,26,27,42,83
1290,10.05.2013,30,72,63,173
1291,11.05.2013,29,44,53,119
1292,12.05.2013,19,30,41,87
1293,13.05.2013,25,59,50,140
1294,14.05.2013,25,58,58,147
1295,15.05.2013,21,5,16,24
1296,16.05.2013,30,6,23,32
1297,17.05.2013,28,5,18,25
1298,18.05.2013,32,24,32,69
1299,19.05.2013,20,16,31,56
1300,20.05.2013,14,13,26,47
1301,21.05.2013,21,53,57,138
1302,22.05.2013,18,59,52,141
1303,23.05.2013,27,46,46,117
1304,24.05.2013,28,59,58,149
1305,25.05.2013,17,39,48,107
1306,26.05.2013,9,19,29,58
1307,27.05.2013,21,49,50,125
1308,28.05.2013,27,64,61,159
1309,29.05.2013,22,35,57,111
1310,30.05.2013,32,60,64,156
1311,31.05.2013,28,25,47,86
1312,01.06.2013,32,22,37,71
1313,02.06.2013,17,18,29,56
1314,03.06.2013,26,45,50,119
1315,04.06.2013,22,49,45,120
1316,05.06.2013,19,35,40,93
1317,06.06.2013,21,32,45,94
1318,07.06.2013,26,38,60,119
1319,08.06.2013,28,32,68,117
1320,09.06.2013,23,9,31,44
1321,10.06.2013,19,31,42,89
1322,11.06.2013,23,75,74,190
1323,12.06.2013,33,43,65,130
1324,13.06.2013,30,39,53,112
1325,14.06.2013,26,63,62,158
1326,15.06.2013,24,18,36,63
1327,16.06.2013,21,21,38,70
1328,17.06.2013,23,20,40,71
1329,18.06.2013,32,15,42,64
1330,19.06.2013,39,5,20,28
1331,20.06.2013,38,8,32,44
1332,21.06.2013,23,32,43,92
1333,22.06.2013,20,22,39,72
1334,23.06.2013,17,19,32,61
1335,24.06.2013,26,70,61,169
1336,25.06.2013,18,59,47,137
1337,26.06.2013,20,46,41,112
1338,27.06.2013,23,64,58,156
1339,28.06.2013,26,55,61,145
1340,29.06.2013,21,23,34,70
1341,30.06.2013,25,23,29,63
1342,01.07.2013,30,55,57,140
1343,02.07.2013,28,56,63,148
1344,03.07.2013,27,13,37,56
1345,04.07.2013,30,64,61,158
1346,05.07.2013,32,74,63,175
1347,06.07.2013,20,20,36,67
1348,07.07.2013,16,8,25,38
1349,08.07.2013,29,34,58,110
1350,09.07.2013,33,50,75,151
1351,10.07.2013,30,55,57,141
1352,11.07.2013,20,48,49,123
1353,12.07.2013,26,58,56,145
1354,13.07.2013,24,28,45,88
1355,14.07.2013,22,21,31,63
1356,15.07.2013,24,58,59,147
1357,16.07.2013,29,63,72,169
1358,17.07.2013,27,60,63,155
1359,18.07.2013,25,52,63,142
1360,19.07.2013,30,49,53,128
1361,20.07.2013,19,15,29,51
1362,21.07.2013,16,22,51,85
1363,22.07.2013,30,66,78,179
1364,23.07.2013,22,6,23,32
1365,24.07.2013,18,8,26,39
1366,25.07.2013,34,37,77,134
1367,26.07.2013,45,39,88,148
1368,27.07.2013,34,13,41,61
1369,28.07.2013,31,10,38,54
1370,29.07.2013,32,65,68,168
1371,30.07.2013,28,59,65,156
1372,31.07.2013,23,50,55,131
1373,01.08.2013,24,58,59,148
1374,02.08.2013,24,12,34,53
1375,03.08.2013,35,23,63,98
1376,04.08.2013,19,10,29,44
1377,05.08.2013,24,14,36,57
1378,06.08.2013,39,29,61,106
1379,07.08.2013,24,21,37,69
1380,08.08.2013,31,60,64,156
1381,09.08.2013,30,77,70,188
1382,10.08.2013,30,43,60,125
1383,11.08.2013,21,26,39,79
1384,12.08.2013,28,69,66,171
1385,13.08.2013,23,62,55,150
1386,14.08.2013,18,68,57,161
1387,15.08.2013,26,66,67,168
1388,16.08.2013,32,46,67,137
1389,17.08.2013,36,28,71,114
1390,18.08.2013,30,18,36,63
1391,19.08.2013,21,60,49,141
1392,20.08.2013,22,76,61,178
1393,21.08.2013,29,103,81,238
1394,22.08.2013,26,52,54,134
1395,23.08.2013,23,11,28,46
1396,24.08.2013,17,5,17,25
1397,25.08.2013,19,4,15,20
1398,26.08.2013,17,12,29,47
1399,27.08.2013,26,21,43,75
1400,28.08.2013,32,70,76,184
1401,29.08.2013,34,111,95,264
1402,30.08.2013,46,89,107,244
1403,31.08.2013,36,39,60,120
1404,01.09.2013,22,26,34,74
1405,02.09.2013,22,52,40,119
1406,03.09.2013,15,91,52,192
1407,04.09.2013,22,97,59,207
1408,05.09.2013,17,13,21,41
1409,06.09.2013,22,4,19,25
1410,07.09.2013,20,2,15,18
1411,08.09.2013,24,5,23,31
1412,09.09.2013,24,76,64,179
1413,10.09.2013,19,55,49,133
1414,11.09.2013,15,37,40,96
1415,12.09.2013,25,73,52,164
1416,13.09.2013,27,92,66,207
1417,14.09.2013,24,41,53,117
1418,15.09.2013,16,32,42,92
1419,16.09.2013,22,70,61,168
1420,17.09.2013,26,87,64,198
1421,18.09.2013,15,63,46,142
1422,19.09.2013,33,89,67,202
1423,20.09.2013,26,105,60,221
1424,21.09.2013,23,58,54,142
1425,22.09.2013,24,36,48,104
1426,23.09.2013,22,58,41,129
1427,24.09.2013,20,100,63,215
1428,25.09.2013,14,27,28,69
1429,26.09.2013,16,58,48,137
1430,27.09.2013,42,121,70,255
1431,28.09.2013,27,58,50,139
1432,29.09.2013,11,7,17,28
1433,30.09.2013,19,16,25,49
1434,01.10.2013,21,28,38,80
1435,02.10.2013,22,33,35,86
1436,03.10.2013,25,2,14,18
1437,04.10.2013,25,9,27,41
1438,05.10.2013,27,28,42,85
1439,06.10.2013,34,63,48,145
1440,07.10.2013,35,115,69,244
1441,08.10.2013,36,85,60,190
1442,09.10.2013,41,90,57,194
1443,10.10.2013,23,102,61,217
1444,11.10.2013,42,17,31,58
1445,12.10.2013,45,13,25,45
1446,13.10.2013,22,48,39,112
1447,14.10.2013,21,29,36,81
1448,15.10.2013,24,63,59,155
1449,16.10.2013,29,122,76,262
1450,17.10.2013,26,64,44,143
1451,18.10.2013,19,64,60,157
1452,19.10.2013,19,14,29,50
1453,20.10.2013,24,39,40,100
1454,21.10.2013,23,84,62,191
1455,22.10.2013,24,42,41,106
1456,23.10.2013,27,52,49,128
1457,24.10.2013,32,123,74,263
1458,25.10.2013,32,81,46,170
1459,26.10.2013,24,47,41,113
1460,27.10.2013,15,12,22,40
1461,28.10.2013,15,32,37,86
1462,29.10.2013,19,61,54,148
1463,30.10.2013,27,106,68,230
1464,31.10.2013,31,88,65,199
1465,01.11.2013,32,87,57,190
1466,02.11.2013,,,,
1467,03.11.2013,,,,
1468,04.11.2013,13,41,42,105
1469,05.11.2013,20,83,61,188
1470,06.11.2013,21,75,59,173
1471,07.11.2013,17,81,59,182
1472,08.11.2013,23,107,72,234
1473,09.11.2013,16,30,40,86
1474,10.11.2013,14,36,46,101
1475,11.11.2013,26,135,69,275
1476,12.11.2013,31,93,56,198
1477,13.11.2013,33,114,74,248
1478,14.11.2013,34,99,61,212
1479,15.11.2013,37,59,52,142
1480,16.11.2013,44,85,53,183
1481,17.11.2013,30,51,39,117
1482,18.11.2013,32,64,40,138
1483,19.11.2013,35,84,48,176
1484,20.11.2013,20,93,58,200
1485,21.11.2013,17,60,51,142
1486,22.11.2013,19,32,33,82
1487,23.11.2013,19,24,29,66
1488,24.11.2013,14,36,43,97
1489,25.11.2013,22,87,67,200
1490,26.11.2013,25,136,83,291
1491,27.11.2013,32,115,63,238
1492,28.11.2013,26,73,60,171
1493,29.11.2013,30,85,61,190
1494,30.11.2013,12,57,51,138
1495,01.12.2013,20,31,36,83
1496,02.12.2013,40,182,77,355
1497,03.12.2013,37,151,58,289
1498,04.12.2013,35,132,60,262
1499,05.12.2013,19,54,44,127
1500,06.12.2013,13,39,33,92
1501,07.12.2013,16,38,41,99
1502,08.12.2013,15,30,39,85
1503,09.12.2013,14,83,56,182
1504,10.12.2013,25,143,67,285
1505,11.12.2013,41,126,66,259
1506,12.12.2013,27,105,53,213
1507,13.12.2013,31,157,61,302
1508,14.12.2013,30,71,53,161
1509,15.12.2013,23,36,41,95
1510,16.12.2013,37,97,65,213
1511,17.12.2013,50,140,75,289
1512,18.12.2013,48,93,58,201
1513,19.12.2013,34,66,54,155
1514,20.12.2013,41,132,63,265
1515,21.12.2013,21,26,36,75
1516,22.12.2013,15,17,28,54
1517,23.12.2013,20,55,52,136
1518,24.12.2013,13,16,25,50
1519,25.12.2013,22,42,39,103
1520,26.12.2013,29,28,34,76
1521,27.12.2013,18,32,34,83
1522,28.12.2013,12,42,42,106
1523,29.12.2013,12,26,36,77
1524,30.12.2013,21,59,48,138
1525,31.12.2013,60,26,37,76
1526,01.01.2014,135,30,33,78
1527,02.01.2014,27,30,37,83
1528,03.01.2014,14,46,45,116
1529,04.01.2014,16,17,33,58
1530,05.01.2014,20,39,44,103
1531,06.01.2014,19,54,53,136
1532,07.01.2014,22,67,54,156
1533,08.01.2014,26,71,58,166
1534,09.01.2014,21,63,47,143
1535,10.01.2014,17,45,44,113
1536,11.01.2014,19,29,39,83
1537,12.01.2014,18,24,32,69
1538,13.01.2014,27,65,52,151
1539,14.01.2014,32,57,40,127
1540,15.01.2014,36,38,39,97
1541,16.01.2014,26,14,27,49
1542,17.01.2014,31,123,63,251
1543,18.01.2014,26,23,29,65
1544,19.01.2014,40,5,15,23
1545,20.01.2014,27,21,24,55
1546,21.01.2014,29,36,37,91
1547,22.01.2014,44,24,32,69
1548,23.01.2014,46,11,27,44
1549,24.01.2014,61,19,37,67
1550,25.01.2014,50,9,30,45
1551,26.01.2014,53,5,18,27
1552,27.01.2014,74,14,34,56
1553,28.01.2014,74,19,32,61
1554,29.01.2014,42,7,20,30
1555,30.01.2014,55,7,25,36
1556,31.01.2014,61,44,47,115
1557,01.02.2014,41,26,45,86
1558,02.02.2014,50,41,46,109
1559,03.02.2014,34,14,25,46
1560,04.02.2014,52,50,55,131
1561,05.02.2014,45,30,44,91
1562,06.02.2014,43,71,58,166
1563,07.02.2014,31,33,39,89
1564,08.02.2014,17,18,35,62
1565,09.02.2014,14,14,31,52
1566,10.02.2014,22,35,40,94
1567,11.02.2014,37,65,51,150
1568,12.02.2014,38,84,65,194
1569,13.02.2014,28,36,44,100
1570,14.02.2014,37,66,58,159
1571,15.02.2014,18,20,30,60
1572,16.02.2014,16,20,29,60
1573,17.02.2014,35,95,68,214
1574,18.02.2014,42,91,64,202
1575,19.02.2014,47,107,66,230
1576,20.02.2014,43,80,57,179
1577,21.02.2014,29,64,52,150
1578,22.02.2014,24,33,49,99
1579,23.02.2014,22,29,47,91
1580,24.02.2014,29,24,42,79
1581,25.02.2014,44,36,45,100
1582,26.02.2014,61,113,74,246
1583,27.02.2014,64,94,65,209
1584,28.02.2014,56,73,53,164
1585,01.03.2014,44,34,34,86
1586,02.03.2014,52,46,51,120
1587,03.03.2014,46,6,23,32
1588,04.03.2014,56,22,34,68
1589,05.03.2014,80,122,63,249
1590,06.03.2014,82,120,63,246
1591,07.03.2014,50,59,54,144
1592,08.03.2014,50,42,51,116
1593,09.03.2014,41,16,38,62
1594,10.03.2014,70,117,86,265
1595,11.03.2014,51,56,55,141
1596,12.03.2014,30,66,63,165
1597,13.03.2014,57,137,107,317
1598,14.03.2014,69,106,93,256
1599,15.03.2014,32,20,26,57
1600,16.03.2014,10,13,18,37
1601,17.03.2014,24,42,41,106
1602,18.03.2014,36,65,54,154
1603,19.03.2014,27,59,54,143
1604,20.03.2014,35,51,58,136
1605,21.03.2014,26,38,46,103
1606,22.03.2014,20,34,43,94
1607,23.03.2014,22,42,53,116
1608,24.03.2014,27,80,69,192
