,Feinstaub (PM10)µg/m³,Stickstoffmonoxidµg/m³,Stickstoffdioxidµg/m³,Stickoxideµg/m³,Ozonµg/m³,Benzolµg/m³,Toluolµg/m³,Ortschaft
2016-02-08,11,2,21,23,52,0.8,1.0,Neukölln
2016-02-09,10,1,18,20,60,0.6,0.9,Neukölln
2016-02-10,11,3,26,31,48,0.9,1.7,Neukölln
2016-02-11,11,4,30,36,41,0.9,1.7,Neukölln
2016-02-12,22,14,46,68,16,1.4,2.4,Neukölln
2016-02-13,35,5,27,34,30,2.1,1.6,Neukölln
2016-02-14,51,2,17,21,29,2.4,1.5,Neukölln
2016-02-15,25,9,24,37,22,1.9,2.2,Neukölln
2016-02-16,15,5,31,38,37,1.2,2.1,Neukölln
2016-02-17,22,4,21,27,33,1.6,1.3,Neukölln
2016-02-18,27,15,34,57,11,1.9,2.3,Neukölln
2016-02-19,28,22,39,73,16,1.7,2.8,Neukölln
2016-02-20,20,3,25,30,30,1.1,1.5,Neukölln
2016-02-21,5,2,15,18,49,0.8,1.4,Neukölln
2016-02-22,5,3,21,26,53,0.8,1.5,Neukölln
2016-02-23,13,5,27,34,45,1.0,1.8,Neukölln
2016-02-24,13,5,29,37,46,1.0,1.9,Neukölln
2016-02-25,16,11,44,61,23,1.2,2.6,Neukölln
2016-02-26,18,11,41,58,31,1.2,2.2,Neukölln
2016-02-27,24,13,31,51,36,1.6,1.8,Neukölln
2016-02-28,40,4,25,30,40,2.1,1.8,Neukölln
2016-02-29,29,5,26,34,44,1.6,1.9,Neukölln
2016-03-01,30,6,29,38,41,1.4,1.9,Neukölln
2016-03-02,22,4,33,39,34,1.2,1.6,Neukölln
2016-03-03,24,20,49,80,18,1.4,2.5,Neukölln
2016-03-04,25,18,42,70,30,1.1,1.9,Neukölln
2016-03-05,46,3,25,29,36,2.0,1.4,Neukölln
2016-03-06,42,6,30,39,16,2.4,2.3,Neukölln
2016-03-07,30,18,44,71,23,1.5,2.7,Neukölln
2016-03-08,46,65,63,163,19,2.5,5.0,Neukölln
2016-03-09,45,18,37,65,36,1.3,1.7,Neukölln
2016-03-10,41,5,25,33,36,1.8,1.8,Neukölln
2016-03-11,30,3,20,25,40,1.4,1.7,Neukölln
2016-03-12,22,2,17,20,64,1.0,1.2,Neukölln
2016-03-13,23,1,17,20,62,0.9,1.1,Neukölln
2016-03-14,33,6,31,40,45,1.1,1.6,Neukölln
2016-03-15,22,4,22,28,47,1.0,1.5,Neukölln
2016-03-16,30,3,26,31,43,1.3,1.2,Neukölln
2016-03-17,40,21,62,94,27,1.8,3.3,Neukölln
2016-03-18,23,4,29,36,34,0.9,1.9,Neukölln
2016-03-19,23,3,20,25,46,0.7,1.1,Neukölln
2016-03-20,14,2,19,22,57,0.7,1.0,Neukölln
2016-03-21,14,3,25,29,55,0.8,1.3,Neukölln
2016-03-22,12,4,30,36,51,0.9,1.6,Neukölln
2016-03-23,18,4,33,39,39,0.9,1.7,Neukölln
2016-03-24,30,10,39,54,25,1.1,2.0,Neukölln
2016-03-25,29,4,30,36,28,1.0,1.6,Neukölln
2016-03-26,22,2,22,25,50,0.9,1.2,Neukölln
2016-03-27,31,1,20,22,51,1.3,1.2,Neukölln
2016-03-28,12,1,20,23,57,0.7,1.0,Neukölln
2016-03-29,8,3,28,33,50,0.8,1.2,Neukölln
2016-03-30,14,5,37,44,32,0.8,1.5,Neukölln
2016-03-31,19,5,37,45,41,0.8,1.8,Neukölln
2016-04-01,15,5,31,37,54,0.9,1.6,Neukölln
2016-04-02,17,3,28,33,50,1.0,1.1,Neukölln
2016-04-03,29,5,33,40,51,1.4,1.8,Neukölln
2016-04-04,44,24,55,92,38,1.9,4.6,Neukölln
2016-04-05,50,30,47,93,49,1.9,6.0,Neukölln
2016-04-06,21,3,23,27,66,0.6,1.4,Neukölln
2016-04-07,16,2,27,31,63,0.7,1.5,Neukölln
2016-04-08,22,12,40,58,39,0.9,2.0,Neukölln
2016-04-09,29,9,29,43,53,1.1,3.4,Neukölln
2016-04-10,18,1,16,17,71,0.7,1.2,Neukölln
2016-04-11,28,4,27,33,45,0.9,1.6,Neukölln
2016-04-12,45,7,38,49,26,1.2,1.8,Neukölln
2016-04-13,44,14,30,51,45,1.2,2.4,Neukölln
2016-04-14,27,7,35,46,43,1.0,2.1,Neukölln
2016-04-15,26,11,40,57,29,1.0,2.0,Neukölln
2016-04-16,14,2,25,29,41,0.8,1.5,Neukölln
2016-04-17,10,1,19,21,62,0.6,1.2,Neukölln
2016-04-18,13,5,26,34,58,0.8,1.5,Neukölln
2016-04-19,18,3,16,20,70,0.6,1.1,Neukölln
2016-04-20,16,3,18,23,66,0.6,1.2,Neukölln
2016-04-21,23,7,29,39,57,0.8,2.0,Neukölln
2016-04-22,19,3,22,28,62,0.7,1.7,Neukölln
2016-04-23,15,2,16,20,64,0.6,1.1,Neukölln
2016-04-24,9,2,15,18,67,0.5,0.9,Neukölln
2016-04-25,12,3,18,23,63,0.6,1.2,Neukölln
2016-04-26,11,3,24,28,57,0.6,1.2,Neukölln
2016-04-27,11,3,19,24,58,0.5,0.9,Neukölln
2016-04-28,13,3,29,34,58,0.7,1.3,Neukölln
2016-04-29,17,5,38,45,55,0.7,1.6,Neukölln
2016-04-30,17,1,21,23,87,0.7,0.9,Neukölln
2016-05-01,26,1,17,18,98,0.8,1.2,Neukölln
2016-05-02,19,2,26,29,80,0.7,1.4,Neukölln
2016-05-03,27,8,38,51,55,0.9,2.7,Neukölln
2016-05-04,14,3,21,26,60,0.7,1.7,Neukölln
2016-05-05,14,1,16,17,83,0.5,1.3,Neukölln
2016-05-06,20,1,17,19,98,0.6,1.2,Neukölln
2016-05-07,23,1,13,14,106,0.5,0.9,Neukölln
2016-05-08,22,1,14,15,102,0.5,0.8,Neukölln
2016-05-09,28,1,17,18,97,0.5,1.0,Neukölln
2016-05-10,28,1,14,16,103,0.5,0.8,Neukölln
2016-05-11,28,1,18,20,110,0.5,1.0,Neukölln
2016-05-12,31,1,16,18,100,0.5,1.0,Neukölln
2016-05-13,22,2,15,17,88,0.5,1.3,Neukölln
2016-05-14,21,1,15,16,77,0.5,1.1,Neukölln
2016-05-15,11,2,10,13,68,0.4,0.9,Neukölln
2016-05-16,12,1,11,13,63,0.4,1.0,Neukölln
2016-05-17,11,2,24,28,64,0.6,2.1,Neukölln
2016-05-18,27,3,33,38,70,0.6,1.7,Neukölln
2016-05-19,31,3,35,41,79,0.5,1.8,Neukölln
2016-05-20,32,3,30,35,69,0.6,2.6,Neukölln
2016-05-21,25,3,27,32,60,0.6,2.1,Neukölln
2016-05-22,21,2,26,29,81,0.6,2.2,Neukölln
2016-05-23,34,3,29,33,87,0.6,2.2,Neukölln
2016-05-24,30,3,22,27,52,0.6,2.2,Neukölln
2016-05-25,26,4,23,30,37,0.6,2.1,Neukölln
2016-05-26,37,5,31,40,26,0.7,2.6,Neukölln
2016-05-27,32,10,38,54,43,0.9,3.5,Neukölln
2016-05-28,22,1,16,18,76,0.5,1.6,Neukölln
2016-05-29,22,0,12,12,89,0.4,1.0,Neukölln
2016-05-30,28,2,25,28,71,0.6,1.9,Neukölln
2016-05-31,31,5,23,31,56,0.6,2.7,Neukölln
2016-06-01,25,3,21,25,54,0.5,2.0,Neukölln
2016-06-02,23,4,30,37,58,0.6,2.7,Neukölln
2016-06-03,25,1,19,21,83,0.4,1.5,Neukölln
2016-06-04,27,1,21,23,93,0.6,2.3,Neukölln
2016-06-05,26,1,19,20,82,0.6,2.5,Neukölln
2016-06-06,17,1,12,14,76,0.3,0.8,Neukölln
2016-06-07,22,3,25,29,80,0.5,1.7,Neukölln
2016-06-08,26,4,31,36,67,0.7,3.8,Neukölln
2016-06-09,28,2,15,18,69,0.4,1.6,Neukölln
2016-06-10,25,2,16,19,73,0.4,1.7,Neukölln
2016-06-11,13,1,9,11,84,0.3,0.9,Neukölln
2016-06-12,16,1,11,12,76,0.3,0.8,Neukölln
2016-06-13,24,2,18,21,55,0.5,1.1,Neukölln
2016-06-14,23,2,20,23,55,0.5,1.6,Neukölln
2016-06-15,15,6,27,35,35,0.5,2.0,Neukölln
2016-06-16,14,3,23,27,46,0.5,2.5,Neukölln
2016-06-17,17,3,25,30,42,0.6,2.4,Neukölln
2016-06-18,16,1,19,21,56,0.6,1.8,Neukölln
2016-06-19,17,2,18,20,57,0.5,1.9,Neukölln
2016-06-20,17,3,18,22,67,0.4,1.4,Neukölln
2016-06-21,17,2,24,28,55,0.6,1.9,Neukölln
2016-06-22,21,8,34,47,50,0.8,3.7,Neukölln
2016-06-23,22,4,27,33,72,0.6,3.0,Neukölln
2016-06-24,29,1,23,25,99,0.4,2.1,Neukölln
2016-06-25,31,1,14,15,101,0.4,1.6,Neukölln
2016-06-26,16,1,14,16,67,0.4,1.3,Neukölln
2016-06-27,17,2,27,31,62,0.6,2.2,Neukölln
2016-06-28,18,3,23,28,51,0.5,2.1,Neukölln
2016-06-29,,3,23,27,55,0.5,2.0,Neukölln
2016-06-30,,3,28,32,48,0.6,2.7,Neukölln
2016-07-01,20,2,25,28,54,0.5,2.0,Neukölln
2016-07-02,15,2,15,18,56,0.4,1.6,Neukölln
2016-07-03,12,1,11,13,62,0.4,1.3,Neukölln
2016-07-04,16,4,26,32,56,0.6,2.4,Neukölln
2016-07-05,19,3,24,28,61,0.5,1.8,Neukölln
2016-07-06,19,2,12,15,64,0.4,1.4,Neukölln
2016-07-07,17,4,20,26,56,0.5,2.0,Neukölln
2016-07-08,22,2,24,27,74,0.6,2.3,Neukölln
2016-07-09,14,1,18,20,51,0.9,7.4,Neukölln
2016-07-10,16,1,18,20,68,0.4,2.0,Neukölln
2016-07-11,21,3,23,28,70,0.6,2.3,Neukölln
2016-07-12,23,3,26,31,63,0.7,3.3,Neukölln
2016-07-13,19,4,25,31,53,0.5,2.2,Neukölln
2016-07-14,13,4,18,24,43,0.5,1.7,Neukölln
2016-07-15,12,4,18,23,47,0.5,1.7,Neukölln
2016-07-16,15,2,18,20,63,0.4,1.5,Neukölln
2016-07-17,15,2,15,17,45,0.5,1.8,Neukölln
2016-07-18,17,4,21,27,47,0.6,2.3,Neukölln
2016-07-19,,8,24,37,40,0.8,3.8,Neukölln
2016-07-20,,4,19,26,51,0.5,2.6,Neukölln
2016-07-21,29,3,26,30,65,0.5,1.8,Neukölln
2016-07-22,19,2,14,17,75,0.3,1.4,Neukölln
2016-07-23,20,1,9,11,76,0.3,0.9,Neukölln
2016-07-24,27,1,10,12,76,0.5,1.0,Neukölln
2016-07-25,33,3,27,31,77,0.8,3.4,Neukölln
2016-07-26,27,1,18,20,74,0.5,2.4,Neukölln
2016-07-27,22,1,21,23,58,0.4,1.4,Neukölln
2016-07-28,23,3,22,27,53,0.5,1.7,Neukölln
2016-07-29,15,2,20,24,57,0.4,1.6,Neukölln
2016-07-30,12,1,17,18,51,0.4,1.3,Neukölln
2016-07-31,13,1,17,18,56,0.5,1.9,Neukölln
2016-08-01,12,2,15,19,46,0.3,1.3,Neukölln
2016-08-02,15,3,28,32,38,0.5,1.7,Neukölln
2016-08-03,13,4,18,24,22,0.4,1.4,Neukölln
2016-08-04,14,4,23,29,18,0.6,2.0,Neukölln
2016-08-05,18,4,29,35,28,0.6,2.5,Neukölln
2016-08-06,11,2,14,16,51,0.3,1.2,Neukölln
2016-08-07,14,1,17,19,52,0.4,1.3,Neukölln
2016-08-08,22,2,20,23,57,0.4,1.4,Neukölln
2016-08-09,16,3,15,19,51,0.3,1.3,Neukölln
2016-08-10,11,3,17,21,43,0.4,1.4,Neukölln
2016-08-11,12,3,16,21,43,0.4,1.5,Neukölln
2016-08-12,12,3,17,22,33,0.4,1.2,Neukölln
2016-08-13,18,4,12,18,48,0.4,1.4,Neukölln
2016-08-14,11,2,11,14,51,0.4,1.6,Neukölln
2016-08-15,12,3,17,22,41,0.4,1.5,Neukölln
2016-08-16,14,3,19,23,43,0.5,1.9,Neukölln
2016-08-17,13,7,28,38,33,0.6,2.2,Neukölln
2016-08-18,21,9,38,52,30,0.9,3.1,Neukölln
2016-08-19,25,15,38,60,52,1.2,4.8,Neukölln
2016-08-20,20,1,22,24,64,0.4,1.6,Neukölln
2016-08-21,13,1,17,19,45,,,Neukölln
2016-08-22,13,4,22,27,41,,2.0,Neukölln
2016-08-23,16,13,26,45,31,0.8,3.5,Neukölln
2016-08-24,15,6,24,33,49,0.5,2.6,Neukölln
2016-08-25,18,2,26,29,71,0.3,1.1,Neukölln
2016-08-26,24,5,36,44,79,0.6,1.9,Neukölln
2016-08-27,27,2,24,27,91,0.7,2.6,Neukölln
2016-08-28,23,2,23,26,86,0.7,2.7,Neukölln
2016-08-29,13,2,14,18,63,0.4,1.5,Neukölln
2016-08-30,15,8,23,34,51,0.6,2.8,Neukölln
2016-08-31,23,19,43,72,46,0.8,3.7,Neukölln
2016-09-01,28,7,42,53,59,0.9,4.0,Neukölln
2016-09-02,24,8,36,48,51,0.8,3.5,Neukölln
2016-09-03,24,2,28,31,56,0.7,2.6,Neukölln
2016-09-04,14,1,19,21,48,0.6,1.7,Neukölln
2016-09-05,10,4,18,23,41,0.6,2.4,Neukölln
2016-09-06,10,6,26,35,38,0.6,2.3,Neukölln
2016-09-07,20,9,33,46,42,0.7,3.0,Neukölln
2016-09-08,36,14,41,63,59,1.0,4.0,Neukölln
2016-09-09,32,4,42,48,66,1.1,4.5,Neukölln
2016-09-10,35,1,23,25,76,0.7,2.1,Neukölln
2016-09-11,28,1,26,28,89,0.9,3.6,Neukölln
2016-09-12,35,2,34,38,85,0.9,3.4,Neukölln
2016-09-13,45,2,27,29,95,0.7,2.1,Neukölln
2016-09-14,35,1,17,18,89,0.5,1.1,Neukölln
2016-09-15,28,2,18,21,76,0.4,1.0,Neukölln
2016-09-16,44,4,35,40,74,1.0,3.0,Neukölln
2016-09-17,29,1,17,19,59,0.8,1.9,Neukölln
2016-09-18,18,1,8,10,54,0.5,0.9,Neukölln
2016-09-19,21,2,17,20,48,0.5,1.3,Neukölln
2016-09-20,20,6,27,36,41,0.7,2.1,Neukölln
2016-09-21,22,2,20,23,49,0.5,1.8,Neukölln
2016-09-22,32,25,38,76,33,1.1,3.7,Neukölln
2016-09-23,36,31,53,100,33,1.7,5.7,Neukölln
2016-09-24,29,4,35,41,46,1.1,3.1,Neukölln
2016-09-25,26,1,23,24,60,1.0,1.7,Neukölln
2016-09-26,39,7,38,48,41,1.1,3.2,Neukölln
2016-09-27,43,12,42,61,40,1.2,3.5,Neukölln
2016-09-28,36,4,29,35,37,0.7,2.1,Neukölln
2016-09-29,24,3,23,28,48,0.5,1.5,Neukölln
2016-09-30,17,4,25,31,42,0.5,1.6,Neukölln
2016-10-01,20,12,27,45,9,0.9,2.5,Neukölln
2016-10-02,15,8,23,36,24,0.8,2.4,Neukölln
2016-10-03,12,5,19,26,35,0.6,1.8,Neukölln
2016-10-04,9,3,11,15,53,0.4,1.0,Neukölln
2016-10-05,6,6,17,25,38,0.6,1.7,Neukölln
2016-10-06,10,3,16,22,30,0.6,1.4,Neukölln
2016-10-07,10,6,17,26,17,0.7,1.5,Neukölln
2016-10-08,7,3,17,21,32,0.6,1.6,Neukölln
2016-10-09,8,5,23,31,22,0.8,1.8,Neukölln
2016-10-10,14,16,34,60,11,1.1,2.9,Neukölln
2016-10-11,12,6,22,32,10,1.1,2.0,Neukölln
2016-10-12,16,6,16,25,8,1.1,1.4,Neukölln
2016-10-13,23,2,17,19,21,1.0,1.0,Neukölln
2016-10-14,32,3,19,23,31,1.3,1.1,Neukölln
2016-10-15,32,4,19,25,16,1.7,1.5,Neukölln
2016-10-16,45,4,13,19,7,1.9,1.4,Neukölln
2016-10-17,31,6,19,28,10,1.6,1.4,Neukölln
2016-10-18,41,22,26,59,4,1.7,2.2,Neukölln
2016-10-19,17,12,38,56,14,1.1,2.3,Neukölln
2016-10-20,21,11,32,50,11,1.0,1.8,Neukölln
2016-10-21,22,8,27,40,9,1.2,1.7,Neukölln
2016-10-22,24,5,24,32,12,1.0,1.5,Neukölln
2016-10-23,23,6,20,30,10,1.2,1.7,Neukölln
2016-10-24,45,8,24,36,6,2.3,2.3,Neukölln
2016-10-25,37,13,29,49,6,2.4,4.0,Neukölln
2016-10-26,23,9,31,44,10,1.3,1.7,Neukölln
2016-10-27,39,27,35,77,2,1.5,2.9,Neukölln
2016-10-28,24,7,29,39,18,1.0,2.2,Neukölln
2016-10-29,15,3,23,28,45,0.7,1.5,Neukölln
2016-10-30,16,3,30,35,38,0.8,1.5,Neukölln
2016-10-31,21,36,44,99,4,1.5,3.4,Neukölln
2016-11-01,20,12,28,47,16,1.0,2.2,Neukölln
2016-11-02,9,4,19,25,38,0.8,1.5,Neukölln
2016-11-03,13,24,38,74,14,1.4,2.8,Neukölln
2016-11-04,22,15,36,58,6,1.2,2.3,Neukölln
2016-11-05,28,13,35,54,6,1.4,2.3,Neukölln
2016-11-06,23,7,31,41,12,1.1,1.9,Neukölln
2016-11-07,11,5,23,31,25,1.3,2.0,Neukölln
2016-11-08,18,7,25,36,16,1.0,1.2,Neukölln
2016-11-09,19,9,29,43,19,1.0,1.3,Neukölln
2016-11-10,47,15,32,54,5,2.3,2.2,Neukölln
2016-11-11,,13,34,55,12,2.2,2.4,Neukölln
2016-11-12,39,15,32,54,10,2.2,2.0,Neukölln
2016-11-13,38,31,41,89,9,2.9,2.8,Neukölln
2016-11-14,36,46,48,118,8,2.6,3.2,Neukölln
2016-11-15,20,11,33,50,11,1.3,1.6,Neukölln
2016-11-16,14,17,31,57,5,1.2,2.1,Neukölln
2016-11-17,11,7,32,43,15,0.8,1.6,Neukölln
2016-11-18,7,3,26,30,38,0.6,1.0,Neukölln
2016-11-19,10,5,34,41,26,0.8,1.5,Neukölln
2016-11-20,11,2,23,26,31,0.7,0.9,Neukölln
2016-11-21,23,17,37,63,11,1.1,1.9,Neukölln
2016-11-22,37,62,42,136,4,2.1,4.1,Neukölln
2016-11-23,45,94,37,180,2,2.3,4.1,Neukölln
2016-11-24,22,23,35,71,11,,1.7,Neukölln
2016-11-25,20,8,37,49,13,0.9,1.7,Neukölln
2016-11-26,21,7,35,46,10,1.0,1.8,Neukölln
2016-11-27,14,3,22,26,38,0.8,1.6,Neukölln
2016-11-28,11,8,36,48,34,0.8,1.6,Neukölln
2016-11-29,17,24,55,91,10,1.3,2.8,Neukölln
2016-11-30,22,11,46,63,11,1.2,1.9,Neukölln
2016-12-01,15,5,26,34,39,,1.2,Neukölln
2016-12-02,12,6,30,38,46,0.7,1.4,Neukölln
2016-12-03,20,24,50,86,11,1.3,2.5,Neukölln
2016-12-04,31,24,45,82,3,1.4,2.4,Neukölln
2016-12-05,33,47,45,116,2,1.3,1.7,Neukölln
2016-12-06,28,34,55,108,1,,2.8,Neukölln
2016-12-07,27,18,43,71,6,1.5,1.7,Neukölln
2016-12-08,16,9,46,60,17,1.0,1.5,Neukölln
2016-12-09,22,12,38,57,10,1.1,2.0,Neukölln
2016-12-10,23,6,30,39,17,1.0,1.7,Neukölln
2016-12-11,14,3,20,24,37,0.8,1.1,Neukölln
2016-12-12,12,10,37,52,33,0.9,1.4,Neukölln
2016-12-13,24,39,44,104,3,1.5,2.2,Neukölln
2016-12-14,22,14,38,59,10,1.2,2.2,Neukölln
2016-12-15,15,3,27,32,34,0.6,0.7,Neukölln
2016-12-16,25,15,39,62,18,1.2,1.4,Neukölln
2016-12-17,28,20,33,64,4,1.4,1.8,Neukölln
2016-12-18,24,13,33,54,10,1.3,2.0,Neukölln
2016-12-19,19,20,34,64,9,1.2,1.6,Neukölln
2016-12-20,28,9,29,42,11,1.7,1.4,Neukölln
2016-12-21,33,23,33,68,5,2.4,2.1,Neukölln
2016-12-22,26,25,40,78,2,2.1,2.2,Neukölln
2016-12-23,21,10,37,52,8,1.2,1.6,Neukölln
2016-12-24,15,3,26,30,26,0.9,1.1,Neukölln
2016-12-25,8,1,14,16,48,0.5,0.6,Neukölln
2016-12-26,7,2,12,14,55,0.4,0.5,Neukölln
2016-12-27,17,2,16,18,63,0.5,0.6,Neukölln
2016-12-28,9,2,26,29,45,0.7,1.0,Neukölln
2016-12-29,19,11,43,60,21,1.1,1.7,Neukölln
2016-12-30,25,30,40,85,3,1.6,2.2,Neukölln
2016-12-31,27,16,42,66,9,1.3,1.7,Neukölln
2017-01-01,39,5,33,41,18,1.2,1.1,Neukölln
2017-01-02,21,9,37,50,14,1.3,1.6,Neukölln
2017-01-03,14,4,25,31,37,0.7,1.0,Neukölln
2017-01-04,10,4,20,25,54,0.7,1.1,Neukölln
2017-01-05,8,4,24,30,49,0.7,0.9,Neukölln
2017-01-06,14,13,46,65,29,1.3,2.3,Neukölln
2017-01-07,21,5,35,43,28,1.1,1.1,Neukölln
2017-01-08,40,9,39,52,8,1.6,1.3,Neukölln
2017-01-09,30,29,34,78,3,1.5,1.8,Neukölln
2017-01-10,27,8,39,50,23,1.3,1.3,Neukölln
2017-01-11,27,4,31,37,31,1.6,1.2,Neukölln
2017-01-12,14,3,28,34,46,0.7,0.9,Neukölln
2017-01-13,13,5,31,39,32,0.8,1.1,Neukölln
2017-01-14,17,4,33,40,31,0.9,1.5,Neukölln
2017-01-15,12,4,21,27,42,0.9,1.0,Neukölln
2017-01-16,13,10,37,52,29,1.1,1.5,Neukölln
2017-01-17,22,26,56,96,12,1.8,2.6,Neukölln
2017-01-18,31,26,48,88,9,1.6,2.0,Neukölln
2017-01-19,31,9,41,54,17,1.4,1.5,Neukölln
2017-01-20,36,34,52,105,2,2.0,2.6,Neukölln
2017-01-21,30,11,46,63,10,1.4,2.1,Neukölln
2017-01-22,33,3,25,30,28,1.5,1.0,Neukölln
2017-01-23,43,9,40,54,12,2.3,2.1,Neukölln
2017-01-24,37,18,34,61,7,1.5,2.1,Neukölln
2017-01-25,37,27,37,78,2,1.7,2.2,Neukölln
2017-01-26,32,11,35,51,11,1.7,1.6,Neukölln
2017-01-27,43,18,52,79,17,2.3,2.0,Neukölln
2017-01-28,48,4,41,47,29,2.6,1.5,Neukölln
2017-01-29,43,7,45,56,21,2.4,1.6,Neukölln
2017-01-30,43,10,48,64,17,2.4,1.7,Neukölln
2017-01-31,42,5,35,42,19,3.1,1.6,Neukölln
2017-02-01,61,5,42,50,17,4.2,2.0,Neukölln
2017-02-02,52,11,45,61,15,4.2,2.2,Neukölln
2017-02-03,57,15,40,64,7,4.3,2.5,Neukölln
2017-02-04,52,11,37,53,8,4.2,2.5,Neukölln
2017-02-05,46,5,24,31,10,4.7,2.4,Neukölln
2017-02-06,35,2,21,24,40,2.0,1.2,Neukölln
2017-02-07,31,2,21,23,42,1.6,1.3,Neukölln
2017-02-08,42,2,20,24,41,1.7,1.0,Neukölln
2017-02-09,52,3,25,29,36,2.1,1.2,Neukölln
2017-02-10,67,3,28,33,36,2.7,1.4,Neukölln
2017-02-11,54,2,26,29,49,2.5,1.2,Neukölln
2017-02-12,58,2,22,25,48,2.6,1.2,Neukölln
2017-02-13,64,5,33,41,35,2.4,1.5,Neukölln
2017-02-14,77,14,46,67,16,3.2,2.3,Neukölln
2017-02-15,89,93,85,227,12,4.7,6.9,Neukölln
2017-02-16,48,34,65,117,10,2.3,3.2,Neukölln
2017-02-17,,14,43,64,13,1.4,2.1,Neukölln
2017-02-18,18,4,32,38,34,1.1,1.5,Neukölln
2017-02-19,23,3,25,29,36,1.0,1.1,Neukölln
2017-02-20,22,5,29,36,28,0.9,1.3,Neukölln
2017-02-21,12,5,27,35,44,0.7,1.1,Neukölln
2017-02-22,10,3,24,28,48,0.6,1.1,Neukölln
2017-02-23,12,4,27,33,49,0.7,1.2,Neukölln
2017-02-24,8,4,27,33,53,0.8,1.2,Neukölln
2017-02-25,16,3,24,28,51,0.8,0.9,Neukölln
2017-02-26,13,2,22,25,53,0.7,0.9,Neukölln
2017-02-27,18,5,39,47,40,0.8,1.2,Neukölln
2017-02-28,10,1,21,22,68,0.6,0.8,Neukölln
2017-03-01,11,5,30,37,46,0.8,1.3,Neukölln
2017-03-02,11,4,29,35,44,0.7,1.2,Neukölln
2017-03-03,18,6,37,45,44,0.8,1.2,Neukölln
2017-03-04,23,4,37,44,42,1.2,1.3,Neukölln
2017-03-05,15,1,23,25,56,0.8,0.9,Neukölln
2017-03-06,20,9,38,52,29,1.2,1.6,Neukölln
2017-03-07,14,4,26,31,44,1.0,1.5,Neukölln
2017-03-08,23,4,26,32,42,0.8,1.0,Neukölln
2017-03-09,18,6,28,37,39,0.9,1.4,Neukölln
2017-03-10,12,5,27,34,56,0.8,1.5,Neukölln
2017-03-11,20,3,26,32,47,0.8,1.2,Neukölln
2017-03-12,28,2,19,23,36,1.3,0.9,Neukölln
2017-03-13,34,7,39,50,30,1.4,1.4,Neukölln
2017-03-14,32,18,49,76,23,1.4,2.4,Neukölln
2017-03-15,23,4,23,29,49,0.8,1.3,Neukölln
2017-03-16,21,6,37,47,39,0.9,1.7,Neukölln
2017-03-17,26,6,34,43,42,0.9,1.6,Neukölln
2017-03-18,11,2,18,21,67,0.6,0.7,Neukölln
2017-03-19,12,3,21,25,56,0.6,0.8,Neukölln
2017-03-20,13,3,23,28,44,0.6,1.1,Neukölln
2017-03-21,12,3,30,35,49,0.7,1.4,Neukölln
2017-03-22,16,5,29,37,54,0.7,1.0,Neukölln
2017-03-23,24,3,27,32,46,1.1,1.3,Neukölln
2017-03-24,18,4,32,39,58,1.0,1.5,Neukölln
2017-03-25,16,11,38,54,52,1.0,1.9,Neukölln
2017-03-26,22,12,41,58,49,1.1,2.0,Neukölln
2017-03-27,24,26,64,104,37,1.4,3.4,Neukölln
2017-03-28,38,28,64,106,39,1.2,2.9,Neukölln
2017-03-29,26,4,34,40,49,0.8,1.7,Neukölln
2017-03-30,28,6,32,41,43,0.7,1.5,Neukölln
2017-03-31,28,7,40,51,55,0.8,1.8,Neukölln
2017-04-01,34,4,35,41,64,0.8,2.4,Neukölln
2017-04-02,19,2,16,19,77,0.6,1.2,Neukölln
2017-04-03,20,2,20,23,60,0.6,1.1,Neukölln
2017-04-04,36,3,28,33,41,0.8,1.2,Neukölln
2017-04-05,30,6,28,38,48,0.8,1.5,Neukölln
2017-04-06,16,2,14,18,76,0.6,0.8,Neukölln
2017-04-07,16,3,23,28,51,0.6,1.1,Neukölln
2017-04-08,12,3,15,19,57,0.5,1.0,Neukölln
2017-04-09,26,3,29,33,56,0.8,1.4,Neukölln
2017-04-10,31,3,27,32,61,0.6,1.3,Neukölln
2017-04-11,11,3,19,23,60,0.5,0.9,Neukölln
2017-04-12,27,4,25,31,44,0.7,1.1,Neukölln
2017-04-13,9,2,15,19,68,0.5,0.8,Neukölln
2017-04-14,12,2,12,15,72,0.4,0.6,Neukölln
2017-04-15,23,2,19,23,55,0.6,0.9,Neukölln
2017-04-16,13,2,20,22,59,0.8,0.9,Neukölln
2017-04-17,11,1,18,20,62,0.6,0.7,Neukölln
2017-04-18,15,2,14,17,65,0.6,0.8,Neukölln
2017-04-19,10,3,15,20,74,0.5,0.8,Neukölln
2017-04-20,14,4,30,35,63,0.7,1.2,Neukölln
2017-04-21,27,3,28,32,55,0.6,1.1,Neukölln
2017-04-22,10,3,15,20,71,0.4,0.7,Neukölln
2017-04-23,10,2,16,18,67,0.4,0.7,Neukölln
2017-04-24,15,3,27,32,62,0.5,1.0,Neukölln
2017-04-25,17,4,29,36,51,0.6,1.5,Neukölln
2017-04-26,13,10,39,54,48,0.7,1.4,Neukölln
2017-04-27,17,10,40,55,42,0.9,2.0,Neukölln
2017-04-28,28,10,43,57,54,1.1,1.9,Neukölln
2017-04-29,16,3,26,31,58,0.6,1.3,Neukölln
2017-04-30,17,1,16,18,73,0.7,0.8,Neukölln
2017-05-01,25,1,12,13,83,0.6,0.4,Neukölln
