,date,PM10,NOx,NO_2,NOx,O_3
3545,13.07.2019,14,1,8,9,39
3546,14.07.2019,14,1,7,7,46
3547,15.07.2019,11,1,11,14,46
3548,16.07.2019,10,1,10,11,48
3549,17.07.2019,12,1,9,10,48
3550,18.07.2019,11,1,10,11,62
3551,19.07.2019,18,2,15,18,46
3552,20.07.2019,18,3,10,14,51
3553,21.07.2019,14,0,7,7,59
3554,22.07.2019,15,2,11,13,48
3555,23.07.2019,16,2,11,13,50
3556,24.07.2019,14,1,10,11,54
3557,25.07.2019,15,1,9,10,51
3558,26.07.2019,13,0,7,7,61
3559,27.07.2019,18,0,6,5,68
3560,28.07.2019,17,0,7,7,82
3561,29.07.2019,25,1,10,11,73
3562,30.07.2019,28,2,9,12,42
3563,31.07.2019,16,2,9,11,44
3564,01.08.2019,12,1,10,12,46
3565,02.08.2019,15,3,11,16,30
3566,03.08.2019,12,1,6,7,38
3567,04.08.2019,12,0,6,6,46
3568,05.08.2019,15,3,14,19,40
3569,06.08.2019,17,6,18,26,42
3570,07.08.2019,16,3,19,23,38
3571,08.08.2019,14,2,15,18,53
3572,09.08.2019,16,1,12,15,57
3573,10.08.2019,12,0,12,12,59
3574,11.08.2019,13,1,10,10,62
3575,12.08.2019,13,1,10,11,61
3576,13.08.2019,10,0,11,12,63
3577,14.08.2019,10,2,13,16,55
3578,15.08.2019,16,0,17,18,45
3579,16.08.2019,12,1,11,11,42
3580,17.08.2019,16,0,11,12,52
3581,18.08.2019,8,0,9,10,32
3582,19.08.2019,11,3,13,18,37
3583,20.08.2019,13,5,15,23,37
3584,21.08.2019,12,5,10,17,53
3585,22.08.2019,14,1,13,14,62
3586,23.08.2019,17,0,11,12,67
3587,24.08.2019,20,0,7,7,71
3588,25.08.2019,19,0,7,7,76
3589,26.08.2019,25,1,9,10,70
3590,27.08.2019,27,1,12,13,59
3591,28.08.2019,26,0,16,16,79
3592,29.08.2019,17,2,14,17,85
3593,30.08.2019,20,0,10,9,79
3594,31.08.2019,24,0,9,9,90
3595,01.09.2019,19,0,8,8,93
3596,02.09.2019,10,0,9,9,59
3597,03.09.2019,15,3,20,25,43
3598,04.09.2019,21,1,17,19,61
3599,05.09.2019,15,1,10,11,55
3600,06.09.2019,14,2,14,17,49
3601,07.09.2019,17,0,11,12,45
3602,08.09.2019,11,0,4,4,50
3603,09.09.2019,9,1,6,7,44
3604,10.09.2019,11,1,16,17,59
3605,11.09.2019,14,5,27,35,52
3606,12.09.2019,12,1,20,22,32
3607,13.09.2019,12,3,17,21,31
3608,14.09.2019,12,2,11,13,36
3609,15.09.2019,14,1,16,18,48
3610,16.09.2019,17,1,11,12,47
3611,17.09.2019,10,1,11,11,44
3612,18.09.2019,10,1,6,8,50
3613,19.09.2019,8,4,13,19,34
3614,20.09.2019,10,9,21,34,22
3615,21.09.2019,18,2,18,22,35
3616,22.09.2019,17,1,9,10,41
3617,23.09.2019,21,1,14,15,45
3618,24.09.2019,31,1,18,20,24
3619,25.09.2019,23,4,20,26,11
3620,26.09.2019,13,10,18,33,11
3621,27.09.2019,12,5,20,28,16
3622,28.09.2019,11,3,15,19,18
3623,29.09.2019,10,2,10,13,27
3624,30.09.2019,8,2,9,13,44
3625,01.10.2019,11,4,19,25,20
3626,02.10.2019,7,2,13,15,38
3627,03.10.2019,7,1,6,6,29
3628,04.10.2019,12,4,8,14,19
3629,05.10.2019,12,0,3,3,31
3630,06.10.2019,13,0,6,6,23
3631,07.10.2019,15,5,14,21,25
3632,08.10.2019,15,6,24,33,8
3633,09.10.2019,13,4,18,24,22
3634,10.10.2019,11,2,18,20,29
3635,11.10.2019,14,3,18,22,23
3636,12.10.2019,20,1,17,18,35
3637,13.10.2019,26,1,14,15,33
3638,14.10.2019,22,4,16,22,33
3639,15.10.2019,37,2,14,17,19
3640,16.10.2019,21,5,19,27,16
3641,17.10.2019,15,4,22,28,12
3642,18.10.2019,13,3,17,21,22
3643,19.10.2019,14,0,14,15,22
3644,20.10.2019,22,1,12,13,17
3645,21.10.2019,31,26,20,60,3
3646,22.10.2019,21,34,14,66,13
3647,23.10.2019,26,7,9,19,13
3648,24.10.2019,,4,15,20,19
3649,25.10.2019,24,13,23,43,14
3650,26.10.2019,14,1,16,17,32
3651,27.10.2019,12,0,13,13,40
3652,28.10.2019,12,3,21,26,26
3653,29.10.2019,12,1,10,12,28
