,date,PM10,NOx,NO_2,NOx,O_3,Benzolµg/m³,Toluolµg/m³
2544,15.10.2016,31,6,24,33,13,2.0,2.9
2545,16.10.2016,43,8,16,28,4,2.2,2.6
2546,17.10.2016,30,10,21,36,7,1.8,2.3
2547,18.10.2016,38,31,30,77,3,1.9,3.2
2548,19.10.2016,15,13,37,57,14,0.9,2.5
2549,20.10.2016,17,11,32,50,10,1.0,2.8
2550,21.10.2016,20,10,30,45,8,1.2,2.3
2551,22.10.2016,23,8,28,40,10,1.0,2.1
2552,23.10.2016,22,8,26,38,8,1.1,2.2
2553,24.10.2016,46,7,23,33,6,2.3,2.6
2554,25.10.2016,36,9,24,38,5,2.0,2.5
2555,26.10.2016,23,24,33,69,6,1.3,2.5
2556,27.10.2016,35,29,36,80,3,1.3,2.7
2557,28.10.2016,21,7,26,37,21,0.9,1.6
2558,29.10.2016,9,2,15,18,49,0.5,1.1
2559,30.10.2016,10,4,24,30,39,1.0,1.3
2560,31.10.2016,18,38,37,94,6,1.4,3.4
2561,01.11.2016,18,11,26,43,17,0.8,1.7
2562,02.11.2016,7,7,22,32,35,0.7,1.2
2563,03.11.2016,10,23,32,67,15,1.0,2.4
2564,04.11.2016,19,19,38,67,6,1.0,2.4
2565,05.11.2016,25,11,33,51,6,1.3,2.5
2566,06.11.2016,20,6,27,36,18,0.9,2.2
2567,07.11.2016,10,3,22,25,23,1.0,1.7
2568,08.11.2016,17,10,26,42,15,1.0,1.8
2569,09.11.2016,18,13,30,51,17,,
2570,10.11.2016,44,14,32,54,4,1.7,2.4
2571,11.11.2016,46,10,30,45,13,1.6,2.1
2572,12.11.2016,36,34,38,89,9,1.7,2.8
2573,13.11.2016,33,69,47,152,8,1.7,3.9
2574,14.11.2016,27,44,51,118,8,1.3,2.3
2575,15.11.2016,17,17,35,62,10,1.0,1.5
2576,16.11.2016,,15,36,58,,,
2577,17.11.2016,,,,,,,
2578,18.11.2016,6,10,37,52,,,
2579,19.11.2016,9,7,33,44,27,1.5,0.9
2580,20.11.2016,9,3,21,26,35,1.2,0.8
2581,21.11.2016,20,17,37,63,12,,
2582,22.11.2016,32,56,43,129,4,,
2583,23.11.2016,40,100,43,195,2,2.3,5.5
2584,24.11.2016,19,15,29,52,14,0.9,1.7
2585,25.11.2016,16,9,34,47,16,0.5,1.0
2586,26.11.2016,20,11,36,54,9,0.5,1.1
2587,27.11.2016,9,2,14,17,43,0.3,0.4
2588,28.11.2016,7,7,33,44,34,0.5,0.8
2589,29.11.2016,15,16,46,70,12,0.6,0.9
2590,30.11.2016,20,11,45,62,10,0.6,1.1
2591,01.12.2016,13,6,25,34,41,0.3,0.6
2592,02.12.2016,6,3,24,30,48,0.3,0.6
2593,03.12.2016,16,21,40,72,13,0.7,1.5
2594,04.12.2016,27,23,43,79,4,0.9,1.6
2595,05.12.2016,34,52,44,123,2,1.4,2.1
2596,06.12.2016,25,30,51,96,2,1.0,1.6
2597,07.12.2016,25,29,45,89,5,1.0,1.8
2598,08.12.2016,13,11,43,60,20,0.5,1.1
2599,09.12.2016,21,15,38,61,11,,1.2
2600,10.12.2016,22,6,29,39,17,,
2601,11.12.2016,12,4,25,31,34,,
2602,12.12.2016,8,6,35,44,35,,1.5
2603,13.12.2016,20,47,46,118,6,1.1,2.5
2604,14.12.2016,19,11,35,52,12,0.5,1.2
2605,15.12.2016,14,4,27,34,35,0.4,0.7
2606,16.12.2016,24,21,41,73,17,0.8,1.4
2607,17.12.2016,26,14,29,50,5,0.8,1.2
2608,18.12.2016,21,10,30,45,11,0.6,1.2
2609,19.12.2016,17,21,35,67,13,0.7,1.5
2610,20.12.2016,29,13,31,50,10,1.2,1.5
2611,21.12.2016,32,33,35,85,6,1.7,1.9
2612,22.12.2016,25,35,40,94,2,1.4,1.8
2613,23.12.2016,20,17,40,65,9,0.7,1.3
2614,24.12.2016,14,4,24,30,30,0.5,0.7
2615,25.12.2016,7,1,14,16,48,0.3,0.4
2616,26.12.2016,6,1,9,10,56,0.2,0.3
2617,27.12.2016,9,1,13,14,65,0.2,0.3
2618,28.12.2016,6,2,20,22,48,0.3,0.6
2619,29.12.2016,13,9,34,48,26,0.4,0.9
2620,30.12.2016,23,41,46,108,3,0.9,1.9
2621,31.12.2016,22,13,39,58,14,0.6,1.0
2622,01.01.2017,36,6,31,40,24,,
2623,02.01.2017,19,7,33,43,17,,
2624,03.01.2017,14,4,25,32,37,,
2625,04.01.2017,7,3,19,24,56,,
2626,05.01.2017,6,1,13,14,57,,
2627,06.01.2017,9,9,39,52,32,,
2628,07.01.2017,18,8,33,45,30,,
2629,08.01.2017,38,11,37,54,8,,
2630,09.01.2017,31,48,38,111,4,,
2631,10.01.2017,28,12,36,53,25,,
2632,11.01.2017,27,10,33,49,28,,
2633,12.01.2017,12,6,32,41,42,,
2634,13.01.2017,11,8,32,44,32,,
2635,14.01.2017,14,6,31,40,33,,
2636,15.01.2017,10,3,19,24,43,,
2637,16.01.2017,12,10,35,51,26,,
2638,17.01.2017,23,70,63,170,8,,
2639,18.01.2017,32,35,50,104,5,,
2640,19.01.2017,31,23,47,82,14,,
2641,20.01.2017,38,35,50,103,2,,
2642,21.01.2017,28,10,43,58,12,,
2643,22.01.2017,35,4,30,36,24,,
2644,23.01.2017,42,11,38,55,15,,
2645,24.01.2017,36,18,32,59,8,,
2646,25.01.2017,33,20,32,62,4,,
2647,26.01.2017,31,11,37,53,11,,
2648,27.01.2017,40,20,56,87,16,,
2649,28.01.2017,50,6,45,55,27,,
2650,29.01.2017,42,11,50,67,18,,
2651,30.01.2017,43,17,53,79,15,,
2652,31.01.2017,42,7,38,48,16,,
2653,01.02.2017,64,5,37,45,22,,
2654,02.02.2017,54,13,50,69,11,,
2655,03.02.2017,56,16,44,68,5,,
2656,04.02.2017,45,13,41,61,5,,
2657,05.02.2017,46,4,25,31,9,,
2658,06.02.2017,35,2,16,19,45,,
2659,07.02.2017,29,2,17,20,47,,
2660,08.02.2017,43,2,17,20,43,,
2661,09.02.2017,54,3,27,32,33,,
2662,10.02.2017,70,3,28,33,36,,
2663,11.02.2017,55,2,25,27,50,,
2664,12.02.2017,58,1,21,23,50,,
2665,13.02.2017,61,5,34,42,36,,
2666,14.02.2017,77,26,56,95,11,,
2667,15.02.2017,80,107,91,255,8,,
2668,16.02.2017,48,61,63,156,12,,
2669,17.02.2017,31,12,38,56,15,,
2670,18.02.2017,15,5,26,33,35,,
2671,19.02.2017,23,4,19,24,42,,
2672,20.02.2017,22,6,23,32,31,,
2673,21.02.2017,10,7,30,41,40,,
2674,22.02.2017,10,6,25,34,47,,
2675,23.02.2017,12,8,31,44,44,,
2676,24.02.2017,6,5,24,31,56,,
2677,25.02.2017,14,6,26,34,48,,
2678,26.02.2017,12,2,15,18,61,,
2679,27.02.2017,16,10,36,51,42,,
2680,28.02.2017,10,7,26,36,63,,
2681,01.03.2017,11,8,28,39,47,,
2682,02.03.2017,10,6,30,40,41,,
2683,03.03.2017,16,11,41,58,40,,
2684,04.03.2017,20,4,38,44,42,,
2685,05.03.2017,14,2,21,24,58,,
2686,06.03.2017,18,13,41,61,29,,
2687,07.03.2017,12,3,20,24,47,,
2688,08.03.2017,23,10,28,44,39,,
2689,09.03.2017,18,12,35,53,32,,
2690,10.03.2017,10,2,18,22,60,,
2691,11.03.2017,19,3,26,31,44,,
2692,12.03.2017,27,3,26,31,34,,
2693,13.03.2017,34,18,47,74,26,,
2694,14.03.2017,33,25,45,83,24,,
2695,15.03.2017,21,9,34,48,39,,
2696,16.03.2017,18,13,43,64,34,,
2697,17.03.2017,23,10,34,49,41,,
2698,18.03.2017,10,4,17,22,65,,
2699,19.03.2017,10,4,26,33,51,,
2700,20.03.2017,13,6,27,36,37,,
2701,21.03.2017,12,8,34,46,43,,
2702,22.03.2017,15,12,29,47,48,,
2703,23.03.2017,23,2,22,25,48,,
2704,24.03.2017,14,7,25,36,62,,
2705,25.03.2017,15,8,33,45,49,,
2706,26.03.2017,21,12,41,60,39,,
2707,27.03.2017,24,67,66,168,32,,
2708,28.03.2017,34,58,71,160,31,,
2709,29.03.2017,31,9,45,59,38,,
2710,30.03.2017,28,9,32,47,40,,
2711,31.03.2017,25,8,39,50,55,,
2712,01.04.2017,29,5,31,39,67,,
2713,02.04.2017,18,1,20,21,72,,
2714,03.04.2017,18,1,17,19,59,,
2715,04.04.2017,36,2,26,29,41,,
2716,05.04.2017,29,14,34,56,41,,
2717,06.04.2017,13,4,23,30,65,,
2718,07.04.2017,15,9,32,45,42,,
2719,08.04.2017,11,3,16,21,55,,
2720,09.04.2017,24,3,32,37,52,,
2721,10.04.2017,27,6,30,39,58,,
2722,11.04.2017,10,6,29,38,50,,
2723,12.04.2017,27,6,28,37,38,,
2724,13.04.2017,9,6,27,36,56,,
2725,14.04.2017,11,3,19,23,64,,
2726,15.04.2017,24,4,22,28,51,,
2727,16.04.2017,12,3,22,27,56,,
2728,17.04.2017,11,2,16,19,64,,
2729,18.04.2017,15,1,10,12,68,,
2730,19.04.2017,10,1,13,14,76,,
2731,20.04.2017,15,4,33,39,60,,
2732,21.04.2017,28,6,31,40,49,,
2733,22.04.2017,9,5,26,35,61,,
2734,23.04.2017,9,7,34,45,50,,
2735,24.04.2017,16,7,31,41,58,,
2736,25.04.2017,16,8,33,45,45,,
2737,26.04.2017,11,11,39,55,48,,
2738,27.04.2017,15,16,43,68,41,,
2739,28.04.2017,27,16,44,69,47,,
2740,29.04.2017,15,7,34,45,50,,
2741,30.04.2017,15,3,16,21,72,,
2742,01.05.2017,25,1,9,11,83,,
2743,02.05.2017,22,1,16,17,69,,
2744,03.05.2017,29,2,15,18,59,,
2745,04.05.2017,12,1,16,18,54,,
2746,05.05.2017,22,3,24,29,39,,
2747,06.05.2017,25,1,14,16,58,,
2748,07.05.2017,12,1,9,11,70,,
2749,08.05.2017,10,6,26,34,47,,
2750,09.05.2017,9,8,32,44,46,,
2751,10.05.2017,14,10,37,52,43,,
2752,11.05.2017,22,13,32,52,58,,
2753,12.05.2017,30,2,22,25,75,,
2754,13.05.2017,32,3,39,44,46,,
2755,14.05.2017,22,8,30,43,44,,
2756,15.05.2017,16,6,29,38,53,,
2757,16.05.2017,18,10,37,53,52,,
2758,17.05.2017,18,3,25,30,79,,
2759,18.05.2017,28,3,31,35,88,,
2760,19.05.2017,38,3,32,36,87,,
2761,20.05.2017,20,1,19,22,68,,
2762,21.05.2017,16,1,13,14,83,,
2763,22.05.2017,19,14,29,50,77,,
2764,23.05.2017,23,3,28,33,85,,
2765,24.05.2017,14,3,23,27,55,,
2766,25.05.2017,14,3,24,29,51,,
2767,26.05.2017,15,4,21,26,47,,
2768,27.05.2017,13,2,18,20,67,,
2769,28.05.2017,15,1,22,23,93,,
2770,29.05.2017,18,1,21,22,92,,
2771,30.05.2017,25,3,33,38,74,,
2772,31.05.2017,19,3,18,23,67,,
2773,01.06.2017,17,3,24,30,63,,
2774,02.06.2017,15,3,25,30,64,,
2775,03.06.2017,17,1,22,24,66,,
2776,04.06.2017,19,1,21,22,63,,
2777,05.06.2017,15,1,17,18,70,,
2778,06.06.2017,22,4,28,34,58,,
2779,07.06.2017,,,,,,,
2780,08.06.2017,14,5,24,32,49,,
2781,09.06.2017,17,4,29,34,66,,
2782,10.06.2017,13,2,20,23,63,,
2783,11.06.2017,14,5,28,35,67,,
2784,12.06.2017,19,3,21,26,57,,
2785,13.06.2017,15,3,20,25,54,,
2786,14.06.2017,14,3,18,23,51,,
2787,15.06.2017,15,4,29,34,65,,
2788,16.06.2017,18,4,22,27,54,,
2789,17.06.2017,14,2,14,17,56,,
2790,18.06.2017,13,3,21,26,47,,
2791,19.06.2017,15,15,38,60,48,,
2792,20.06.2017,17,5,30,37,65,,
2793,21.06.2017,13,2,15,17,63,,
2794,22.06.2017,19,4,31,37,66,,
2795,23.06.2017,19,3,25,29,63,,
2796,24.06.2017,19,2,16,19,63,,
2797,25.06.2017,12,2,13,16,48,,
2798,26.06.2017,12,4,22,28,47,,
2799,27.06.2017,18,3,21,25,59,,
2800,28.06.2017,23,2,26,30,64,,
2801,29.06.2017,27,5,34,41,40,,
2802,30.06.2017,11,3,26,30,49,,
2803,01.07.2017,13,2,18,22,42,,
2804,02.07.2017,18,3,21,25,41,,
2805,03.07.2017,12,4,22,29,47,,
2806,04.07.2017,13,4,21,27,48,,
2807,05.07.2017,11,4,25,31,44,,
2808,06.07.2017,13,10,36,52,49,,
2809,07.07.2017,25,7,38,49,49,,
2810,08.07.2017,24,2,27,31,45,,
2811,09.07.2017,14,1,13,15,55,,
2812,10.07.2017,22,4,30,36,39,,
2813,11.07.2017,18,4,22,27,54,,
2814,12.07.2017,17,5,25,33,43,,
2815,13.07.2017,14,5,21,29,44,,
2816,14.07.2017,16,6,35,44,46,,
2817,15.07.2017,21,3,25,29,50,,
2818,16.07.2017,13,2,16,19,53,,
2819,17.07.2017,15,4,19,25,42,,
2820,18.07.2017,18,6,23,32,44,,
2821,19.07.2017,22,2,16,19,70,,
2822,20.07.2017,27,3,26,30,72,,
2823,21.07.2017,18,3,17,22,53,,
2824,22.07.2017,15,1,12,15,67,,
2825,23.07.2017,17,3,21,25,51,,
2826,24.07.2017,13,5,27,35,45,,
2827,25.07.2017,12,2,15,17,47,,
2828,26.07.2017,13,2,16,19,33,,
2829,27.07.2017,17,8,26,38,41,,
2830,28.07.2017,17,5,24,31,45,,
2831,29.07.2017,18,2,21,25,48,,
2832,30.07.2017,16,1,16,18,66,,
2833,31.07.2017,15,3,27,31,57,,
2834,01.08.2017,15,4,31,37,61,,
2835,02.08.2017,19,3,24,28,64,,
2836,03.08.2017,22,5,39,46,48,,
2837,04.08.2017,15,3,25,30,55,,
2838,05.08.2017,11,2,15,17,55,,
2839,06.08.2017,11,2,22,26,45,,
2840,07.08.2017,14,7,31,42,54,,
2841,08.08.2017,19,2,21,24,79,,
2842,09.08.2017,16,3,21,25,78,,
2843,10.08.2017,19,1,12,13,80,,
2844,11.08.2017,23,2,21,24,52,,
2845,12.08.2017,10,2,11,14,52,,
2846,13.08.2017,10,2,15,18,38,,
2847,14.08.2017,16,4,25,31,45,,
2848,15.08.2017,17,4,26,31,64,,
2849,16.08.2017,21,4,29,34,42,,
2850,17.08.2017,23,5,31,38,50,,
2851,18.08.2017,15,4,25,31,39,,
2852,19.08.2017,11,2,13,16,49,,
2853,20.08.2017,10,2,13,16,50,,
2854,21.08.2017,11,5,22,29,35,,
2855,22.08.2017,10,6,28,38,32,,
2856,23.08.2017,13,12,34,53,35,,
2857,24.08.2017,26,17,42,68,32,,
2858,25.08.2017,20,14,35,56,28,,
2859,26.08.2017,23,6,27,36,46,,
2860,27.08.2017,20,2,21,24,49,,
2861,28.08.2017,12,7,32,42,40,,
2862,29.08.2017,18,5,41,48,52,,
2863,30.08.2017,23,4,34,40,69,,
2864,31.08.2017,17,4,27,32,53,,
2865,01.09.2017,11,1,21,23,36,,
2866,02.09.2017,10,1,17,19,41,,
2867,03.09.2017,9,5,23,30,32,,
2868,04.09.2017,10,6,32,42,37,,
2869,05.09.2017,20,9,41,55,44,,
2870,06.09.2017,20,10,38,54,28,,
2871,07.09.2017,11,5,23,30,39,,
2872,08.09.2017,20,9,30,43,29,,
2873,09.09.2017,14,4,22,27,36,,
2874,10.09.2017,,,,,,,
2875,11.09.2017,,,,,,,
2876,12.09.2017,10,7,23,34,38,,
2877,13.09.2017,11,7,19,30,43,,
2878,14.09.2017,,,,,,,
2879,15.09.2017,11,7,29,40,32,,
2880,16.09.2017,12,6,32,41,26,,
2881,17.09.2017,18,20,35,66,25,,
2882,18.09.2017,12,11,39,56,32,,
2883,19.09.2017,17,13,38,59,24,,
2884,20.09.2017,17,11,33,49,26,,
2885,21.09.2017,24,6,30,40,27,,
2886,22.09.2017,17,26,31,70,26,,
2887,23.09.2017,25,36,25,79,24,,
2888,24.09.2017,27,1,13,15,22,,
2889,25.09.2017,33,4,21,28,17,,
2890,26.09.2017,35,6,21,31,22,,
2891,27.09.2017,44,6,22,31,29,,
2892,28.09.2017,38,5,26,33,33,,
2893,29.09.2017,39,7,28,39,38,,
2894,30.09.2017,34,3,25,30,48,,
2895,01.10.2017,21,4,24,31,30,,
2896,02.10.2017,14,8,26,37,19,,
2897,03.10.2017,12,3,17,22,40,,
2898,04.10.2017,14,5,21,28,40,,
2899,05.10.2017,10,6,22,32,39,,
2900,06.10.2017,8,7,28,38,33,,
2901,07.10.2017,9,3,15,20,41,,
2902,08.10.2017,6,2,21,24,45,,
2903,09.10.2017,9,9,33,47,26,,
2904,10.10.2017,17,11,30,47,17,,
2905,11.10.2017,15,7,23,34,26,,
2906,12.10.2017,11,6,25,35,37,,
2907,13.10.2017,16,13,40,60,20,,
2908,14.10.2017,23,15,33,56,13,,
2909,15.10.2017,22,7,31,42,22,,
2910,16.10.2017,24,24,45,82,25,,
2911,17.10.2017,31,23,49,84,18,,
2912,18.10.2017,35,47,42,113,9,,
2913,19.10.2017,46,27,42,82,5,,
2914,20.10.2017,,,,,,,
2915,21.10.2017,16,9,33,46,13,,
2916,22.10.2017,11,3,12,17,34,,
2917,23.10.2017,17,15,36,59,12,,
2918,24.10.2017,16,20,34,64,10,,
2919,25.10.2017,14,10,25,39,20,,
2920,26.10.2017,15,9,31,45,25,,
2921,27.10.2017,8,7,28,39,33,,
2922,28.10.2017,9,2,16,20,43,,
2923,29.10.2017,5,3,17,22,53,,
2924,30.10.2017,7,7,29,40,38,,
2925,31.10.2017,10,7,26,36,33,,
2926,01.11.2017,21,11,25,42,15,,
2927,02.11.2017,20,14,36,58,17,,
2928,03.11.2017,18,21,43,74,19,,
2929,04.11.2017,29,9,34,49,11,,
2930,05.11.2017,23,5,25,32,20,,
2931,06.11.2017,14,15,37,60,16,,
2932,07.11.2017,18,11,28,46,20,,
2933,08.11.2017,40,7,22,33,20,,
2934,09.11.2017,41,13,33,52,15,,
2935,10.11.2017,18,11,26,42,22,,
2936,11.11.2017,8,3,19,24,47,,
2937,12.11.2017,15,8,24,36,33,,
2938,13.11.2017,12,13,35,55,17,,
2939,14.11.2017,16,23,32,68,16,,
2940,15.11.2017,21,18,31,59,6,,
2941,16.11.2017,24,20,32,62,6,,
2942,17.11.2017,16,10,37,53,22,,
2943,18.11.2017,12,4,25,31,36,,
2944,19.11.2017,7,4,20,25,46,,
2945,20.11.2017,10,10,34,50,27,,
2946,21.11.2017,16,22,31,64,7,,
2947,22.11.2017,17,14,32,53,13,,
2948,23.11.2017,16,16,40,64,14,,
2949,24.11.2017,15,11,37,54,21,,
2950,25.11.2017,13,4,29,34,22,,
2951,26.11.2017,18,4,19,25,28,,
2952,27.11.2017,15,12,28,46,28,,
2953,28.11.2017,8,10,30,44,28,,
2954,29.11.2017,,,,,,,
2955,30.11.2017,,,,,,,
2956,01.12.2017,26,18,34,61,7,,
2957,02.12.2017,22,11,27,43,10,,
2958,03.12.2017,23,7,24,35,14,,
2959,04.12.2017,11,10,38,54,26,,
2960,05.12.2017,11,9,33,46,27,,
2961,06.12.2017,18,5,27,35,36,,
2962,07.12.2017,17,8,26,38,37,,
2963,08.12.2017,14,6,28,36,35,,
2964,09.12.2017,12,4,21,26,37,,
2965,10.12.2017,12,3,21,26,40,,
2966,11.12.2017,18,12,40,59,18,,
2967,12.12.2017,10,6,24,33,30,,
2968,13.12.2017,15,13,30,50,27,,
2969,14.12.2017,9,7,29,40,36,,
2970,15.12.2017,17,22,46,79,12,,
2971,16.12.2017,22,7,29,40,19,,
2972,17.12.2017,10,6,26,35,26,,
2973,18.12.2017,17,31,43,90,9,,
2974,19.12.2017,24,25,41,79,2,,
2975,20.12.2017,21,30,46,91,4,,
2976,21.12.2017,11,18,36,63,14,,
2977,22.12.2017,14,16,44,68,26,,
2978,23.12.2017,16,5,22,29,31,,
2979,24.12.2017,15,3,16,21,43,,
2980,25.12.2017,7,2,11,14,47,,
2981,26.12.2017,11,4,17,23,35,,
2982,27.12.2017,15,8,36,48,18,,
2983,28.12.2017,16,14,36,57,18,,
2984,29.12.2017,17,6,25,34,28,,
2985,30.12.2017,13,4,24,30,32,,
2986,31.12.2017,12,3,20,25,47,,
2987,01.01.2018,14,2,17,21,57,,
2988,02.01.2018,11,7,31,41,30,,
2989,03.01.2018,7,4,21,27,46,,
2990,04.01.2018,9,5,24,33,45,,
2991,05.01.2018,9,6,31,40,41,,
2992,06.01.2018,13,5,34,41,30,,
2993,07.01.2018,8,1,12,13,40,,
2994,08.01.2018,17,5,29,36,35,,
2995,09.01.2018,25,3,29,34,32,,
2996,10.01.2018,43,48,38,112,3,,
2997,11.01.2018,41,45,26,96,1,,
2998,12.01.2018,37,9,21,35,4,,
2999,13.01.2018,28,2,16,18,34,,
3000,14.01.2018,24,2,17,20,32,,
3001,15.01.2018,27,9,27,40,20,,
3002,16.01.2018,11,11,31,48,32,,
3003,17.01.2018,12,8,34,47,35,,
3004,18.01.2018,8,9,29,42,38,,
3005,19.01.2018,14,10,38,53,27,,
3006,20.01.2018,19,8,36,49,20,,
3007,21.01.2018,25,3,25,29,18,,
3008,22.01.2018,24,6,29,38,29,,
3009,23.01.2018,30,22,38,72,11,,
3010,24.01.2018,11,11,30,47,24,,
3011,25.01.2018,9,10,41,56,27,,
3012,26.01.2018,21,15,37,60,20,,
3013,27.01.2018,25,8,27,39,24,,
3014,28.01.2018,13,2,13,16,43,,
3015,29.01.2018,9,4,20,26,44,,
3016,30.01.2018,10,9,35,49,41,,
3017,31.01.2018,12,11,33,49,23,,
3018,01.02.2018,9,8,30,41,43,,
3019,02.02.2018,14,11,30,47,27,,
3020,03.02.2018,13,4,18,24,28,,
3021,04.02.2018,16,1,14,16,31,,
3022,05.02.2018,18,2,26,29,40,,
3023,06.02.2018,22,26,51,90,29,,
3024,07.02.2018,45,4,34,41,28,,
3025,08.02.2018,51,21,53,85,19,,
3026,09.02.2018,56,24,57,94,13,,
3027,10.02.2018,53,11,38,55,12,,
3028,11.02.2018,23,5,25,32,28,,
3029,12.02.2018,15,7,31,42,33,,
3030,13.02.2018,22,21,49,81,24,,
3031,14.02.2018,31,17,53,79,20,,
3032,15.02.2018,33,7,32,42,32,,
3033,16.02.2018,25,11,38,55,26,,
3034,17.02.2018,24,6,31,41,27,,
3035,18.02.2018,13,2,17,21,55,,
3036,19.02.2018,25,10,38,53,31,,
3037,20.02.2018,39,3,30,35,35,,
3038,21.02.2018,27,3,28,32,40,,
3039,22.02.2018,21,4,24,30,43,,
3040,23.02.2018,27,2,22,25,49,,
3041,24.02.2018,13,1,17,18,56,,
3042,25.02.2018,13,0,15,15,59,,
3043,26.02.2018,16,2,19,21,55,,
3044,27.02.2018,20,17,35,61,46,,
3045,28.02.2018,29,3,16,20,58,,
3046,01.03.2018,27,3,16,21,54,,
3047,02.03.2018,44,2,23,27,49,,
3048,03.03.2018,42,2,22,24,52,,
3049,04.03.2018,53,2,28,32,61,,
3050,05.03.2018,54,6,53,62,38,,
3051,06.03.2018,55,5,42,49,38,,
3052,07.03.2018,40,13,36,56,29,,
3053,08.03.2018,30,11,38,56,31,,
3054,09.03.2018,22,13,35,54,42,,
3055,10.03.2018,29,18,48,75,10,,
3056,11.03.2018,21,4,33,39,36,,
3057,12.03.2018,31,16,49,74,23,,
3058,13.03.2018,14,5,25,33,35,,
3059,14.03.2018,15,8,30,43,35,,
3060,15.03.2018,24,2,15,18,51,,
3061,16.03.2018,21,1,12,13,58,,
3062,17.03.2018,16,1,7,9,70,,
3063,18.03.2018,16,1,8,10,76,,
3064,19.03.2018,19,11,32,48,56,,
3065,20.03.2018,20,15,45,68,35,,
3066,21.03.2018,14,15,40,63,41,,
3067,22.03.2018,25,9,36,49,29,,
3068,23.03.2018,20,2,29,32,42,,
3069,24.03.2018,25,3,27,31,47,,
3070,25.03.2018,39,9,38,51,47,,
3071,26.03.2018,29,9,32,46,42,,
3072,27.03.2018,17,8,30,42,53,,
3073,28.03.2018,33,3,27,32,37,,
3074,29.03.2018,16,5,28,36,47,,
3075,30.03.2018,20,3,18,22,66,,
3076,31.03.2018,27,2,21,24,52,,
3077,01.04.2018,10,9,33,47,52,,
3078,02.04.2018,30,5,26,33,73,,
3079,03.04.2018,18,7,36,47,51,,
3080,04.04.2018,21,7,33,44,60,,
3081,05.04.2018,12,6,24,34,62,,
3082,06.04.2018,15,6,34,43,56,,
3083,07.04.2018,19,2,24,27,73,,
3084,08.04.2018,22,4,23,29,72,,
3085,09.04.2018,36,33,54,104,57,,
3086,10.04.2018,38,1,19,21,84,,
3087,11.04.2018,41,2,13,16,61,,
3088,12.04.2018,43,1,18,20,69,,
3089,13.04.2018,38,2,25,29,59,,
3090,14.04.2018,30,1,18,20,62,,
3091,15.04.2018,23,2,24,27,68,,
3092,16.04.2018,31,7,30,41,34,,
3093,17.04.2018,28,22,35,69,48,,
3094,18.04.2018,27,14,55,76,51,,
3095,19.04.2018,27,25,42,80,58,,
3096,20.04.2018,21,3,36,41,70,,
3097,21.04.2018,23,2,24,26,84,,
3098,22.04.2018,17,1,18,20,87,,
3099,23.04.2018,23,4,29,35,73,,
3100,24.04.2018,21,6,27,36,50,,
3101,25.04.2018,20,5,23,31,50,,
3102,26.04.2018,11,6,27,37,51,,
3103,27.04.2018,16,8,31,43,56,,
3104,28.04.2018,20,3,26,30,71,,
3105,29.04.2018,21,1,19,21,81,,
3106,30.04.2018,24,2,19,23,74,,
3107,01.05.2018,13,1,14,16,74,,
3108,02.05.2018,21,9,33,47,49,,
3109,03.05.2018,22,5,24,31,64,,
3110,04.05.2018,12,1,17,19,83,,
3111,05.05.2018,14,1,12,13,84,,
3112,06.05.2018,14,1,13,14,74,,
3113,07.05.2018,19,3,23,28,71,,
3114,08.05.2018,24,2,22,25,80,,
3115,09.05.2018,31,2,24,26,82,,
3116,10.05.2018,28,2,19,21,84,,
3117,11.05.2018,23,3,21,26,48,,
3118,12.05.2018,24,1,18,20,67,,
3119,13.05.2018,26,1,13,13,95,,
3120,14.05.2018,28,1,17,19,95,,
3121,15.05.2018,27,1,19,21,76,,
3122,16.05.2018,26,2,14,17,70,,
3123,17.05.2018,28,3,22,27,66,,
3124,18.05.2018,21,6,30,39,43,,
3125,19.05.2018,21,1,10,12,67,,
3126,20.05.2018,13,1,10,11,78,,
3127,21.05.2018,15,1,12,14,88,,
3128,22.05.2018,20,1,21,23,90,,
3129,23.05.2018,17,0,13,13,92,,
3130,24.05.2018,21,1,14,16,96,,
3131,25.05.2018,21,1,13,14,93,,
3132,26.05.2018,18,1,12,13,94,,
3133,27.05.2018,22,1,10,11,97,,
3134,28.05.2018,27,2,24,27,104,,
3135,29.05.2018,27,1,19,21,117,,
3136,30.05.2018,30,2,29,33,98,,
3137,31.05.2018,27,2,24,27,102,,
3138,01.06.2018,28,1,24,25,102,,
3139,02.06.2018,29,2,25,28,65,,
3140,03.06.2018,25,2,21,23,65,,
3141,04.06.2018,21,3,21,25,80,,
3142,05.06.2018,24,1,15,17,75,,
3143,06.06.2018,19,1,15,17,79,,
3144,07.06.2018,19,2,22,25,93,,
3145,08.06.2018,20,1,23,25,104,,
3146,09.06.2018,21,1,15,16,120,,
3147,10.06.2018,25,1,20,21,88,,
3148,11.06.2018,21,2,19,22,74,,
3149,12.06.2018,16,2,14,17,66,,
3150,13.06.2018,12,5,23,30,46,,
3151,14.06.2018,16,8,32,44,63,,
3152,15.06.2018,20,4,28,35,65,,
3153,16.06.2018,20,1,24,26,81,,
3154,17.06.2018,21,1,23,25,83,,
3155,18.06.2018,19,3,25,29,63,,
3156,19.06.2018,18,3,24,28,59,,
3157,20.06.2018,17,3,25,29,64,,
3158,21.06.2018,18,5,32,39,51,,
3159,22.06.2018,11,4,24,30,49,,
3160,23.06.2018,9,5,23,31,47,,
