,Stickstoffmonoxidµg/m³,Stickstoffdioxidµg/m³,Stickoxideµg/m³,Ortschaft
2017-06-06,2,19,21,Schöneberg
2017-06-07,2,11,13,Schöneberg
2017-06-08,2,17,19,Schöneberg
2017-06-09,1,20,22,Schöneberg
2017-06-10,1,11,13,Schöneberg
2017-06-11,3,24,28,Schöneberg
2017-06-12,1,14,16,Schöneberg
2017-06-13,1,7,9,Schöneberg
2017-06-14,1,12,14,Schöneberg
2017-06-15,2,22,26,Schöneberg
2017-06-16,1,10,11,Schöneberg
2017-06-17,1,10,11,Schöneberg
2017-06-18,1,17,18,Schöneberg
2017-06-19,7,28,38,Schöneberg
2017-06-20,2,20,23,Schöneberg
2017-06-21,1,12,14,Schöneberg
2017-06-22,2,24,27,Schöneberg
2017-06-23,1,11,12,Schöneberg
2017-06-24,0,9,9,Schöneberg
2017-06-25,0,9,10,Schöneberg
2017-06-26,1,11,14,Schöneberg
2017-06-27,2,20,23,Schöneberg
2017-06-28,3,26,30,Schöneberg
2017-06-29,2,24,28,Schöneberg
2017-06-30,1,13,15,Schöneberg
2017-07-01,1,14,16,Schöneberg
2017-07-02,0,8,8,Schöneberg
2017-07-03,2,10,12,Schöneberg
2017-07-04,1,11,13,Schöneberg
2017-07-05,3,22,27,Schöneberg
2017-07-06,17,31,57,Schöneberg
2017-07-07,5,31,39,Schöneberg
2017-07-08,1,16,17,Schöneberg
2017-07-09,1,13,14,Schöneberg
2017-07-10,4,26,32,Schöneberg
2017-07-11,2,10,13,Schöneberg
2017-07-12,2,17,19,Schöneberg
2017-07-13,1,11,13,Schöneberg
2017-07-14,2,24,26,Schöneberg
2017-07-15,2,19,22,Schöneberg
2017-07-16,1,8,9,Schöneberg
2017-07-17,1,17,19,Schöneberg
2017-07-18,3,22,26,Schöneberg
2017-07-19,2,17,20,Schöneberg
2017-07-20,2,17,19,Schöneberg
2017-07-21,1,14,16,Schöneberg
2017-07-22,1,15,16,Schöneberg
2017-07-23,1,13,14,Schöneberg
2017-07-24,3,18,24,Schöneberg
2017-07-25,1,12,13,Schöneberg
2017-07-26,2,17,20,Schöneberg
2017-07-27,2,15,18,Schöneberg
2017-07-28,1,15,17,Schöneberg
2017-07-29,1,19,21,Schöneberg
2017-07-30,0,12,12,Schöneberg
2017-07-31,1,19,21,Schöneberg
2017-08-01,1,18,20,Schöneberg
2017-08-02,1,16,17,Schöneberg
2017-08-03,4,28,34,Schöneberg
2017-08-04,1,13,15,Schöneberg
2017-08-05,1,11,12,Schöneberg
2017-08-06,0,8,9,Schöneberg
2017-08-07,5,27,35,Schöneberg
2017-08-08,1,18,20,Schöneberg
2017-08-09,0,13,14,Schöneberg
2017-08-10,1,15,16,Schöneberg
2017-08-11,2,18,21,Schöneberg
2017-08-12,0,9,10,Schöneberg
2017-08-13,0,11,12,Schöneberg
2017-08-14,3,24,28,Schöneberg
2017-08-15,2,21,24,Schöneberg
2017-08-16,1,24,26,Schöneberg
2017-08-17,5,28,36,Schöneberg
2017-08-18,5,21,28,Schöneberg
2017-08-19,1,10,11,Schöneberg
2017-08-20,1,8,9,Schöneberg
2017-08-21,1,9,11,Schöneberg
2017-08-22,2,18,22,Schöneberg
2017-08-23,11,28,45,Schöneberg
2017-08-24,12,37,55,Schöneberg
2017-08-25,10,28,42,Schöneberg
2017-08-26,12,31,49,Schöneberg
2017-08-27,0,16,17,Schöneberg
2017-08-28,7,29,41,Schöneberg
2017-08-29,5,37,44,Schöneberg
2017-08-30,3,30,34,Schöneberg
2017-08-31,2,19,21,Schöneberg
2017-09-01,2,18,21,Schöneberg
2017-09-02,2,18,20,Schöneberg
2017-09-03,1,21,23,Schöneberg
2017-09-04,3,25,30,Schöneberg
2017-09-05,12,37,55,Schöneberg
2017-09-06,7,32,43,Schöneberg
2017-09-07,1,13,15,Schöneberg
2017-09-08,4,25,31,Schöneberg
2017-09-09,2,19,21,Schöneberg
2017-09-10,1,19,20,Schöneberg
2017-09-11,2,20,23,Schöneberg
2017-09-12,2,18,22,Schöneberg
2017-09-13,2,16,20,Schöneberg
2017-09-14,2,15,18,Schöneberg
2017-09-15,4,22,28,Schöneberg
2017-09-16,3,25,31,Schöneberg
2017-09-17,13,31,50,Schöneberg
2017-09-18,7,31,41,Schöneberg
2017-09-19,9,27,40,Schöneberg
2017-09-20,3,19,24,Schöneberg
2017-09-21,4,26,33,Schöneberg
2017-09-22,27,36,77,Schöneberg
2017-09-23,53,33,113,Schöneberg
2017-09-24,2,20,24,Schöneberg
2017-09-25,5,25,32,Schöneberg
2017-09-26,4,21,27,Schöneberg
2017-09-27,5,23,31,Schöneberg
2017-09-28,3,24,29,Schöneberg
2017-09-29,3,25,31,Schöneberg
2017-09-30,2,22,24,Schöneberg
2017-10-01,2,20,22,Schöneberg
2017-10-02,3,22,27,Schöneberg
2017-10-03,1,9,10,Schöneberg
2017-10-04,2,14,17,Schöneberg
2017-10-05,1,16,18,Schöneberg
2017-10-06,2,17,21,Schöneberg
2017-10-07,1,11,12,Schöneberg
2017-10-08,1,14,15,Schöneberg
2017-10-09,3,19,25,Schöneberg
2017-10-10,5,26,33,Schöneberg
2017-10-11,3,21,25,Schöneberg
2017-10-12,1,16,17,Schöneberg
2017-10-13,5,28,36,Schöneberg
2017-10-14,7,27,38,Schöneberg
2017-10-15,7,28,40,Schöneberg
2017-10-16,8,37,50,Schöneberg
2017-10-17,31,44,91,Schöneberg
2017-10-18,66,48,150,Schöneberg
2017-10-19,21,35,67,Schöneberg
2017-10-20,20,37,67,Schöneberg
2017-10-21,5,26,34,Schöneberg
2017-10-22,1,12,14,Schöneberg
2017-10-23,9,27,42,Schöneberg
2017-10-24,13,29,48,Schöneberg
2017-10-25,5,16,24,Schöneberg
2017-10-26,2,17,20,Schöneberg
2017-10-27,2,14,17,Schöneberg
2017-10-28,1,7,9,Schöneberg
2017-10-29,0,9,9,Schöneberg
2017-10-30,2,18,21,Schöneberg
2017-10-31,2,14,17,Schöneberg
2017-11-01,4,23,29,Schöneberg
2017-11-02,6,27,36,Schöneberg
2017-11-03,23,31,66,Schöneberg
2017-11-04,13,33,53,Schöneberg
2017-11-05,4,26,32,Schöneberg
2017-11-06,6,29,39,Schöneberg
2017-11-07,14,34,56,Schöneberg
2017-11-08,5,26,34,Schöneberg
2017-11-09,5,26,34,Schöneberg
2017-11-10,5,21,29,Schöneberg
2017-11-11,1,13,15,Schöneberg
2017-11-12,3,24,29,Schöneberg
2017-11-13,5,30,38,Schöneberg
2017-11-14,15,30,52,Schöneberg
2017-11-15,12,30,48,Schöneberg
2017-11-16,15,31,53,Schöneberg
2017-11-17,9,40,54,Schöneberg
2017-11-18,2,24,26,Schöneberg
2017-11-19,0,11,11,Schöneberg
2017-11-20,3,20,24,Schöneberg
2017-11-21,16,29,54,Schöneberg
2017-11-22,8,28,40,Schöneberg
2017-11-23,10,37,52,Schöneberg
2017-11-24,8,34,46,Schöneberg
2017-11-25,4,28,35,Schöneberg
2017-11-26,2,19,22,Schöneberg
2017-11-27,3,22,27,Schöneberg
2017-11-28,4,26,32,Schöneberg
2017-11-29,23,41,75,Schöneberg
2017-11-30,20,40,71,Schöneberg
2017-12-01,10,30,46,Schöneberg
2017-12-02,5,25,33,Schöneberg
2017-12-03,4,22,28,Schöneberg
2017-12-04,2,25,29,Schöneberg
2017-12-05,2,20,23,Schöneberg
2017-12-06,2,16,18,Schöneberg
2017-12-07,3,23,28,Schöneberg
2017-12-08,4,24,29,Schöneberg
2017-12-09,2,20,24,Schöneberg
2017-12-10,2,18,20,Schöneberg
2017-12-11,12,38,56,Schöneberg
2017-12-12,3,21,25,Schöneberg
2017-12-13,7,29,39,Schöneberg
2017-12-14,4,26,31,Schöneberg
2017-12-15,22,42,75,Schöneberg
2017-12-16,3,27,32,Schöneberg
2017-12-17,2,18,21,Schöneberg
2017-12-18,33,42,94,Schöneberg
2017-12-19,14,40,62,Schöneberg
2017-12-20,23,41,76,Schöneberg
2017-12-21,10,30,45,Schöneberg
2017-12-22,1,20,23,Schöneberg
2017-12-23,1,13,15,Schöneberg
2017-12-24,1,8,9,Schöneberg
2017-12-25,1,11,12,Schöneberg
2017-12-26,2,17,19,Schöneberg
2017-12-27,7,36,46,Schöneberg
2017-12-28,6,26,35,Schöneberg
2017-12-29,4,28,33,Schöneberg
2017-12-30,2,24,28,Schöneberg
2017-12-31,1,17,19,Schöneberg
2018-01-01,2,16,19,Schöneberg
2018-01-02,2,26,29,Schöneberg
2018-01-03,2,19,21,Schöneberg
2018-01-04,2,20,24,Schöneberg
2018-01-05,3,27,32,Schöneberg
2018-01-06,4,39,45,Schöneberg
2018-01-07,3,19,23,Schöneberg
2018-01-08,7,37,47,Schöneberg
2018-01-09,3,34,39,Schöneberg
2018-01-10,46,38,108,Schöneberg
2018-01-11,70,32,140,Schöneberg
2018-01-12,15,24,48,Schöneberg
2018-01-13,2,18,22,Schöneberg
2018-01-14,3,21,25,Schöneberg
2018-01-15,7,26,37,Schöneberg
2018-01-16,7,27,38,Schöneberg
2018-01-17,4,26,32,Schöneberg
2018-01-18,4,22,28,Schöneberg
2018-01-19,4,30,36,Schöneberg
2018-01-20,6,35,45,Schöneberg
2018-01-21,4,30,36,Schöneberg
2018-01-22,5,29,36,Schöneberg
2018-01-23,17,34,60,Schöneberg
2018-01-24,5,25,33,Schöneberg
2018-01-25,5,40,48,Schöneberg
2018-01-26,11,37,54,Schöneberg
2018-01-27,2,25,28,Schöneberg
2018-01-28,1,12,14,Schöneberg
2018-01-29,2,14,17,Schöneberg
2018-01-30,1,20,22,Schöneberg
2018-01-31,6,30,39,Schöneberg
2018-02-01,4,28,33,Schöneberg
2018-02-02,7,31,42,Schöneberg
2018-02-03,1,21,23,Schöneberg
2018-02-04,2,21,24,Schöneberg
2018-02-05,6,33,43,Schöneberg
2018-02-06,19,54,83,Schöneberg
2018-02-07,12,46,64,Schöneberg
2018-02-08,25,65,102,Schöneberg
2018-02-09,25,56,94,Schöneberg
2018-02-10,8,37,49,Schöneberg
2018-02-11,2,23,27,Schöneberg
2018-02-12,4,28,33,Schöneberg
2018-02-13,19,49,78,Schöneberg
2018-02-14,21,56,88,Schöneberg
2018-02-15,4,28,34,Schöneberg
2018-02-16,3,31,36,Schöneberg
2018-02-17,5,35,42,Schöneberg
2018-02-18,1,22,25,Schöneberg
2018-02-19,8,40,52,Schöneberg
2018-02-20,7,37,47,Schöneberg
2018-02-21,6,36,45,Schöneberg
2018-02-22,7,31,41,Schöneberg
2018-02-23,5,30,37,Schöneberg
2018-02-24,3,26,30,Schöneberg
2018-02-25,2,22,25,Schöneberg
2018-02-26,4,25,31,Schöneberg
2018-02-27,4,28,34,Schöneberg
2018-02-28,3,25,30,Schöneberg
2018-03-01,5,25,33,Schöneberg
2018-03-02,8,34,46,Schöneberg
2018-03-03,4,32,39,Schöneberg
2018-03-04,3,29,33,Schöneberg
2018-03-05,5,51,60,Schöneberg
2018-03-06,10,54,69,Schöneberg
2018-03-07,8,35,47,Schöneberg
2018-03-08,6,35,45,Schöneberg
2018-03-09,7,33,43,Schöneberg
2018-03-10,15,48,71,Schöneberg
2018-03-11,5,35,42,Schöneberg
2018-03-12,13,43,62,Schöneberg
2018-03-13,2,21,25,Schöneberg
2018-03-14,3,21,25,Schöneberg
2018-03-15,4,25,31,Schöneberg
2018-03-16,2,21,25,Schöneberg
2018-03-17,2,13,17,Schöneberg
2018-03-18,1,13,15,Schöneberg
2018-03-19,10,38,54,Schöneberg
2018-03-20,10,48,64,Schöneberg
2018-03-21,4,35,41,Schöneberg
2018-03-22,5,33,41,Schöneberg
2018-03-23,4,33,40,Schöneberg
2018-03-24,3,32,36,Schöneberg
2018-03-25,6,33,41,Schöneberg
2018-03-26,5,28,35,Schöneberg
2018-03-27,3,28,32,Schöneberg
2018-03-28,4,30,37,Schöneberg
2018-03-29,2,20,24,Schöneberg
2018-03-30,2,21,24,Schöneberg
2018-03-31,2,26,29,Schöneberg
2018-04-01,1,11,12,Schöneberg
2018-04-02,0,17,17,Schöneberg
2018-04-03,4,33,40,Schöneberg
2018-04-04,4,30,36,Schöneberg
2018-04-05,2,16,19,Schöneberg
2018-04-06,2,21,24,Schöneberg
2018-04-07,2,25,28,Schöneberg
2018-04-08,1,24,25,Schöneberg
2018-04-09,14,52,74,Schöneberg
2018-04-10,1,25,27,Schöneberg
2018-04-11,2,19,22,Schöneberg
2018-04-12,2,19,23,Schöneberg
2018-04-13,2,26,29,Schöneberg
2018-04-14,1,19,21,Schöneberg
2018-04-15,2,26,29,Schöneberg
2018-04-16,6,32,42,Schöneberg
2018-04-17,8,30,42,Schöneberg
2018-04-18,9,43,56,Schöneberg
2018-04-19,8,46,58,Schöneberg
2018-04-20,4,28,34,Schöneberg
2018-04-21,1,14,16,Schöneberg
2018-04-22,1,15,16,Schöneberg
2018-04-23,2,17,20,Schöneberg
2018-04-24,3,20,24,Schöneberg
2018-04-25,2,18,22,Schöneberg
2018-04-26,2,18,21,Schöneberg
2018-04-27,4,24,30,Schöneberg
2018-04-28,3,23,27,Schöneberg
2018-04-29,2,20,22,Schöneberg
2018-04-30,1,19,20,Schöneberg
2018-05-01,0,12,13,Schöneberg
2018-05-02,8,32,44,Schöneberg
2018-05-03,4,22,27,Schöneberg
2018-05-04,2,18,21,Schöneberg
2018-05-05,1,15,16,Schöneberg
2018-05-06,1,14,15,Schöneberg
2018-05-07,2,23,26,Schöneberg
2018-05-08,2,22,25,Schöneberg
2018-05-09,2,22,25,Schöneberg
2018-05-10,0,11,12,Schöneberg
2018-05-11,1,17,18,Schöneberg
2018-05-12,2,19,22,Schöneberg
2018-05-13,1,14,15,Schöneberg
2018-05-14,2,16,19,Schöneberg
2018-05-15,1,22,23,Schöneberg
2018-05-16,2,17,21,Schöneberg
2018-05-17,1,15,17,Schöneberg
2018-05-18,0,15,15,Schöneberg
2018-05-19,1,13,14,Schöneberg
2018-05-20,0,14,14,Schöneberg
2018-05-21,0,15,15,Schöneberg
2018-05-22,2,19,21,Schöneberg
2018-05-23,2,15,17,Schöneberg
2018-05-24,1,16,16,Schöneberg
2018-05-25,1,15,15,Schöneberg
2018-05-26,1,15,16,Schöneberg
2018-05-27,1,13,14,Schöneberg
2018-05-28,2,19,22,Schöneberg
2018-05-29,1,17,19,Schöneberg
2018-05-30,2,29,32,Schöneberg
2018-05-31,1,22,24,Schöneberg
2018-06-01,1,21,22,Schöneberg
2018-06-02,1,13,15,Schöneberg
2018-06-03,1,9,10,Schöneberg
2018-06-04,1,15,17,Schöneberg
2018-06-05,1,11,12,Schöneberg
2018-06-06,1,13,14,Schöneberg
2018-06-07,1,16,17,Schöneberg
2018-06-08,1,21,23,Schöneberg
2018-06-09,1,15,16,Schöneberg
2018-06-10,1,16,17,Schöneberg
2018-06-11,0,13,13,Schöneberg
2018-06-12,1,9,11,Schöneberg
2018-06-13,1,13,14,Schöneberg
2018-06-14,2,22,25,Schöneberg
2018-06-15,1,23,24,Schöneberg
2018-06-16,1,21,22,Schöneberg
2018-06-17,1,13,14,Schöneberg
2018-06-18,2,14,16,Schöneberg
2018-06-19,1,12,12,Schöneberg
2018-06-20,1,19,19,Schöneberg
2018-06-21,2,19,21,Schöneberg
2018-06-22,1,9,11,Schöneberg
2018-06-23,1,7,8,Schöneberg
2018-06-24,1,8,9,Schöneberg
2018-06-25,3,17,21,Schöneberg
2018-06-26,3,16,20,Schöneberg
2018-06-27,2,14,16,Schöneberg
2018-06-28,1,12,14,Schöneberg
2018-06-29,1,13,14,Schöneberg
2018-06-30,1,7,9,Schöneberg
2018-07-01,0,8,9,Schöneberg
2018-07-02,1,15,16,Schöneberg
2018-07-03,1,19,21,Schöneberg
2018-07-04,2,24,27,Schöneberg
2018-07-05,2,32,35,Schöneberg
2018-07-06,1,10,12,Schöneberg
2018-07-07,1,6,8,Schöneberg
2018-07-08,1,7,9,Schöneberg
2018-07-09,2,10,13,Schöneberg
2018-07-10,2,16,19,Schöneberg
2018-07-11,1,21,23,Schöneberg
2018-07-12,1,19,21,Schöneberg
2018-07-13,1,19,21,Schöneberg
2018-07-14,1,12,13,Schöneberg
2018-07-15,1,14,14,Schöneberg
2018-07-16,2,17,20,Schöneberg
2018-07-17,1,20,21,Schöneberg
2018-07-18,1,12,13,Schöneberg
2018-07-19,1,15,17,Schöneberg
2018-07-20,2,20,24,Schöneberg
2018-07-21,1,17,19,Schöneberg
2018-07-22,0,16,16,Schöneberg
2018-07-23,1,11,12,Schöneberg
2018-07-24,2,22,25,Schöneberg
2018-07-25,2,17,20,Schöneberg
2018-07-26,2,15,17,Schöneberg
2018-07-27,1,17,18,Schöneberg
2018-07-28,1,14,15,Schöneberg
2018-07-29,0,10,10,Schöneberg
2018-07-30,0,19,20,Schöneberg
2018-07-31,1,23,24,Schöneberg
2018-08-01,1,19,19,Schöneberg
2018-08-02,1,13,14,Schöneberg
2018-08-03,2,13,15,Schöneberg
2018-08-04,2,5,8,Schöneberg
2018-08-05,2,2,3,Schöneberg
2018-08-06,3,8,13,Schöneberg
2018-08-07,4,16,22,Schöneberg
2018-08-08,4,17,23,Schöneberg
2018-08-09,2,10,13,Schöneberg
2018-08-10,1,14,16,Schöneberg
2018-08-11,1,11,13,Schöneberg
2018-08-12,1,19,21,Schöneberg
2018-08-13,3,28,32,Schöneberg
2018-08-14,1,11,13,Schöneberg
2018-08-15,2,15,18,Schöneberg
2018-08-16,4,30,36,Schöneberg
2018-08-17,1,20,22,Schöneberg
2018-08-18,0,16,16,Schöneberg
2018-08-19,1,26,27,Schöneberg
2018-08-20,2,19,22,Schöneberg
2018-08-21,1,13,14,Schöneberg
2018-08-22,2,31,35,Schöneberg
2018-08-23,6,35,45,Schöneberg
2018-08-24,1,16,18,Schöneberg
2018-08-25,2,15,18,Schöneberg
2018-08-26,1,16,17,Schöneberg
2018-08-27,2,20,23,Schöneberg
2018-08-28,2,22,25,Schöneberg
2018-08-29,3,25,29,Schöneberg
2018-08-30,1,22,23,Schöneberg
2018-08-31,2,17,20,Schöneberg
2018-09-01,2,20,22,Schöneberg
2018-09-02,0,13,14,Schöneberg
2018-09-03,2,18,20,Schöneberg
2018-09-04,2,16,18,Schöneberg
2018-09-05,1,16,18,Schöneberg
2018-09-06,2,19,22,Schöneberg
2018-09-07,2,23,27,Schöneberg
2018-09-08,1,23,24,Schöneberg
2018-09-09,7,36,47,Schöneberg
2018-09-10,6,39,49,Schöneberg
2018-09-11,2,22,25,Schöneberg
2018-09-12,2,16,18,Schöneberg
2018-09-13,2,19,22,Schöneberg
2018-09-14,4,25,31,Schöneberg
2018-09-15,1,14,16,Schöneberg
2018-09-16,1,28,29,Schöneberg
2018-09-17,28,59,102,Schöneberg
2018-09-18,5,56,65,Schöneberg
2018-09-19,5,40,48,Schöneberg
2018-09-20,19,48,77,Schöneberg
2018-09-21,1,21,22,Schöneberg
2018-09-22,1,10,12,Schöneberg
2018-09-23,1,12,14,Schöneberg
2018-09-24,2,12,15,Schöneberg
2018-09-25,2,24,28,Schöneberg
2018-09-26,4,26,32,Schöneberg
2018-09-27,3,27,30,Schöneberg
2018-09-28,2,22,24,Schöneberg
2018-09-29,6,28,36,Schöneberg
2018-09-30,15,39,63,Schöneberg
2018-10-01,15,35,57,Schöneberg
2018-10-02,2,16,20,Schöneberg
2018-10-03,1,8,10,Schöneberg
2018-10-04,5,25,32,Schöneberg
2018-10-05,7,37,48,Schöneberg
2018-10-06,6,41,50,Schöneberg
2018-10-07,1,25,26,Schöneberg
2018-10-08,22,49,83,Schöneberg
2018-10-09,44,54,122,Schöneberg
2018-10-10,20,39,70,Schöneberg
2018-10-11,3,38,43,Schöneberg
2018-10-12,9,59,72,Schöneberg
2018-10-13,4,41,47,Schöneberg
2018-10-14,1,20,21,Schöneberg
2018-10-15,5,42,49,Schöneberg
2018-10-16,54,71,153,Schöneberg
2018-10-17,59,74,164,Schöneberg
2018-10-18,73,47,160,Schöneberg
2018-10-19,6,33,42,Schöneberg
2018-10-20,5,29,37,Schöneberg
2018-10-21,7,32,43,Schöneberg
2018-10-22,7,32,43,Schöneberg
2018-10-23,2,13,16,Schöneberg
2018-10-24,1,15,17,Schöneberg
2018-10-25,1,12,13,Schöneberg
2018-10-26,3,23,27,Schöneberg
2018-10-27,1,13,14,Schöneberg
2018-10-28,2,14,17,Schöneberg
2018-10-29,4,16,22,Schöneberg
2018-10-30,4,21,26,Schöneberg
2018-10-31,7,33,44,Schöneberg
2018-11-01,19,45,75,Schöneberg
2018-11-02,25,40,78,Schöneberg
2018-11-03,9,39,53,Schöneberg
2018-11-04,3,23,28,Schöneberg
2018-11-05,12,40,59,Schöneberg
2018-11-06,13,42,63,Schöneberg
2018-11-07,44,47,115,Schöneberg
2018-11-08,39,42,102,Schöneberg
2018-11-09,15,34,57,Schöneberg
2018-11-10,7,28,39,Schöneberg
2018-11-11,11,26,43,Schöneberg
2018-11-12,18,35,63,Schöneberg
2018-11-13,17,32,58,Schöneberg
2018-11-14,18,35,62,Schöneberg
2018-11-15,18,39,66,Schöneberg
2018-11-16,7,28,39,Schöneberg
2018-11-17,8,27,40,Schöneberg
2018-11-18,10,31,46,Schöneberg
2018-11-19,5,22,29,Schöneberg
2018-11-20,3,20,24,Schöneberg
2018-11-21,5,26,33,Schöneberg
2018-11-22,4,25,31,Schöneberg
2018-11-23,18,25,53,Schöneberg
2018-11-24,32,27,75,Schöneberg
2018-11-25,23,22,57,Schöneberg
2018-11-26,6,24,33,Schöneberg
2018-11-27,18,48,76,Schöneberg
2018-11-28,14,41,63,Schöneberg
2018-11-29,4,29,35,Schöneberg
2018-11-30,7,30,40,Schöneberg
2018-12-01,18,32,59,Schöneberg
2018-12-02,2,23,26,Schöneberg
2018-12-03,6,32,41,Schöneberg
2018-12-04,0,19,19,Schöneberg
2018-12-05,16,42,66,Schöneberg
2018-12-06,10,34,49,Schöneberg
2018-12-07,3,24,28,Schöneberg
2018-12-08,1,10,12,Schöneberg
2018-12-09,0,9,10,Schöneberg
2018-12-10,1,12,13,Schöneberg
2018-12-11,5,19,26,Schöneberg
2018-12-12,6,31,41,Schöneberg
2018-12-13,9,27,41,Schöneberg
2018-12-14,7,30,40,Schöneberg
2018-12-15,7,22,33,Schöneberg
2018-12-16,3,20,24,Schöneberg
2018-12-17,23,34,70,Schöneberg
2018-12-18,23,38,72,Schöneberg
2018-12-19,10,36,52,Schöneberg
2018-12-20,25,35,73,Schöneberg
2018-12-21,6,29,39,Schöneberg
2018-12-22,2,21,24,Schöneberg
2018-12-23,0,21,20,Schöneberg
2018-12-24,1,13,15,Schöneberg
2018-12-25,1,9,11,Schöneberg
2018-12-26,1,11,13,Schöneberg
2018-12-27,2,19,22,Schöneberg
2018-12-28,2,20,23,Schöneberg
2018-12-29,4,29,35,Schöneberg
2018-12-30,1,11,13,Schöneberg
2018-12-31,2,19,22,Schöneberg
2019-01-01,1,8,10,Schöneberg
2019-01-02,1,13,15,Schöneberg
2019-01-03,3,33,38,Schöneberg
2019-01-04,2,21,24,Schöneberg
2019-01-05,1,16,18,Schöneberg
2019-01-06,2,22,25,Schöneberg
2019-01-07,16,29,53,Schöneberg
2019-01-08,1,15,17,Schöneberg
2019-01-09,2,17,20,Schöneberg
2019-01-10,2,19,22,Schöneberg
2019-01-11,4,25,30,Schöneberg
2019-01-12,1,14,16,Schöneberg
2019-01-13,1,8,10,Schöneberg
2019-01-14,1,14,16,Schöneberg
2019-01-15,2,16,18,Schöneberg
2019-01-16,2,20,23,Schöneberg
2019-01-17,2,18,22,Schöneberg
2019-01-18,3,22,26,Schöneberg
2019-01-19,9,35,50,Schöneberg
2019-01-20,12,40,57,Schöneberg
2019-01-21,6,36,45,Schöneberg
2019-01-22,12,41,60,Schöneberg
2019-01-23,7,32,43,Schöneberg
2019-01-24,4,28,34,Schöneberg
2019-01-25,4,28,33,Schöneberg
2019-01-26,11,35,52,Schöneberg
2019-01-27,3,22,26,Schöneberg
2019-01-28,5,27,34,Schöneberg
2019-01-29,4,30,35,Schöneberg
2019-01-30,7,36,46,Schöneberg
2019-01-31,12,42,60,Schöneberg
2019-02-01,10,42,58,Schöneberg
2019-02-02,7,30,41,Schöneberg
2019-02-03,2,18,21,Schöneberg
2019-02-04,6,29,38,Schöneberg
2019-02-05,3,28,33,Schöneberg
2019-02-06,8,32,44,Schöneberg
2019-02-07,7,38,49,Schöneberg
2019-02-08,3,25,30,Schöneberg
2019-02-09,1,13,15,Schöneberg
2019-02-10,1,17,18,Schöneberg
2019-02-11,1,16,17,Schöneberg
2019-02-12,2,24,26,Schöneberg
2019-02-13,2,24,27,Schöneberg
2019-02-14,10,35,51,Schöneberg
2019-02-15,40,59,120,Schöneberg
2019-02-16,12,51,69,Schöneberg
2019-02-17,22,54,88,Schöneberg
2019-02-18,35,60,113,Schöneberg
2019-02-19,4,28,35,Schöneberg
2019-02-20,2,20,23,Schöneberg
2019-02-21,3,26,31,Schöneberg
2019-02-22,3,21,25,Schöneberg
2019-02-23,4,34,40,Schöneberg
2019-02-24,10,52,67,Schöneberg
2019-02-25,10,49,65,Schöneberg
2019-02-26,21,50,81,Schöneberg
2019-02-27,40,49,110,Schöneberg
2019-02-28,3,31,36,Schöneberg
2019-03-01,4,25,31,Schöneberg
2019-03-02,2,21,24,Schöneberg
2019-03-03,1,14,15,Schöneberg
2019-03-04,2,16,18,Schöneberg
2019-03-05,1,16,17,Schöneberg
2019-03-06,5,27,34,Schöneberg
2019-03-07,4,26,32,Schöneberg
2019-03-08,1,11,12,Schöneberg
2019-03-09,1,13,14,Schöneberg
2019-03-10,1,12,13,Schöneberg
2019-03-11,1,18,20,Schöneberg
2019-03-12,2,16,19,Schöneberg
2019-03-13,2,13,15,Schöneberg
2019-03-14,3,16,20,Schöneberg
2019-03-15,1,10,12,Schöneberg
2019-03-16,1,16,17,Schöneberg
2019-03-17,1,10,12,Schöneberg
2019-03-18,1,13,15,Schöneberg
2019-03-19,2,19,22,Schöneberg
2019-03-20,4,24,31,Schöneberg
2019-03-21,4,26,32,Schöneberg
2019-03-22,5,30,38,Schöneberg
2019-03-23,5,20,27,Schöneberg
2019-03-24,2,17,19,Schöneberg
2019-03-25,1,20,22,Schöneberg
2019-03-26,1,19,21,Schöneberg
2019-03-27,1,17,18,Schöneberg
2019-03-28,2,21,25,Schöneberg
2019-03-29,4,25,31,Schöneberg
2019-03-30,3,26,31,Schöneberg
2019-03-31,1,15,16,Schöneberg
2019-04-01,3,23,27,Schöneberg
2019-04-02,2,23,26,Schöneberg
2019-04-03,4,32,38,Schöneberg
2019-04-04,2,25,28,Schöneberg
2019-04-05,3,29,34,Schöneberg
2019-04-06,2,25,28,Schöneberg
2019-04-07,1,17,19,Schöneberg
2019-04-08,5,28,35,Schöneberg
2019-04-09,1,15,17,Schöneberg
2019-04-10,2,19,22,Schöneberg
2019-04-11,2,18,20,Schöneberg
2019-04-12,2,19,22,Schöneberg
2019-04-13,2,16,19,Schöneberg
2019-04-14,1,15,18,Schöneberg
2019-04-15,2,20,23,Schöneberg
2019-04-16,2,23,26,Schöneberg
2019-04-17,2,24,28,Schöneberg
2019-04-18,2,35,39,Schöneberg
2019-04-19,0,17,18,Schöneberg
2019-04-20,2,19,22,Schöneberg
2019-04-21,0,16,16,Schöneberg
2019-04-22,1,9,10,Schöneberg
2019-04-23,1,13,14,Schöneberg
2019-04-24,1,13,15,Schöneberg
2019-04-25,1,16,17,Schöneberg
2019-04-26,1,17,18,Schöneberg
2019-04-27,1,11,12,Schöneberg
2019-04-28,1,9,10,Schöneberg
2019-04-29,2,19,22,Schöneberg
2019-04-30,1,25,27,Schöneberg
2019-05-01,0,12,12,Schöneberg
2019-05-02,1,9,10,Schöneberg
2019-05-03,1,9,10,Schöneberg
