,Feinstaub (PM10)µg/m³,Stickstoffmonoxidµg/m³,Stickstoffdioxidµg/m³,Stickoxideµg/m³,Ozonµg/m³,Ortschaft
2014-09-19,,3,26,31,22,Marienfelde
2014-09-20,,3,19,23,12,Marienfelde
2014-09-21,,1,10,10,54,Marienfelde
2014-09-22,,0,8,8,57,Marienfelde
2014-09-23,,1,16,17,44,Marienfelde
2014-09-24,,1,17,19,32,Marienfelde
2014-09-25,,1,16,18,36,Marienfelde
2014-09-26,,1,18,20,27,Marienfelde
2014-09-27,,1,12,13,39,Marienfelde
2014-09-28,,1,15,17,38,Marienfelde
2014-09-29,,4,25,31,34,Marienfelde
2014-09-30,,5,22,30,25,Marienfelde
2014-10-01,,9,26,39,22,Marienfelde
2014-10-02,,8,23,35,28,Marienfelde
2014-10-03,,1,15,16,37,Marienfelde
2014-10-04,,1,17,19,42,Marienfelde
2014-10-05,,1,13,14,44,Marienfelde
2014-10-06,,2,16,18,44,Marienfelde
2014-10-07,,0,16,16,42,Marienfelde
2014-10-08,,1,13,15,39,Marienfelde
2014-10-09,,1,17,18,30,Marienfelde
2014-10-10,,3,19,24,25,Marienfelde
2014-10-11,,4,23,30,12,Marienfelde
2014-10-12,,1,13,15,32,Marienfelde
2014-10-13,,2,18,20,21,Marienfelde
2014-10-14,,5,22,30,15,Marienfelde
2014-10-15,,3,19,24,19,Marienfelde
2014-10-16,,5,22,30,5,Marienfelde
2014-10-17,,1,19,21,24,Marienfelde
2014-10-18,,3,15,20,15,Marienfelde
2014-10-19,,1,9,10,42,Marienfelde
2014-10-20,,0,16,16,39,Marienfelde
2014-10-21,,1,14,15,34,Marienfelde
2014-10-22,,0,18,18,35,Marienfelde
2014-10-23,,1,21,22,19,Marienfelde
2014-10-24,,1,14,15,23,Marienfelde
2014-10-25,,2,16,19,12,Marienfelde
2014-10-26,,2,15,17,7,Marienfelde
2014-10-27,,2,19,22,16,Marienfelde
2014-10-28,,3,22,25,18,Marienfelde
2014-10-29,,13,22,42,15,Marienfelde
2014-10-30,,11,24,40,2,Marienfelde
2014-10-31,,11,20,38,5,Marienfelde
2014-11-01,,6,18,27,9,Marienfelde
2014-11-02,,3,17,22,14,Marienfelde
2014-11-03,,1,19,21,24,Marienfelde
2014-11-04,,2,21,25,21,Marienfelde
2014-11-05,,6,24,34,7,Marienfelde
2014-11-06,,1,18,19,31,Marienfelde
2014-11-07,,3,20,26,11,Marienfelde
2014-11-08,,2,20,23,22,Marienfelde
2014-11-09,,2,20,24,9,Marienfelde
2014-11-10,,6,18,27,11,Marienfelde
2014-11-11,,17,24,50,7,Marienfelde
2014-11-12,,7,20,32,11,Marienfelde
2014-11-13,,16,19,43,1,Marienfelde
2014-11-14,,10,18,32,14,Marienfelde
2014-11-15,,1,17,19,24,Marienfelde
2014-11-16,,0,15,15,21,Marienfelde
2014-11-17,,8,25,37,11,Marienfelde
2014-11-18,,3,19,23,7,Marienfelde
2014-11-19,,9,21,35,2,Marienfelde
2014-11-20,,16,22,45,1,Marienfelde
2014-11-21,,6,21,30,8,Marienfelde
2014-11-22,,1,19,20,25,Marienfelde
2014-11-23,,1,16,17,18,Marienfelde
2014-11-24,,2,24,27,19,Marienfelde
2014-11-25,,2,31,34,13,Marienfelde
2014-11-26,,1,20,22,18,Marienfelde
2014-11-27,,3,23,28,16,Marienfelde
2014-11-28,,1,18,19,26,Marienfelde
2014-11-29,,1,14,15,34,Marienfelde
2014-11-30,,0,13,14,38,Marienfelde
2014-12-01,,0,14,15,37,Marienfelde
2014-12-02,,1,16,17,33,Marienfelde
2014-12-03,,6,29,38,9,Marienfelde
2014-12-04,,8,32,44,5,Marienfelde
2014-12-05,,16,30,53,1,Marienfelde
2014-12-06,,15,26,49,3,Marienfelde
2014-12-07,,0,15,15,31,Marienfelde
2014-12-08,,2,22,24,29,Marienfelde
2014-12-09,,10,31,47,5,Marienfelde
2014-12-10,,1,22,24,23,Marienfelde
2014-12-11,,1,16,17,39,Marienfelde
2014-12-12,,1,11,12,56,Marienfelde
2014-12-13,,1,12,13,54,Marienfelde
2014-12-14,,1,18,20,20,Marienfelde
2014-12-15,,1,16,17,35,Marienfelde
2014-12-16,,1,23,25,22,Marienfelde
2014-12-17,,1,20,21,33,Marienfelde
2014-12-18,,1,18,20,22,Marienfelde
2014-12-19,,1,7,8,51,Marienfelde
2014-12-20,,0,5,5,66,Marienfelde
2014-12-21,,0,4,5,59,Marienfelde
2014-12-22,,0,6,7,52,Marienfelde
2014-12-23,,0,6,7,54,Marienfelde
2014-12-24,,0,4,5,54,Marienfelde
2014-12-25,,0,4,4,58,Marienfelde
2014-12-26,,1,13,14,36,Marienfelde
2014-12-27,,2,15,17,26,Marienfelde
2014-12-28,,2,18,21,28,Marienfelde
2014-12-29,,11,33,49,12,Marienfelde
2014-12-30,,1,20,21,29,Marienfelde
2014-12-31,,1,17,18,22,Marienfelde
2015-01-01,,1,10,12,36,Marienfelde
2015-01-02,,0,7,7,53,Marienfelde
2015-01-03,,0,6,6,61,Marienfelde
2015-01-04,,0,4,4,64,Marienfelde
2015-01-05,,0,11,11,46,Marienfelde
2015-01-06,,0,13,13,34,Marienfelde
2015-01-07,,2,23,26,21,Marienfelde
2015-01-08,,1,15,17,30,Marienfelde
2015-01-09,,0,6,6,65,Marienfelde
2015-01-10,,0,5,5,61,Marienfelde
2015-01-11,,0,4,4,69,Marienfelde
2015-01-12,,0,8,8,56,Marienfelde
2015-01-13,,0,8,8,60,Marienfelde
2015-01-14,,1,8,9,57,Marienfelde
2015-01-15,,0,10,10,50,Marienfelde
2015-01-16,,1,13,14,42,Marienfelde
2015-01-17,,0,20,20,26,Marienfelde
2015-01-18,,1,14,16,25,Marienfelde
2015-01-19,,12,27,46,7,Marienfelde
2015-01-20,,3,26,31,8,Marienfelde
2015-01-21,,4,25,31,7,Marienfelde
2015-01-22,,5,28,35,6,Marienfelde
2015-01-23,,2,24,28,16,Marienfelde
2015-01-24,,1,12,13,31,Marienfelde
2015-01-25,,0,9,9,50,Marienfelde
2015-01-26,,1,13,14,38,Marienfelde
2015-01-27,,0,11,11,60,Marienfelde
2015-01-28,,0,11,12,49,Marienfelde
2015-01-29,,0,9,9,59,Marienfelde
2015-01-30,,1,18,19,37,Marienfelde
2015-01-31,,1,14,16,40,Marienfelde
2015-02-01,,1,11,13,42,Marienfelde
2015-02-02,,2,19,21,37,Marienfelde
2015-02-03,,1,18,20,39,Marienfelde
2015-02-04,,1,13,15,31,Marienfelde
2015-02-05,,6,20,29,23,Marienfelde
2015-02-06,,2,22,26,29,Marienfelde
2015-02-07,,3,21,26,34,Marienfelde
2015-02-08,,0,6,7,72,Marienfelde
2015-02-09,,0,9,9,60,Marienfelde
2015-02-10,,0,9,9,61,Marienfelde
2015-02-11,,0,11,12,53,Marienfelde
2015-02-12,,12,20,38,26,Marienfelde
2015-02-13,,5,28,35,14,Marienfelde
2015-02-14,,2,28,31,26,Marienfelde
2015-02-15,,1,19,20,48,Marienfelde
2015-02-16,,1,11,12,46,Marienfelde
2015-02-17,,3,23,27,31,Marienfelde
2015-02-18,,2,24,27,29,Marienfelde
2015-02-19,,3,24,29,23,Marienfelde
2015-02-20,,1,18,20,42,Marienfelde
2015-02-21,,0,10,11,67,Marienfelde
2015-02-22,,1,12,13,46,Marienfelde
2015-02-23,,1,15,16,44,Marienfelde
2015-02-24,,1,16,18,40,Marienfelde
2015-02-25,,4,22,28,33,Marienfelde
2015-02-26,,18,30,58,33,Marienfelde
2015-02-27,,2,22,26,41,Marienfelde
2015-02-28,,1,9,10,62,Marienfelde
2015-03-01,,0,8,8,57,Marienfelde
2015-03-02,,0,11,12,64,Marienfelde
2015-03-03,,1,8,9,67,Marienfelde
2015-03-04,,1,12,13,59,Marienfelde
2015-03-05,,0,15,15,55,Marienfelde
2015-03-06,,2,25,28,28,Marienfelde
2015-03-07,,1,13,14,48,Marienfelde
2015-03-08,,1,8,10,58,Marienfelde
2015-03-09,,3,21,25,46,Marienfelde
2015-03-10,,4,20,26,24,Marienfelde
2015-03-11,,1,14,16,55,Marienfelde
2015-03-12,,1,22,24,49,Marienfelde
2015-03-13,,3,29,34,38,Marienfelde
2015-03-14,,0,16,17,38,Marienfelde
2015-03-15,,0,10,10,40,Marienfelde
2015-03-16,,1,11,12,55,Marienfelde
2015-03-17,,0,14,15,70,Marienfelde
2015-03-18,,1,14,15,77,Marienfelde
2015-03-19,,2,26,29,71,Marienfelde
2015-03-20,,7,43,54,50,Marienfelde
2015-03-21,,2,23,26,28,Marienfelde
2015-03-22,,1,11,12,73,Marienfelde
2015-03-23,,2,24,27,49,Marienfelde
2015-03-24,,5,23,30,42,Marienfelde
2015-03-25,,7,22,33,47,Marienfelde
2015-03-26,,2,21,24,33,Marienfelde
2015-03-27,,4,16,22,36,Marienfelde
2015-03-28,,0,8,8,59,Marienfelde
2015-03-29,,0,4,5,60,Marienfelde
2015-03-30,,0,5,5,81,Marienfelde
2015-03-31,,1,5,6,77,Marienfelde
2015-04-01,,0,5,6,78,Marienfelde
2015-04-02,,1,9,9,70,Marienfelde
2015-04-03,,0,7,7,66,Marienfelde
2015-04-04,,1,16,18,49,Marienfelde
2015-04-05,,3,20,24,48,Marienfelde
2015-04-06,,0,13,13,63,Marienfelde
2015-04-07,,7,17,28,53,Marienfelde
2015-04-08,,0,13,14,59,Marienfelde
2015-04-09,,6,19,28,47,Marienfelde
2015-04-10,,3,20,24,60,Marienfelde
2015-04-11,,1,12,13,79,Marienfelde
2015-04-12,,0,5,5,79,Marienfelde
2015-04-13,,0,6,6,76,Marienfelde
2015-04-14,,2,14,17,59,Marienfelde
2015-04-15,,1,11,12,82,Marienfelde
2015-04-16,,1,7,8,81,Marienfelde
2015-04-17,,1,13,14,67,Marienfelde
2015-04-18,,1,13,15,65,Marienfelde
2015-04-19,,2,16,19,62,Marienfelde
2015-04-20,,2,15,17,65,Marienfelde
2015-04-21,,1,15,16,76,Marienfelde
2015-04-22,,1,13,13,69,Marienfelde
2015-04-23,,4,22,29,65,Marienfelde
2015-04-24,,2,20,24,76,Marienfelde
2015-04-25,,0,10,10,101,Marienfelde
2015-04-26,,1,9,10,60,Marienfelde
2015-04-27,,9,22,36,26,Marienfelde
2015-04-28,,1,13,15,51,Marienfelde
2015-04-29,,2,11,14,64,Marienfelde
2015-04-30,,0,12,12,63,Marienfelde
2015-05-01,,0,8,8,69,Marienfelde
2015-05-02,,4,16,21,55,Marienfelde
2015-05-03,,1,14,15,72,Marienfelde
2015-05-04,,1,10,12,63,Marienfelde
2015-05-05,,2,9,12,57,Marienfelde
2015-05-06,,1,9,11,82,Marienfelde
2015-05-07,,0,9,10,70,Marienfelde
2015-05-08,,1,12,14,66,Marienfelde
2015-05-09,,0,10,10,74,Marienfelde
2015-05-10,,0,6,6,77,Marienfelde
2015-05-11,,2,17,20,65,Marienfelde
2015-05-12,,1,10,11,88,Marienfelde
2015-05-13,,1,10,11,74,Marienfelde
2015-05-14,,0,8,8,65,Marienfelde
2015-05-15,,4,15,21,54,Marienfelde
2015-05-16,,2,12,14,63,Marienfelde
2015-05-17,,0,5,5,78,Marienfelde
2015-05-18,,1,14,16,74,Marienfelde
2015-05-19,,1,9,10,84,Marienfelde
2015-05-20,,5,23,30,52,Marienfelde
2015-05-21,,1,10,11,67,Marienfelde
2015-05-22,,2,14,17,67,Marienfelde
2015-05-23,,1,14,16,63,Marienfelde
2015-05-24,,1,8,10,74,Marienfelde
2015-05-25,,0,10,10,72,Marienfelde
2015-05-26,,1,7,8,65,Marienfelde
2015-05-27,,1,7,8,64,Marienfelde
2015-05-28,,1,10,11,70,Marienfelde
2015-05-29,,1,9,11,74,Marienfelde
2015-05-30,,0,5,5,79,Marienfelde
2015-05-31,,1,5,6,79,Marienfelde
2015-06-01,,1,8,9,58,Marienfelde
2015-06-02,,0,6,7,70,Marienfelde
2015-06-03,,1,7,8,76,Marienfelde
2015-06-04,,1,13,15,67,Marienfelde
2015-06-05,,0,7,7,105,Marienfelde
2015-06-06,,0,6,6,120,Marienfelde
2015-06-07,,0,5,6,95,Marienfelde
2015-06-08,,1,8,9,78,Marienfelde
2015-06-09,,0,8,8,75,Marienfelde
2015-06-10,,0,9,10,80,Marienfelde
2015-06-11,,1,12,13,93,Marienfelde
2015-06-12,,0,12,12,110,Marienfelde
2015-06-13,,1,8,9,92,Marienfelde
2015-06-14,,0,7,7,74,Marienfelde
2015-06-15,,0,6,6,73,Marienfelde
2015-06-16,,2,12,14,57,Marienfelde
2015-06-17,,2,11,14,68,Marienfelde
2015-06-18,,1,7,8,66,Marienfelde
2015-06-19,,1,4,5,65,Marienfelde
2015-06-20,,0,5,5,56,Marienfelde
2015-06-21,,0,6,6,61,Marienfelde
2015-06-22,,1,8,9,53,Marienfelde
2015-06-23,,1,10,11,43,Marienfelde
2015-06-24,,1,9,11,50,Marienfelde
2015-06-25,,2,9,12,63,Marienfelde
2015-06-26,,1,19,20,72,Marienfelde
2015-06-27,,1,11,12,61,Marienfelde
2015-06-28,,0,4,4,61,Marienfelde
2015-06-29,,2,13,16,69,Marienfelde
2015-06-30,,1,8,9,75,Marienfelde
2015-07-01,,1,10,11,69,Marienfelde
2015-07-02,,0,7,8,86,Marienfelde
2015-07-03,,0,11,12,119,Marienfelde
2015-07-04,,0,9,10,,Marienfelde
2015-07-05,,,,,,Marienfelde
2015-07-06,,0,6,5,,Marienfelde
2015-07-07,,1,10,11,95,Marienfelde
2015-07-08,,1,7,8,69,Marienfelde
2015-07-09,,0,4,4,63,Marienfelde
2015-07-10,,1,3,4,68,Marienfelde
2015-07-11,,1,13,14,72,Marienfelde
2015-07-12,,1,12,12,70,Marienfelde
2015-07-13,,1,8,9,49,Marienfelde
2015-07-14,,1,12,14,37,Marienfelde
2015-07-15,,1,6,8,59,Marienfelde
2015-07-16,,1,16,16,57,Marienfelde
2015-07-17,,1,10,11,89,Marienfelde
2015-07-18,,0,9,9,76,Marienfelde
2015-07-19,,0,7,8,67,Marienfelde
2015-07-20,,1,7,8,78,Marienfelde
2015-07-21,,1,7,9,65,Marienfelde
2015-07-22,,1,11,12,73,Marienfelde
2015-07-23,,1,6,7,81,Marienfelde
2015-07-24,,1,9,10,79,Marienfelde
2015-07-25,,0,4,5,84,Marienfelde
2015-07-26,,0,5,5,71,Marienfelde
2015-07-27,,1,9,10,58,Marienfelde
2015-07-28,,0,5,6,61,Marienfelde
2015-07-29,,1,5,6,75,Marienfelde
2015-07-30,,1,4,6,60,Marienfelde
2015-07-31,,1,6,7,65,Marienfelde
2015-08-01,,1,14,16,75,Marienfelde
2015-08-02,,1,11,12,114,Marienfelde
2015-08-03,,1,12,13,125,Marienfelde
2015-08-04,,0,12,12,120,Marienfelde
2015-08-05,,0,9,9,87,Marienfelde
2015-08-06,,1,18,19,104,Marienfelde
2015-08-07,,1,16,17,134,Marienfelde
2015-08-08,,1,11,12,110,Marienfelde
2015-08-09,,0,5,5,83,Marienfelde
2015-08-10,,1,10,11,103,Marienfelde
2015-08-11,,1,16,18,123,Marienfelde
2015-08-12,,1,10,11,86,Marienfelde
2015-08-13,,0,9,9,82,Marienfelde
2015-08-14,,0,7,8,124,Marienfelde
2015-08-15,,0,8,9,115,Marienfelde
2015-08-16,,0,10,11,80,Marienfelde
2015-08-17,,0,13,13,71,Marienfelde
2015-08-18,,2,14,17,31,Marienfelde
2015-08-19,,2,15,18,33,Marienfelde
2015-08-20,,1,14,16,59,Marienfelde
2015-08-21,,1,23,25,68,Marienfelde
2015-08-22,,0,13,14,85,Marienfelde
2015-08-23,,0,8,8,83,Marienfelde
2015-08-24,,1,9,10,78,Marienfelde
2015-08-25,,1,7,7,58,Marienfelde
2015-08-26,,1,11,12,59,Marienfelde
2015-08-27,,1,17,18,71,Marienfelde
2015-08-28,,0,8,9,56,Marienfelde
2015-08-29,,3,16,20,54,Marienfelde
2015-08-30,,1,15,16,70,Marienfelde
2015-08-31,,1,15,17,86,Marienfelde
2015-09-01,,1,12,13,83,Marienfelde
2015-09-02,,1,10,11,63,Marienfelde
2015-09-03,,1,21,22,39,Marienfelde
2015-09-04,,3,14,18,53,Marienfelde
2015-09-05,,0,4,5,60,Marienfelde
2015-09-06,,0,3,3,60,Marienfelde
2015-09-07,,0,8,8,52,Marienfelde
2015-09-08,,2,10,12,46,Marienfelde
2015-09-09,,3,17,21,40,Marienfelde
2015-09-10,,1,14,16,45,Marienfelde
2015-09-11,,0,13,13,38,Marienfelde
2015-09-12,,1,10,11,49,Marienfelde
2015-09-13,,0,12,12,63,Marienfelde
2015-09-14,,1,11,12,58,Marienfelde
2015-09-15,,1,9,9,50,Marienfelde
2015-09-16,,3,16,20,44,Marienfelde
2015-09-17,,1,10,11,53,Marienfelde
2015-09-18,,1,11,13,52,Marienfelde
2015-09-19,,1,11,12,40,Marienfelde
2015-09-20,,1,6,6,56,Marienfelde
2015-09-21,,2,13,16,46,Marienfelde
2015-09-22,,1,13,14,,Marienfelde
2015-09-23,,1,14,15,33,Marienfelde
2015-09-24,,3,14,18,34,Marienfelde
2015-09-25,,4,19,25,34,Marienfelde
2015-09-26,,2,20,23,33,Marienfelde
2015-09-27,,3,17,20,31,Marienfelde
2015-09-28,,13,22,42,30,Marienfelde
2015-09-29,,3,22,27,37,Marienfelde
2015-09-30,,3,20,24,44,Marienfelde
2015-10-01,,7,28,40,33,Marienfelde
2015-10-02,,19,36,65,31,Marienfelde
2015-10-03,,2,32,35,46,Marienfelde
2015-10-04,,1,24,26,40,Marienfelde
2015-10-05,,10,25,40,38,Marienfelde
2015-10-06,,0,15,16,58,Marienfelde
2015-10-07,,0,13,13,39,Marienfelde
2015-10-08,,5,24,30,16,Marienfelde
2015-10-09,,4,20,26,30,Marienfelde
2015-10-10,,1,16,18,47,Marienfelde
2015-10-11,,1,13,14,55,Marienfelde
2015-10-12,,1,15,17,49,Marienfelde
2015-10-13,,1,16,17,32,Marienfelde
2015-10-14,,2,21,23,20,Marienfelde
2015-10-15,,1,19,21,23,Marienfelde
2015-10-16,,5,25,32,11,Marienfelde
2015-10-17,,2,17,20,11,Marienfelde
2015-10-18,,10,19,34,11,Marienfelde
2015-10-19,,10,23,38,4,Marienfelde
2015-10-20,,6,23,32,19,Marienfelde
2015-10-21,,1,16,17,26,Marienfelde
2015-10-22,,2,17,19,15,Marienfelde
2015-10-23,,1,14,14,42,Marienfelde
2015-10-24,,4,22,28,18,Marienfelde
2015-10-25,,1,15,17,15,Marienfelde
2015-10-26,,11,21,38,20,Marienfelde
2015-10-27,,3,23,28,21,Marienfelde
2015-10-28,,3,24,29,21,Marienfelde
2015-10-29,,9,24,38,6,Marienfelde
2015-10-30,,18,29,56,4,Marienfelde
2015-10-31,,2,21,25,23,Marienfelde
2015-11-01,,1,18,19,33,Marienfelde
2015-11-02,,16,30,54,10,Marienfelde
2015-11-03,,32,33,82,7,Marienfelde
2015-11-04,,72,30,140,2,Marienfelde
2015-11-05,,46,28,99,2,Marienfelde
2015-11-06,,13,23,44,8,Marienfelde
2015-11-07,,1,13,13,18,Marienfelde
2015-11-08,,1,8,9,51,Marienfelde
2015-11-09,,1,11,12,43,Marienfelde
2015-11-10,,0,9,9,49,Marienfelde
2015-11-11,,0,13,14,35,Marienfelde
2015-11-12,,1,18,20,36,Marienfelde
2015-11-13,,1,13,15,33,Marienfelde
2015-11-14,,0,7,7,60,Marienfelde
2015-11-15,,0,7,7,44,Marienfelde
2015-11-16,,1,13,14,33,Marienfelde
2015-11-17,,0,11,11,36,Marienfelde
2015-11-18,,0,7,8,58,Marienfelde
2015-11-19,,0,7,8,59,Marienfelde
2015-11-20,,0,15,16,45,Marienfelde
2015-11-21,,0,12,12,37,Marienfelde
2015-11-22,,0,8,8,42,Marienfelde
2015-11-23,,2,26,29,19,Marienfelde
2015-11-24,,1,19,21,23,Marienfelde
2015-11-25,,1,18,19,23,Marienfelde
2015-11-26,,5,26,33,15,Marienfelde
2015-11-27,,6,26,36,6,Marienfelde
2015-11-28,,1,16,17,29,Marienfelde
2015-11-29,,0,6,6,52,Marienfelde
2015-11-30,,1,6,7,65,Marienfelde
2015-12-01,,1,13,14,49,Marienfelde
2015-12-02,,1,17,18,42,Marienfelde
2015-12-03,,1,19,20,38,Marienfelde
2015-12-04,,0,20,21,25,Marienfelde
2015-12-05,,0,11,12,40,Marienfelde
2015-12-06,,0,6,7,54,Marienfelde
2015-12-07,,3,24,28,21,Marienfelde
2015-12-08,,7,27,38,6,Marienfelde
2015-12-09,,3,23,28,23,Marienfelde
2015-12-10,,2,20,22,24,Marienfelde
2015-12-11,,1,17,18,29,Marienfelde
2015-12-12,,0,9,10,49,Marienfelde
2015-12-13,,0,10,10,45,Marienfelde
2015-12-14,,13,30,50,9,Marienfelde
2015-12-15,,12,26,45,5,Marienfelde
2015-12-16,,10,25,41,3,Marienfelde
2015-12-17,,2,21,24,16,Marienfelde
2015-12-18,,0,18,18,24,Marienfelde
2015-12-19,,1,17,17,21,Marienfelde
2015-12-20,,1,13,13,23,Marienfelde
2015-12-21,,1,15,16,31,Marienfelde
2015-12-22,,0,8,8,55,Marienfelde
2015-12-23,,0,10,10,52,Marienfelde
2015-12-24,,1,13,14,27,Marienfelde
2015-12-25,,0,5,6,58,Marienfelde
2015-12-26,,0,4,5,52,Marienfelde
2015-12-27,,0,7,8,44,Marienfelde
2015-12-28,,1,17,19,40,Marienfelde
2015-12-29,,1,10,11,40,Marienfelde
2015-12-30,,1,15,17,30,Marienfelde
2015-12-31,,0,12,12,39,Marienfelde
2016-01-01,,1,14,14,16,Marienfelde
2016-01-02,,1,11,13,30,Marienfelde
2016-01-03,,1,11,12,32,Marienfelde
2016-01-04,,2,22,25,20,Marienfelde
2016-01-05,,6,30,39,7,Marienfelde
2016-01-06,,9,32,45,6,Marienfelde
2016-01-07,,5,27,34,8,Marienfelde
2016-01-08,,1,16,17,42,Marienfelde
2016-01-09,,3,25,29,21,Marienfelde
2016-01-10,,1,18,20,17,Marienfelde
2016-01-11,,7,29,40,9,Marienfelde
2016-01-12,,13,29,48,10,Marienfelde
2016-01-13,,1,14,15,33,Marienfelde
2016-01-14,,1,17,20,29,Marienfelde
2016-01-15,,7,31,42,8,Marienfelde
2016-01-16,,1,11,12,41,Marienfelde
2016-01-17,,2,23,26,24,Marienfelde
2016-01-18,,8,26,39,27,Marienfelde
2016-01-19,,4,28,34,20,Marienfelde
2016-01-20,,2,30,33,30,Marienfelde
2016-01-21,,2,23,26,46,Marienfelde
2016-01-22,,9,37,50,18,Marienfelde
2016-01-23,,4,23,28,27,Marienfelde
2016-01-24,,1,13,15,29,Marienfelde
2016-01-25,,3,21,25,12,Marienfelde
2016-01-26,,1,16,18,27,Marienfelde
2016-01-27,,0,8,9,55,Marienfelde
2016-01-28,,0,12,12,57,Marienfelde
2016-01-29,,1,14,15,44,Marienfelde
2016-01-30,,0,5,5,64,Marienfelde
2016-01-31,,0,6,6,64,Marienfelde
2016-02-01,,2,12,15,46,Marienfelde
2016-02-02,,0,6,7,73,Marienfelde
2016-02-03,,1,9,10,67,Marienfelde
2016-02-04,,1,10,11,49,Marienfelde
2016-02-05,,1,13,15,39,Marienfelde
2016-02-06,,1,11,12,38,Marienfelde
2016-02-07,,1,11,12,40,Marienfelde
2016-02-08,,0,6,6,66,Marienfelde
2016-02-09,,0,5,6,71,Marienfelde
2016-02-10,,0,11,12,59,Marienfelde
2016-02-11,,0,11,11,54,Marienfelde
2016-02-12,,3,30,34,23,Marienfelde
2016-02-13,,3,25,30,31,Marienfelde
2016-02-14,,0,13,14,31,Marienfelde
2016-02-15,,1,16,17,27,Marienfelde
2016-02-16,,1,18,20,47,Marienfelde
2016-02-17,,1,19,21,34,Marienfelde
2016-02-18,,3,23,27,18,Marienfelde
2016-02-19,,12,26,45,23,Marienfelde
2016-02-20,,1,15,16,40,Marienfelde
2016-02-21,,0,6,6,60,Marienfelde
2016-02-22,,0,8,9,66,Marienfelde
2016-02-23,,0,11,11,61,Marienfelde
2016-02-24,,0,12,12,62,Marienfelde
2016-02-25,,3,22,27,39,Marienfelde
2016-02-26,,1,20,21,46,Marienfelde
2016-02-27,,8,26,39,39,Marienfelde
2016-02-28,,1,19,20,50,Marienfelde
2016-02-29,,1,18,19,54,Marienfelde
2016-03-01,,2,20,23,48,Marienfelde
2016-03-02,,1,12,13,51,Marienfelde
2016-03-03,,3,24,29,32,Marienfelde
2016-03-04,,2,17,20,44,Marienfelde
2016-03-05,,1,15,16,46,Marienfelde
2016-03-06,,1,15,16,25,Marienfelde
2016-03-07,,4,23,29,35,Marienfelde
2016-03-08,,39,34,93,26,Marienfelde
2016-03-09,,5,21,29,44,Marienfelde
2016-03-10,,2,18,21,43,Marienfelde
2016-03-11,,1,21,23,40,Marienfelde
2016-03-12,,0,12,12,68,Marienfelde
2016-03-13,,0,12,12,66,Marienfelde
2016-03-14,,2,23,27,51,Marienfelde
2016-03-15,,1,13,14,55,Marienfelde
2016-03-16,,2,20,23,48,Marienfelde
2016-03-17,,7,39,49,41,Marienfelde
2016-03-18,,1,19,20,40,Marienfelde
2016-03-19,,1,11,12,52,Marienfelde
2016-03-20,,0,7,7,67,Marienfelde
2016-03-21,,0,8,8,70,Marienfelde
2016-03-22,,1,12,13,61,Marienfelde
2016-03-23,,1,13,14,55,Marienfelde
2016-03-24,,1,19,21,39,Marienfelde
2016-03-25,,1,12,13,39,Marienfelde
2016-03-26,,1,9,10,60,Marienfelde
2016-03-27,,0,8,9,56,Marienfelde
2016-03-28,,0,8,9,66,Marienfelde
2016-03-29,,0,9,9,62,Marienfelde
2016-03-30,,1,13,14,48,Marienfelde
2016-03-31,,4,26,32,43,Marienfelde
2016-04-01,,1,20,22,60,Marienfelde
2016-04-02,,1,13,14,62,Marienfelde
2016-04-03,,0,13,14,66,Marienfelde
2016-04-04,,3,28,33,51,Marienfelde
2016-04-05,,14,33,54,,Marienfelde
2016-04-06,,1,10,11,76,Marienfelde
2016-04-07,,1,10,11,76,Marienfelde
2016-04-08,,2,21,24,49,Marienfelde
2016-04-09,,3,23,28,,Marienfelde
2016-04-10,,0,7,8,77,Marienfelde
2016-04-11,,1,18,20,57,Marienfelde
2016-04-12,,2,25,28,35,Marienfelde
2016-04-13,,5,16,24,51,Marienfelde
2016-04-14,,1,19,21,48,Marienfelde
2016-04-15,,2,16,19,41,Marienfelde
2016-04-16,,1,9,10,53,Marienfelde
2016-04-17,,0,6,6,67,Marienfelde
2016-04-18,,3,14,18,60,Marienfelde
2016-04-19,,0,6,7,79,Marienfelde
2016-04-20,,0,7,7,76,Marienfelde
2016-04-21,,3,15,18,64,Marienfelde
2016-04-22,,2,9,13,69,Marienfelde
2016-04-23,,1,7,8,72,Marienfelde
2016-04-24,,0,4,5,75,Marienfelde
2016-04-25,,1,7,8,73,Marienfelde
2016-04-26,,2,7,9,68,Marienfelde
2016-04-27,,0,8,8,67,Marienfelde
2016-04-28,,1,8,9,72,Marienfelde
2016-04-29,,1,12,13,74,Marienfelde
2016-04-30,,0,10,9,90,Marienfelde
2016-05-01,,0,10,10,104,Marienfelde
2016-05-02,,1,13,14,86,Marienfelde
2016-05-03,,4,16,22,65,Marienfelde
2016-05-04,,1,13,14,65,Marienfelde
2016-05-05,,1,11,13,80,Marienfelde
2016-05-06,,0,14,13,93,Marienfelde
2016-05-07,,0,8,9,105,Marienfelde
2016-05-08,,0,7,7,100,Marienfelde
2016-05-09,,0,10,10,96,Marienfelde
2016-05-10,,0,9,9,100,Marienfelde
2016-05-11,,1,10,11,109,Marienfelde
2016-05-12,,1,9,10,108,Marienfelde
2016-05-13,,1,11,13,92,Marienfelde
2016-05-14,,0,6,6,81,Marienfelde
2016-05-15,,0,3,4,74,Marienfelde
